Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
601600at33090,4,Zm00001eb093490,Zm00001eb093490:7.50314e-05,SORBI_3005G022100,SORBI_3005G022100:0.000679268,LOC_Os07g05810,LOC_Os07g05810:0.00124475,NA,NA,AT5G57100,AT5G57100:8.28564e-05
606445at3193,4,Zm00001eb430810,Zm00001eb430810:0.000920598,SORBI_3006G213500,SORBI_3006G213500:0.00305069,NA,NA,HORVU.MOREX.r3.3HG0312690,HORVU.MOREX.r3.3HG0312690:0.000521377,AT1G31120,AT1G31120:0.000253179
606445at33090,4,Zm00001eb430810,Zm00001eb430810:0.000920598,SORBI_3006G213500,SORBI_3006G213500:0.00305069,NA,NA,HORVU.MOREX.r3.3HG0312690,HORVU.MOREX.r3.3HG0312690:0.000521377,AT1G31120,AT1G31120:0.000253179
627237at2759,4,Zm00001eb046210;Zm00001eb180070;Zm00001eb222030;Zm00001eb245250;Zm00001eb251130;Zm00001eb289290;Zm00001eb304390;Zm00001eb342280,Zm00001eb046210:4.12114e-06;Zm00001eb180070:0.000726208;Zm00001eb222030:0.0030328;Zm00001eb245250:0.00183274;Zm00001eb251130:0.00301124;Zm00001eb289290:0.00107797;Zm00001eb304390:0.00322043;Zm00001eb342280:0.000733835,SORBI_3007G044300,SORBI_3007G044300:0.00200585,NA,NA,HORVU.MOREX.r3.3HG0231720;HORVU.MOREX.r3.3HG0299050;HORVU.MOREX.r3.4HG0411460,HORVU.MOREX.r3.3HG0231720:0.00115924;HORVU.MOREX.r3.3HG0299050:0.000771606;HORVU.MOREX.r3.4HG0411460:0.000430302,AT1G12110;AT1G32450;AT1G68570;AT2G37900;AT2G40460;AT3G21670;AT3G45680,AT1G12110:4.5442e-05;AT1G32450:0.000185863;AT1G68570:0.000159983;AT2G37900:1.23449e-05;AT2G40460:0.000342681;AT3G21670:3.55441e-05;AT3G45680:0.000139884
628161at2759,4,Zm00001eb058150;Zm00001eb103410;Zm00001eb193100;Zm00001eb305600;Zm00001eb316180,Zm00001eb058150:0.00342151;Zm00001eb103410:0.000779237;Zm00001eb193100:1.71475e-05;Zm00001eb305600:0.00138733;Zm00001eb316180:0.000586955,SORBI_3002G274000,SORBI_3002G274000:0.000971944,LOC_Os09g04410,LOC_Os09g04410:0.00181307,NA,NA,AT2G05920,AT2G05920:0.000142707
629188at33090,4,Zm00001eb046210;Zm00001eb180070;Zm00001eb222030;Zm00001eb245250;Zm00001eb251130;Zm00001eb289290;Zm00001eb304390;Zm00001eb342280,Zm00001eb046210:4.12114e-06;Zm00001eb180070:0.000726208;Zm00001eb222030:0.0030328;Zm00001eb245250:0.00183274;Zm00001eb251130:0.00301124;Zm00001eb289290:0.00107797;Zm00001eb304390:0.00322043;Zm00001eb342280:0.000733835,SORBI_3007G044300,SORBI_3007G044300:0.00200585,NA,NA,HORVU.MOREX.r3.3HG0231720;HORVU.MOREX.r3.3HG0299050;HORVU.MOREX.r3.4HG0411460,HORVU.MOREX.r3.3HG0231720:0.00115924;HORVU.MOREX.r3.3HG0299050:0.000771606;HORVU.MOREX.r3.4HG0411460:0.000430302,AT1G12110;AT1G32450;AT1G68570;AT2G37900;AT2G40460;AT3G21670;AT3G45680,AT1G12110:4.5442e-05;AT1G32450:0.000185863;AT1G68570:0.000159983;AT2G37900:1.23449e-05;AT2G40460:0.000342681;AT3G21670:3.55441e-05;AT3G45680:0.000139884
630100at3193,4,Zm00001eb076810;Zm00001eb257750,Zm00001eb076810:0.00344179;Zm00001eb257750:0.000854232,SORBI_3003G062800;SORBI_3003G062900,SORBI_3003G062800:0.000927436;SORBI_3003G062900:0.000927436,NA,NA,HORVU.MOREX.r3.1HG0019330;HORVU.MOREX.r3.2HG0183080,HORVU.MOREX.r3.1HG0019330:2.44454e-05;HORVU.MOREX.r3.2HG0183080:0.000990703,AT3G17180;AT4G30610;AT4G30810,AT3G17180:8.31249e-05;AT4G30610:0.000107583;AT4G30810:0.000107583
630100at33090,4,Zm00001eb076810;Zm00001eb257750,Zm00001eb076810:0.00344179;Zm00001eb257750:0.000854232,SORBI_3003G062800;SORBI_3003G062900,SORBI_3003G062800:0.000927436;SORBI_3003G062900:0.000927436,NA,NA,HORVU.MOREX.r3.1HG0019330;HORVU.MOREX.r3.2HG0183080,HORVU.MOREX.r3.1HG0019330:2.44454e-05;HORVU.MOREX.r3.2HG0183080:0.000990703,AT3G17180;AT4G30610;AT4G30810,AT3G17180:8.31249e-05;AT4G30610:0.000107583;AT4G30810:0.000107583
640662at2759,4,Zm00001eb001560;Zm00001eb022050;Zm00001eb058260;Zm00001eb102470;Zm00001eb138700;Zm00001eb194740;Zm00001eb207640;Zm00001eb251340;Zm00001eb291850;Zm00001eb330580;Zm00001eb390710;Zm00001eb395060,Zm00001eb001560:5.68159e-06;Zm00001eb022050:0.00339575;Zm00001eb058260:0.00251061;Zm00001eb102470:0.000948635;Zm00001eb138700:0.00340724;Zm00001eb194740:0.000252044;Zm00001eb207640:0.00175963;Zm00001eb251340:0.00196616;Zm00001eb291850:0.00193454;Zm00001eb330580:0.000705243;Zm00001eb390710:0.000364994;Zm00001eb395060:0.000142065,NA,NA,LOC_Os05g01620,LOC_Os05g01620:0.00198228,HORVU.MOREX.r3.1HG0054280;HORVU.MOREX.r3.2HG0112600;HORVU.MOREX.r3.2HG0112610;HORVU.MOREX.r3.6HG0546360,HORVU.MOREX.r3.1HG0054280:0.000192409;HORVU.MOREX.r3.2HG0112600:8.06398e-08;HORVU.MOREX.r3.2HG0112610:8.06398e-08;HORVU.MOREX.r3.6HG0546360:0.000693713,AT1G14540;AT1G49570;AT2G24800;AT3G17070;AT5G06720;AT5G58390,AT1G14540:4.29646e-17;AT1G49570:0.000335448;AT2G24800:0.000411875;AT3G17070:4.68658e-05;AT5G06720:0.000162842;AT5G58390:2.22245e-05
643341at2759,4,Zm00001eb016040;Zm00001eb046220;Zm00001eb066630;Zm00001eb153630;Zm00001eb290670;Zm00001eb303060;Zm00001eb384580;Zm00001eb403550;Zm00001eb428530,Zm00001eb016040:0.00337071;Zm00001eb046220:4.12114e-06;Zm00001eb066630:0.00166234;Zm00001eb153630:0.002371;Zm00001eb290670:0.00229052;Zm00001eb303060:0.00330065;Zm00001eb384580:0.00236874;Zm00001eb403550:0.000449071;Zm00001eb428530:2.02341e-05,SORBI_3003G052100,SORBI_3003G052100:0.00266554,NA,NA,HORVU.MOREX.r3.3HG0231730;HORVU.MOREX.r3.5HG0489130;HORVU.MOREX.r3.5HG0513800;HORVU.MOREX.r3.6HG0543250,HORVU.MOREX.r3.3HG0231730:0.00115924;HORVU.MOREX.r3.5HG0489130:0.000118628;HORVU.MOREX.r3.5HG0513800:0.000625183;HORVU.MOREX.r3.6HG0543250:0.000108384,AT1G17750;AT2G02220,AT1G17750:4.05238e-05;AT2G02220:0.000226933
643341at33090,4,Zm00001eb016040;Zm00001eb046220;Zm00001eb066630;Zm00001eb153630;Zm00001eb290670;Zm00001eb303060;Zm00001eb384580;Zm00001eb403550;Zm00001eb428530,Zm00001eb016040:0.00337071;Zm00001eb046220:4.12114e-06;Zm00001eb066630:0.00166234;Zm00001eb153630:0.002371;Zm00001eb290670:0.00229052;Zm00001eb303060:0.00330065;Zm00001eb384580:0.00236874;Zm00001eb403550:0.000449071;Zm00001eb428530:2.02341e-05,SORBI_3003G052100,SORBI_3003G052100:0.00266554,NA,NA,HORVU.MOREX.r3.5HG0489130;HORVU.MOREX.r3.5HG0513800;HORVU.MOREX.r3.6HG0543250,HORVU.MOREX.r3.5HG0489130:0.000118628;HORVU.MOREX.r3.5HG0513800:0.000625183;HORVU.MOREX.r3.6HG0543250:0.000108384,AT1G17750;AT2G02220,AT1G17750:4.05238e-05;AT2G02220:0.000226933
768205at33090,4,Zm00001eb058150;Zm00001eb103410;Zm00001eb193100;Zm00001eb305600;Zm00001eb316180,Zm00001eb058150:0.00342151;Zm00001eb103410:0.000779237;Zm00001eb193100:1.71475e-05;Zm00001eb305600:0.00138733;Zm00001eb316180:0.000586955,SORBI_3002G274000,SORBI_3002G274000:0.000971944,LOC_Os09g04410,LOC_Os09g04410:0.00181307,NA,NA,AT2G05920,AT2G05920:0.000142707
110285at2759,3,Zm00001eb258310,Zm00001eb258310:0.0033637,SORBI_3003G135500,SORBI_3003G135500:0.00191738,NA,NA,HORVU.MOREX.r3.6HG0627350,HORVU.MOREX.r3.6HG0627350:0.000165135,NA,NA
112282at3193,3,Zm00001eb001560;Zm00001eb022050;Zm00001eb251340,Zm00001eb001560:5.68159e-06;Zm00001eb022050:0.00339575;Zm00001eb251340:0.00196616,NA,NA,LOC_Os05g01620,LOC_Os05g01620:0.00198228,HORVU.MOREX.r3.1HG0054280,HORVU.MOREX.r3.1HG0054280:0.000192409,NA,NA
112282at33090,3,Zm00001eb001560;Zm00001eb022050;Zm00001eb251340,Zm00001eb001560:5.68159e-06;Zm00001eb022050:0.00339575;Zm00001eb251340:0.00196616,NA,NA,LOC_Os05g01620,LOC_Os05g01620:0.00198228,HORVU.MOREX.r3.1HG0054280,HORVU.MOREX.r3.1HG0054280:0.000192409,NA,NA
113144at3193,3,Zm00001eb287420,Zm00001eb287420:0.00171459,SORBI_3009G128500,SORBI_3009G128500:0.000244872,NA,NA,NA,NA,AT4G14230;AT4G14240,AT4G14230:9.39816e-05;AT4G14240:9.39816e-05
127372at2759,3,Zm00001eb193710,Zm00001eb193710:0.00309339,SORBI_3010G082600,SORBI_3010G082600:0.00296284,NA,NA,HORVU.MOREX.r3.7HG0663850;HORVU.MOREX.r3.7HG0663860,HORVU.MOREX.r3.7HG0663850:0.000665527;HORVU.MOREX.r3.7HG0663860:0.000665527,NA,NA
127372at3193,3,Zm00001eb193710,Zm00001eb193710:0.00309339,SORBI_3010G082600,SORBI_3010G082600:0.00296284,NA,NA,HORVU.MOREX.r3.7HG0663850;HORVU.MOREX.r3.7HG0663860,HORVU.MOREX.r3.7HG0663850:0.000665527;HORVU.MOREX.r3.7HG0663860:0.000665527,NA,NA
127372at33090,3,Zm00001eb193710,Zm00001eb193710:0.00309339,SORBI_3010G082600,SORBI_3010G082600:0.00296284,NA,NA,HORVU.MOREX.r3.7HG0663850;HORVU.MOREX.r3.7HG0663860,HORVU.MOREX.r3.7HG0663850:0.000665527;HORVU.MOREX.r3.7HG0663860:0.000665527,NA,NA
13065at33090,3,Zm00001eb020090,Zm00001eb020090:0.00149977,NA,NA,LOC_Os07g06040,LOC_Os07g06040:0.000850783,HORVU.MOREX.r3.7HG0687190,HORVU.MOREX.r3.7HG0687190:0.00132451,NA,NA
139695at2759,3,Zm00001eb296590;Zm00001eb398750,Zm00001eb296590:0.00221634;Zm00001eb398750:3.61956e-05,SORBI_3001G438100,SORBI_3001G438100:0.000108192,NA,NA,NA,NA,AT1G68530,AT1G68530:1.46723e-06
153283at33090,3,Zm00001eb021510;Zm00001eb122860,Zm00001eb021510:0.00256224;Zm00001eb122860:0.000581951,SORBI_3002G098900,SORBI_3002G098900:5.56703e-05,NA,NA,NA,NA,AT1G55180,AT1G55180:9.12304e-07
159147at3193,3,Zm00001eb222960;Zm00001eb430440,Zm00001eb222960:0.0025681;Zm00001eb430440:0.00321322,SORBI_3007G200500,SORBI_3007G200500:0.000781472,NA,NA,NA,NA,AT1G27770;AT4G37640,AT1G27770:2.95295e-05;AT4G37640:6.8367e-06
16791at38820,3,Zm00001eb145670;Zm00001eb384590;Zm00001eb408430,Zm00001eb145670:0.00152106;Zm00001eb384590:0.000616974;Zm00001eb408430:8.74931e-05,SORBI_3007G087400,SORBI_3007G087400:0.0030654,NA,NA,HORVU.MOREX.r3.3HG0307240;HORVU.MOREX.r3.3HG0307250,HORVU.MOREX.r3.3HG0307240:0.000149569;HORVU.MOREX.r3.3HG0307250:0.000149569,NA,NA
16791at4447,3,Zm00001eb145670;Zm00001eb384590;Zm00001eb408430,Zm00001eb145670:0.00152106;Zm00001eb384590:0.000616974;Zm00001eb408430:8.74931e-05,SORBI_3007G087400,SORBI_3007G087400:0.0030654,NA,NA,HORVU.MOREX.r3.3HG0307240;HORVU.MOREX.r3.3HG0307250,HORVU.MOREX.r3.3HG0307240:0.000149569;HORVU.MOREX.r3.3HG0307250:0.000149569,NA,NA
171349at2759,3,Zm00001eb138710,Zm00001eb138710:0.00340724,NA,NA,LOC_Os08g05660,LOC_Os08g05660:0.00143494,NA,NA,AT1G22940;AT5G32470,AT1G22940:2.71227e-05;AT5G32470:0.000336803
202899at2759,3,Zm00001eb010640;Zm00001eb220030,Zm00001eb010640:0.000256089;Zm00001eb220030:0.00238567,NA,NA,LOC_Os10g04030,LOC_Os10g04030:0.00194207,NA,NA,AT2G40890;AT5G09970,AT2G40890:2.57376e-05;AT5G09970:0.000235263
202899at33090,3,Zm00001eb010640;Zm00001eb220030,Zm00001eb010640:0.000256089;Zm00001eb220030:0.00238567,NA,NA,LOC_Os10g04030,LOC_Os10g04030:0.00194207,NA,NA,AT2G40890;AT5G09970,AT2G40890:2.57376e-05;AT5G09970:0.000235263
2042608at2759,3,Zm00001eb317040,Zm00001eb317040:0.00290985,NA,NA,NA,NA,HORVU.MOREX.r3.5HG0491270,HORVU.MOREX.r3.5HG0491270:0.00145427,AT1G15950;AT1G68540;AT4G27250,AT1G15950:5.49088e-06;AT1G68540:0.000142378;AT4G27250:0.000387375
217161at33090,3,Zm00001eb193280;Zm00001eb426260,Zm00001eb193280:0.000676704;Zm00001eb426260:0.00297082,NA,NA,LOC_Os04g05080,LOC_Os04g05080:0.00118176,NA,NA,AT5G06230;AT5G19160,AT5G06230:0.000408622;AT5G19160:0.000420174
227017at2759,3,Zm00001eb053710;Zm00001eb062920;Zm00001eb311680,Zm00001eb053710:0.0025316;Zm00001eb062920:0.00169312;Zm00001eb311680:0.00280031,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0290220,HORVU.MOREX.r3.3HG0290220:0.000951905,AT2G05760,AT2G05760:0.000407974
227017at3193,3,Zm00001eb053710;Zm00001eb062920;Zm00001eb311680,Zm00001eb053710:0.0025316;Zm00001eb062920:0.00169312;Zm00001eb311680:0.00280031,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0290220,HORVU.MOREX.r3.3HG0290220:0.000951905,AT2G05760,AT2G05760:0.000407974
227017at33090,3,Zm00001eb053710;Zm00001eb062920;Zm00001eb311680,Zm00001eb053710:0.0025316;Zm00001eb062920:0.00169312;Zm00001eb311680:0.00280031,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0290220,HORVU.MOREX.r3.3HG0290220:0.000951905,AT2G05760,AT2G05760:0.000407974
238199at3193,3,Zm00001eb058150;Zm00001eb193100,Zm00001eb058150:0.00342151;Zm00001eb193100:1.71475e-05,NA,NA,LOC_Os09g04410,LOC_Os09g04410:0.00181307,NA,NA,AT2G05920,AT2G05920:0.000142707
238517at3193,3,Zm00001eb012270,Zm00001eb012270:0.00146152,SORBI_3001G422100,SORBI_3001G422100:0.00373094,NA,NA,NA,NA,AT5G59490,AT5G59490:5.88828e-09
260429at3193,3,Zm00001eb339970,Zm00001eb339970:2.80226e-05,SORBI_3003G277500,SORBI_3003G277500:0.000693709,NA,NA,NA,NA,AT2G41380,AT2G41380:0.000132224
2684792at2759,3,Zm00001eb293530,Zm00001eb293530:0.000210625,SORBI_3006G114700;SORBI_3009G071800,SORBI_3006G114700:0.00010138;SORBI_3009G071800:0.000107642,NA,NA,NA,NA,AT4G26270,AT4G26270:3.02093e-07
2746941at2759,3,Zm00001eb071890;Zm00001eb251680,Zm00001eb071890:0.00170948;Zm00001eb251680:0.000375069,NA,NA,NA,NA,HORVU.MOREX.r3.2HG0193650,HORVU.MOREX.r3.2HG0193650:0.00141797,AT1G32350,AT1G32350:0.000405131
289694at3193,3,Zm00001eb254510,Zm00001eb254510:0.00217364,SORBI_3003G122100;SORBI_3004G238500,SORBI_3003G122100:0.00118909;SORBI_3004G238500:0.0022883,NA,NA,NA,NA,AT1G74470,AT1G74470:1.98896e-05
289694at33090,3,Zm00001eb254510,Zm00001eb254510:0.00217364,SORBI_3003G122100;SORBI_3004G238500,SORBI_3003G122100:0.00118909;SORBI_3004G238500:0.0022883,NA,NA,NA,NA,AT1G74470,AT1G74470:1.98896e-05
319324at3193,3,Zm00001eb331610,Zm00001eb331610:0.000369342,NA,NA,NA,NA,HORVU.MOREX.r3.2HG0107730,HORVU.MOREX.r3.2HG0107730:0.000782656,AT1G69380,AT1G69380:3.6797e-05
324745at2759,3,Zm00001eb048160,Zm00001eb048160:0.000158674,SORBI_3001G250300;SORBI_3009G178400,SORBI_3001G250300:0.00162808;SORBI_3009G178400:0.00221327,NA,NA,NA,NA,AT3G28480;AT4G33910;AT5G18900,AT3G28480:8.20478e-05;AT4G33910:2.09583e-05;AT5G18900:1.46644e-05
351217at33090,3,Zm00001eb095360,Zm00001eb095360:0.00222316,SORBI_3009G188000,SORBI_3009G188000:7.64554e-05,NA,NA,NA,NA,AT4G27270,AT4G27270:0.000387375
35425at4447,3,Zm00001eb385300,Zm00001eb385300:0.00171347,SORBI_3001G332900,SORBI_3001G332900:0.00346391,NA,NA,HORVU.MOREX.r3.7HG0748630;HORVU.MOREX.r3.7HG0748640,HORVU.MOREX.r3.7HG0748630:0.000117854;HORVU.MOREX.r3.7HG0748640:0.000117854,NA,NA
35842at33090,3,Zm00001eb144930;Zm00001eb216870,Zm00001eb144930:0.000804063;Zm00001eb216870:0.00243018,SORBI_3001G125700;SORBI_3001G125800,SORBI_3001G125700:0.00133174;SORBI_3001G125800:0.00133174,NA,NA,HORVU.MOREX.r3.5HG0509200,HORVU.MOREX.r3.5HG0509200:0.000801023,NA,NA
370445at3193,3,Zm00001eb294800;Zm00001eb294810,Zm00001eb294800:0.0011824;Zm00001eb294810:0.0011824,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0312140,HORVU.MOREX.r3.3HG0312140:0.00028381,AT1G27440,AT1G27440:5.52345e-10
370445at33090,3,Zm00001eb294800;Zm00001eb294810,Zm00001eb294800:0.0011824;Zm00001eb294810:0.0011824,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0312140,HORVU.MOREX.r3.3HG0312140:0.00028381,AT1G27440,AT1G27440:5.52345e-10
381908at2759,3,Zm00001eb046570;Zm00001eb234850,Zm00001eb046570:0.000190152;Zm00001eb234850:0.000968242,NA,NA,NA,NA,HORVU.MOREX.r3.6HG0538880,HORVU.MOREX.r3.6HG0538880:0.000597497,AT2G04570;AT2G40250;AT5G33370,AT2G04570:0.000257399;AT2G40250:0.000244486;AT5G33370:0.000129896
385631at3193,3,Zm00001eb144930;Zm00001eb216870,Zm00001eb144930:0.000804063;Zm00001eb216870:0.00243018,SORBI_3001G125700;SORBI_3001G125800,SORBI_3001G125700:0.00133174;SORBI_3001G125800:0.00133174,NA,NA,HORVU.MOREX.r3.5HG0509200,HORVU.MOREX.r3.5HG0509200:0.000801023,NA,NA
419791at2759,3,Zm00001eb257300;Zm00001eb257310,Zm00001eb257300:0.000117086;Zm00001eb257310:0.000117086,SORBI_3004G323100,SORBI_3004G323100:7.98386e-05,NA,NA,NA,NA,AT2G14580;AT3G19690;AT4G25790,AT2G14580:0.00034367;AT3G19690:9.7523e-06;AT4G25790:0.000329617
419791at33090,3,Zm00001eb257300;Zm00001eb257310,Zm00001eb257300:0.000117086;Zm00001eb257310:0.000117086,SORBI_3004G323100,SORBI_3004G323100:7.98386e-05,NA,NA,NA,NA,AT2G14580;AT3G19690;AT4G25790,AT2G14580:0.00034367;AT3G19690:9.7523e-06;AT4G25790:0.000329617
421186at2759,3,Zm00001eb012780;Zm00001eb397400,Zm00001eb012780:0.00110263;Zm00001eb397400:0.000658098,NA,NA,NA,NA,HORVU.MOREX.r3.4HG0386880,HORVU.MOREX.r3.4HG0386880:3.53784e-05,AT1G67060,AT1G67060:0.000227051
44571at3193,3,Zm00001eb189380,Zm00001eb189380:0.000284213,NA,NA,NA,NA,HORVU.MOREX.r3.6HG0609880,HORVU.MOREX.r3.6HG0609880:0.000990559,AT5G13490,AT5G13490:1.38468e-05
44571at33090,3,Zm00001eb189380,Zm00001eb189380:0.000284213,NA,NA,NA,NA,HORVU.MOREX.r3.6HG0609880,HORVU.MOREX.r3.6HG0609880:0.000990559,AT5G13490,AT5G13490:1.38468e-05
463175at3193,3,Zm00001eb376640,Zm00001eb376640:0.000636762,NA,NA,NA,NA,HORVU.MOREX.r3.7HG0652970,HORVU.MOREX.r3.7HG0652970:0.000160311,AT2G43790,AT2G43790:0.000390618
4747719at2759,3,NA,NA,SORBI_3003G122300,SORBI_3003G122300:0.00118909,NA,NA,HORVU.MOREX.r3.6HG0581990,HORVU.MOREX.r3.6HG0581990:0.000502917,AT1G14560,AT1G14560:8.06118e-05
4755763at2759,3,Zm00001eb222960;Zm00001eb430440,Zm00001eb222960:0.0025681;Zm00001eb430440:0.00321322,SORBI_3007G200500,SORBI_3007G200500:0.000781472,NA,NA,NA,NA,AT1G27770;AT4G37640,AT1G27770:2.95295e-05;AT4G37640:6.8367e-06
4760724at2759,3,Zm00001eb214320;Zm00001eb250950,Zm00001eb214320:0.000898876;Zm00001eb250950:0.000191452,SORBI_3006G192200,SORBI_3006G192200:0.00360362,NA,NA,NA,NA,AT3G17090,AT3G17090:4.68658e-05
477561at2759,3,Zm00001eb294600,Zm00001eb294600:0.00182675,SORBI_3006G191900,SORBI_3006G191900:0.00360362,NA,NA,NA,NA,AT1G76950,AT1G76950:0.000143459
477561at33090,3,Zm00001eb294600,Zm00001eb294600:0.00182675,SORBI_3006G191900,SORBI_3006G191900:0.00360362,NA,NA,NA,NA,AT1G76950,AT1G76950:0.000143459
4804397at2759,3,Zm00001eb302150,Zm00001eb302150:0.00269495,NA,NA,NA,NA,HORVU.MOREX.r3.2HG0149410,HORVU.MOREX.r3.2HG0149410:0.00133175,AT1G19730;AT5G42980,AT1G19730:3.22461e-09;AT5G42980:0.000206142
4836116at2759,3,Zm00001eb254510,Zm00001eb254510:0.00217364,SORBI_3003G122100;SORBI_3004G238500,SORBI_3003G122100:0.00118909;SORBI_3004G238500:0.0022883,NA,NA,NA,NA,AT1G74470,AT1G74470:1.98896e-05
4839337at2759,3,Zm00001eb020090,Zm00001eb020090:0.00149977,NA,NA,LOC_Os07g06040,LOC_Os07g06040:0.000850783,HORVU.MOREX.r3.7HG0687190,HORVU.MOREX.r3.7HG0687190:0.00132451,NA,NA
4840713at2759,3,Zm00001eb012270,Zm00001eb012270:0.00146152,SORBI_3001G422100,SORBI_3001G422100:0.00373094,NA,NA,NA,NA,AT5G59490,AT5G59490:5.88828e-09
4842190at2759,3,Zm00001eb278120,Zm00001eb278120:0.00107681,SORBI_3006G106700,SORBI_3006G106700:0.00159974,NA,NA,HORVU.MOREX.r3.5HG0441100,HORVU.MOREX.r3.5HG0441100:0.00020775,NA,NA
