Phenotype,species,snp,chr,pos,p,logp
pH,Arabidopsis,Chr5_25556767.0,5,25556767,8.917481e-07,6.04975780731666
pH,Arabidopsis,Chr5_25556786.0,5,25556786,8.917481e-07,6.04975780731666
pH,Arabidopsis,Chr5_25556805.0,5,25556805,8.917481e-07,6.04975780731666
pH,Arabidopsis,Chr5_25556828.0,5,25556828,8.917481e-07,6.04975780731666
pH,Arabidopsis,Chr5_25556847.0,5,25556847,8.917481e-07,6.04975780731666
pH,Arabidopsis,Chr5_25556905.0,5,25556905,8.917481e-07,6.04975780731666
pH,Arabidopsis,Chr5_25556908.0,5,25556908,8.917481e-07,6.04975780731666
pH,Arabidopsis,Chr5_25556928.0,5,25556928,8.917481e-07,6.04975780731666
pH,Arabidopsis,Chr5_25557004.0,5,25557004,8.917481e-07,6.04975780731666
pH,Arabidopsis,Chr5_25557115.0,5,25557115,8.917481e-07,6.04975780731666
pH,Arabidopsis,Chr5_25557118.0,5,25557118,8.917481e-07,6.04975780731666
pH,Arabidopsis,Chr5_4797923.0,5,4797923,9.252213e-07,6.03375437766754
pH,Arabidopsis,Chr5_4797976.0,5,4797976,9.252213e-07,6.03375437766754
pH,Arabidopsis,Chr4_16428237.0,4,16428237,9.524001e-07,6.02118056766715
pH,Arabidopsis,Chr1_11703243.0,1,11703243,1.00804e-06,5.99652223432441
pH,Arabidopsis,Chr5_25558023.0,5,25558023,1.008222e-06,5.99644383023217
pH,Arabidopsis,Chr5_2746838.0,5,2746838,1.033265e-06,5.98578828130883
pH,Arabidopsis,Chr2_7477822.0,2,7477822,1.114048e-06,5.95309609669727
pH,Arabidopsis,Chr1_6731977.0,1,6731977,1.120001e-06,5.95078158956706
pH,Arabidopsis,Chr5_26298570.0,5,26298570,1.151769e-06,5.93863461473658
pH,Arabidopsis,Chr2_7623212.0,2,7623212,1.160276e-06,5.93543869092874
pH,Arabidopsis,Chr2_7628344.0,2,7628344,1.160276e-06,5.93543869092874
pH,Arabidopsis,Chr2_6767446.0,2,6767446,1.18134e-06,5.92762509063977
pH,Arabidopsis,Chr2_6775564.0,2,6775564,1.18134e-06,5.92762509063977
pH,Arabidopsis,Chr5_5316328.0,5,5316328,1.205554e-06,5.91881333163512
pH,Arabidopsis,Chr5_2771863.0,5,2771863,1.388667e-06,5.85740188486059
pH,Arabidopsis,Chr2_7696161.0,2,7696161,1.507401e-06,5.821771200956
pH,Arabidopsis,Chr2_7696195.0,2,7696195,1.507401e-06,5.821771200956
pH,Arabidopsis,Chr5_26397819.0,5,26397819,1.517907e-06,5.8187548362298
pH,Arabidopsis,Chr4_1459582.0,4,1459582,1.522065e-06,5.81756680056246
pH,Arabidopsis,Chr2_7633510.0,2,7633510,1.535378e-06,5.8137846865682
pH,Arabidopsis,Chr2_7633642.0,2,7633642,1.535378e-06,5.8137846865682
pH,Arabidopsis,Chr5_26398230.0,5,26398230,1.567716e-06,5.80473260925617
pH,Arabidopsis,Chr2_7621182.0,2,7621182,1.583819e-06,5.80029445140354
pH,Arabidopsis,Chr2_7623364.0,2,7623364,1.66725e-06,5.77799927390931
pH,Arabidopsis,Chr2_5916428.0,2,5916428,1.744773e-06,5.75826106799431
pH,Arabidopsis,Chr2_7696026.0,2,7696026,1.756648e-06,5.75531525442556
pH,Arabidopsis,Chr2_7633488.0,2,7633488,1.860408e-06,5.7303918016329
pH,Arabidopsis,Chr2_7632027.0,2,7632027,1.929189e-06,5.71462522303718
pH,Arabidopsis,Chr2_7630304.0,2,7630304,1.937907e-06,5.71266706854219
pH,Arabidopsis,Chr2_7630307.0,2,7630307,1.937907e-06,5.71266706854219
pH,Arabidopsis,Chr5_24085069.0,5,24085069,2.030564e-06,5.69238331771848
pH,Arabidopsis,Chr5_25556911.0,5,25556911,2.100952e-06,5.67758386971364
pH,Arabidopsis,Chr5_2504184.0,5,2504184,2.27538e-06,5.64294606356873
pH,Arabidopsis,Chr5_25557341.0,5,25557341,2.299973e-06,5.6382772622519
pH,Arabidopsis,Chr2_6767803.0,2,6767803,2.315152e-06,5.63542049035048
pH,Arabidopsis,Chr5_2505190.0,5,2505190,2.326724e-06,5.63325513041591
pH,Arabidopsis,Chr5_25554306.0,5,25554306,2.429886e-06,5.61441410118865
pH,Arabidopsis,Chr2_6766190.0,2,6766190,2.517485e-06,5.59903310843537
pH,Arabidopsis,Chr2_6772151.0,2,6772151,2.517485e-06,5.59903310843537
pH,Arabidopsis,Chr2_6776473.0,2,6776473,2.517485e-06,5.59903310843537
pH,Arabidopsis,Chr2_5897779.0,2,5897779,2.56793e-06,5.59041681900976
pH,Arabidopsis,Chr2_6768389.0,2,6768389,2.707875e-06,5.56737138727759
pH,Arabidopsis,Chr2_7477419.0,2,7477419,2.776153e-06,5.55655660261752
pH,Arabidopsis,Chr2_7477462.0,2,7477462,2.776153e-06,5.55655660261752
pH,Arabidopsis,Chr5_26416921.0,5,26416921,2.924644e-06,5.53392699052026
pH,Arabidopsis,Chr2_7431032.0,2,7431032,2.960182e-06,5.52868158652018
pH,Arabidopsis,Chr5_26150738.0,5,26150738,3.019409e-06,5.52007805477677
pH,Arabidopsis,Chr2_781390.0,2,781390,3.159949e-06,5.50031992662125
pH,Arabidopsis,Chr2_7421717.0,2,7421717,3.219574e-06,5.4922015884559
pH,Arabidopsis,Chr2_5878564.0,2,5878564,3.239291e-06,5.48955003562136
pH,Arabidopsis,Chr2_8733859.0,2,8733859,3.305054e-06,5.48082144035067
pH,Arabidopsis,Chr2_8736188.0,2,8736188,3.305054e-06,5.48082144035067
pH,Arabidopsis,Chr2_8740529.0,2,8740529,3.305054e-06,5.48082144035067
pH,Arabidopsis,Chr2_8759576.0,2,8759576,3.305054e-06,5.48082144035067
pH,Arabidopsis,Chr5_26395662.0,5,26395662,3.342631e-06,5.47591156343403
pH,Arabidopsis,Chr2_5880444.0,2,5880444,3.426382e-06,5.46516422010845
pH,Arabidopsis,Chr2_7696968.0,2,7696968,3.465563e-06,5.46022620176461
pH,Arabidopsis,Chr5_1466197.0,5,1466197,3.486818e-06,5.45757072072225
pH,Arabidopsis,Chr5_18822319.0,5,18822319,3.486818e-06,5.45757072072225
pH,Arabidopsis,Chr5_19608015.0,5,19608015,3.486818e-06,5.45757072072225
pH,Arabidopsis,Chr4_5937414.0,4,5937414,3.608219e-06,5.44270711092912
pH,Arabidopsis,Chr2_5902574.0,2,5902574,3.876113e-06,5.4116035704858
pH,Arabidopsis,Chr1_5144950.0,1,5144950,3.964836e-06,5.4017747719701
pH,Arabidopsis,Chr2_7668331.0,2,7668331,4.235094e-06,5.37313694584609
pH,Arabidopsis,Chr1_4901609.0,1,4901609,4.249035e-06,5.37170969154069
pH,Arabidopsis,Chr1_19565419.0,1,19565419,4.365235e-06,5.35999237132701
pH,Arabidopsis,Chr1_19569946.0,1,19569946,4.365235e-06,5.35999237132701
pH,Arabidopsis,Chr1_19570396.0,1,19570396,4.365235e-06,5.35999237132701
pH,Arabidopsis,Chr2_7471975.0,2,7471975,4.529627e-06,5.34393755924794
pH,Arabidopsis,Chr2_7446913.0,2,7446913,4.696989e-06,5.32818045690104
pH,Arabidopsis,Chr2_7448438.0,2,7448438,4.696989e-06,5.32818045690104
pH,Arabidopsis,Chr5_26397300.0,5,26397300,4.71362e-06,5.3266454321119
pH,Arabidopsis,Chr1_6512240.0,1,6512240,4.936312e-06,5.30659739848938
pH,Arabidopsis,Chr2_7454538.0,2,7454538,4.954247e-06,5.30502234493167
pH,Arabidopsis,Chr5_2491417.0,5,2491417,4.994164e-06,5.30153720024547
pH,Arabidopsis,Chr2_7447181.0,2,7447181,5.055537e-06,5.29623270678906
pH,Arabidopsis,Chr2_7447455.0,2,7447455,5.055537e-06,5.29623270678906
pH,Arabidopsis,Chr1_5052189.0,1,5052189,5.085425e-06,5.29367274629248
pH,Arabidopsis,Chr2_5879815.0,2,5879815,5.120922e-06,5.290651839129
pH,Arabidopsis,Chr1_6512290.0,1,6512290,5.46194e-06,5.26265307494181
pH,Arabidopsis,Chr5_2491220.0,5,2491220,5.578582e-06,5.25347617881089
pH,Arabidopsis,Chr5_2494913.0,5,2494913,5.578582e-06,5.25347617881089
pH,Arabidopsis,Chr5_2499407.0,5,2499407,5.578582e-06,5.25347617881089
pH,Arabidopsis,Chr4_9061310.0,4,9061310,6.462453e-06,5.18960260241481
pH,Arabidopsis,Chr5_2491443.0,5,2491443,6.546428e-06,5.18399560428896
pH,Arabidopsis,Chr5_2491463.0,5,2491463,6.546428e-06,5.18399560428896
pH,Arabidopsis,Chr5_2491495.0,5,2491495,6.546428e-06,5.18399560428896
pH,Arabidopsis,Chr5_2491534.0,5,2491534,6.546428e-06,5.18399560428896
pH,Arabidopsis,Chr5_2491535.0,5,2491535,6.546428e-06,5.18399560428896
pH,Arabidopsis,Chr5_2491559.0,5,2491559,6.546428e-06,5.18399560428896
pH,Arabidopsis,Chr5_2491590.0,5,2491590,6.546428e-06,5.18399560428896
pH,Arabidopsis,Chr5_2491603.0,5,2491603,6.546428e-06,5.18399560428896
pH,Arabidopsis,Chr5_2491666.0,5,2491666,6.546428e-06,5.18399560428896
pH,Arabidopsis,Chr5_2491677.0,5,2491677,6.546428e-06,5.18399560428896
pH,Arabidopsis,Chr5_2491681.0,5,2491681,6.546428e-06,5.18399560428896
pH,Arabidopsis,Chr2_7696710.0,2,7696710,6.870652e-06,5.16300204801085
pH,Arabidopsis,Chr2_7422136.0,2,7422136,6.880086e-06,5.16240613311739
pH,Arabidopsis,Chr5_23252042.0,5,23252042,7.097913e-06,5.14886932815713
pH,Arabidopsis,Chr2_6770624.0,2,6770624,7.181704e-06,5.1437724986552
pH,Arabidopsis,Chr2_5833911.0,2,5833911,7.559973e-06,5.12147975555328
pH,Arabidopsis,Chr3_18632396.0,3,18632396,8.242132e-06,5.08396043441073
pH,Arabidopsis,Chr3_18636264.0,3,18636264,8.242132e-06,5.08396043441073
pH,Arabidopsis,Chr4_13133145.0,4,13133145,8.26817e-06,5.08259060252093
pH,Arabidopsis,Chr4_13133146.0,4,13133146,8.26817e-06,5.08259060252093
pH,Arabidopsis,Chr4_13133149.0,4,13133149,8.26817e-06,5.08259060252093
pH,Arabidopsis,Chr5_10841166.0,5,10841166,8.338764e-06,5.07889831719918
pH,Arabidopsis,Chr5_25676352.0,5,25676352,8.413332e-06,5.07503197297395
pH,Arabidopsis,Chr5_26281073.0,5,26281073,8.484724e-06,5.07136228030288
pH,Arabidopsis,Chr5_15761610.0,5,15761610,8.735624e-06,5.05870606720337
pH,Arabidopsis,Chr2_7424694.0,2,7424694,8.952638e-06,5.04804897585344
pH,Arabidopsis,Chr1_4874656.0,1,4874656,9.134487e-06,5.03931583794748
pH,Arabidopsis,Chr5_2494588.0,5,2494588,9.152736e-06,5.03844906417532
pH,Arabidopsis,Chr5_24215381.0,5,24215381,9.163705e-06,5.03792890016076
pH,Arabidopsis,Chr5_2495894.0,5,2495894,9.168331e-06,5.03770971596148
pH,Arabidopsis,Chr2_7630302.0,2,7630302,9.318588e-06,5.03064988917665
pH,Arabidopsis,Chr5_2512090.0,5,2512090,9.468583e-06,5.02371500952116
pH,Arabidopsis,Chr5_20543331.0,5,20543331,9.582701e-06,5.01851206252231
pH,Arabidopsis,Chr2_7423319.0,2,7423319,9.596972e-06,5.01786577228628
pH,Arabidopsis,Chr2_7423362.0,2,7423362,9.596972e-06,5.01786577228628
pH,Arabidopsis,Chr2_7423236.0,2,7423236,9.642043e-06,5.01583093605348
pH,Arabidopsis,Chr2_7474090.0,2,7474090,9.687244e-06,5.0137997612192
pH,Arabidopsis,Chr2_7450913.0,2,7450913,9.774497e-06,5.00990558234591
pH,Arabidopsis,Chr2_7451274.0,2,7451274,9.774497e-06,5.00990558234591
pH,Arabidopsis,Chr2_7451517.0,2,7451517,9.774497e-06,5.00990558234591
pH,Arabidopsis,Chr2_7454558.0,2,7454558,9.774497e-06,5.00990558234591
pH,Arabidopsis,Chr2_7455159.0,2,7455159,9.774497e-06,5.00990558234591
pH,Arabidopsis,Chr2_7456378.0,2,7456378,9.774497e-06,5.00990558234591
pH,Arabidopsis,Chr2_7457116.0,2,7457116,9.774497e-06,5.00990558234591
pH,Arabidopsis,Chr2_7458010.0,2,7458010,9.774497e-06,5.00990558234591
pH,Arabidopsis,Chr2_7459039.0,2,7459039,9.774497e-06,5.00990558234591
pH,Arabidopsis,Chr2_6771506.0,2,6771506,1.010789e-05,4.99533949297422
pH,Arabidopsis,Chr5_2754374.0,5,2754374,1.018423e-05,4.9920718011648
pH,Arabidopsis,Chr3_3189222.0,3,3189222,1.032209e-05,4.98623235856456
pH,Arabidopsis,Chr5_12286900.0,5,12286900,1.038749e-05,4.9834893813014
pH,Arabidopsis,Chr2_12442229.0,2,12442229,1.056696e-05,4.97604993654483
pH,Arabidopsis,Chr3_18597068.0,3,18597068,1.063307e-05,4.97334132705085
pH,Arabidopsis,Chr3_18600730.0,3,18600730,1.063307e-05,4.97334132705085
pH,Arabidopsis,Chr3_18604263.0,3,18604263,1.063307e-05,4.97334132705085
pH,Arabidopsis,Chr2_7477549.0,2,7477549,1.06959e-05,4.97078266610987
pH,Arabidopsis,Chr3_16357613.0,3,16357613,1.078017e-05,4.96737439040347
pH,Arabidopsis,Chr5_24208641.0,5,24208641,1.084962e-05,4.96458547239547
pH,Arabidopsis,Chr2_7477597.0,2,7477597,1.108874e-05,4.95511779939958
pH,Arabidopsis,Chr2_7477621.0,2,7477621,1.108874e-05,4.95511779939958
pH,Arabidopsis,Chr5_24153268.0,5,24153268,1.12785e-05,4.94774865611869
pH,Arabidopsis,Chr5_24156403.0,5,24156403,1.12785e-05,4.94774865611869
pH,Arabidopsis,Chr1_4911369.0,1,4911369,1.131328e-05,4.94641146409454
pH,Arabidopsis,Chr1_4912214.0,1,4912214,1.131328e-05,4.94641146409454
pH,Arabidopsis,Chr5_25553601.0,5,25553601,1.131894e-05,4.94619424220303
pH,Arabidopsis,Chr4_5941886.0,4,5941886,1.190645e-05,4.92421770747017
pH,Arabidopsis,Chr3_13267173.0,3,13267173,1.215496e-05,4.91524646601093
pH,Arabidopsis,Chr4_5850144.0,4,5850144,1.250206e-05,4.90301842115819
pH,Arabidopsis,Chr4_5850349.0,4,5850349,1.250206e-05,4.90301842115819
pH,Arabidopsis,Chr4_5850462.0,4,5850462,1.250206e-05,4.90301842115819
pH,Arabidopsis,Chr4_5850632.0,4,5850632,1.250206e-05,4.90301842115819
pH,Arabidopsis,Chr5_26416245.0,5,26416245,1.266731e-05,4.89731560107482
pH,Arabidopsis,Chr5_24568633.0,5,24568633,1.283421e-05,4.89163085883515
pH,Arabidopsis,Chr5_24570361.0,5,24570361,1.283421e-05,4.89163085883515
pH,Arabidopsis,Chr5_24571217.0,5,24571217,1.283421e-05,4.89163085883515
pH,Arabidopsis,Chr5_24575228.0,5,24575228,1.283421e-05,4.89163085883515
pH,Arabidopsis,Chr5_2512663.0,5,2512663,1.291459e-05,4.88891937683592
pH,Arabidopsis,Chr5_25557856.0,5,25557856,1.320802e-05,4.87916228212238
pH,Arabidopsis,Chr5_25557877.0,5,25557877,1.320802e-05,4.87916228212238
pH,Arabidopsis,Chr5_25557892.0,5,25557892,1.320802e-05,4.87916228212238
pH,Arabidopsis,Chr5_25558201.0,5,25558201,1.320802e-05,4.87916228212238
pH,Arabidopsis,Chr1_4567034.0,1,4567034,1.32148e-05,4.8789394053324
pH,Arabidopsis,Chr1_4571546.0,1,4571546,1.32148e-05,4.8789394053324
pH,Arabidopsis,Chr1_19571731.0,1,19571731,1.336949e-05,4.87388515926085
pH,Arabidopsis,Chr2_7613706.0,2,7613706,1.344935e-05,4.8712987043779
pH,Arabidopsis,Chr2_5879048.0,2,5879048,1.350351e-05,4.86955332961631
pH,Arabidopsis,Chr1_19568359.0,1,19568359,1.370661e-05,4.86306994421431
pH,Arabidopsis,Chr1_19571801.0,1,19571801,1.370661e-05,4.86306994421431
pH,Arabidopsis,Chr5_26366085.0,5,26366085,1.41409e-05,4.84952294891287
pH,Arabidopsis,Chr5_26366086.0,5,26366086,1.41409e-05,4.84952294891287
pH,Arabidopsis,Chr3_21847811.0,3,21847811,1.451071e-05,4.83831133728395
pH,Arabidopsis,Chr2_7477206.0,2,7477206,1.458942e-05,4.83596197306929
pH,Arabidopsis,Chr2_7477485.0,2,7477485,1.458942e-05,4.83596197306929
pH,Arabidopsis,Chr5_26393660.0,5,26393660,1.483113e-05,4.82882575833989
pH,Arabidopsis,Chr1_5145443.0,1,5145443,1.493142e-05,4.82589888826701
pH,Arabidopsis,Chr2_7477917.0,2,7477917,1.508395e-05,4.82148491585539
pH,Arabidopsis,Chr5_26280974.0,5,26280974,1.51526e-05,4.81951284117013
pH,Arabidopsis,Chr3_21869835.0,3,21869835,1.515392e-05,4.8194750097915
pH,Arabidopsis,Chr2_5905498.0,2,5905498,1.516225e-05,4.81923634685187
pH,Arabidopsis,Chr2_5905572.0,2,5905572,1.516225e-05,4.81923634685187
pH,Arabidopsis,Chr5_5697464.0,5,5697464,1.521932e-05,4.81760475143174
pH,Arabidopsis,Chr2_7633200.0,2,7633200,1.531491e-05,4.8148855510362
pH,Arabidopsis,Chr5_26353264.0,5,26353264,1.531936e-05,4.81475937793281
pH,Arabidopsis,Chr5_26354271.0,5,26354271,1.531936e-05,4.81475937793281
pH,Arabidopsis,Chr3_22979676.0,3,22979676,1.542904e-05,4.81166109504333
pH,Arabidopsis,Chr3_22981960.0,3,22981960,1.542904e-05,4.81166109504333
pH,Arabidopsis,Chr5_5343499.0,5,5343499,1.546386e-05,4.81068209078904
pH,Arabidopsis,Chr1_19553035.0,1,19553035,1.55045e-05,4.80954223463415
pH,Arabidopsis,Chr3_23000317.0,3,23000317,1.560924e-05,4.80661824183453
pH,Arabidopsis,Chr3_23005009.0,3,23005009,1.560924e-05,4.80661824183453
pH,Arabidopsis,Chr3_23013742.0,3,23013742,1.560924e-05,4.80661824183453
pH,Arabidopsis,Chr3_23031576.0,3,23031576,1.560924e-05,4.80661824183453
pH,Arabidopsis,Chr2_7425297.0,2,7425297,1.593451e-05,4.79766128691683
pH,Arabidopsis,Chr1_6511016.0,1,6511016,1.610609e-05,4.79300987842165
pH,Arabidopsis,Chr2_19383306.0,2,19383306,1.626644e-05,4.78870748440354
pH,Arabidopsis,Chr2_7527661.0,2,7527661,1.63627e-05,4.78614503206132
pH,Arabidopsis,Chr1_16815235.0,1,16815235,1.65911e-05,4.78012481903332
pH,Arabidopsis,Chr1_4550313.0,1,4550313,1.67776e-05,4.77527016396637
pH,Arabidopsis,Chr4_4207563.0,4,4207563,1.678869e-05,4.77498318998268
pH,Arabidopsis,Chr5_2516841.0,5,2516841,1.689355e-05,4.77227907846874
pH,Arabidopsis,Chr3_15052225.0,3,15052225,1.695373e-05,4.77073473756681
pH,Arabidopsis,Chr1_16822224.0,1,16822224,1.701529e-05,4.76916064460952
pH,Arabidopsis,Chr5_5430115.0,5,5430115,1.708438e-05,4.76740077732554
pH,Arabidopsis,Chr2_9336214.0,2,9336214,1.717785e-05,4.76503119391381
pH,Arabidopsis,Chr5_26438770.0,5,26438770,1.718572e-05,4.76483226827062
pH,Arabidopsis,Chr5_147372.0,5,147372,1.805676e-05,4.74336017430801
pH,Arabidopsis,Chr2_5881927.0,2,5881927,1.830142e-05,4.73751521222372
pH,Arabidopsis,Chr2_5882243.0,2,5882243,1.830142e-05,4.73751521222372
