Orthogroup	Maize_gene	Maize_pvalue_max	Sorghum_gene	Sorghum_pvalue_max	Rice_gene	Rice_pvalue_max	Barley_gene	Barley_pvalue_max	Arabidopsis_gene	Arabidopsis_pvalue_max	Gene_count
319237at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66050	AT5G66050:1.32081e-08	1
324283at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT3G50750	AT3G50750:2.42202e-09	1
325885at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66010	AT5G66010:1.32081e-08	1
328311at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G65990	AT5G65990:1.32081e-08	1
328311at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G65990	AT5G65990:1.32081e-08	1
328311at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G65990	AT5G65990:1.32081e-08	1
328311at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G65990	AT5G65990:1.32081e-08	1
3638424at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33520	AT1G33520:4.11038e-09	1
37177at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33475	AT1G33475:4.11038e-09	1
378231at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42660	AT5G42660:2.95934e-09	1
443388at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33520	AT1G33520:4.11038e-09	1
4760724at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66080	AT5G66080:1.32081e-08	1
4855232at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66005	AT5G66005:1.32081e-08	1
4898228at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66010	AT5G66010:1.32081e-08	1
5003886at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT2G23080	AT2G23080:4.6591e-10	1
5004249at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT3G50670	AT3G50670:2.42202e-09	1
5012977at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42740	AT5G42740:2.95934e-09	1
51318at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66055	AT5G66055:1.32081e-08	1
513278at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42765	AT5G42765:2.95934e-09	1
516406at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66055	AT5G66055:1.32081e-08	1
51793at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66110	AT5G66110:1.32081e-08	1
51912at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G65980	AT5G65980:1.32081e-08	1
51912at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G65980	AT5G65980:1.32081e-08	1
520403at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42750	AT5G42750:2.95934e-09	1
520403at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42750	AT5G42750:2.95934e-09	1
520403at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42750	AT5G42750:2.95934e-09	1
52065at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT2G23110	AT2G23110:5.25811e-10	1
529587at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42740	AT5G42740:2.95934e-09	1
531599at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66080	AT5G66080:1.32081e-08	1
535305at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33490	AT1G33490:4.11038e-09	1
535305at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33490	AT1G33490:4.11038e-09	1
535305at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33490	AT1G33490:4.11038e-09	1
535305at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33490	AT1G33490:4.11038e-09	1
537047at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66040	AT5G66040:1.32081e-08	1
539051at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT2G23080	AT2G23080:4.6591e-10	1
543130at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT3G50670	AT3G50670:2.42202e-09	1
543130at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT3G50670	AT3G50670:2.42202e-09	1
543130at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT3G50670	AT3G50670:2.42202e-09	1
543375at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G65980	AT5G65980:1.32081e-08	1
543375at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G65980	AT5G65980:1.32081e-08	1
565003at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66010	AT5G66010:1.32081e-08	1
58524at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42765	AT5G42765:2.95934e-09	1
596439at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42740	AT5G42740:2.95934e-09	1
616803at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT2G23080	AT2G23080:4.6591e-10	1
618550at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66080	AT5G66080:1.32081e-08	1
618550at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66080	AT5G66080:1.32081e-08	1
628271at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42660	AT5G42660:2.95934e-09	1
628271at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42660	AT5G42660:2.95934e-09	1
628271at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42660	AT5G42660:2.95934e-09	1
656565at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33475	AT1G33475:4.11038e-09	1
656565at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33475	AT1G33475:4.11038e-09	1
656565at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33475	AT1G33475:4.11038e-09	1
656628at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66040	AT5G66040:1.32081e-08	1
656628at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66040	AT5G66040:1.32081e-08	1
656628at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66040	AT5G66040:1.32081e-08	1
65837at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66050	AT5G66050:1.32081e-08	1
664777at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66055	AT5G66055:1.32081e-08	1
664777at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66055	AT5G66055:1.32081e-08	1
667894at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33520	AT1G33520:4.11038e-09	1
672544at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66010	AT5G66010:1.32081e-08	1
676903at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT3G50750	AT3G50750:2.42202e-09	1
679686at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42765	AT5G42765:2.95934e-09	1
679686at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42765	AT5G42765:2.95934e-09	1
679686at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42765	AT5G42765:2.95934e-09	1
679857at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT2G23110	AT2G23110:5.25811e-10	1
679857at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT2G23110	AT2G23110:5.25811e-10	1
679857at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT2G23110	AT2G23110:5.25811e-10	1
70643at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33520	AT1G33520:4.11038e-09	1
72485at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66010	AT5G66010:1.32081e-08	1
744430at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42740	AT5G42740:2.95934e-09	1
745159at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT2G23090	AT2G23090:4.6591e-10	1
745159at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT2G23090	AT2G23090:4.6591e-10	1
74576at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42660	AT5G42660:2.95934e-09	1
74911at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G65990	AT5G65990:1.32081e-08	1
759640at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT1G33520	AT1G33520:4.11038e-09	1
789734at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66050	AT5G66050:1.32081e-08	1
789734at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66050	AT5G66050:1.32081e-08	1
79206at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT3G50750	AT3G50750:2.42202e-09	1
82611at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT3G50670	AT3G50670:2.42202e-09	1
8345at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G66040	AT5G66040:1.32081e-08	1
89376at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT3G50750	AT3G50750:2.42202e-09	1
89376at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT3G50750	AT3G50750:2.42202e-09	1
89478at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42750	AT5G42750:2.95934e-09	1
98125at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G42750	AT5G42750:2.95934e-09	1
