Phenotype,Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
soilN,4999782at2759,4,Zm00001eb125810,Zm00001eb125810:0.00136939,SORBI_3001G240100,SORBI_3001G240100:0.00043818,,,HORVU.MOREX.r3.4HG0387580,HORVU.MOREX.r3.4HG0387580:0.00360356,AT3G15350,AT3G15350:0.00292509
soilN,524414at2759,4,Zm00001eb187150;Zm00001eb255340;Zm00001eb272480;Zm00001eb428660,Zm00001eb187150:0.000506302;Zm00001eb255340:0.00273426;Zm00001eb272480:0.00170721;Zm00001eb428660:0.00069196,SORBI_3003G379600,SORBI_3003G379600:0.000785085,,,HORVU.MOREX.r3.5HG0513910,HORVU.MOREX.r3.5HG0513910:0.00339146,AT1G04430;AT4G18030,AT1G04430:0.000165184;AT4G18030:0.00144833
soilN,640662at2759,4,Zm00001eb043110;Zm00001eb067730;Zm00001eb068210;Zm00001eb207640;Zm00001eb251340;Zm00001eb281180;Zm00001eb330530,Zm00001eb043110:0.00343957;Zm00001eb067730:0.00134299;Zm00001eb068210:0.000141943;Zm00001eb207640:0.00230147;Zm00001eb251340:0.00164721;Zm00001eb281180:0.00139758;Zm00001eb330530:8.68319e-05,SORBI_3001G328100;SORBI_3010G161600;SORBI_3010G161700;SORBI_3010G161800,SORBI_3001G328100:0.0017545;SORBI_3010G161600:0.000988632;SORBI_3010G161700:0.000988632;SORBI_3010G161800:0.000988632,,,HORVU.MOREX.r3.2HG0112720;HORVU.MOREX.r3.7HG0667660,HORVU.MOREX.r3.2HG0112720:0.000279214;HORVU.MOREX.r3.7HG0667660:0.00361468,AT4G11290;AT4G37520;AT5G06720;AT5G51890,AT4G11290:0.00252662;AT4G37520:0.000477372;AT5G06720:0.00121063;AT5G51890:0.000211115
soilN,646613at2759,4,Zm00001eb129440;Zm00001eb242750;Zm00001eb332460,Zm00001eb129440:0.00208675;Zm00001eb242750:0.00194769;Zm00001eb332460:0.00154313,SORBI_3006G217100,SORBI_3006G217100:9.79558e-06,,,HORVU.MOREX.r3.2HG0106600,HORVU.MOREX.r3.2HG0106600:0.000105339,AT3G10080,AT3G10080:9.73597e-05
soilN,650895at3193,4,Zm00001eb331410;Zm00001eb392700,Zm00001eb331410:0.00181458;Zm00001eb392700:0.000139344,SORBI_3001G399300,SORBI_3001G399300:0.0010307,,,HORVU.MOREX.r3.2HG0109530,HORVU.MOREX.r3.2HG0109530:0.00261971,AT1G47380;AT1G68410,AT1G47380:0.000447255;AT1G68410:0.00175368
soilN,650970at2759,4,Zm00001eb011650;Zm00001eb070460,Zm00001eb011650:0.0037058;Zm00001eb070460:0.00133031,SORBI_3002G274600;SORBI_3006G218700;SORBI_3007G071100,SORBI_3002G274600:0.00143885;SORBI_3006G218700:0.000796112;SORBI_3007G071100:0.00184573,,,HORVU.MOREX.r3.2HG0195290,HORVU.MOREX.r3.2HG0195290:0.00373406,AT1G52540,AT1G52540:0.00216649
soilN,651258at3193,4,Zm00001eb244120,Zm00001eb244120:0.0022918,SORBI_3003G374400,SORBI_3003G374400:0.00122928,,,HORVU.MOREX.r3.2HG0205400,HORVU.MOREX.r3.2HG0205400:0.0002786,AT3G27170,AT3G27170:0.000185889
soilN,662901at3193,4,,,SORBI_3002G214200,SORBI_3002G214200:6.82208e-05,LOC_Os09g04380,LOC_Os09g04380:2.59673e-05,HORVU.MOREX.r3.4HG0414140,HORVU.MOREX.r3.4HG0414140:0.000121663,AT1G64060,AT1G64060:0.0024218
soilN,787554at2759,4,Zm00001eb043750;Zm00001eb110250;Zm00001eb117300;Zm00001eb150340;Zm00001eb190570;Zm00001eb227950;Zm00001eb322620;Zm00001eb328990,Zm00001eb043750:0.00307894;Zm00001eb110250:0.00282109;Zm00001eb117300:0.00261132;Zm00001eb150340:0.000218707;Zm00001eb190570:0.000671509;Zm00001eb227950:0.000677347;Zm00001eb322620:0.00261412;Zm00001eb328990:1.6868e-05,SORBI_3001G045000;SORBI_3001G063300;SORBI_3009G249000,SORBI_3001G045000:0.00149462;SORBI_3001G063300:0.00135813;SORBI_3009G249000:0.00164308,,,HORVU.MOREX.r3.1HG0092880,HORVU.MOREX.r3.1HG0092880:0.000452758,AT3G50530;AT3G51850;AT4G09570;AT5G66210,AT3G50530:8.91415e-05;AT3G51850:7.60832e-05;AT4G09570:0.0017657;AT5G66210:0.000209512
soilN,91193at2759,4,Zm00001eb056390;Zm00001eb280690;Zm00001eb433630,Zm00001eb056390:0.00102206;Zm00001eb280690:0.001266;Zm00001eb433630:0.00108132,SORBI_3003G015700,SORBI_3003G015700:0.00157666,,,HORVU.MOREX.r3.6HG0560140;HORVU.MOREX.r3.7HG0669790,HORVU.MOREX.r3.6HG0560140:4.37143e-05;HORVU.MOREX.r3.7HG0669790:0.000509184,AT5G49720,AT5G49720:4.10115e-05
soilN,104329at38820,3,Zm00001eb149160;Zm00001eb290140,Zm00001eb149160:0.000344907;Zm00001eb290140:0.00200443,SORBI_3009G170700,SORBI_3009G170700:0.000598235,LOC_Os05g04730,LOC_Os05g04730:1.90462e-05,,,,
soilN,105955at2759,3,Zm00001eb149170;Zm00001eb152320;Zm00001eb364390,Zm00001eb149170:0.000344907;Zm00001eb152320:0.0014356;Zm00001eb364390:0.00136243,SORBI_3003G305400,SORBI_3003G305400:0.000734903,,,HORVU.MOREX.r3.3HG0310660,HORVU.MOREX.r3.3HG0310660:0.00302728,,
soilN,107510at3193,3,Zm00001eb219170,Zm00001eb219170:0.000137964,,,,,HORVU.MOREX.r3.4HG0342810,HORVU.MOREX.r3.4HG0342810:0.000929893,AT1G47710,AT1G47710:0.000183937
soilN,110816at2759,3,Zm00001eb355170;Zm00001eb404540,Zm00001eb355170:0.00206251;Zm00001eb404540:0.00182248,,,,,HORVU.MOREX.r3.5HG0515880,HORVU.MOREX.r3.5HG0515880:0.00208738,AT2G23810,AT2G23810:0.00291447
soilN,11497at38820,3,Zm00001eb141920,Zm00001eb141920:0.00189835,SORBI_3003G418700,SORBI_3003G418700:8.16477e-07,,,HORVU.MOREX.r3.3HG0314780,HORVU.MOREX.r3.3HG0314780:3.95123e-05,,
soilN,1200726at2759,3,Zm00001eb103570,Zm00001eb103570:0.00241031,,,,,HORVU.MOREX.r3.1HG0079200,HORVU.MOREX.r3.1HG0079200:0.0025694,AT2G41630,AT2G41630:0.00169198
soilN,132787at33090,3,Zm00001eb241950;Zm00001eb402510,Zm00001eb241950:0.00228264;Zm00001eb402510:0.0012134,,,,,HORVU.MOREX.r3.2HG0107690,HORVU.MOREX.r3.2HG0107690:0.000154073,AT1G20650;AT3G24790,AT1G20650:0.00252543;AT3G24790:0.00207605
soilN,132870at2759,3,Zm00001eb338800,Zm00001eb338800:0.00336763,,,,,HORVU.MOREX.r3.1HG0093050,HORVU.MOREX.r3.1HG0093050:0.000272019,AT2G46370,AT2G46370:0.0025592
soilN,153063at2759,3,Zm00001eb152350,Zm00001eb152350:0.00204686,SORBI_3003G305000,SORBI_3003G305000:0.000734903,,,HORVU.MOREX.r3.1HG0077830;HORVU.MOREX.r3.3HG0290910,HORVU.MOREX.r3.1HG0077830:0.000359283;HORVU.MOREX.r3.3HG0290910:0.00029284,,
soilN,15502at2759,3,Zm00001eb260690,Zm00001eb260690:0.00135117,,,,,HORVU.MOREX.r3.7HG0748730,HORVU.MOREX.r3.7HG0748730:0.000703485,AT1G71691,AT1G71691:0.0010556
soilN,158457at33090,3,Zm00001eb062910,Zm00001eb062910:0.00159464,SORBI_3009G003800,SORBI_3009G003800:0.00150383,,,,,AT1G06400;AT1G16920;AT3G46830;AT4G18430,AT1G06400:0.000985887;AT1G16920:0.00148381;AT3G46830:0.00157563;AT4G18430:0.00206589
soilN,159655at33090,3,Zm00001eb074600,Zm00001eb074600:0.00171281,SORBI_3006G171400,SORBI_3006G171400:0.00145285,,,,,AT3G21870,AT3G21870:9.98811e-05
soilN,162741at2759,3,Zm00001eb404860,Zm00001eb404860:0.00342847,SORBI_3005G004400,SORBI_3005G004400:0.00151997,,,,,AT5G06460,AT5G06460:0.000665026
soilN,173945at3193,3,Zm00001eb062460,Zm00001eb062460:0.000846343,,,,,HORVU.MOREX.r3.5HG0525620,HORVU.MOREX.r3.5HG0525620:0.0035111,AT4G36920,AT4G36920:0.00237328
soilN,1748at3193,3,Zm00001eb322470,Zm00001eb322470:0.00386783,,,,,HORVU.MOREX.r3.7HG0734670,HORVU.MOREX.r3.7HG0734670:0.000949151,AT1G76160,AT1G76160:0.00214103
soilN,190162at2759,3,Zm00001eb273950,Zm00001eb273950:0.00397007,SORBI_3004G052200,SORBI_3004G052200:2.58112e-06,,,,,AT1G79060,AT1G79060:0.00178981
soilN,194939at3193,3,,,SORBI_3002G178900,SORBI_3002G178900:0.00169706,,,HORVU.MOREX.r3.1HG0084770,HORVU.MOREX.r3.1HG0084770:0.00359144,AT3G09740,AT3G09740:4.10681e-05
soilN,2042608at2759,3,Zm00001eb024870;Zm00001eb211960,Zm00001eb024870:0.00255431;Zm00001eb211960:0.000200446,,,,,HORVU.MOREX.r3.3HG0222580;HORVU.MOREX.r3.5HG0491590,HORVU.MOREX.r3.3HG0222580:0.00149405;HORVU.MOREX.r3.5HG0491590:0.000686254,AT1G68540;AT2G33590,AT1G68540:0.000824495;AT2G33590:0.00158993
soilN,2174516at2759,3,Zm00001eb003230;Zm00001eb009080;Zm00001eb045340;Zm00001eb406670,Zm00001eb003230:0.00131562;Zm00001eb009080:0.000931189;Zm00001eb045340:0.00101523;Zm00001eb406670:0.00052465,SORBI_3003G427500;SORBI_3008G015000,SORBI_3003G427500:3.30768e-05;SORBI_3008G015000:0.000929975,,,,,AT5G58860,AT5G58860:0.00299706
soilN,2225058at2759,3,Zm00001eb240940,Zm00001eb240940:0.000305823,,,LOC_Os11g01090,LOC_Os11g01090:0.000429155,,,AT1G79630;AT4G32950,AT1G79630:6.72565e-06;AT4G32950:0.00314864
soilN,227187at2759,3,Zm00001eb310990,Zm00001eb310990:0.00202322,,,,,HORVU.MOREX.r3.5HG0475770,HORVU.MOREX.r3.5HG0475770:0.00130911,AT1G17490,AT1G17490:0.000767377
soilN,234723at3193,3,Zm00001eb192000,Zm00001eb192000:0.00224841,,,,,HORVU.MOREX.r3.6HG0627070,HORVU.MOREX.r3.6HG0627070:0.0022133,AT5G54390,AT5G54390:0.0025032
soilN,235323at2759,3,Zm00001eb162210;Zm00001eb356840,Zm00001eb162210:0.00384582;Zm00001eb356840:0.000955724,SORBI_3003G190100;SORBI_3006G161300,SORBI_3003G190100:0.0014826;SORBI_3006G161300:2.93e-05,,,HORVU.MOREX.r3.2HG0184580;HORVU.MOREX.r3.2HG0184590,HORVU.MOREX.r3.2HG0184580:0.00317996;HORVU.MOREX.r3.2HG0184590:0.00317996,,
soilN,24617at38820,3,Zm00001eb119580,Zm00001eb119580:0.00143404,SORBI_3003G013100,SORBI_3003G013100:0.00183456,,,HORVU.MOREX.r3.2HG0098810,HORVU.MOREX.r3.2HG0098810:0.00233265,,
soilN,26215at38820,3,Zm00001eb150140,Zm00001eb150140:0.00309438,SORBI_3003G331100,SORBI_3003G331100:0.00039433,LOC_Os01g08120,LOC_Os01g08120:8.02919e-05,,,,
soilN,2690913at2759,3,Zm00001eb067520;Zm00001eb230090;Zm00001eb288430;Zm00001eb396090,Zm00001eb067520:0.00325747;Zm00001eb230090:0.000255859;Zm00001eb288430:0.00146728;Zm00001eb396090:0.00392146,SORBI_3005G034100;SORBI_3010G152000,SORBI_3005G034100:0.000134383;SORBI_3010G152000:0.000829948,,,,,AT3G12060,AT3G12060:0.00110294
soilN,279037at3193,3,,,SORBI_3003G420100,SORBI_3003G420100:0.00142607,,,HORVU.MOREX.r3.3HG0316870,HORVU.MOREX.r3.3HG0316870:0.00156843,AT4G03110,AT4G03110:0.00272945
soilN,281993at2759,3,Zm00001eb051830,Zm00001eb051830:0.000960793,,,,,HORVU.MOREX.r3.4HG0334450,HORVU.MOREX.r3.4HG0334450:0.00191175,AT3G09880,AT3G09880:0.0017568
soilN,303819at3193,3,Zm00001eb195880;Zm00001eb255130,Zm00001eb195880:0.00221352;Zm00001eb255130:0.00190593,,,,,HORVU.MOREX.r3.4HG0333450,HORVU.MOREX.r3.4HG0333450:0.00237494,AT1G05470;AT2G37440,AT1G05470:0.00176323;AT2G37440:0.00286777
soilN,381908at2759,3,Zm00001eb065120;Zm00001eb275510,Zm00001eb065120:0.00356044;Zm00001eb275510:0.00141861,,,,,HORVU.MOREX.r3.7HG0650330;HORVU.MOREX.r3.7HG0650650;HORVU.MOREX.r3.7HG0650710;HORVU.MOREX.r3.7HG0650790,HORVU.MOREX.r3.7HG0650330:0.000906383;HORVU.MOREX.r3.7HG0650650:0.000149069;HORVU.MOREX.r3.7HG0650710:9.99256e-06;HORVU.MOREX.r3.7HG0650790:9.99256e-06,AT2G30310,AT2G30310:0.00181417
soilN,393430at2759,3,Zm00001eb124920;Zm00001eb335470,Zm00001eb124920:8.42664e-05;Zm00001eb335470:0.000181297,,,,,HORVU.MOREX.r3.3HG0226150,HORVU.MOREX.r3.3HG0226150:0.000417083,AT1G25390,AT1G25390:0.00329683
soilN,4098531at2759,3,Zm00001eb028680,Zm00001eb028680:0.00342772,SORBI_3009G064200,SORBI_3009G064200:0.000483266,,,,,AT4G32510,AT4G32510:0.002317
soilN,43813at33090,3,Zm00001eb042260;Zm00001eb109730,Zm00001eb042260:0.00291289;Zm00001eb109730:0.00331338,SORBI_3002G381500,SORBI_3002G381500:0.00190958,,,,,AT1G35910;AT1G78090,AT1G35910:0.00232375;AT1G78090:0.00259186
soilN,445891at3193,3,Zm00001eb180950,Zm00001eb180950:0.000110488,,,,,HORVU.MOREX.r3.6HG0618920;HORVU.MOREX.r3.6HG0618950,HORVU.MOREX.r3.6HG0618920:0.000641548;HORVU.MOREX.r3.6HG0618950:0.000641548,AT5G43260,AT5G43260:0.00248513
soilN,464974at2759,3,Zm00001eb006350;Zm00001eb147590,Zm00001eb006350:0.00237498;Zm00001eb147590:0.00392065,,,,,HORVU.MOREX.r3.4HG0405920,HORVU.MOREX.r3.4HG0405920:4.5889e-05,AT5G18480,AT5G18480:6.80928e-05
soilN,46537at3193,3,Zm00001eb364400,Zm00001eb364400:0.00136243,,,,,HORVU.MOREX.r3.3HG0310670,HORVU.MOREX.r3.3HG0310670:0.00302728,AT3G48530,AT3G48530:0.00174271
soilN,474147at2759,3,Zm00001eb394060,Zm00001eb394060:0.000243614,SORBI_3002G387200,SORBI_3002G387200:0.00168838,,,,,AT3G46020,AT3G46020:0.00115729
soilN,4750521at2759,3,Zm00001eb170150,Zm00001eb170150:0.0031759,,,,,HORVU.MOREX.r3.1HG0010640,HORVU.MOREX.r3.1HG0010640:0.00299097,AT5G50800,AT5G50800:0.00116769
soilN,4765882at2759,3,Zm00001eb397490,Zm00001eb397490:2.34188e-05,,,,,HORVU.MOREX.r3.1HG0007240;HORVU.MOREX.r3.1HG0007250,HORVU.MOREX.r3.1HG0007240:0.000638708;HORVU.MOREX.r3.1HG0007250:0.000638708,AT2G37430,AT2G37430:0.0016798
soilN,4782124at2759,3,Zm00001eb068710,Zm00001eb068710:0.00267515,SORBI_3003G317700;SORBI_3004G113300;SORBI_3004G113400,SORBI_3003G317700:0.000741015;SORBI_3004G113300:0.00135131;SORBI_3004G113400:0.00135131,,,,,AT2G28260,AT2G28260:0.00127168
soilN,4809112at2759,3,Zm00001eb048820;Zm00001eb421880,Zm00001eb048820:8.72149e-05;Zm00001eb421880:0.00099131,SORBI_3007G091100;SORBI_3010G205200,SORBI_3007G091100:0.000182842;SORBI_3010G205200:0.000239571,,,,,AT2G16430,AT2G16430:0.00299424
soilN,4848938at2759,3,Zm00001eb250590,Zm00001eb250590:0.00263749,,,LOC_Os02g45520,LOC_Os02g45520:6.43309e-06,,,AT4G22990,AT4G22990:0.00223309
soilN,4852307at2759,3,Zm00001eb144910,Zm00001eb144910:0.00162657,,,,,HORVU.MOREX.r3.1HG0084010,HORVU.MOREX.r3.1HG0084010:0.0021105,AT5G51830,AT5G51830:0.000868333
soilN,4854762at2759,3,Zm00001eb291450,Zm00001eb291450:0.000746251,,,LOC_Os09g04260,LOC_Os09g04260:5.98622e-05,,,AT4G01440,AT4G01440:0.00155382
soilN,4917248at2759,3,Zm00001eb017290;Zm00001eb110730,Zm00001eb017290:0.00223358;Zm00001eb110730:0.00382421,,,,,HORVU.MOREX.r3.7HG0752890,HORVU.MOREX.r3.7HG0752890:0.00142423,AT1G60890,AT1G60890:0.00327579
soilN,4925430at2759,3,Zm00001eb001940;Zm00001eb016180;Zm00001eb292760;Zm00001eb312910;Zm00001eb403620;Zm00001eb406290,Zm00001eb001940:3.22776e-05;Zm00001eb016180:0.00153253;Zm00001eb292760:0.00256016;Zm00001eb312910:0.00268909;Zm00001eb403620:0.00118981;Zm00001eb406290:0.000479805,,,,,HORVU.MOREX.r3.2HG0112410,HORVU.MOREX.r3.2HG0112410:0.000835743,AT3G23000;AT4G18700;AT4G24400;AT5G07070;AT5G35410;AT5G57630,AT3G23000:0.00278027;AT4G18700:0.00192845;AT4G24400:0.00227858;AT5G07070:0.0026975;AT5G35410:0.00179862;AT5G57630:0.00246726
soilN,4935827at2759,3,Zm00001eb036890,Zm00001eb036890:0.000889695,,,,,HORVU.MOREX.r3.3HG0257840,HORVU.MOREX.r3.3HG0257840:0.00174508,AT3G56930,AT3G56930:0.000690379
soilN,4947690at2759,3,Zm00001eb004420;Zm00001eb403260,Zm00001eb004420:0.00255687;Zm00001eb403260:0.000357101,SORBI_3001G090500,SORBI_3001G090500:0.00181971,LOC_Os03g07480,LOC_Os03g07480:0.000378547,,,,
soilN,495155at3193,3,Zm00001eb022740,Zm00001eb022740:4.32643e-05,SORBI_3001G308400,SORBI_3001G308400:0.00128285,,,,,AT2G27900,AT2G27900:0.00304825
soilN,4971873at2759,3,Zm00001eb146740,Zm00001eb146740:0.000699217,SORBI_3003G367800,SORBI_3003G367800:0.00136049,,,HORVU.MOREX.r3.7HG0649640,HORVU.MOREX.r3.7HG0649640:0.00328974,,
soilN,4971880at2759,3,Zm00001eb154050,Zm00001eb154050:0.00117844,SORBI_3007G088000,SORBI_3007G088000:3.97054e-07,,,HORVU.MOREX.r3.2HG0203360,HORVU.MOREX.r3.2HG0203360:0.00159706,,
soilN,4988228at2759,3,Zm00001eb403780,Zm00001eb403780:3.04411e-05,,,,,HORVU.MOREX.r3.3HG0316960,HORVU.MOREX.r3.3HG0316960:0.00349648,AT3G12390,AT3G12390:0.00297997
soilN,5002173at2759,3,Zm00001eb057180,Zm00001eb057180:0.000428977,SORBI_3001G090100,SORBI_3001G090100:0.00181971,,,,,AT2G17530,AT2G17530:0.000785034
soilN,5002350at2759,3,Zm00001eb066520,Zm00001eb066520:0.000510269,SORBI_3007G090200,SORBI_3007G090200:3.00043e-05,,,HORVU.MOREX.r3.5HG0485500,HORVU.MOREX.r3.5HG0485500:0.00240865,,
soilN,5013265at2759,3,Zm00001eb012470;Zm00001eb368000,Zm00001eb012470:0.00280406;Zm00001eb368000:0.00094791,,,,,HORVU.MOREX.r3.4HG0387610,HORVU.MOREX.r3.4HG0387610:0.00318204,AT5G02500;AT5G28540,AT5G02500:0.00224459;AT5G28540:0.00315971
soilN,5014204at2759,3,Zm00001eb063410,Zm00001eb063410:0.00298022,SORBI_3001G402200,SORBI_3001G402200:0.000778448,,,HORVU.MOREX.r3.1HG0006440;HORVU.MOREX.r3.2HG0109140;HORVU.MOREX.r3.2HG0109150,HORVU.MOREX.r3.1HG0006440:0.00124339;HORVU.MOREX.r3.2HG0109140:0.00284499;HORVU.MOREX.r3.2HG0109150:0.00284499,,
soilN,5014650at2759,3,Zm00001eb283020,Zm00001eb283020:0.00328972,,,,,HORVU.MOREX.r3.7HG0730680,HORVU.MOREX.r3.7HG0730680:0.00143947,AT3G19000,AT3G19000:7.95475e-05
soilN,5015019at2759,3,Zm00001eb160380,Zm00001eb160380:0.000543299,SORBI_3003G179700;SORBI_3003G374100,SORBI_3003G179700:0.00135287;SORBI_3003G374100:0.00122928,,,,,AT5G63810,AT5G63810:0.00286222
soilN,5015166at2759,3,Zm00001eb255600,Zm00001eb255600:0.000393047,SORBI_3010G219500,SORBI_3010G219500:0.00178924,,,,,AT5G64350,AT5G64350:0.00111246
soilN,5016471at2759,3,Zm00001eb071010,Zm00001eb071010:0.00284568,SORBI_3009G170500,SORBI_3009G170500:0.000598235,,,,,AT2G04032,AT2G04032:0.00264195
soilN,5016903at2759,3,Zm00001eb054090,Zm00001eb054090:0.000229601,,,,,HORVU.MOREX.r3.4HG0335830,HORVU.MOREX.r3.4HG0335830:0.00301251,AT5G19820,AT5G19820:0.000544943
soilN,5017335at2759,3,Zm00001eb056220,Zm00001eb056220:0.0038433,,,,,HORVU.MOREX.r3.4HG0339720,HORVU.MOREX.r3.4HG0339720:9.23193e-05,AT5G42620,AT5G42620:0.00286779
soilN,5017379at2759,3,Zm00001eb193140,Zm00001eb193140:0.00251229,,,,,HORVU.MOREX.r3.2HG0123450,HORVU.MOREX.r3.2HG0123450:0.000321366,AT5G26667,AT5G26667:2.74798e-06
soilN,516269at2759,3,Zm00001eb260190;Zm00001eb281030,Zm00001eb260190:0.00261239;Zm00001eb281030:0.0019683,,,,,HORVU.MOREX.r3.6HG0610980,HORVU.MOREX.r3.6HG0610980:0.00270281,AT1G06890;AT1G77610,AT1G06890:0.00120491;AT1G77610:0.0026034
soilN,534225at2759,3,Zm00001eb043650,Zm00001eb043650:0.00356386,SORBI_3001G195800,SORBI_3001G195800:0.000269944,,,,,AT4G19030,AT4G19030:0.000434936
soilN,534428at2759,3,Zm00001eb302320,Zm00001eb302320:8.98155e-05,,,,,HORVU.MOREX.r3.7HG0657420,HORVU.MOREX.r3.7HG0657420:0.00358216,AT4G38040,AT4G38040:0.00196163
soilN,534671at2759,3,Zm00001eb190340,Zm00001eb190340:0.000779789,SORBI_3004G247000,SORBI_3004G247000:0.00188616,,,,,AT1G66200,AT1G66200:0.00167581
soilN,584753at2759,3,Zm00001eb149810;Zm00001eb288360,Zm00001eb149810:0.0014564;Zm00001eb288360:0.00357394,SORBI_3003G379700,SORBI_3003G379700:0.000134807,,,,,AT1G77450,AT1G77450:0.00153886
soilN,586834at2759,3,Zm00001eb427470,Zm00001eb427470:0.000142516,,,,,HORVU.MOREX.r3.5HG0425660,HORVU.MOREX.r3.5HG0425660:0.00198872,AT1G23420;AT4G00180,AT1G23420:0.00296098;AT4G00180:0.0026014
soilN,588513at2759,3,Zm00001eb050610;Zm00001eb056580;Zm00001eb244600;Zm00001eb261890;Zm00001eb325790;Zm00001eb374600;Zm00001eb400640,Zm00001eb050610:0.00161718;Zm00001eb056580:0.000472014;Zm00001eb244600:0.00391344;Zm00001eb261890:0.00290342;Zm00001eb325790:0.000221593;Zm00001eb374600:0.00236984;Zm00001eb400640:0.000534397,,,,,HORVU.MOREX.r3.4HG0342760,HORVU.MOREX.r3.4HG0342760:0.00117952,AT1G03010,AT1G03010:0.00182084
