"Lines","Long","Lat","crop","n_value","log_n"
"IS11431.C1AB3ACXX.7.250138389",35.56000137,6.179999828,"sorghum",516,2.71264970162721
"IS11473.D0D0HACXX.5.250046338",36.65000153,15.10000038,"sorghum",124,2.09342168516224
"IS1151.C1AB3ACXX.7.250137250",77.02999878,18.29000092,"sorghum",155,2.19033169817029
"IS11619.D0D0HACXX.5.250046339",38.70000076,9.029999733,"sorghum",318,2.50242711998443
"IS11758.B064FABXX.1.250009960",42.00999832,9.399999619,"sorghum",NA,NA
"IS1182.C1AB3ACXX.7.250137251",85.25,25.57999992,"sorghum",NA,NA
"IS1186.C1AB3ACXX.7.250137252",79.12999725,12.93000031,"sorghum",170,2.23044892137827
"IS1187.C1AB3ACXX.7.250137253",81.11000061,16.70999908,"sorghum",NA,NA
"IS11919.D0D0HACXX.5.250046340",39.04999924,15.06999969,"sorghum",248,2.39445168082622
"IS11954.MRG.4.250047668",38.91999817,15.31999969,"sorghum",175,2.24303804868629
"IS11960.D0D0HACXX.5.250046081",38.91999817,15.31999969,"sorghum",175,2.24303804868629
"IS12031.C1AB3ACXX.7.250138390",40.71667,7.15,"sorghum",266,2.42488163663107
"IS12106.C1AB3ACXX.7.250138391",45.15999985,7.480000019,"sorghum",161,2.20682587603185
"IS12110.70MUKAAXX.2.250006030",36.68999863,9.210000038,"sorghum",462,2.66464197555613
"IS12169.628NVAAXX.5.250006923",39.02999878,12.02999973,"sorghum",271,2.43296929087441
"IS1236.C1AB3ACXX.7.250137254",78.41000366,10.60000038,"sorghum",255,2.40654018043396
"IS1240.C1AB3ACXX.7.250137255",77.11000061,12.14999962,"sorghum",NA,NA
"IS1243.C1AB3ACXX.7.250137256",77.86000061,9.170000076,"sorghum",292,2.46538285144842
"IS1246.C1AB3ACXX.7.250137257",78.11000061,9.800000191,"sorghum",259,2.41329976408125
"IS12531.628NVAAXX.5.250006971",42.11000061,9.31000042,"sorghum",NA,NA
"IS1257.C1AB3ACXX.7.250137258",78.34999847,9.319999695,"sorghum",238,2.37657695705651
"IS12584.C1AB3ACXX.7.250138392",38.56000137,-3.349999905,"sorghum",147,2.16731733474818
"IS12590.C1AB3ACXX.7.250138393",40.13000107,-1.909999967,"sorghum",186,2.26951294421792
"IS12606.C1AB3ACXX.7.250138394",122.0628,12.4906,"sorghum",405,2.60745502321467
"IS12734.C1AB3ACXX.7.250138395",126.5699997,43.86000061,"sorghum",NA,NA
"IS12740.C1AB3ACXX.7.250138396",116.38833,39.92889,"sorghum",NA,NA
"IS12779.C1AB3ACXX.7.250138397",36.1166,36.2333,"sorghum",333,2.52244423350632
"IS12782.C1AB3ACXX.7.250138398",39.25,38.06667,"sorghum",326,2.51321760006794
"IS12789.C1AB3ACXX.7.250138399",30.689722,36.9125,"sorghum",NA,NA
"IS12793.C1AB3ACXX.7.250138400",30.2908333,37.7202778,"sorghum",284,2.45331834004704
"IS12796.C1AB3ACXX.7.250138401",27.9644444,37.8444,"sorghum",214,2.33041377334919
"IS12801.C1AB3ACXX.7.250138402",27.1502778,38.4072222,"sorghum",NA,NA
"IS12804.628P7AAXX.7.250007027",28.9647222,41.0186111,"sorghum",NA,NA
"IS12805.C1AB3ACXX.7.250138403",26.555833,41.676944,"sorghum",351,2.54530711646582
"IS12808.C1AB3ACXX.7.250138404",26.3325,39.79,"sorghum",243,2.38560627359831
"IS12810.C1AB3ACXX.7.250138405",27.05999947,40.04000092,"sorghum",412,2.61489721603313
"IS12811.C1AB3ACXX.7.250138406",27.97999954,40.36000061,"sorghum",NA,NA
"IS12813.C1AB3ACXX.7.250138407",41.8194444,41.1822222,"sorghum",466,2.66838591669
"IS12815.C1AB3ACXX.7.250138408",43.0975,40.6080556,"sorghum",311,2.49276038902684
"IS12817.C1AB3ACXX.7.250138409",43.38,38.4941667,"sorghum",NA,NA
"IS12818.C1AB3ACXX.7.250138410",40.7427778,37.3111111,"sorghum",368,2.56584781867352
"IS12819.C1AB3ACXX.7.250138411",37.7941667,37.0097222,"sorghum",NA,NA
"IS12821.C1AB3ACXX.7.250138412",36.9166,37.6,"sorghum",364,2.56110138364906
"IS12822.C1AB3ACXX.7.250138413",38.311944,38.353333,"sorghum",NA,NA
"IS12945.D0D0HACXX.5.250046350",-85.8333,11.4333,"sorghum",340,2.53147891704225
"IS12953.C1AB3ACXX.7.250138414",-89.80111,13.86,"sorghum",479,2.68033551341456
"IS13148.C1AB3ACXX.7.250138415",44.3938889,33.3386111,"sorghum",NA,NA
"IS13155.C1AB3ACXX.7.250138416",30.6333,41.0333,"sorghum",639,2.8055008581584
"IS13263.C1AB3ACXX.7.250138417",73.01999664,26.28000069,"sorghum",NA,NA
"IS13264.D0D0HACXX.5.250046082",74.6333,26.45,"sorghum",NA,NA
"IS13512.C1AB3ACXX.7.250138418",-59.529999,13.17,"sorghum",497,2.69635638873333
"IS13515.C1AB3ACXX.7.250138419",45.2167,22.6833,"sorghum",86,1.93449845124357
"IS1360.C1AB3ACXX.7.250137259",73.23000336,24.62999916,"sorghum",183,2.26245108973043
"IS1371.C1AB3ACXX.7.250137260",79.26000214,16.28000069,"sorghum",119,2.07554696139253
"IS13782.D0D0HACXX.5.250046354",29.87103,-29.01502,"sorghum",NA,NA
"IS13791.628P7AAXX.7.250007099",29.87103,-29.01502,"sorghum",NA,NA
"IS13827.70MUKAAXX.2.250006050",29.87103,-29.01502,"sorghum",NA,NA
"IS13845.628NVAAXX.5.250006901",29.87103,-29.01502,"sorghum",NA,NA
"IS13893.D0D0HACXX.5.250046355",29.87103,-29.01502,"sorghum",NA,NA
"IS13919.D0D0HACXX.5.250046356",29.87103,-29.01502,"sorghum",NA,NA
"IS13926.628NVAAXX.5.250006925",29.87103,-29.01502,"sorghum",NA,NA
"IS13971.D0D0HACXX.5.250046357",29.87103,-29.01502,"sorghum",NA,NA
"IS1398.628NVAAXX.5.250006961",30.22999954,10.36999989,"sorghum",172,2.23552844690755
"IS13989.628NVAAXX.5.250006949",29.87103,-29.01502,"sorghum",NA,NA
"IS1401.C1AB3ACXX.7.250137261",66.90000153,25.37999916,"sorghum",124,2.09342168516224
"IS14010.D0D0HACXX.5.250046358",29.87103,-29.01502,"sorghum",NA,NA
"IS14133.C1AB3ACXX.7.250138420",30.02,40.2447222,"sorghum",367,2.56466606425209
"IS1416.C1AB3ACXX.7.250137262",78.87999725,20.80999947,"sorghum",150,2.17609125905568
"IS1425.C1AB3ACXX.7.250137263",79.81999969,10.92000008,"sorghum",378,2.57749179983723
"IS14444.C1AB3ACXX.7.250138421",79.5167,29.05000069,"sorghum",191,2.28103336724773
"IS14449.70MUKAAXX.2.250006046",35.22000122,14.03999996,"sorghum",88,1.94448267215017
"IS14478.70MUKAAXX.2.250006051",32.06000137,8.409999847,"sorghum",158,2.19865708695442
"IS14556.70MUKAAXX.2.250006075",35.97999954,4.510000229,"sorghum",148,2.17026171539496
"IS14564.MRG.4.250047679",35.22000122,14.03999996,"sorghum",88,1.94448267215017
"IS14635.C1AB3ACXX.7.250138422",40.24000168,9.010000229,"sorghum",119,2.07554696139253
"IS1464.C1AB3ACXX.7.250137264",77.72000122,16.97999954,"sorghum",NA,NA
"IS1469.C1AB3ACXX.7.250137265",79.27999878,15.72999954,"sorghum",NA,NA
"IS14719.MRG.4.250047681",37.54999924,6.03000021,"sorghum",NA,NA
"IS1472.C1AB3ACXX.7.250137266",78.08000183,10.96000004,"sorghum",232,2.3654879848909
"IS14724.C1AB3ACXX.7.250138424",37.34999847,5.289999962,"sorghum",366,2.56348108539441
"IS14735.70MUKAAXX.2.250006039",37.93000031,5.380000114,"sorghum",308,2.48855071650044
"IS1477.C1AB3ACXX.7.250137267",77.44999695,11.46000004,"sorghum",185,2.26717172840301
"IS1520.C1AB3ACXX.7.250137268",79.98999786,14.89000034,"sorghum",207,2.31597034545692
"IS1523.C1AB3ACXX.7.250137269",79.62999725,13.18000031,"sorghum",212,2.32633586092875
"IS1540.C1AB3ACXX.7.250137270",78.51000214,11.26000023,"sorghum",223,2.34830486304816
"IS17149.C1AB3ACXX.7.250138425",8.079999924,5.570000172,"sorghum",257,2.40993312333129
"IS17185.C1AB3ACXX.7.250138426",13.68000031,11.52000046,"sorghum",97,1.98677173426624
"IS17195.C1AB3ACXX.7.250138427",3.910000086,8.079999924,"sorghum",142,2.15228834438306
"IS17196.C1AB3ACXX.7.250138428",9.050000191,7.360000134,"sorghum",105,2.02118929906994
"IS17669.C1AB3ACXX.7.250138429",80.55000305,18.29999924,"sorghum",164,2.2148438480477
"IS17671.C1AB3ACXX.7.250138430",80.19000244,17.82999992,"sorghum",180,2.25527250510331
"IS17749.C1AB3ACXX.7.250138431",77.66000366,15.44999981,"sorghum",110,2.04139268515822
"IS17752.C1AB3ACXX.7.250138432",80.04000092,15.48999977,"sorghum",NA,NA
"IS17766.C1AB3ACXX.7.250138433",79.84999847,14.14999962,"sorghum",215,2.33243845991561
"IS17815.C1AB3ACXX.7.250138434",80.91999817,17.62999916,"sorghum",157,2.19589965240923
"IS17819.C1AB3ACXX.7.250138435",82.19999695,17.52000046,"sorghum",171,2.23299611039215
"IS17857.C1AB3ACXX.7.250138436",82.66000366,18.06999969,"sorghum",257,2.40993312333129
"IS17864.C1AB3ACXX.7.250138437",84.47000122,18.86000061,"sorghum",190,2.27875360095283
"IS17872.C1AB3ACXX.7.250138438",86.30999756,20.75,"sorghum",170,2.23044892137827
"IS17885.C1AB3ACXX.7.250138439",83.88999939,18.77000046,"sorghum",146,2.16435285578444
"IS17891.C1AB3ACXX.7.250138440",81.63999939,17.25,"sorghum",217,2.33645973384853
"IS17896.C1AB3ACXX.7.250138441",83.5,18.25,"sorghum",156,2.19312459835446
"IS17905.C1AB3ACXX.7.250138442",83.41000366,19.15999985,"sorghum",NA,NA
"IS17909.C1AB3ACXX.7.250138443",76.83000183,17.32999992,"sorghum",NA,NA
"IS17912.C1AB3ACXX.7.250138444",83.08999634,20.06999969,"sorghum",152,2.18184358794477
"IS17917.C1AB3ACXX.7.250138445",72.48999786,26.37999916,"sorghum",47,1.67209785793572
"IS17919.C1AB3ACXX.7.250138446",71.90000153,26.92000008,"sorghum",36,1.55630250076729
"IS17920.C1AB3ACXX.7.250138447",70.91000366,26.90999985,"sorghum",NA,NA
"IS17921.C1AB3ACXX.7.250138448",72.61000061,25.34000015,"sorghum",185,2.26717172840301
"IS17922.C1AB3ACXX.7.250138449",73.12999725,25.29999924,"sorghum",137,2.13672056715641
"IS17925.C1AB3ACXX.7.250138450",73.5,27.5,"sorghum",71,1.85125834871908
"IS17926.C1AB3ACXX.7.250138451",75.68000031,27.06999969,"sorghum",91,1.95904139232109
"IS17929.C1AB3ACXX.7.250138452",73.55999756,23.20000076,"sorghum",153,2.1846914308176
"IS17930.C1AB3ACXX.7.250138453",76.55999756,23.20000076,"sorghum",101,2.00432137378264
"IS17933.C1AB3ACXX.7.250138454",75.15000153,25.95999908,"sorghum",105,2.02118929906994
"IS17937.C1AB3ACXX.7.250138455",73.70999908,26.65999985,"sorghum",82,1.91381385238372
"IS17941.MRG.4.250047478",76.66999817,26.54999924,"sorghum",122,2.08635983067475
"IS17942.C1AB3ACXX.7.250138456",73.33000183,25.76000023,"sorghum",NA,NA
"IS17958.C1AB3ACXX.7.250138457",77.13999939,19.71999931,"sorghum",128,2.10720996964787
"IS17980.MRG.4.250047479",77,20.70000076,"sorghum",NA,NA
"IS18039.MRG.4.250047480",77,20.70000076,"sorghum",NA,NA
"IS18234.C1AB3ACXX.7.250138458",89.9343761,23.3629599,"sorghum",240,2.38021124171161
"IS18235.C1AB3ACXX.7.250138459",90.4086151,23.7230568,"sorghum",NA,NA
"IS18236.C1AB3ACXX.7.250138460",89.20999908,23.15999985,"sorghum",NA,NA
"IS18238.C1AB3ACXX.7.250138461",90.0906372,25.0880864,"sorghum",168,2.22530928172586
"IS18295.C1AB3ACXX.7.250138462",5.570000172,14.03999996,"sorghum",56,1.7481880270062
"IS18303.C1AB3ACXX.7.250138463",4.019999981,13.38000011,"sorghum",50,1.69897000433602
"IS18822.C1AB3ACXX.7.250138464",32.25,13.47999954,"sorghum",100,2
"IS18948.MRG.4.250047689",77.73999786,27.44000053,"sorghum",131,2.11727129565576
"IS19016.70MUKAAXX.2.250006066",24.14999962,11.18999958,"sorghum",169,2.22788670461367
"IS19026.628P7AAXX.7.250007103",24.14999962,11.18999958,"sorghum",169,2.22788670461367
"IS19041.70MUKAAXX.2.250006078",24.14999962,11.18999958,"sorghum",169,2.22788670461367
"IS19126.D0D0HACXX.5.250046083",24.14999962,11.18999958,"sorghum",169,2.22788670461367
"IS19132.628NVAAXX.5.250006905",24.14999962,11.18999958,"sorghum",169,2.22788670461367
"IS19153.MRG.4.250047481",24.14999962,11.18999958,"sorghum",169,2.22788670461367
"IS19262.D0D0HACXX.5.250046084",24.14999962,11.18999958,"sorghum",169,2.22788670461367
"IS19477.C1AB3ACXX.7.250138465",30.68000031,4.090000153,"sorghum",169,2.22788670461367
"IS19485.C1AB3ACXX.7.250138466",30.13999939,5.230000019,"sorghum",232,2.3654879848909
"IS19494.C1AB3ACXX.7.250138467",29.10000038,8.529999733,"sorghum",157,2.19589965240923
"IS19507.C1AB3ACXX.7.250138468",27.27000046,5.349999905,"sorghum",234,2.36921585741014
"IS19513.C1AB3ACXX.7.250138469",31.61000061,4.849999905,"sorghum",NA,NA
"IS19520.C1AB3ACXX.7.250138470",27.53000069,7.340000153,"sorghum",110,2.04139268515822
"IS19677.C1AB3ACXX.7.250138471",81.93000031,19.19000053,"sorghum",165,2.21748394421391
"IS19680.C1AB3ACXX.7.250138472",81.66000366,18.39999962,"sorghum",191,2.28103336724773
"IS19685.628NVAAXX.5.250006977",80.91000366,21.10000038,"sorghum",155,2.19033169817029
"IS19698.C1AB3ACXX.7.250138473",81.23999786,19.70999908,"sorghum",170,2.23044892137827
"IS19700.C1AB3ACXX.7.250138474",80.55999756,22.59000015,"sorghum",246,2.39093510710338
"IS19706.C1AB3ACXX.7.250138475",82.58999634,23.05999947,"sorghum",176,2.24551266781415
"IS19732.C1AB3ACXX.7.250138476",80.44999695,21.72999954,"sorghum",211,2.32428245529769
"IS19758.C1AB3ACXX.7.250138477",78.34999847,22.72999954,"sorghum",130,2.11394335230684
"IS19804.C1AB3ACXX.7.250138478",81.65000153,24.96999931,"sorghum",153,2.1846914308176
"IS19847.70MUKAAXX.2.250006012",79.58999634,24.90999985,"sorghum",NA,NA
"IS19859.MRG.4.250047487",80.30000305,25.18000031,"sorghum",146,2.16435285578444
"IS19946.C1AB3ACXX.7.250138479",-14.47999954,15.48999977,"sorghum",48,1.68124123737559
"IS19950.C1AB3ACXX.7.250138480",-13.67000008,14.5,"sorghum",74,1.86923171973098
"IS19953.628P7AAXX.7.250007033",-13.77999973,15.02999973,"sorghum",56,1.7481880270062
"IS19956.C1AB3ACXX.7.250138481",-14.67000008,16.17000008,"sorghum",40,1.60205999132796
"IS19962.C1AB3ACXX.7.250138482",-15.57999992,16.37999916,"sorghum",58,1.76342799356294
"IS19975.MRG.4.250047488",-15.47000027,13.14000034,"sorghum",97,1.98677173426624
"IS19978.C1AB3ACXX.7.250137625",-16.37999916,13.67000008,"sorghum",99,1.99563519459755
"IS19982.C1AB3ACXX.7.250137626",-13.02000046,14.51000023,"sorghum",81,1.90848501887865
"IS19988.C1AB3ACXX.7.250137627",-13.02999973,15.15999985,"sorghum",53,1.72427586960079
"IS19991.C1AB3ACXX.7.250137628",-15.88000011,14.07999992,"sorghum",93,1.96848294855394
"IS19998.C1AB3ACXX.7.250137629",-14.25,14.13000011,"sorghum",80,1.90308998699194
"IS20004.C1AB3ACXX.7.250137630",-14.39999962,14.59000015,"sorghum",65,1.81291335664286
"IS20016.628P7AAXX.7.250007057",-14.97000027,14.13000011,"sorghum",58,1.76342799356294
"IS20024.C1AB3ACXX.7.250137631",-12.26000023,14.07999992,"sorghum",58,1.76342799356294
"IS20027.C1AB3ACXX.7.250137632",-13.43000031,13.93000031,"sorghum",94,1.9731278535997
"IS20028.C1AB3ACXX.7.250137633",-12.3589829,14.8111833,"sorghum",52,1.7160033436348
"IS20049.C1AB3ACXX.7.250137634",-12.85000038,13.88000011,"sorghum",80,1.90308998699194
"IS20064.628P7AAXX.7.250007081",-12.17000008,13.25,"sorghum",98,1.9912260756925
"IS20073.C1AB3ACXX.7.250137635",-12.82999992,12.57999992,"sorghum",175,2.24303804868629
"IS20087.C1AB3ACXX.7.250137636",-13.86999989,13.67000008,"sorghum",85,1.92941892571429
"IS20105.C1AB3ACXX.7.250137637",-14.03999996,13.07999992,"sorghum",126,2.10037054511756
"IS20116.C1AB3ACXX.7.250137638",-13.44999981,13.07999992,"sorghum",103,2.01283722470517
"IS20125.C1AB3ACXX.7.250137639",-14.77999973,12.82999992,"sorghum",156,2.19312459835446
"IS20146.C1AB3ACXX.7.250137640",-15.64999962,12.56000042,"sorghum",NA,NA
"IS20158.C1AB3ACXX.7.250137641",10.42000008,13.43000031,"sorghum",53,1.72427586960079
"IS20164.C1AB3ACXX.7.250137642",13.18000031,13.88000011,"sorghum",100,2
"IS20166.C1AB3ACXX.7.250137643",11.71000004,13.52999973,"sorghum",88,1.94448267215017
"IS20173.C1AB3ACXX.7.250137644",11.31000042,13.94999981,"sorghum",77,1.88649072517248
"IS20187.C1AB3ACXX.7.250137645",12.65999985,13.35999966,"sorghum",79,1.89762709129044
"IS20216.C1AB3ACXX.7.250137646",8.859999657,13.02999973,"sorghum",92,1.96378782734556
"IS20225.C1AB3ACXX.7.250137647",10.25,13.94999981,"sorghum",105,2.02118929906994
"IS20230.C1AB3ACXX.7.250137648",9.100000381,13.88000011,"sorghum",54,1.73239375982297
"IS20234.C1AB3ACXX.7.250137649",9.329999924,12.89999962,"sorghum",92,1.96378782734556
"IS20243.C1AB3ACXX.7.250137650",9.909999847,13.18000031,"sorghum",82,1.91381385238372
"IS20250.C1AB3ACXX.7.250137651",7.460000038,14.72999954,"sorghum",68,1.83250891270624
"IS20261.C1AB3ACXX.7.250137652",6.760000229,14.30000019,"sorghum",47,1.67209785793572
"IS20300.C1AB3ACXX.7.250137653",9.029999733,14.38000011,"sorghum",65,1.81291335664286
"IS20307.C1AB3ACXX.7.250137654",2.059999943,14.30000019,"sorghum",38,1.57978359661681
"IS20314.C1AB3ACXX.7.250137655",7.179999828,13.93000031,"sorghum",46,1.66275783168157
"IS20328.C1AB3ACXX.7.250137656",6.179999828,13.90999985,"sorghum",57,1.75587485567249
"IS20345.C1AB3ACXX.7.250137657",4.349999905,14.67000008,"sorghum",41,1.61278385671974
"IS20348.C1AB3ACXX.7.250137658",4.849999905,13.85000038,"sorghum",38,1.57978359661681
"IS20363.C1AB3ACXX.7.250137659",6.309999943,14.76000023,"sorghum",57,1.75587485567249
"IS20364.C1AB3ACXX.7.250137660",5.349999905,15.85999966,"sorghum",51,1.70757017609794
"IS20378.C1AB3ACXX.7.250137661",5.210000038,14.44999981,"sorghum",41,1.61278385671974
"IS20398.C1AB3ACXX.7.250137662",2.960000038,13.40999985,"sorghum",39,1.5910646070265
"IS20441.C1AB3ACXX.7.250137663",2.829999924,12.72999954,"sorghum",57,1.75587485567249
"IS20448.C1AB3ACXX.7.250137664",3.660000086,14.47999954,"sorghum",44,1.64345267648619
"IS20450.C1AB3ACXX.7.250137665",2.549999952,14.27999973,"sorghum",49,1.69019608002851
"IS20452.C1AB3ACXX.7.250137666",3.50999999,15.18000031,"sorghum",55,1.74036268949424
"IS20460.C1AB3ACXX.7.250137667",3.180000067,14,"sorghum",43,1.63346845557959
"IS20463.C1AB3ACXX.7.250137668",4.210000038,14.02999973,"sorghum",40,1.60205999132796
"IS20488.C1AB3ACXX.7.250137669",1.450000048,13.85000038,"sorghum",50,1.69897000433602
"IS20490.C1AB3ACXX.7.250137670",2.460000038,13.35000038,"sorghum",37,1.568201724067
"IS20492.C1AB3ACXX.7.250137671",1.549999952,14.42000008,"sorghum",70,1.84509804001426
"IS20497.C1AB3ACXX.7.250137672",1.899999976,13.35999966,"sorghum",64,1.80617997398389
"IS20498.C1AB3ACXX.7.250137673",0.709999979,14.56000042,"sorghum",52,1.7160033436348
"IS20905.C1AB3ACXX.7.250137674",17.5667,8.9167,"sorghum",NA,NA
"IS21015.C1AB3ACXX.7.250137675",37.0618055,-0.8447118,"sorghum",224,2.35024801833416
"IS21055.C1AB3ACXX.7.250137676",34.997074,0.7477023,"sorghum",320,2.50514997831991
"IS21083.MRG.4.250047501",34.47999954,-0.100000001,"sorghum",348,2.54157924394658
"IS21124.628NVAAXX.5.250006955",34.3166676,-0.5666662,"sorghum",303,2.4814426285023
"IS21126.70MUKAAXX.2.250006025",34.2174145,-0.6393854,"sorghum",329,2.51719589794997
"IS21139.C1AB3ACXX.7.250137677",37.333334,-0.4333333,"sorghum",433,2.63648789635337
"IS21155.C1AB3ACXX.7.250137678",34.6499977,-1.2333333,"sorghum",328,2.51587384371168
"IS21160.C1AB3ACXX.7.250137679",38.4666672,-0.9833333,"sorghum",135,2.13033376849501
"IS21169.C1AB3ACXX.7.250137680",36.2999992,-0.2500002,"sorghum",459,2.66181268553726
"IS21186.C1AB3ACXX.7.250137681",39.6593765,-4.0111627,"sorghum",325,2.51188336097887
"IS21309.C1AB3ACXX.7.250137682",38.11000061,-1.519999981,"sorghum",132,2.12057393120585
"IS21310.C1AB3ACXX.7.250137683",38.04000092,-0.579999983,"sorghum",140,2.14612803567824
"IS21323.C1AB3ACXX.7.250137684",37.40000153,-1.230000019,"sorghum",159,2.20139712432045
"IS21328.C1AB3ACXX.7.250137685",38.20999908,0.129999995,"sorghum",143,2.15533603746506
"IS21343.C1AB3ACXX.7.250137686",37.47999954,0.119999997,"sorghum",332,2.52113808370404
"IS21347.C1AB3ACXX.7.250137687",37.56000137,-2.950000048,"sorghum",185,2.26717172840301
"IS21401.70MUKAAXX.2.250006035",32.97999954,-13.77000046,"sorghum",134,2.12710479836481
"IS21403.C1AB3ACXX.7.250137688",33.59000015,-14.18000031,"sorghum",129,2.11058971029925
"IS21425.70MUKAAXX.2.250006057",35.49000168,-16.03000069,"sorghum",254,2.40483371661994
"IS21464.C1AB3ACXX.7.250137689",35.27999878,-17.03000069,"sorghum",137,2.13672056715641
"IS21512.MRG.4.250047502",34.77999878,-16.14999962,"sorghum",130,2.11394335230684
"IS21521.C1AB3ACXX.7.250137690",35.27999878,-15.38000011,"sorghum",254,2.40483371661994
"IS21522.C1AB3ACXX.7.250137691",34.95000076,-14.97999954,"sorghum",117,2.06818586174616
"IS21535.C1AB3ACXX.7.250137692",34.45000076,-13.77999973,"sorghum",127,2.10380372095596
"IS21545.C1AB3ACXX.7.250137693",33.40000153,-13.06999969,"sorghum",130,2.11394335230684
"IS21546.C1AB3ACXX.7.250137694",34.29000092,-12.93000031,"sorghum",NA,NA
"IS21557.C1AB3ACXX.7.250137695",35.52999878,-13.65999985,"sorghum",112,2.04921802267018
"IS2156.628P7AAXX.7.250007017",8.31000042,13.02999973,"sorghum",88,1.94448267215017
"IS21565.C1AB3ACXX.7.250137696",33.75,-10.97999954,"sorghum",134,2.12710479836481
"IS21583.C1AB3ACXX.7.250137697",34.25,-14.35999966,"sorghum",119,2.07554696139253
"IS21631.C1AB3ACXX.7.250137698",33.52999878,-13.61999989,"sorghum",127,2.10380372095596
"IS21645.MRG.4.250047503",34.84999847,-16.28000069,"sorghum",124,2.09342168516224
"IS21863.MRG.4.250047504",36.29999924,33.5,"sorghum",NA,NA
"IS21976.C1AB3ACXX.7.250137699",77.52999878,10.72999954,"sorghum",NA,NA
"IS21982.C1AB3ACXX.7.250137701",77.09999847,14.53999996,"sorghum",152,2.18184358794477
"IS21991.70MUKAAXX.2.250006093",78.65000153,19.68000031,"sorghum",147,2.16731733474818
"IS21996.C1AB3ACXX.7.250137702",72.55000305,24.22999954,"sorghum",165,2.21748394421391
"IS21997.C1AB3ACXX.7.250137703",75.55999756,21.01000023,"sorghum",NA,NA
"IS22001.C1AB3ACXX.7.250137704",74.22000122,21.81999969,"sorghum",148,2.17026171539496
"IS22009.C1AB3ACXX.7.250137705",72.95999908,19.19000053,"sorghum",NA,NA
"IS22019.C1AB3ACXX.7.250137706",73.68000031,20.75,"sorghum",192,2.28330122870355
"IS22025.C1AB3ACXX.7.250137707",74.80999756,34.08000183,"sorghum",NA,NA
"IS22026.C1AB3ACXX.7.250137708",79.25,30.27000046,"sorghum",555,2.74429298312268
"IS22040.B064FABXX.1.250009992",78.02999878,15.81999969,"sorghum",NA,NA
"IS2205.MRG.4.250047657",77.1817017,28.6255144,"sorghum",NA,NA
"IS2206.C1AB3ACXX.7.250137271",74.5,15.85999966,"sorghum",170,2.23044892137827
"IS22074.70MUKAAXX.2.250006006",76.91000366,15.14000034,"sorghum",NA,NA
"IS22100.C1AB3ACXX.7.250137709",75.08999634,14.67000008,"sorghum",175,2.24303804868629
"IS22104.C1AB3ACXX.7.250137710",77.37000275,16.20000076,"sorghum",NA,NA
"IS22193.C1AB3ACXX.7.250137711",76.12999725,12.13000011,"sorghum",253,2.40312052117582
"IS22239.70MUKAAXX.2.250006015",25.87999916,-24.47999954,"sorghum",85,1.92941892571429
"IS22282.628P7AAXX.7.250007059",26.82999992,-23.10000038,"sorghum",NA,NA
"IS22287.628P7AAXX.7.250007083",26.82999992,-23.10000038,"sorghum",NA,NA
"IS22291.70MUKAAXX.2.250006026",27.76000023,-23.01000023,"sorghum",107,2.02938377768521
"IS22294.628P7AAXX.7.250007107",27.76000023,-23.01000023,"sorghum",107,2.02938377768521
