Orthogroup	Maize_gene	Maize_pvalue_max	Sorghum_gene	Sorghum_pvalue_max	Rice_gene	Rice_pvalue_max	Barley_gene	Barley_pvalue_max	Arabidopsis_gene	Arabidopsis_pvalue_max	Gene_count
588513at33090	Zm00001eb069180;Zm00001eb099640;Zm00001eb244600;Zm00001eb374600;Zm00001eb400640	Zm00001eb069180:1.08079e-05;Zm00001eb099640:0.00132655;Zm00001eb244600:0.0030495;Zm00001eb374600:0.00165594;Zm00001eb400640:0.00328335	SORBI_3001G168800;SORBI_3004G201300;SORBI_3006G120000	SORBI_3001G168800:0.000385915;SORBI_3004G201300:0.0005895;SORBI_3006G120000:0.000975289	LOC_Os04g04770	LOC_Os04g04770:0.000474025	HORVU.MOREX.r3.6HG0552590	HORVU.MOREX.r3.6HG0552590:0.00331317	AT1G03010;AT1G30440;AT3G08570;AT5G48800;AT5G67385	AT1G03010:1.36243e-07;AT1G30440:0.00120733;AT3G08570:0.000109917;AT5G48800:1.94134e-05;AT5G67385:0.0011527	5
628161at2759	Zm00001eb004430;Zm00001eb058150;Zm00001eb177190;Zm00001eb193100;Zm00001eb275670	Zm00001eb004430:0.0027129;Zm00001eb058150:0.00334196;Zm00001eb177190:0.00207025;Zm00001eb193100:0.00328473;Zm00001eb275670:0.00102368	SORBI_3001G081100	SORBI_3001G081100:0.000569197	LOC_Os09g04410	LOC_Os09g04410:0.00050758	HORVU.MOREX.r3.5HG0480330	HORVU.MOREX.r3.5HG0480330:0.00261032	AT1G32940;AT1G32950;AT1G32960;AT2G05920;AT4G34980	AT1G32940:2.65699e-05;AT1G32950:2.65699e-05;AT1G32960:2.65699e-05;AT2G05920:0.000598195;AT4G34980:0.00102154	5
768205at33090	Zm00001eb004430;Zm00001eb058150;Zm00001eb177190;Zm00001eb193100;Zm00001eb275670	Zm00001eb004430:0.0027129;Zm00001eb058150:0.00334196;Zm00001eb177190:0.00207025;Zm00001eb193100:0.00328473;Zm00001eb275670:0.00102368	SORBI_3001G081100	SORBI_3001G081100:0.000569197	LOC_Os09g04410	LOC_Os09g04410:0.00050758	HORVU.MOREX.r3.5HG0480330	HORVU.MOREX.r3.5HG0480330:0.00261032	AT1G32940;AT1G32950;AT1G32960;AT2G05920;AT4G34980	AT1G32940:2.65699e-05;AT1G32950:2.65699e-05;AT1G32960:2.65699e-05;AT2G05920:0.000598195;AT4G34980:0.00102154	5
782571at33090	Zm00001eb408710	Zm00001eb408710:0.00187516	SORBI_3001G127400	SORBI_3001G127400:0.000382069	LOC_Os07g05840	LOC_Os07g05840:0.000621224	HORVU.MOREX.r3.7HG0635410	HORVU.MOREX.r3.7HG0635410:0.000428602	AT4G27740;AT4G27745;AT5G53940	AT4G27740:0.00121212;AT4G27745:0.00121212;AT5G53940:1.18776e-06	5
787554at2759	Zm00001eb072810;Zm00001eb093410;Zm00001eb150340;Zm00001eb212430;Zm00001eb227950	Zm00001eb072810:0.000388791;Zm00001eb093410:9.4147e-05;Zm00001eb150340:0.000440943;Zm00001eb212430:0.00293418;Zm00001eb227950:0.00232977	SORBI_3001G063300;SORBI_3003G329600;SORBI_3004G025000	SORBI_3001G063300:0.000216564;SORBI_3003G329600:0.00251052;SORBI_3004G025000:0.00225656	LOC_Os05g04670	LOC_Os05g04670:0.00015627	HORVU.MOREX.r3.2HG0196120	HORVU.MOREX.r3.2HG0196120:0.00125926	AT1G74740;AT2G38910;AT3G20410;AT3G50530;AT3G51850;AT4G09570;AT4G23650;AT5G04870;AT5G12480;AT5G66210	AT1G74740:2.80913e-07;AT2G38910:3.52401e-05;AT3G20410:0.00048432;AT3G50530:0.000765793;AT3G51850:1.91087e-06;AT4G09570:9.94578e-06;AT4G23650:2.98265e-06;AT5G04870:0.000200729;AT5G12480:1.05026e-08;AT5G66210:0.000729113	5
787554at33090	Zm00001eb072810;Zm00001eb093410;Zm00001eb150340;Zm00001eb212430	Zm00001eb072810:0.000388791;Zm00001eb093410:9.4147e-05;Zm00001eb150340:0.000440943;Zm00001eb212430:0.00293418	SORBI_3001G063300;SORBI_3003G329600;SORBI_3004G025000	SORBI_3001G063300:0.000216564;SORBI_3003G329600:0.00251052;SORBI_3004G025000:0.00225656	LOC_Os05g04670	LOC_Os05g04670:0.00015627	HORVU.MOREX.r3.2HG0196120	HORVU.MOREX.r3.2HG0196120:0.00125926	AT1G74740;AT2G38910;AT3G20410;AT3G51850;AT4G09570;AT4G23650;AT5G04870;AT5G12480;AT5G66210	AT1G74740:2.80913e-07;AT2G38910:3.52401e-05;AT3G20410:0.00048432;AT3G51850:1.91087e-06;AT4G09570:9.94578e-06;AT4G23650:2.98265e-06;AT5G04870:0.000200729;AT5G12480:1.05026e-08;AT5G66210:0.000729113	5
131670at33090	Zm00001eb146720;Zm00001eb157040;Zm00001eb289070	Zm00001eb146720:0.00135961;Zm00001eb157040:0.00198046;Zm00001eb289070:0.0012693	SORBI_3005G047300	SORBI_3005G047300:0.00200543	LOC_Os04g06879	LOC_Os04g06879:0.000155618	NA	NA	AT1G25280;AT1G53320	AT1G25280:1.48916e-06;AT1G53320:4.74373e-07	4
132870at2759	Zm00001eb113360;Zm00001eb344950	Zm00001eb113360:0.00209255;Zm00001eb344950:0.000428429	SORBI_3005G134200	SORBI_3005G134200:0.00112662	NA	NA	HORVU.MOREX.r3.1HG0093050	HORVU.MOREX.r3.1HG0093050:0.00355489	AT1G28130;AT2G46370;AT5G54510	AT1G28130:6.34666e-05;AT2G46370:9.0722e-05;AT5G54510:6.58775e-05	4
132870at33090	Zm00001eb113360;Zm00001eb344950	Zm00001eb113360:0.00209255;Zm00001eb344950:0.000428429	SORBI_3005G134200	SORBI_3005G134200:0.00112662	NA	NA	HORVU.MOREX.r3.1HG0093050	HORVU.MOREX.r3.1HG0093050:0.00355489	AT1G28130;AT2G46370;AT5G54510	AT1G28130:6.34666e-05;AT2G46370:9.0722e-05;AT5G54510:6.58775e-05	4
159147at3193	Zm00001eb030420;Zm00001eb233610;Zm00001eb291630;Zm00001eb405190;Zm00001eb430440	Zm00001eb030420:0.000149746;Zm00001eb233610:0.00265053;Zm00001eb291630:0.00227399;Zm00001eb405190:0.000232791;Zm00001eb430440:0.00183752	SORBI_3003G420500	SORBI_3003G420500:0.00126294	NA	NA	HORVU.MOREX.r3.5HG0492640	HORVU.MOREX.r3.5HG0492640:0.000103422	AT4G37640;AT5G57110	AT4G37640:1.94569e-06;AT5G57110:2.53284e-08	4
190162at2759	Zm00001eb273950	Zm00001eb273950:0.000353187	SORBI_3004G052200	SORBI_3004G052200:0.00215866	NA	NA	HORVU.MOREX.r3.7HG0735840	HORVU.MOREX.r3.7HG0735840:0.00125492	AT1G79060;AT3G12970	AT1G79060:0.000586702;AT3G12970:1.60621e-05	4
190162at3193	Zm00001eb273950	Zm00001eb273950:0.000353187	SORBI_3004G052200	SORBI_3004G052200:0.00215866	NA	NA	HORVU.MOREX.r3.7HG0735840	HORVU.MOREX.r3.7HG0735840:0.00125492	AT1G79060;AT3G12970	AT1G79060:0.000586702;AT3G12970:1.60621e-05	4
190162at33090	Zm00001eb273950	Zm00001eb273950:0.000353187	SORBI_3004G052200	SORBI_3004G052200:0.00215866	NA	NA	HORVU.MOREX.r3.7HG0735840	HORVU.MOREX.r3.7HG0735840:0.00125492	AT1G79060;AT3G12970	AT1G79060:0.000586702;AT3G12970:1.60621e-05	4
217161at33090	Zm00001eb193280	Zm00001eb193280:0.00201176	SORBI_3006G141400	SORBI_3006G141400:0.000749387	LOC_Os04g05080	LOC_Os04g05080:0.00170054	NA	NA	AT3G06080;AT3G11570;AT3G12060;AT5G06230;AT5G20590	AT3G06080:0.000292675;AT3G11570:7.62485e-05;AT3G12060:4.06452e-05;AT5G06230:0.000485548;AT5G20590:0.000250183	4
2174516at2759	Zm00001eb249960	Zm00001eb249960:0.000726472	SORBI_3008G036000	SORBI_3008G036000:0.00195477	LOC_Os10g05250	LOC_Os10g05250:6.70386e-05	NA	NA	AT1G13140;AT1G13150;AT1G34540;AT4G00360;AT4G39490;AT5G58860	AT1G13140:0.000589488;AT1G13150:0.000589488;AT1G34540:8.43082e-06;AT4G00360:0.000221562;AT4G39490:5.76906e-06;AT5G58860:6.81786e-06	4
237607at3193	Zm00001eb193280	Zm00001eb193280:0.00201176	SORBI_3006G141400	SORBI_3006G141400:0.000749387	LOC_Os04g05080	LOC_Os04g05080:0.00170054	NA	NA	AT3G12060;AT5G20590	AT3G12060:4.06452e-05;AT5G20590:0.000250183	4
263678at2759	NA	NA	SORBI_3001G155300	SORBI_3001G155300:0.00112589	LOC_Os02g07040	LOC_Os02g07040:0.000810188	HORVU.MOREX.r3.5HG0473380	HORVU.MOREX.r3.5HG0473380:0.000590303	AT1G30100	AT1G30100:0.00036435	4
2690913at2759	Zm00001eb193280;Zm00001eb230090	Zm00001eb193280:0.00201176;Zm00001eb230090:0.00112567	SORBI_3006G141400	SORBI_3006G141400:0.000749387	LOC_Os04g05080	LOC_Os04g05080:0.00170054	NA	NA	AT3G06080;AT3G11570;AT3G12060;AT4G23790;AT5G06230;AT5G20590	AT3G06080:0.000292675;AT3G11570:7.62485e-05;AT3G12060:4.06452e-05;AT4G23790:1.18321e-06;AT5G06230:0.000485548;AT5G20590:0.000250183	4
2706959at2759	Zm00001eb283470	Zm00001eb283470:0.00425646	SORBI_3003G205600	SORBI_3003G205600:7.17925e-05	LOC_Os01g01800	LOC_Os01g01800:0.00109569	NA	NA	AT4G06744;AT4G28380	AT4G06744:2.03489e-06;AT4G28380:0.000631717	4
404710at3193	Zm00001eb394510	Zm00001eb394510:0.00026065	NA	NA	LOC_Os05g03830	LOC_Os05g03830:0.00112214	HORVU.MOREX.r3.1HG0059140	HORVU.MOREX.r3.1HG0059140:0.00233535	AT5G12390	AT5G12390:5.84379e-08	4
4098531at2759	Zm00001eb345700	Zm00001eb345700:0.000119599	NA	NA	LOC_Os12g05660	LOC_Os12g05660:0.00101855	HORVU.MOREX.r3.4HG0409380	HORVU.MOREX.r3.4HG0409380:0.000966394	AT3G62270;AT4G32510	AT3G62270:0.000126112;AT4G32510:0.000605989	4
4382965at2759	Zm00001eb146720;Zm00001eb157040;Zm00001eb289070	Zm00001eb146720:0.00135961;Zm00001eb157040:0.00198046;Zm00001eb289070:0.0012693	SORBI_3005G047300	SORBI_3005G047300:0.00200543	LOC_Os04g06879	LOC_Os04g06879:0.000155618	NA	NA	AT1G25280;AT1G53320	AT1G25280:1.48916e-06;AT1G53320:4.74373e-07	4
447116at2759	Zm00001eb040070;Zm00001eb155190	Zm00001eb040070:0.00278821;Zm00001eb155190:0.00386654	SORBI_3003G352200	SORBI_3003G352200:0.00119345	LOC_Os01g07090	LOC_Os01g07090:0.000383318	NA	NA	AT1G17950;AT3G12820;AT4G09460;AT5G40330	AT1G17950:0.000170207;AT3G12820:0.000816364;AT4G09460:0.000294323;AT5G40330:0.00057311	4
4755763at2759	Zm00001eb030420;Zm00001eb051470;Zm00001eb233610;Zm00001eb291630;Zm00001eb405190;Zm00001eb430440	Zm00001eb030420:0.000149746;Zm00001eb051470:0.00103088;Zm00001eb233610:0.00265053;Zm00001eb291630:0.00227399;Zm00001eb405190:0.000232791;Zm00001eb430440:0.00183752	SORBI_3003G420500	SORBI_3003G420500:0.00126294	NA	NA	HORVU.MOREX.r3.5HG0492640	HORVU.MOREX.r3.5HG0492640:0.000103422	AT4G37640;AT5G57110	AT4G37640:1.94569e-06;AT5G57110:2.53284e-08	4
4805980at2759	Zm00001eb113170;Zm00001eb257750	Zm00001eb113170:0.000807694;Zm00001eb257750:0.000705389	NA	NA	LOC_Os12g02570	LOC_Os12g02570:0.000108776	HORVU.MOREX.r3.3HG0251630;HORVU.MOREX.r3.7HG0654960	HORVU.MOREX.r3.3HG0251630:0.000172687;HORVU.MOREX.r3.7HG0654960:0.00272615	AT2G35780;AT3G17180;AT4G30610	AT2G35780:9.24723e-06;AT3G17180:9.23017e-05;AT4G30610:5.56506e-05	4
4809112at2759	Zm00001eb421880	Zm00001eb421880:0.00218767	SORBI_3007G091100	SORBI_3007G091100:0.00250629	LOC_Os12g01510	LOC_Os12g01510:0.000784058	NA	NA	AT2G16430;AT3G52810;AT4G36350	AT2G16430:0.00019527;AT3G52810:1.62606e-06;AT4G36350:2.24351e-05	4
499238at33090	Zm00001eb345700	Zm00001eb345700:0.000119599	NA	NA	LOC_Os12g05660	LOC_Os12g05660:0.00101855	HORVU.MOREX.r3.4HG0409380	HORVU.MOREX.r3.4HG0409380:0.000966394	AT3G62270;AT4G32510	AT3G62270:0.000126112;AT4G32510:0.000605989	4
5004005at2759	Zm00001eb320990	Zm00001eb320990:0.000896581	SORBI_3007G020600	SORBI_3007G020600:0.000267986	NA	NA	HORVU.MOREX.r3.6HG0634250	HORVU.MOREX.r3.6HG0634250:0.00354016	AT4G38380	AT4G38380:3.16566e-11	4
5013265at2759	Zm00001eb214940;Zm00001eb368000	Zm00001eb214940:1.09035e-05;Zm00001eb368000:0.000276519	SORBI_3001G118600	SORBI_3001G118600:0.00029603	LOC_Os05g04600	LOC_Os05g04600:0.000237646	NA	NA	AT1G09080;AT3G09440;AT5G02500;AT5G28540	AT1G09080:0.000194633;AT3G09440:0.000370006;AT5G02500:6.84792e-10;AT5G28540:4.55359e-05	4
5014650at2759	Zm00001eb219040;Zm00001eb247830	Zm00001eb219040:0.00239335;Zm00001eb247830:0.00315125	NA	NA	LOC_Os11g01869	LOC_Os11g01869:0.000430726	HORVU.MOREX.r3.7HG0730680	HORVU.MOREX.r3.7HG0730680:0.00167668	AT1G15550;AT3G19000	AT1G15550:1.59411e-07;AT3G19000:0.000715596	4
5017799at2759	Zm00001eb067610;Zm00001eb112250;Zm00001eb192230;Zm00001eb374920;Zm00001eb417220	Zm00001eb067610:0.000570896;Zm00001eb112250:0.00204155;Zm00001eb192230:0.000473567;Zm00001eb374920:0.000922711;Zm00001eb417220:0.00306597	NA	NA	LOC_Os04g04520;LOC_Os07g05070	LOC_Os04g04520:3.92428e-07;LOC_Os07g05070:0.00129218	HORVU.MOREX.r3.7HG0658190	HORVU.MOREX.r3.7HG0658190:3.23284e-08	AT1G22280;AT1G34750;AT2G30020;AT2G33700;AT3G62260;AT4G28400;AT4G31750;AT5G53140	AT1G22280:3.41888e-05;AT1G34750:0.000930494;AT2G30020:0.000202959;AT2G33700:0.000125663;AT3G62260:0.000126112;AT4G28400:0.000631717;AT4G31750:7.06324e-05;AT5G53140:2.03864e-06	4
530678at3193	Zm00001eb067700;Zm00001eb206840	Zm00001eb067700:0.00132831;Zm00001eb206840:0.00182582	SORBI_3004G062000	SORBI_3004G062000:0.00139532	LOC_Os04g06580	LOC_Os04g06580:0.000240837	NA	NA	AT3G61610;AT4G23730;AT5G57330	AT3G61610:0.000270423;AT4G23730:1.18321e-06;AT5G57330:9.39908e-06	4
530678at33090	Zm00001eb067700;Zm00001eb206840	Zm00001eb067700:0.00132831;Zm00001eb206840:0.00182582	SORBI_3004G062000	SORBI_3004G062000:0.00139532	LOC_Os04g06580	LOC_Os04g06580:0.000240837	NA	NA	AT3G01590;AT3G61610;AT4G23730;AT5G57330	AT3G01590:0.000208394;AT3G61610:0.000270423;AT4G23730:1.18321e-06;AT5G57330:9.39908e-06	4
56741at3193	Zm00001eb258160	Zm00001eb258160:0.00107473	NA	NA	LOC_Os10g01540	LOC_Os10g01540:0.000649512	HORVU.MOREX.r3.7HG0657010	HORVU.MOREX.r3.7HG0657010:1.18914e-05	AT4G32150;AT5G11150;AT5G22360	AT4G32150:1.00895e-05;AT5G11150:0.00111403;AT5G22360:3.9277e-08	4
590956at2759	NA	NA	SORBI_3003G309600	SORBI_3003G309600:0.000456924	LOC_Os01g07700	LOC_Os01g07700:4.07145e-05	HORVU.MOREX.r3.7HG0653830	HORVU.MOREX.r3.7HG0653830:0.00382828	AT3G49210;AT5G53390	AT3G49210:8.22817e-05;AT5G53390:5.45103e-11	4
590956at3193	NA	NA	SORBI_3003G309600	SORBI_3003G309600:0.000456924	LOC_Os01g07700	LOC_Os01g07700:4.07145e-05	HORVU.MOREX.r3.7HG0653830	HORVU.MOREX.r3.7HG0653830:0.00382828	AT3G49210;AT5G53390	AT3G49210:8.22817e-05;AT5G53390:5.45103e-11	4
590956at33090	NA	NA	SORBI_3003G309600	SORBI_3003G309600:0.000456924	LOC_Os01g07700	LOC_Os01g07700:4.07145e-05	HORVU.MOREX.r3.7HG0653830	HORVU.MOREX.r3.7HG0653830:0.00382828	AT3G49210;AT5G53390	AT3G49210:8.22817e-05;AT5G53390:5.45103e-11	4
591574at2759	Zm00001eb189940;Zm00001eb330610	Zm00001eb189940:0.00338669;Zm00001eb330610:0.00190692	NA	NA	LOC_Os07g06790	LOC_Os07g06790:0.000831715	HORVU.MOREX.r3.2HG0114240	HORVU.MOREX.r3.2HG0114240:0.00124635	AT1G31120;AT2G30070;AT2G40540;AT4G33530	AT1G31120:6.8682e-05;AT2G30070:0.000202959;AT2G40540:7.04751e-05;AT4G33530:5.30019e-05	4
599086at3193	Zm00001eb345700	Zm00001eb345700:0.000119599	NA	NA	LOC_Os12g05660	LOC_Os12g05660:0.00101855	HORVU.MOREX.r3.4HG0409380	HORVU.MOREX.r3.4HG0409380:0.000966394	AT3G62270;AT4G32510	AT3G62270:0.000126112;AT4G32510:0.000605989	4
601051at2759	Zm00001eb300760	Zm00001eb300760:0.00402824	SORBI_3003G201100	SORBI_3003G201100:0.000900075	LOC_Os02g08160	LOC_Os02g08160:0.000289541	NA	NA	AT1G22610;AT1G51570;AT1G74720;AT3G57880	AT1G22610:5.56591e-05;AT1G51570:0.000322589;AT1G74720:2.80913e-07;AT3G57880:0.000114998	4
601051at33090	Zm00001eb300760	Zm00001eb300760:0.00402824	SORBI_3003G201100	SORBI_3003G201100:0.000900075	LOC_Os02g08160	LOC_Os02g08160:0.000289541	NA	NA	AT1G22610;AT1G51570;AT1G74720;AT3G57880	AT1G22610:5.56591e-05;AT1G51570:0.000322589;AT1G74720:2.80913e-07;AT3G57880:0.000114998	4
609171at3193	Zm00001eb283470	Zm00001eb283470:0.00425646	SORBI_3003G205600	SORBI_3003G205600:7.17925e-05	LOC_Os01g01800	LOC_Os01g01800:0.00109569	NA	NA	AT4G28380	AT4G28380:0.000631717	4
609171at33090	Zm00001eb283470	Zm00001eb283470:0.00425646	SORBI_3003G205600	SORBI_3003G205600:7.17925e-05	LOC_Os01g01800	LOC_Os01g01800:0.00109569	NA	NA	AT4G06744;AT4G28380	AT4G06744:2.03489e-06;AT4G28380:0.000631717	4
623294at2759	Zm00001eb298940	Zm00001eb298940:0.0015394	NA	NA	LOC_Os06g01720	LOC_Os06g01720:0.0021502	HORVU.MOREX.r3.4HG0414260	HORVU.MOREX.r3.4HG0414260:0.000999238	AT5G48730	AT5G48730:1.94134e-05	4
623294at3193	Zm00001eb298940	Zm00001eb298940:0.0015394	NA	NA	LOC_Os06g01720	LOC_Os06g01720:0.0021502	HORVU.MOREX.r3.4HG0414260	HORVU.MOREX.r3.4HG0414260:0.000999238	AT5G48730	AT5G48730:1.94134e-05	4
623294at33090	Zm00001eb298940	Zm00001eb298940:0.0015394	NA	NA	LOC_Os06g01720	LOC_Os06g01720:0.0021502	HORVU.MOREX.r3.4HG0414260	HORVU.MOREX.r3.4HG0414260:0.000999238	AT5G48730	AT5G48730:1.94134e-05	4
630100at33090	Zm00001eb113170;Zm00001eb257750	Zm00001eb113170:0.000807694;Zm00001eb257750:0.000705389	NA	NA	LOC_Os12g02570	LOC_Os12g02570:0.000108776	HORVU.MOREX.r3.3HG0251630;HORVU.MOREX.r3.7HG0654960	HORVU.MOREX.r3.3HG0251630:0.000172687;HORVU.MOREX.r3.7HG0654960:0.00272615	AT2G35780;AT3G17180;AT4G30610	AT2G35780:9.24723e-06;AT3G17180:9.23017e-05;AT4G30610:5.56506e-05	4
631350at2759	Zm00001eb367320	Zm00001eb367320:0.00332277	NA	NA	LOC_Os01g08530	LOC_Os01g08530:0.000636417	HORVU.MOREX.r3.3HG0301510	HORVU.MOREX.r3.3HG0301510:0.00220354	AT3G09050	AT3G09050:0.0006997	4
631350at3193	Zm00001eb367320	Zm00001eb367320:0.00332277	NA	NA	LOC_Os01g08530	LOC_Os01g08530:0.000636417	HORVU.MOREX.r3.3HG0301510	HORVU.MOREX.r3.3HG0301510:0.00220354	AT3G09050	AT3G09050:0.0006997	4
631350at33090	Zm00001eb367320	Zm00001eb367320:0.00332277	NA	NA	LOC_Os01g08530	LOC_Os01g08530:0.000636417	HORVU.MOREX.r3.3HG0301510	HORVU.MOREX.r3.3HG0301510:0.00220354	AT3G09050	AT3G09050:0.0006997	4
633248at2759	Zm00001eb070750	Zm00001eb070750:0.00197097	NA	NA	LOC_Os04g06160	LOC_Os04g06160:0.000774711	HORVU.MOREX.r3.3HG0291680	HORVU.MOREX.r3.3HG0291680:0.000617048	AT4G15545	AT4G15545:4.24311e-08	4
633248at3193	Zm00001eb070750	Zm00001eb070750:0.00197097	NA	NA	LOC_Os04g06160	LOC_Os04g06160:0.000774711	HORVU.MOREX.r3.3HG0291680	HORVU.MOREX.r3.3HG0291680:0.000617048	AT4G15545	AT4G15545:4.24311e-08	4
633248at33090	Zm00001eb070750	Zm00001eb070750:0.00197097	NA	NA	LOC_Os04g06160	LOC_Os04g06160:0.000774711	HORVU.MOREX.r3.3HG0291680	HORVU.MOREX.r3.3HG0291680:0.000617048	AT4G15545	AT4G15545:4.24311e-08	4
