rs	chr	ps	p_wald	n_genes_25kb	genes_in_25kb	closest_gene	closest_gene_id	closest_gene_distance_bp
S2_70568815	2	70568815	0.0002398455	8	SORBI_3002G338450;SORBI_3002G338500;SORBI_3002G338400;SORBI_3002G338300;SORBI_3002G338600;SORBI_3002G338250;SORBI_3002G338200;SORBI_3002G338700	SORBI_3002G338450	SORBI_3002G338450	142
S7_35895561	7	35895561	0.0002480139	0	NA	NA	NA	NA
S1_17662303	1	17662303	0.0002574708	1	SORBI_3001G196300	SORBI_3001G196300	SORBI_3001G196300	23023
S3_3143413	3	3143413	0.000260413	6	SORBI_3003G034350;SORBI_3003G034400;SORBI_3003G034300;SORBI_3003G034250;SORBI_3003G034200;SORBI_3003G034500	SORBI_3003G034350	SORBI_3003G034350	4871
S9_58464006	9	58464006	0.0002624364	6	SORBI_3009G249500;SORBI_3009G249400;SORBI_3009G249600;SORBI_3009G249301;SORBI_3009G249200;SORBI_3009G249700	SORBI_3009G249500	SORBI_3009G249500	0
S9_19127685	9	19127685	0.0002678937	0	NA	NA	NA	NA
S7_1812927	7	1812927	0.0002690075	8	SORBI_3007G019200;SORBI_3007G019300;SORBI_3007G019100;SORBI_3007G019000;SORBI_3007G019400;SORBI_3007G018900;SORBI_3007G019501;SORBI_3007G019600	SORBI_3007G019200	SORBI_3007G019200	2242
S5_1579470	5	1579470	0.0002809469	6	SORBI_3005G017500;SORBI_3005G017566;SORBI_3005G017632;SORBI_3005G017700;SORBI_3005G017801;SORBI_3005G017900	SORBI_3005G017500	SORBI_3005G017500	1492
S7_35286461	7	35286461	0.0002838213	0	NA	NA	NA	NA
S1_67114674	1	67114674	0.000285058	8	SORBI_3001G383700;SORBI_3001G383600;SORBI_3001G383500;SORBI_3001G383800;SORBI_3001G383400;SORBI_3001G383900;SORBI_3001G383300;SORBI_3001G384000	SORBI_3001G383700	SORBI_3001G383700	1875
S1_19694047	1	19694047	0.0002903776	8	SORBI_3001G213300;SORBI_3001G213400;SORBI_3001G213200;SORBI_3001G213500;SORBI_3001G213150;SORBI_3001G213100;SORBI_3001G213666;SORBI_3001G213832	SORBI_3001G213300	SORBI_3001G213300	960
S2_9509905	2	9509905	0.0002948498	8	SORBI_3002G091000;SORBI_3002G091100;SORBI_3002G091200;SORBI_3002G090900;SORBI_3002G091300;SORBI_3002G091400;SORBI_3002G091500;SORBI_3002G090800	SORBI_3002G091000	SORBI_3002G091000	2822
S10_55565477	10	55565477	0.0002977361	6	SORBI_3010G212600;SORBI_3010G212700;SORBI_3010G212500;SORBI_3010G212800;SORBI_3010G212350;SORBI_3010G212900	SORBI_3010G212600	SORBI_3010G212600	4469
S1_42441686	1	42441686	0.0002993358	0	NA	NA	NA	NA
S1_17470358	1	17470358	0.0003040854	4	SORBI_3001G194900;SORBI_3001G195000;SORBI_3001G194800;SORBI_3001G194700	SORBI_3001G194900	SORBI_3001G194900	3429
S1_47397766	1	47397766	0.0003107668	0	NA	NA	NA	NA
S9_58247053	9	58247053	0.0003183434	8	SORBI_3009G246950;SORBI_3009G246800;SORBI_3009G247100;SORBI_3009G246700;SORBI_3009G247200;SORBI_3009G247300;SORBI_3009G246600;SORBI_3009G246500	SORBI_3009G246950	SORBI_3009G246950	0
S1_25482545	1	25482545	0.0003211904	4	SORBI_3001G244400;SORBI_3001G244500;SORBI_3001G244600;SORBI_3001G244300	SORBI_3001G244400	SORBI_3001G244400	44
S1_40754140	1	40754140	0.0003224463	0	NA	NA	NA	NA
S1_40820280	1	40820280	0.0003308609	0	NA	NA	NA	NA
S1_2361870	1	2361870	0.0003332172	7	SORBI_3001G030500;SORBI_3001G030600;SORBI_3001G030800;SORBI_3001G030400;SORBI_3001G030900;SORBI_3001G031000;SORBI_3001G031100	SORBI_3001G030500	SORBI_3001G030500	0
S1_2361876	1	2361876	0.0003332172	7	SORBI_3001G030500;SORBI_3001G030600;SORBI_3001G030800;SORBI_3001G030400;SORBI_3001G030900;SORBI_3001G031000;SORBI_3001G031100	SORBI_3001G030500	SORBI_3001G030500	0
S10_51671388	10	51671388	0.0003435478	5	SORBI_3010G178600;SORBI_3010G178700;SORBI_3010G178800;SORBI_3010G178500;SORBI_3010G178401	SORBI_3010G178600	SORBI_3010G178600	0
S7_49122121	7	49122121	0.0003487185	0	NA	NA	NA	NA
S1_49648796	1	49648796	0.0003498393	0	NA	NA	NA	NA
S1_49648797	1	49648797	0.0003498393	0	NA	NA	NA	NA
S1_49648798	1	49648798	0.0003498393	0	NA	NA	NA	NA
S1_49648817	1	49648817	0.0003498393	0	NA	NA	NA	NA
S1_47382285	1	47382285	0.0003530871	0	NA	NA	NA	NA
S4_55432433	4	55432433	0.0003623607	6	SORBI_3004G202100;SORBI_3004G202000;SORBI_3004G202200;SORBI_3004G201900;SORBI_3004G202300;SORBI_3004G202400	SORBI_3004G202100	SORBI_3004G202100	1020
S1_4081719	1	4081719	0.0003856589	7	SORBI_3001G054700;SORBI_3001G054800;SORBI_3001G054600;SORBI_3001G054500;SORBI_3001G054400;SORBI_3001G054300;SORBI_3001G054200	SORBI_3001G054700	SORBI_3001G054700	1241
S1_19172528	1	19172528	0.000404471	6	SORBI_3001G209500;SORBI_3001G209550;SORBI_3001G209600;SORBI_3001G209400;SORBI_3001G209701;SORBI_3001G209300	SORBI_3001G209500	SORBI_3001G209500	8936
S4_63568089	4	63568089	0.0004059164	7	SORBI_3004G295900;SORBI_3004G295800;SORBI_3004G296000;SORBI_3004G295700;SORBI_3004G296100;SORBI_3004G295600;SORBI_3004G296200	SORBI_3004G295900	SORBI_3004G295900	2601
S5_7182043	5	7182043	0.0004149843	1	SORBI_3005G064600	SORBI_3005G064600	SORBI_3005G064600	3048
S9_55566965	9	55566965	0.0004321019	9	SORBI_3009G208300;SORBI_3009G208400;SORBI_3009G208500;SORBI_3009G208200;SORBI_3009G208600;SORBI_3009G208700;SORBI_3009G208100;SORBI_3009G208800;SORBI_3009G208000	SORBI_3009G208300	SORBI_3009G208300	3045
S2_28397953	2	28397953	0.0004331262	0	NA	NA	NA	NA
S8_1629913	8	1629913	0.0004364716	1	SORBI_3008G019350	SORBI_3008G019350	SORBI_3008G019350	18690
S2_14499463	2	14499463	0.0004389402	7	SORBI_3002G117500;SORBI_3002G117400;SORBI_3002G117300;SORBI_3002G117200;SORBI_3002G117600;SORBI_3002G117100;SORBI_3002G117000	SORBI_3002G117500	SORBI_3002G117500	4757
S2_7410152	2	7410152	0.0004520112	1	SORBI_3002G072700	SORBI_3002G072700	SORBI_3002G072700	16237
S3_18984595	3	18984595	0.0004531261	0	NA	NA	NA	NA
S4_689343	4	689343	0.0004565906	7	SORBI_3004G007700;SORBI_3004G007800;SORBI_3004G007850;SORBI_3004G007600;SORBI_3004G007900;SORBI_3004G007550;SORBI_3004G007500	SORBI_3004G007700	SORBI_3004G007700	520
S6_57205641	6	57205641	0.000464841	8	SORBI_3006G227300;SORBI_3006G227200;SORBI_3006G227400;SORBI_3006G227100;SORBI_3006G227050;SORBI_3006G227000;SORBI_3006G226900;SORBI_3006G227500	SORBI_3006G227300	SORBI_3006G227300	597
S3_67928065	3	67928065	0.0004656156	7	SORBI_3003G361400;SORBI_3003G361500;SORBI_3003G361600;SORBI_3003G361700;SORBI_3003G361300;SORBI_3003G361800;SORBI_3003G361900	SORBI_3003G361400	SORBI_3003G361400	1544
S7_42272762	7	42272762	0.0004660101	0	NA	NA	NA	NA
S1_63004152	1	63004152	0.0004661193	6	SORBI_3001G342800;SORBI_3001G342700;SORBI_3001G342600;SORBI_3001G342900;SORBI_3001G342500;SORBI_3001G343000	SORBI_3001G342800	SORBI_3001G342800	2116
S2_61030248	2	61030248	0.0004691897	10	SORBI_3002G218350;SORBI_3002G218400;SORBI_3002G218500;SORBI_3002G218300;SORBI_3002G218200;SORBI_3002G218100;SORBI_3002G218600;SORBI_3002G218000;SORBI_3002G218700;SORBI_3002G217900	SORBI_3002G218350	SORBI_3002G218350	0
S1_31230040	1	31230040	0.0004694982	2	SORBI_3001G259500;SORBI_3001G259400	SORBI_3001G259500	SORBI_3001G259500	10832
S7_12052511	7	12052511	0.0004718177	2	SORBI_3007G087900;SORBI_3007G088000	SORBI_3007G087900	SORBI_3007G087900	10894
S7_49116258	7	49116258	0.0004748209	0	NA	NA	NA	NA
S5_44088698	5	44088698	0.0004812246	0	NA	NA	NA	NA
S1_67631936	1	67631936	0.0004844481	7	SORBI_3001G389700;SORBI_3001G389800;SORBI_3001G389900;SORBI_3001G389600;SORBI_3001G390000;SORBI_3001G389500;SORBI_3001G389400	SORBI_3001G389700	SORBI_3001G389700	0
S3_64831293	3	64831293	0.0004918776	7	SORBI_3003G320600;SORBI_3003G320700;SORBI_3003G320500;SORBI_3003G320800;SORBI_3003G320900;SORBI_3003G320400;SORBI_3003G320300	SORBI_3003G320600	SORBI_3003G320600	0
S1_66461881	1	66461881	0.0004955158	3	SORBI_3001G376100;SORBI_3001G376150;SORBI_3001G376200	SORBI_3001G376100	SORBI_3001G376100	0
S4_50525317	4	50525317	0.0004968997	6	SORBI_3004G159100;SORBI_3004G159000;SORBI_3004G159200;SORBI_3004G158901;SORBI_3004G158700;SORBI_3004G158800	SORBI_3004G159100	SORBI_3004G159100	1621
S3_18800679	3	18800679	0.0005129985	5	SORBI_3003G160200;SORBI_3003G160433;SORBI_3003G160300;SORBI_3003G160466;SORBI_3003G160400	SORBI_3003G160200	SORBI_3003G160200	0
S4_58787874	4	58787874	0.0005208619	5	SORBI_3004G240100;SORBI_3004G240250;SORBI_3004G240000;SORBI_3004G240400;SORBI_3004G239901	SORBI_3004G240100	SORBI_3004G240100	6356
S9_369957	9	369957	0.000520951	11	SORBI_3009G004100;SORBI_3009G004000;SORBI_3009G003900;SORBI_3009G004200;SORBI_3009G003800;SORBI_3009G004300;SORBI_3009G003700;SORBI_3009G004400;SORBI_3009G004500;SORBI_3009G004600;SORBI_3009G004700	SORBI_3009G004100	SORBI_3009G004100	0
S1_2104184	1	2104184	0.0005393872	8	SORBI_3001G026950;SORBI_3001G026900;SORBI_3001G026800;SORBI_3001G027000;FEN1-B;SORBI_3001G026700;SORBI_3001G027200;SORBI_3001G027300	SORBI_3001G026950	SORBI_3001G026950	1879
S1_2082926	1	2082926	0.0005505495	6	SORBI_3001G026700;SORBI_3001G026600;SORBI_3001G026800;SORBI_3001G026900;SORBI_3001G026950;SORBI_3001G026500	SORBI_3001G026700	SORBI_3001G026700	0
S3_68277005	3	68277005	0.0005588812	6	SORBI_3003G366600;SORBI_3003G366500;SORBI_3003G366700;SORBI_3003G366400;SORBI_3003G366850;SORBI_3003G366300	SORBI_3003G366600	SORBI_3003G366600	0
S1_48674298	1	48674298	0.0005678281	0	NA	NA	NA	NA
S1_47397815	1	47397815	0.0005707074	0	NA	NA	NA	NA
S5_7683114	5	7683114	0.0005734148	4	SORBI_3005G067400;SORBI_3005G067500;SORBI_3005G067600;SORBI_3005G067300	SORBI_3005G067400	SORBI_3005G067400	7864
S5_43430423	5	43430423	0.0005851943	0	NA	NA	NA	NA
S2_51300420	2	51300420	0.0006355172	2	SORBI_3002G164866;SORBI_3002G164833	SORBI_3002G164866	SORBI_3002G164866	3738
S7_48704403	7	48704403	0.0006357372	0	NA	NA	NA	NA
S5_43098452	5	43098452	0.0006386023	1	SORBI_3005G114400	SORBI_3005G114400	SORBI_3005G114400	15124
S10_41943214	10	41943214	0.0006405972	1	SORBI_3010G147000	SORBI_3010G147000	SORBI_3010G147000	15700
S3_54424848	3	54424848	0.0006424574	4	SORBI_3003G211233;SORBI_3003G211266;SORBI_3003G211200;SORBI_3003G211300	SORBI_3003G211233	SORBI_3003G211233	9626
S10_48913128	10	48913128	0.0006485032	3	SORBI_3010G165400;SORBI_3010G165500;SORBI_3010G165300	SORBI_3010G165400	SORBI_3010G165400	887
S3_52462962	3	52462962	0.0006615901	7	SORBI_3003G198800;SORBI_3003G198701;SORBI_3003G198600;SORBI_3003G198550;SORBI_3003G198850;SORBI_3003G198500;SORBI_3003G198900	SORBI_3003G198800	SORBI_3003G198800	1080
S10_7054355	10	7054355	0.0006733748	7	SORBI_3010G082700;SORBI_3010G082600;SORBI_3010G082500;SORBI_3010G082400;SORBI_3010G082300;SORBI_3010G082800;SORBI_3010G082850	SORBI_3010G082700	SORBI_3010G082700	307
S2_46857445	2	46857445	0.0006862143	3	SORBI_3002G154551;SORBI_3002G154600;SORBI_3002G154501	SORBI_3002G154551	SORBI_3002G154551	0
S4_65436448	4	65436448	0.0006934503	9	SORBI_3004G319100;SORBI_3004G319050;SORBI_3004G319300;SORBI_3004G319400;SORBI_3004G319000;SORBI_3004G318900;SORBI_3004G319500;SORBI_3004G318800;SORBI_3004G319600	SORBI_3004G319100	SORBI_3004G319100	0
S4_1403887	4	1403887	0.000694859	8	SORBI_3004G017800;SORBI_3004G017900;SORBI_3004G017950;SORBI_3004G018000;SORBI_3004G018100;SORBI_3004G018150;SORBI_3004G017700;SORBI_3004G017600	SORBI_3004G017800	SORBI_3004G017800	2078
S9_54469255	9	54469255	0.0007008647	7	SORBI_3009G193300;SORBI_3009G193200;SORBI_3009G193066;SORBI_3009G192933;SORBI_3009G193400;SORBI_3009G192800;SORBI_3009G192700	SORBI_3009G193300	SORBI_3009G193300	0
S1_43265380	1	43265380	0.0007032269	0	NA	NA	NA	NA
S5_52298046	5	52298046	0.0007034984	0	NA	NA	NA	NA
S10_47429885	10	47429885	0.0007062777	0	NA	NA	NA	NA
S3_63616202	3	63616202	0.000712242	10	SORBI_3003G307000;SORBI_3003G306900;SORBI_3003G306800;SORBI_3003G307100;SORBI_3003G306700;SORBI_3003G307200;SORBI_3003G307300;SORBI_3003G306600;SORBI_3003G307400;SORBI_3003G306500	SORBI_3003G307000	SORBI_3003G307000	0
S7_35194693	7	35194693	0.0007132577	0	NA	NA	NA	NA
S1_41202910	1	41202910	0.0007142089	0	NA	NA	NA	NA
S5_50245464	5	50245464	0.0007182766	0	NA	NA	NA	NA
S1_59081269	1	59081269	0.0007218173	0	NA	NA	NA	NA
S5_46236544	5	46236544	0.0007387249	0	NA	NA	NA	NA
S6_52395552	6	52395552	0.0007472664	5	SORBI_3006G166400;SORBI_3006G166300;SORBI_3006G166500;SORBI_3006G166200;SORBI_3006G166601	SORBI_3006G166400	SORBI_3006G166400	10020
S5_52527012	5	52527012	0.0007545381	1	SORBI_3005G120400	SORBI_3005G120400	SORBI_3005G120400	1687
S3_69067965	3	69067965	0.0007551789	9	SORBI_3003G376100;SORBI_3003G376000;SORBI_3003G376200;SORBI_3003G376300;SORBI_3003G376400;SORBI_3003G376500;SORBI_3003G375900;SORBI_3003G376600;SORBI_3003G375800	SORBI_3003G376100	SORBI_3003G376100	772
S6_48666877	6	48666877	0.0007710848	8	SORBI_3006G119900;SORBI_3006G119800;SORBI_3006G119700;SORBI_3006G119600;SORBI_3006G120000;SORBI_3006G119400;SORBI_3006G120100;SORBI_3006G120200	SORBI_3006G119900	SORBI_3006G119900	313
S5_60007778	5	60007778	0.0007713598	0	NA	NA	NA	NA
S10_7543866	10	7543866	0.0007730404	8	SORBI_3010G088200;SORBI_3010G088300;SORBI_3010G088100;SORBI_3010G088000;SORBI_3010G088400;SORBI_3010G088500;SORBI_3010G087900;SORBI_3010G087800	SORBI_3010G088200	SORBI_3010G088200	7145
S6_59601928	6	59601928	0.0007870898	9	SORBI_3006G261100;SORBI_3006G261200;SORBI_3006G261000;SORBI_3006G260900;SORBI_3006G261300;SORBI_3006G260800;SORBI_3006G260700;SORBI_3006G261400;SORBI_3006G260600	SORBI_3006G261100	SORBI_3006G261100	3553
S7_35080967	7	35080967	0.0008018034	0	NA	NA	NA	NA
S1_66598288	1	66598288	0.0008021546	7	SORBI_3001G377900;SORBI_3001G378001;SORBI_3001G377800;SORBI_3001G378100;SORBI_3001G377700;SORBI_3001G378150;SORBI_3001G377600	SORBI_3001G377900	SORBI_3001G377900	0
S1_2043594	1	2043594	0.0008079843	6	SORBI_3001G026200;SORBI_3001G026300;SORBI_3001G026400;SORBI_3001G026500;SORBI_3001G026100;SORBI_3001G026000	SORBI_3001G026200	SORBI_3001G026200	1463
S8_10082792	8	10082792	0.0008159972	2	SORBI_3008G072900;SORBI_3008G073000	SORBI_3008G072900	SORBI_3008G072900	0
S3_73361380	3	73361380	0.0008224114	5	SORBI_3003G431100;SORBI_3003G431000;SORBI_3003G430950;SORBI_3003G431200;SORBI_3003G431301	SORBI_3003G431100	SORBI_3003G431100	0
S5_61980992	5	61980992	0.0008292682	9	SORBI_3005G150800;SORBI_3005G150900;SORBI_3005G150700;SORBI_3005G151000;SORBI_3005G150600;SORBI_3005G151100;SORBI_3005G150501;SORBI_3005G150350;SORBI_3005G150400	SORBI_3005G150800	SORBI_3005G150800	3601
S10_5088069	10	5088069	0.0008430922	7	SORBI_3010G064200;SORBI_3010G064300;SORBI_3010G064500;SORBI_3010G064100;SORBI_3010G064050;SORBI_3010G064600;SORBI_3010G064000	SORBI_3010G064200	SORBI_3010G064200	0
S8_1625362	8	1625362	0.0008568805	1	SORBI_3008G019350	SORBI_3008G019350	SORBI_3008G019350	23241
S10_44427923	10	44427923	0.0008790005	0	NA	NA	NA	NA
S1_41312071	1	41312071	0.0009180837	0	NA	NA	NA	NA
S6_54484589	6	54484589	0.0009216776	4	SORBI_3006G190500;SORBI_3006G190400;SORBI_3006G190600;SORBI_3006G190700	SORBI_3006G190500	SORBI_3006G190500	19940
S2_14463619	2	14463619	0.0009322285	8	SORBI_3002G116900;SORBI_3002G117000;SORBI_3002G116800;SORBI_3002G117100;SORBI_3002G116700;SORBI_3002G116600;SORBI_3002G117200;SORBI_3002G117300	SORBI_3002G116900	SORBI_3002G116900	231
S6_56551497	6	56551497	0.0009621767	9	SORBI_3006G218200;SORBI_3006G218100;SORBI_3006G218300;SORBI_3006G218050;SORBI_3006G218400;SORBI_3006G218000;SORBI_3006G217950;SORBI_3006G217900;SORBI_3006G217800	SORBI_3006G218200	SORBI_3006G218200	0
S1_20555364	1	20555364	0.0009622566	1	SORBI_3001G219400	SORBI_3001G219400	SORBI_3001G219400	6203
S7_35080943	7	35080943	0.0009769505	0	NA	NA	NA	NA
S2_68992455	2	68992455	0.0009851376	8	SORBI_3002G317200;SORBI_3002G317100;SORBI_3002G317001;SORBI_3002G317300;SORBI_3002G316900;SORBI_3002G317350;SORBI_3002G317400;SORBI_3002G316800	SORBI_3002G317200	SORBI_3002G317200	0
S5_43357085	5	43357085	0.001024305	0	NA	NA	NA	NA
S2_65812181	2	65812181	0.001039277	6	SORBI_3002G275500;SORBI_3002G275300;SORBI_3002G275400;SORBI_3002G275200;SORBI_3002G275600;SORBI_3002G275100	SORBI_3002G275500	SORBI_3002G275500	2771
S7_58426613	7	58426613	0.001043095	4	SORBI_3007G151900;SORBI_3007G152000;SORBI_3007G151800;SORBI_3007G152101	SORBI_3007G151900	SORBI_3007G151900	1293
S8_223200	8	223200	0.001051761	5	SORBI_3008G002400;SORBI_3008G002500;SORBI_3008G002300;SORBI_3008G002600;SORBI_3008G002700	SORBI_3008G002400	SORBI_3008G002400	0
S9_52573361	9	52573361	0.001070206	7	SORBI_3009G170050;SORBI_3009G170100;SORBI_3009G170000;SORBI_3009G169900;SORBI_3009G170200;SORBI_3009G169800;SORBI_3009G169650	SORBI_3009G170050	SORBI_3009G170050	5525
S1_27250409	1	27250409	0.001087605	2	SORBI_3001G252050;SORBI_3001G252101	SORBI_3001G252050	SORBI_3001G252050	14661
S4_67502894	4	67502894	0.00109632	5	SORBI_3004G344901;SORBI_3004G345100;SORBI_3004G345001;SORBI_3004G345200;SORBI_3004G344800	SORBI_3004G344901	SORBI_3004G344901	0
S9_51767935	9	51767935	0.001097033	4	SORBI_3009G159900;SORBI_3009G160000;SORBI_3009G160100;SORBI_3009G160200	SORBI_3009G159900	SORBI_3009G159900	1177
S6_48342710	6	48342710	0.001119643	6	SORBI_3006G115600;SORBI_3006G115532;SORBI_3006G115700;SORBI_3006G115466;SORBI_3006G115400;SORBI_3006G115800	SORBI_3006G115600	SORBI_3006G115600	4477
S7_729192	7	729192	0.001136118	7	SORBI_3007G008200;SORBI_3007G008100;SORBI_3007G008300;SORBI_3007G008000;SORBI_3007G008400;SORBI_3007G007900;SORBI_3007G007800	SORBI_3007G008200	SORBI_3007G008200	0
S2_68749199	2	68749199	0.001136486	3	SORBI_3002G313800;SORBI_3002G313850;SORBI_3002G313900	SORBI_3002G313800	SORBI_3002G313800	4431
S10_7916586	10	7916586	0.00117087	5	SORBI_3010G090800;SORBI_3010G090850;SORBI_3010G090700;SORBI_3010G090900;SORBI_3010G091000	SORBI_3010G090800	SORBI_3010G090800	517
S10_8192352	10	8192352	0.001174259	4	SORBI_3010G092550;SORBI_3010G092600;SORBI_3010G092500;SORBI_3010G092400	SORBI_3010G092550	SORBI_3010G092550	1723
S6_941910	6	941910	0.001184426	4	SORBI_3006G006000;SORBI_3006G006100;SORBI_3006G005950;SORBI_3006G005900	SORBI_3006G006000	SORBI_3006G006000	6215
S2_21424890	2	21424890	0.001184596	2	SORBI_3002G138200;SORBI_3002G138300	SORBI_3002G138200	SORBI_3002G138200	2894
