Species,Trait,Gene,SNP,Pvalue,Relation,Distance_bp,Chr,Pos
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0481110,"chr5H:434999987\G,\T",9.805623e-06,upstream,15656,chr5H,434999987
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0334750,"chr4H:9610946\A,\G",9.824902e-06,upstream,10775,chr4H,9610946
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0545110,"chr6H:15439752\G,\A",9.852179e-06,downstream,17972,chr6H,15439752
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0476460,"chr5H:407341742\C,\T",1.003688e-05,upstream,4470,chr5H,407341742
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0545180,"chr6H:15529849\C,\T",1.021539e-05,upstream,4066,chr6H,15529849
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0197800,"chr2H:619350319\C,\G",1.053935e-05,downstream,3717,chr2H,619350319
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0310280,"chr3H:573319471\C,\T",1.092395e-05,downstream,2876,chr3H,573319471
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0185820,"chr2H:578357614\T,\C",1.105108e-05,upstream,13112,chr2H,578357614
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0634250,"chr6H:561695416\T,\C",1.285539e-05,upstream,1428,chr6H,561695416
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0425480,"chr5H:11613348\G,\A",1.347787e-05,in_gene,0,chr5H,11613348
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0210350,"chr2H:647627143\C,\A",1.382509e-05,upstream,6396,chr2H,647627143
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0331780,"chr4H:1589701\T,\C",1.402177e-05,in_gene,0,chr4H,1589701
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0077310,"chr1H:478052729\C,\T",1.410307e-05,downstream,21411,chr1H,478052729
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0574980,"chr6H:162236200\G,\A",1.441125e-05,upstream,18877,chr6H,162236200
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0545240,"chr6H:15596475\G,\A",1.646307e-05,downstream,563,chr6H,15596475
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0105080,"chr2H:19293706\A,\G",1.67288e-05,upstream,3598,chr2H,19293706
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0105080,"chr2H:19293712\G,\A",1.67288e-05,upstream,3592,chr2H,19293712
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0109850,"chr2H:31238118\C,\T",1.78391e-05,upstream,21832,chr2H,31238118
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0614700,"chr6H:502282041\T,\C",1.803855e-05,upstream,8550,chr6H,502282041
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0481070,"chr5H:434708892\C,\T",1.861322e-05,in_gene,0,chr5H,434708892
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0545090,"chr6H:15352716\G,\C",1.978175e-05,downstream,6180,chr6H,15352716
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0332260,"chr4H:3056198\C,\T",2.018109e-05,downstream,719,chr4H,3056198
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0102920,"chr2H:15696587\C,\T",2.082313e-05,downstream,6759,chr2H,15696587
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0212940,"chr2H:653296653\T,\C",2.088015e-05,downstream,3421,chr2H,653296653
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0218560,"chr3H:1675288\G,\A",2.104745e-05,downstream,389,chr3H,1675288
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0210350,"chr2H:647627172\T,\A",2.231442e-05,upstream,6367,chr2H,647627172
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0641780,"chr7H:13838767\T,\G",2.246705e-05,upstream,15793,chr7H,13838767
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0019320,"chr1H:67269559\G,\A",2.444536e-05,upstream,12396,chr1H,67269559
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0197800,"chr2H:619353387\C,\T",2.705221e-05,downstream,6785,chr2H,619353387
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0719170,"chr7H:522779324\T,\C",2.729382e-05,downstream,16592,chr7H,522779324
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0743510,"chr7H:611789605\T,\C",2.736428e-05,upstream,201,chr7H,611789605
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0481030,"chr5H:434569423\G,\A",2.738286e-05,in_gene,0,chr5H,434569423
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0197800,"chr2H:619346786\C,\T",2.841825e-05,downstream,184,chr2H,619346786
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0197800,"chr2H:619346792\A,\G",2.841825e-05,downstream,190,chr2H,619346792
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0243430,"chr3H:89410261\T,\G",3.012982e-05,downstream,8760,chr3H,89410261
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0110570,"chr2H:33073962\G,\A",3.462315e-05,upstream,14494,chr2H,33073962
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0715190,"chr7H:498416633\C,\A",3.472724e-05,in_gene,0,chr7H,498416633
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0725220,"chr7H:555480107\G,\A",3.496921e-05,downstream,804,chr7H,555480107
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0386880,"chr4H:465563374\G,\T",3.537844e-05,in_gene,0,chr4H,465563374
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0386880,"chr4H:465563379\C,\T",3.537844e-05,in_gene,0,chr4H,465563379
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0049580,"chr1H:329650684\C,\T",3.540929e-05,downstream,3653,chr1H,329650684
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0332260,"chr4H:3048161\A,\T",3.552186e-05,upstream,5936,chr4H,3048161
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0293930,"chr3H:511657112\G,\A",3.585919e-05,downstream,24990,chr3H,511657112
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0293930,"chr3H:511657117\G,\T",3.585919e-05,downstream,24995,chr3H,511657117
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0210280,"chr2H:647507401\G,\T",3.660704e-05,upstream,18615,chr2H,647507401
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0210280,"chr2H:647507366\A,\G",3.660704e-05,upstream,18650,chr2H,647507366
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0415490,"chr4H:602228748\A,\G",3.755301e-05,in_gene,0,chr4H,602228748
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0646090,"chr7H:21710068\G,\A",3.795924e-05,downstream,9869,chr7H,21710068
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0099120,"chr2H:9278870\C,\T",3.958263e-05,in_gene,0,chr2H,9278870
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0231440,"chr3H:26524769\T,\A",3.993987e-05,upstream,488,chr3H,26524769
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0410020,"chr4H:587873482\A,\G",4.034544e-05,upstream,15216,chr4H,587873482
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0020390,"chr1H:72626380\G,\A",4.230602e-05,downstream,1482,chr1H,72626380
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0202910,"chr2H:630557030\T,\A",4.238563e-05,upstream,835,chr2H,630557030
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0709470,"chr7H:457214341\C,\T",4.267485e-05,upstream,13762,chr7H,457214341
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0709470,"chr7H:457214349\C,\T",4.267485e-05,upstream,13754,chr7H,457214349
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0555030,"chr6H:42472734\C,\T",4.431695e-05,upstream,7911,chr6H,42472734
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0166330,"chr2H:462298397\C,\T",4.432327e-05,in_gene,0,chr2H,462298397
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0110570,"chr2H:33073901\G,\A",4.487934e-05,upstream,14555,chr2H,33073901
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0282930,"chr3H:450751131\C,\T",4.515062e-05,downstream,12814,chr3H,450751131
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0476380,"chr5H:406786587\T,\C",4.616512e-05,upstream,11020,chr5H,406786587
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0657010,"chr7H:51596452\A,\C",4.676266e-05,in_gene,0,chr7H,51596452
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0332260,"chr4H:3048110\G,\T",4.949573e-05,upstream,5987,chr4H,3048110
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0332260,"chr4H:3048135\C,\A",4.949573e-05,upstream,5962,chr4H,3048135
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0459970,"chr5H:287423395\C,\T",5.363855e-05,upstream,289,chr5H,287423395
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0640540,"chr7H:11179670\G,\T",5.514182e-05,upstream,13835,chr7H,11179670
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0640540,"chr7H:11179710\G,\C",5.514182e-05,upstream,13795,chr7H,11179710
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0415340,"chr4H:601763028\C,\G",5.70317e-05,in_gene,0,chr4H,601763028
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0545330,"chr6H:15758256\C,\G",5.826251e-05,downstream,11500,chr6H,15758256
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0742350,"chr7H:609207108\C,\T",5.879256e-05,downstream,2327,chr7H,609207108
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0220950,"chr3H:5368555\C,\G",6.017908e-05,upstream,4116,chr3H,5368555
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0255520,"chr3H:189319694\T,\A",6.12284e-05,downstream,15477,chr3H,189319694
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0210210,"chr2H:647378395\C,\T",6.207401e-05,downstream,11401,chr2H,647378395
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0340250,"chr4H:29430201\C,\T",6.288976e-05,downstream,6705,chr4H,29430201
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0293930,"chr3H:511657025\C,\T",6.325305e-05,downstream,24903,chr3H,511657025
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0610990,"chr6H:484439160\G,\A",6.378986e-05,upstream,7929,chr6H,484439160
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0561950,"chr6H:81663918\T,\G",6.506136e-05,downstream,3568,chr6H,81663918
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0410210,"chr4H:588552097\T,\C",6.529422e-05,in_gene,0,chr4H,588552097
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0410210,"chr4H:588552120\T,\A",6.529422e-05,in_gene,0,chr4H,588552120
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0104360,"chr2H:17706417\G,\A",6.65015e-05,upstream,11637,chr2H,17706417
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0330130,"chr3H:618093131\A,\C",6.8671e-05,in_gene,0,chr3H,618093131
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0533770,"chr5H:578458106\C,\T",6.899803e-05,upstream,8633,chr5H,578458106
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0533770,"chr5H:578458109\G,\T",6.899803e-05,upstream,8630,chr5H,578458109
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0620600,"chr6H:528177945\C,\T",6.905133e-05,in_gene,0,chr6H,528177945
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0719170,"chr7H:522779277\C,\A",7.101427e-05,downstream,16545,chr7H,522779277
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0285780,"chr3H:467368927\G,\A",7.238721e-05,in_gene,0,chr3H,467368927
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0285780,"chr3H:467368929\T,\A",7.238721e-05,in_gene,0,chr3H,467368929
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0407970,"chr4H:580907852\T,\C",7.336522e-05,in_gene,0,chr4H,580907852
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0168200,"chr2H:474789091\G,\A",7.382243e-05,upstream,14861,chr2H,474789091
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0459970,"chr5H:287437255\A,\C",7.522945e-05,downstream,9769,chr5H,287437255
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0501240,"chr5H:506401500\T,\C",7.769667e-05,downstream,3980,chr5H,506401500
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0168200,"chr2H:474789114\G,\A",7.773081e-05,upstream,14838,chr2H,474789114
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0643670,"chr7H:17124482\G,\A",7.78203e-05,upstream,675,chr7H,17124482
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0104260,"chr2H:17576536\G,\T",7.819219e-05,in_gene,0,chr2H,17576536
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0617680,"chr6H:517486267\T,\C",7.965907e-05,in_gene,0,chr6H,517486267
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0174410,"chr2H:519428053\C,\A",8.076995e-05,downstream,11325,chr2H,519428053
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0507500,"chr5H:519347301\C,\T",8.160858e-05,upstream,19691,chr5H,519347301
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0521050,"chr5H:551380016\C,\T",8.186683e-05,upstream,21340,chr5H,551380016
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0168200,"chr2H:474789046\G,\A",8.436616e-05,upstream,14906,chr2H,474789046
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0303360,"chr3H:552474338\T,\C",8.63589e-05,upstream,9246,chr3H,552474338
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0555060,"chr6H:42489800\G,\C",8.805175e-05,upstream,800,chr6H,42489800
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0630650,"chr6H:555551235\C,\T",9.128457e-05,downstream,350,chr6H,555551235
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0315590,"chr3H:587909920\G,\C",9.241572e-05,in_gene,0,chr3H,587909920
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0399530,"chr4H:548443713\T,\C",9.38562e-05,downstream,6302,chr4H,548443713
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0077340,"chr1H:478159465\G,\A",9.526722e-05,upstream,18653,chr1H,478159465
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0417220,"chr4H:605997459\T,\C",9.590523e-05,downstream,1510,chr4H,605997459
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0745180,"chr7H:615474299\C,\T",9.885163e-05,upstream,6565,chr7H,615474299
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0094300,"chr1H:513428768\G,\A",0.000102641,upstream,776,chr1H,513428768
