Species,Trait,Gene,SNP,Pvalue,Relation,Distance_bp,Chr,Pos
sorghum,am_rel_abundance_colonization,SORBI_3005G021950,S5_2013116,0.0006792685,upstream,2060,5,2013116
sorghum,am_rel_abundance_colonization,SORBI_3003G277500,S3_61320934,0.0006937095,in_gene,0,3,61320934
sorghum,am_rel_abundance_colonization,SORBI_3001G437801,S1_71621575,0.0007603316,in_gene,0,1,71621575
sorghum,am_rel_abundance_colonization,SORBI_3003G053001,S3_4818360,0.0007675461,downstream,6433,3,4818360
sorghum,am_rel_abundance_colonization,SORBI_3004G313100,S4_64989307,0.000781039,upstream,1261,4,64989307
sorghum,am_rel_abundance_colonization,SORBI_3007G200600,S7_63163783,0.0007814721,downstream,1962,7,63163783
sorghum,am_rel_abundance_colonization,SORBI_3009G072033,S9_8640466,0.0007840273,upstream,350,9,8640466
sorghum,am_rel_abundance_colonization,SORBI_3010G103800,S10_9759646,0.0007983691,in_gene,0,10,9759646
sorghum,am_rel_abundance_colonization,SORBI_3004G052300,S4_4247620,0.0008254337,upstream,2563,4,4247620
sorghum,am_rel_abundance_colonization,SORBI_3003G373050,S3_68840510,0.0008353425,upstream,587,3,68840510
sorghum,am_rel_abundance_colonization,SORBI_3003G373050,S3_68840528,0.0008353425,upstream,569,3,68840528
sorghum,am_rel_abundance_colonization,SORBI_3006G241200,S6_58207387,0.000850374,upstream,508,6,58207387
sorghum,am_rel_abundance_colonization,SORBI_3005G073101,S5_8852744,0.0008521075,downstream,3013,5,8852744
sorghum,am_rel_abundance_colonization,SORBI_3004G041900,S4_3436948,0.0008566423,upstream,3160,4,3436948
sorghum,am_rel_abundance_colonization,SORBI_3008G102050,S8_48534645,0.0008767633,downstream,2509,8,48534645
sorghum,am_rel_abundance_colonization,SORBI_3003G063100,S3_5498150,0.0009274365,downstream,1245,3,5498150
sorghum,am_rel_abundance_colonization,SORBI_3006G035950,S6_11210785,0.0009357205,in_gene,0,6,11210785
sorghum,am_rel_abundance_colonization,SORBI_3003G097900,S3_8643145,0.000954704,downstream,15300,3,8643145
sorghum,am_rel_abundance_colonization,SORBI_3002G274400,S2_65710179,0.0009719437,downstream,7699,2,65710179
sorghum,am_rel_abundance_colonization,SORBI_3002G201100,S2_59110522,0.0009976346,upstream,1810,2,59110522
sorghum,am_rel_abundance_colonization,SORBI_3003G242200,S3_58153448,0.001003996,upstream,273,3,58153448
sorghum,am_rel_abundance_colonization,SORBI_3001G104550,S1_8011425,0.001005247,downstream,212,1,8011425
sorghum,am_rel_abundance_colonization,SORBI_3007G045500,S7_4567692,0.001013635,upstream,9777,7,4567692
sorghum,am_rel_abundance_colonization,SORBI_3010G169300,S10_49957294,0.001025864,upstream,2052,10,49957294
sorghum,am_rel_abundance_colonization,SORBI_3002G354100,S2_71749613,0.00103741,in_gene,0,2,71749613
sorghum,am_rel_abundance_colonization,SORBI_3003G277550,S3_61324789,0.001052252,upstream,2117,3,61324789
sorghum,am_rel_abundance_colonization,SORBI_3009G240300,S9_57785101,0.001088758,downstream,1277,9,57785101
sorghum,am_rel_abundance_colonization,SORBI_3001G437801,S1_71621599,0.001097359,in_gene,0,1,71621599
sorghum,am_rel_abundance_colonization,SORBI_3003G137600,S3_13209037,0.001101231,upstream,2666,3,13209037
sorghum,am_rel_abundance_colonization,SORBI_3001G213150,S1_19681739,0.00110372,in_gene,0,1,19681739
sorghum,am_rel_abundance_colonization,SORBI_3010G221300,S10_56391264,0.001104503,downstream,1862,10,56391264
sorghum,am_rel_abundance_colonization,SORBI_3001G112000,S1_8774666,0.001118027,downstream,1166,1,8774666
sorghum,am_rel_abundance_colonization,SORBI_3001G112000,S1_8774701,0.001118027,downstream,1201,1,8774701
sorghum,am_rel_abundance_colonization,SORBI_3001G112000,S1_8774707,0.001118027,downstream,1207,1,8774707
sorghum,am_rel_abundance_colonization,SORBI_3003G377650,S3_69184115,0.001143195,upstream,8839,3,69184115
sorghum,am_rel_abundance_colonization,SORBI_3003G139366,S3_13517599,0.001154939,downstream,1242,3,13517599
sorghum,am_rel_abundance_colonization,SORBI_3007G050600,S7_5142581,0.001163251,in_gene,0,7,5142581
sorghum,am_rel_abundance_colonization,SORBI_3002G035800,S2_3382005,0.001165649,in_gene,0,2,3382005
sorghum,am_rel_abundance_colonization,SORBI_3009G130966,S9_48453311,0.001171064,in_gene,0,9,48453311
sorghum,am_rel_abundance_colonization,SORBI_3002G164300,S2_51009631,0.001178777,in_gene,0,2,51009631
sorghum,am_rel_abundance_colonization,SORBI_3003G122400,S3_11143058,0.001189088,downstream,860,3,11143058
sorghum,am_rel_abundance_colonization,SORBI_3003G122400,S3_11143078,0.001189088,downstream,880,3,11143078
sorghum,am_rel_abundance_colonization,SORBI_3003G122400,S3_11143081,0.001189088,downstream,883,3,11143081
sorghum,am_rel_abundance_colonization,SORBI_3001G292500,S1_56948348,0.001310434,downstream,19162,1,56948348
sorghum,am_rel_abundance_colonization,SORBI_3002G046200,S2_4350340,0.001314269,in_gene,0,2,4350340
sorghum,am_rel_abundance_colonization,SORBI_3001G125600,S1_9890330,0.001331741,in_gene,0,1,9890330
sorghum,am_rel_abundance_colonization,SORBI_3002G089600,S2_9385563,0.001338907,downstream,192,2,9385563
sorghum,am_rel_abundance_colonization,SORBI_3004G285650,S4_62824595,0.001346633,in_gene,0,4,62824595
sorghum,am_rel_abundance_colonization,SORBI_3005G080100,S5_10585416,0.001348313,upstream,1013,5,10585416
sorghum,am_rel_abundance_colonization,SORBI_3008G039750,S8_3842434,0.001405338,upstream,495,8,3842434
sorghum,am_rel_abundance_colonization,SORBI_3007G088200,S7_12112370,0.001416093,in_gene,0,7,12112370
sorghum,am_rel_abundance_colonization,SORBI_3002G013300,S2_1195766,0.001433613,upstream,4145,2,1195766
sorghum,am_rel_abundance_colonization,SORBI_3010G151575,S10_43983444,0.001444669,upstream,23031,10,43983444
sorghum,am_rel_abundance_colonization,SORBI_3003G128100,S3_11745256,0.001447599,downstream,828,3,11745256
sorghum,am_rel_abundance_colonization,SORBI_3004G338701,S4_67066081,0.001471284,downstream,7914,4,67066081
sorghum,am_rel_abundance_colonization,SORBI_3003G123800,S3_11247257,0.001489269,upstream,806,3,11247257
sorghum,am_rel_abundance_colonization,SORBI_3009G067600,S9_7402073,0.001506791,downstream,345,9,7402073
sorghum,am_rel_abundance_colonization,SORBI_3002G043600,S2_4143563,0.001508733,in_gene,0,2,4143563
sorghum,am_rel_abundance_colonization,SORBI_3005G110436,S5_26510804,0.001519949,upstream,13926,5,26510804
sorghum,am_rel_abundance_colonization,SORBI_3003G250900,S3_58923887,0.001549789,upstream,1813,3,58923887
sorghum,am_rel_abundance_colonization,SORBI_3003G105500,S3_9547511,0.001569979,downstream,3668,3,9547511
sorghum,am_rel_abundance_colonization,SORBI_3001G314700,S1_60283318,0.00157,downstream,7024,1,60283318
sorghum,am_rel_abundance_colonization,SORBI_3001G125600,S1_9890333,0.001587495,in_gene,0,1,9890333
sorghum,am_rel_abundance_colonization,SORBI_3006G106700,S6_47641478,0.001599737,in_gene,0,6,47641478
sorghum,am_rel_abundance_colonization,SORBI_3001G250300,S1_27022216,0.001628078,downstream,10751,1,27022216
sorghum,am_rel_abundance_colonization,SORBI_3009G078900,S9_10599750,0.001633395,upstream,128,9,10599750
sorghum,am_rel_abundance_colonization,SORBI_3009G070000,S9_8166938,0.001679408,upstream,17562,9,8166938
sorghum,am_rel_abundance_colonization,SORBI_3002G283600,S2_66471739,0.001681096,in_gene,0,2,66471739
sorghum,am_rel_abundance_colonization,SORBI_3001G386200,S1_67368380,0.001689454,downstream,1396,1,67368380
sorghum,am_rel_abundance_colonization,SORBI_3004G225700,S4_57586410,0.001761045,downstream,6017,4,57586410
sorghum,am_rel_abundance_colonization,SORBI_3007G042400,S7_4223977,0.001790061,in_gene,0,7,4223977
sorghum,am_rel_abundance_colonization,SORBI_3003G131800,S3_12363038,0.001821808,upstream,11674,3,12363038
sorghum,am_rel_abundance_colonization,SORBI_3001G012500,S1_1163669,0.001828856,upstream,5938,1,1163669
sorghum,am_rel_abundance_colonization,SORBI_3006G235100,S6_57687208,0.001913919,downstream,2713,6,57687208
sorghum,am_rel_abundance_colonization,SORBI_3003G135600,S3_12883391,0.001917375,in_gene,0,3,12883391
sorghum,am_rel_abundance_colonization,SORBI_3001G261557,S1_38516337,0.00197351,downstream,844,1,38516337
sorghum,am_rel_abundance_colonization,SORBI_3003G212700,S3_54721250,0.001976516,upstream,87,3,54721250
sorghum,am_rel_abundance_colonization,SORBI_3003G287100,S3_62013923,0.001985797,in_gene,0,3,62013923
sorghum,am_rel_abundance_colonization,SORBI_3008G127250,S8_55221073,0.001986085,downstream,42,8,55221073
sorghum,am_rel_abundance_colonization,SORBI_3009G122300,S9_47285299,0.001988993,downstream,3821,9,47285299
sorghum,am_rel_abundance_colonization,SORBI_3007G044201,S7_4475562,0.002005845,upstream,7142,7,4475562
sorghum,am_rel_abundance_colonization,SORBI_3003G008500,S3_775985,0.002024003,in_gene,0,3,775985
sorghum,am_rel_abundance_colonization,SORBI_3001G335400,S1_62403148,0.002077264,upstream,59,1,62403148
sorghum,am_rel_abundance_colonization,SORBI_3002G283600,S2_66471752,0.002141857,in_gene,0,2,66471752
sorghum,am_rel_abundance_colonization,SORBI_3002G283600,S2_66471764,0.002141857,in_gene,0,2,66471764
sorghum,am_rel_abundance_colonization,SORBI_3001G267600,S1_51035789,0.002146273,downstream,4047,1,51035789
sorghum,am_rel_abundance_colonization,SORBI_3001G161300,S1_13270410,0.002185037,downstream,947,1,13270410
sorghum,am_rel_abundance_colonization,SORBI_3009G178650,S9_53336100,0.002213268,downstream,594,9,53336100
sorghum,am_rel_abundance_colonization,SORBI_3006G195500,S6_54842720,0.002216354,in_gene,0,6,54842720
sorghum,am_rel_abundance_colonization,SORBI_3004G145600,S4_44928946,0.002241362,upstream,615,4,44928946
sorghum,am_rel_abundance_colonization,SORBI_3001G260300,S1_31589823,0.002248697,downstream,9641,1,31589823
sorghum,am_rel_abundance_colonization,SORBI_3001G208700,S1_19108067,0.002248833,upstream,751,1,19108067
sorghum,am_rel_abundance_colonization,SORBI_3008G039750,S8_3842408,0.002280595,upstream,521,8,3842408
sorghum,am_rel_abundance_colonization,SORBI_3004G238400,S4_58632407,0.002288301,upstream,1392,4,58632407
sorghum,am_rel_abundance_colonization,SORBI_3006G201300,S6_55267669,0.002298287,in_gene,0,6,55267669
sorghum,am_rel_abundance_colonization,SORBI_3001G296100,S1_57508520,0.002300435,downstream,7986,1,57508520
sorghum,am_rel_abundance_colonization,SORBI_3001G038450,S1_2877896,0.002327109,in_gene,0,1,2877896
sorghum,am_rel_abundance_colonization,SORBI_3009G077250,S9_10240092,0.002341014,upstream,3927,9,10240092
sorghum,am_rel_abundance_colonization,SORBI_3009G065000,S9_6910289,0.002353908,downstream,5064,9,6910289
sorghum,am_rel_abundance_colonization,SORBI_3002G137400,S2_20969699,0.002355682,upstream,7163,2,20969699
sorghum,am_rel_abundance_colonization,SORBI_3002G412800,S2_76065549,0.002356414,in_gene,0,2,76065549
sorghum,am_rel_abundance_colonization,SORBI_3006G094201,S6_46405864,0.002373502,in_gene,0,6,46405864
sorghum,am_rel_abundance_colonization,SORBI_3001G334900,S1_62365073,0.00237844,in_gene,0,1,62365073
sorghum,am_rel_abundance_colonization,SORBI_3009G015200,S9_1405156,0.002383947,downstream,15021,9,1405156
sorghum,am_rel_abundance_colonization,SORBI_3003G276000,S3_61252569,0.002406282,downstream,2185,3,61252569
sorghum,am_rel_abundance_colonization,SORBI_3009G075900,S9_9907719,0.00242826,in_gene,0,9,9907719
sorghum,am_rel_abundance_colonization,SORBI_3001G024900,S1_1953596,0.002463298,downstream,1396,1,1953596
sorghum,am_rel_abundance_colonization,SORBI_3001G209101,S1_19133992,0.002471171,in_gene,0,1,19133992
sorghum,am_rel_abundance_colonization,SORBI_3004G294200,S4_63414745,0.002519045,upstream,5339,4,63414745
sorghum,am_rel_abundance_colonization,SORBI_3006G203300,S6_55405434,0.002520643,in_gene,0,6,55405434
sorghum,am_rel_abundance_colonization,SORBI_3007G044300,S7_4489289,0.00252103,upstream,4742,7,4489289
sorghum,am_rel_abundance_colonization,SORBI_3006G053050,S6_38688986,0.002544929,upstream,11737,6,38688986
sorghum,am_rel_abundance_colonization,SORBI_3001G105900,S1_8130394,0.002557685,downstream,9196,1,8130394
sorghum,am_rel_abundance_colonization,SORBI_3009G045400,S9_4339751,0.00258854,upstream,7709,9,4339751
sorghum,am_rel_abundance_colonization,SORBI_3001G386200,S1_67368381,0.002610268,downstream,1397,1,67368381
sorghum,am_rel_abundance_colonization,SORBI_3004G236400,S4_58431143,0.002627172,downstream,1676,4,58431143
sorghum,am_rel_abundance_colonization,SORBI_3010G243900,S10_58481067,0.00263796,downstream,102,10,58481067
sorghum,am_rel_abundance_colonization,SORBI_3003G052000,S3_4684149,0.002665537,in_gene,0,3,4684149
sorghum,am_rel_abundance_colonization,SORBI_3001G334400,S1_62315900,0.00269375,downstream,7344,1,62315900
sorghum,am_rel_abundance_colonization,SORBI_3001G437801,S1_71622516,0.002729674,in_gene,0,1,71622516
sorghum,am_rel_abundance_colonization,SORBI_3001G261577,S1_39508059,0.002729804,upstream,11748,1,39508059
sorghum,am_rel_abundance_colonization,SORBI_3003G242200,S3_58153461,0.002747397,upstream,260,3,58153461
sorghum,am_rel_abundance_colonization,SORBI_3001G343601,S1_63166522,0.002767355,downstream,19178,1,63166522
sorghum,am_rel_abundance_colonization,SORBI_3005G128100,S5_55598128,0.002779224,in_gene,0,5,55598128
sorghum,am_rel_abundance_colonization,SORBI_3005G141600,S5_60238257,0.002786501,upstream,16192,5,60238257
sorghum,am_rel_abundance_colonization,SORBI_3004G337925,S4_66975174,0.002790343,downstream,1269,4,66975174
sorghum,am_rel_abundance_colonization,SORBI_3004G194100,S4_54576994,0.002791827,upstream,1703,4,54576994
sorghum,am_rel_abundance_colonization,SORBI_3001G125400,S1_9874834,0.00282256,upstream,1415,1,9874834
sorghum,am_rel_abundance_colonization,SORBI_3002G102066,S2_11662645,0.00284287,upstream,8039,2,11662645
sorghum,am_rel_abundance_colonization,SORBI_3003G428100,S3_73151746,0.002846381,in_gene,0,3,73151746
sorghum,am_rel_abundance_colonization,SORBI_3004G067400,S4_5496389,0.002946137,in_gene,0,4,5496389
sorghum,am_rel_abundance_colonization,SORBI_3010G082300,S10_7037627,0.002962839,upstream,3186,10,7037627
sorghum,am_rel_abundance_colonization,SORBI_3002G095000,S2_9835136,0.002965336,in_gene,0,2,9835136
sorghum,am_rel_abundance_colonization,SORBI_3006G117500,S6_48520664,0.002977589,upstream,132,6,48520664
sorghum,am_rel_abundance_colonization,SORBI_3001G399100,S1_68489248,0.003011545,downstream,2445,1,68489248
sorghum,am_rel_abundance_colonization,SORBI_3005G130800,S5_57082279,0.003017508,upstream,14679,5,57082279
sorghum,am_rel_abundance_colonization,SORBI_3005G130800,S5_57082309,0.003017508,upstream,14649,5,57082309
sorghum,am_rel_abundance_colonization,SORBI_3005G130800,S5_57082315,0.003017508,upstream,14643,5,57082315
sorghum,am_rel_abundance_colonization,SORBI_3004G340000,S4_67187434,0.003044084,downstream,5151,4,67187434
sorghum,am_rel_abundance_colonization,SORBI_3006G213350,S6_56193282,0.003050689,in_gene,0,6,56193282
sorghum,am_rel_abundance_colonization,SORBI_3007G087400,S7_11860786,0.003065398,upstream,10518,7,11860786
sorghum,am_rel_abundance_colonization,SORBI_3007G087400,S7_11860804,0.003065398,upstream,10500,7,11860804
sorghum,am_rel_abundance_colonization,SORBI_3001G262950,S1_47085559,0.003067867,upstream,23797,1,47085559
sorghum,am_rel_abundance_colonization,SORBI_3006G058500,S6_40483024,0.003091699,upstream,3318,6,40483024
sorghum,am_rel_abundance_colonization,SORBI_3003G133600,S3_12582700,0.003157824,downstream,2226,3,12582700
sorghum,am_rel_abundance_colonization,SORBI_3001G279601,S1_54617349,0.003193851,in_gene,0,1,54617349
sorghum,am_rel_abundance_colonization,SORBI_3005G052100,S5_5133864,0.003216597,upstream,17352,5,5133864
sorghum,am_rel_abundance_colonization,SORBI_3004G201800,S4_55379476,0.003260824,upstream,2463,4,55379476
sorghum,am_rel_abundance_colonization,SORBI_3009G073800,S9_9188853,0.003270999,downstream,794,9,9188853
sorghum,am_rel_abundance_colonization,SORBI_3003G287600,S3_62077534,0.003282746,in_gene,0,3,62077534
sorghum,am_rel_abundance_colonization,SORBI_3004G094300,S4_8119024,0.003300053,in_gene,0,4,8119024
sorghum,am_rel_abundance_colonization,SORBI_3003G010300,S3_886036,0.003300928,in_gene,0,3,886036
sorghum,am_rel_abundance_colonization,SORBI_3003G281300,S3_61622318,0.003306829,in_gene,0,3,61622318
sorghum,am_rel_abundance_colonization,SORBI_3005G122300,S5_53703658,0.003309627,upstream,23365,5,53703658
sorghum,am_rel_abundance_colonization,SORBI_3010G082300,S10_7037624,0.003335416,upstream,3189,10,7037624
sorghum,am_rel_abundance_colonization,SORBI_3008G025200,S8_2232031,0.003393331,in_gene,0,8,2232031
sorghum,am_rel_abundance_colonization,SORBI_3001G358500,S1_64823625,0.003402062,in_gene,0,1,64823625
sorghum,am_rel_abundance_colonization,SORBI_3001G125600,S1_9890246,0.003408382,in_gene,0,1,9890246
sorghum,am_rel_abundance_colonization,SORBI_3003G325600,S3_65184159,0.00341924,upstream,2074,3,65184159
sorghum,am_rel_abundance_colonization,SORBI_3001G290766,S1_56777851,0.003452773,in_gene,0,1,56777851
sorghum,am_rel_abundance_colonization,SORBI_3001G332700,S1_62131920,0.003463905,upstream,2293,1,62131920
sorghum,am_rel_abundance_colonization,SORBI_3009G043200,S9_4106279,0.003519721,downstream,2987,9,4106279
sorghum,am_rel_abundance_colonization,SORBI_3001G249233,S1_26867815,0.003554668,downstream,947,1,26867815
sorghum,am_rel_abundance_colonization,SORBI_3008G062300,S8_6613996,0.003576715,in_gene,0,8,6613996
sorghum,am_rel_abundance_colonization,SORBI_3006G191900,S6_54601942,0.003603618,in_gene,0,6,54601942
sorghum,am_rel_abundance_colonization,SORBI_3001G279000,S1_54460308,0.003627258,in_gene,0,1,54460308
sorghum,am_rel_abundance_colonization,SORBI_3004G201300,S4_55309280,0.003653928,downstream,6922,4,55309280
sorghum,am_rel_abundance_colonization,SORBI_3002G191800,S2_57801938,0.003661332,upstream,11150,2,57801938
sorghum,am_rel_abundance_colonization,SORBI_3009G138500,S9_49563401,0.00370226,downstream,10706,9,49563401
sorghum,am_rel_abundance_colonization,SORBI_3003G117400,S3_10584676,0.003704731,downstream,8390,3,10584676
sorghum,am_rel_abundance_colonization,SORBI_3001G421800,S1_70267142,0.003730936,in_gene,0,1,70267142
sorghum,am_rel_abundance_colonization,SORBI_3004G178800,S4_53157401,0.003739515,in_gene,0,4,53157401
