Species,Trait,Gene,SNP,Pvalue,Relation,Distance_bp,Chr,Pos
arabidopsis,soilN,AT4G15530,Chr4_8870238.0,2.099036e-08,in_gene,0,4,8870238
arabidopsis,soilN,AT3G50250,Chr3_18632396.0,2.240786e-08,downstream,1918,3,18632396
arabidopsis,soilN,AT3G50270,Chr3_18636264.0,2.240786e-08,in_gene,0,3,18636264
arabidopsis,soilN,AT4G15563,Chr4_8891807.0,2.24125e-08,in_gene,0,4,8891807
arabidopsis,soilN,AT4G15563,Chr4_8889601.0,2.437337e-08,upstream,1278,4,8889601
arabidopsis,soilN,AT2G32670,Chr2_13858251.0,2.551004e-08,in_gene,0,2,13858251
arabidopsis,soilN,AT2G16900,Chr2_7325953.0,3.036707e-08,in_gene,0,2,7325953
arabidopsis,soilN,AT1G04370,Chr1_1173624.0,3.049544e-08,upstream,1553,1,1173624
arabidopsis,soilN,AT4G02920,Chr4_1294094.0,3.158533e-08,in_gene,0,4,1294094
arabidopsis,soilN,AT2G13840,Chr2_5783842.0,3.272176e-08,upstream,4710,2,5783842
arabidopsis,soilN,AT2G42460,Chr2_17678805.0,3.333179e-08,in_gene,0,2,17678805
arabidopsis,soilN,AT2G42425,Chr2_17662440.0,3.333179e-08,downstream,82,2,17662440
arabidopsis,soilN,AT2G42395,Chr2_17653992.0,3.333179e-08,in_gene,0,2,17653992
arabidopsis,soilN,AT3G50300,Chr3_18645624.0,3.5888e-08,downstream,218,3,18645624
arabidopsis,soilN,AT2G13422,Chr2_5579393.0,3.738301e-08,upstream,8825,2,5579393
arabidopsis,soilN,AT2G13422,Chr2_5580072.0,3.738301e-08,upstream,8146,2,5580072
arabidopsis,soilN,AT2G32670,Chr2_13859243.0,4.265148e-08,in_gene,0,2,13859243
arabidopsis,soilN,AT2G32670,Chr2_13859562.0,4.265148e-08,in_gene,0,2,13859562
arabidopsis,soilN,AT1G78080,Chr1_29366347.0,4.355105e-08,downstream,274,1,29366347
arabidopsis,soilN,AT1G50190,Chr1_18588796.0,4.597268e-08,in_gene,0,1,18588796
arabidopsis,soilN,AT2G13840,Chr2_5783981.0,4.800419e-08,upstream,4571,2,5783981
arabidopsis,soilN,AT4G15550,Chr4_8881357.0,4.802768e-08,downstream,2030,4,8881357
arabidopsis,soilN,AT3G44150,Chr3_15887952.0,5.738035e-08,in_gene,0,3,15887952
arabidopsis,soilN,AT2G13840,Chr2_5784619.0,5.958035e-08,upstream,3933,2,5784619
arabidopsis,soilN,AT1G04330,Chr1_1162151.0,6.067601e-08,downstream,169,1,1162151
arabidopsis,soilN,AT2G13840,Chr2_5794277.0,6.211645e-08,downstream,3151,2,5794277
arabidopsis,soilN,AT2G13840,Chr2_5784889.0,6.403656e-08,upstream,3663,2,5784889
arabidopsis,soilN,AT4G16860,Chr4_9492228.0,6.526926e-08,in_gene,0,4,9492228
arabidopsis,soilN,AT1G04400,Chr1_1188549.0,6.5501e-08,downstream,32,1,1188549
arabidopsis,soilN,AT1G04425,Chr1_1195761.0,6.5501e-08,in_gene,0,1,1195761
arabidopsis,soilN,AT3G43920,Chr3_15755829.0,7.145395e-08,in_gene,0,3,15755829
arabidopsis,soilN,AT2G27950,Chr2_11904651.0,7.915857e-08,downstream,644,2,11904651
arabidopsis,soilN,AT2G13820,Chr2_5778593.0,9.183967e-08,downstream,2304,2,5778593
arabidopsis,soilN,AT1G12620,Chr1_4293006.0,9.57782e-08,upstream,1588,1,4293006
arabidopsis,soilN,AT2G42460,Chr2_17676147.0,9.969663e-08,upstream,252,2,17676147
arabidopsis,soilN,AT5G01510,Chr5_202082.0,1.150003e-07,in_gene,0,5,202082
arabidopsis,soilN,AT5G01510,Chr5_203966.0,1.150003e-07,in_gene,0,5,203966
arabidopsis,soilN,AT5G01510,Chr5_204664.0,1.150003e-07,in_gene,0,5,204664
arabidopsis,soilN,AT5G01510,Chr5_205246.0,1.150003e-07,in_gene,0,5,205246
arabidopsis,soilN,AT1G45010,Chr1_17017635.0,1.190036e-07,downstream,2138,1,17017635
arabidopsis,soilN,AT1G04360,Chr1_1171540.0,1.229824e-07,downstream,2662,1,1171540
arabidopsis,soilN,AT2G15530,Chr2_6771506.0,1.229892e-07,upstream,1383,2,6771506
arabidopsis,soilN,AT5G65700,Chr5_26280030.0,1.343339e-07,upstream,1681,5,26280030
arabidopsis,soilN,AT4G15560,Chr4_8888369.0,1.346953e-07,downstream,804,4,8888369
arabidopsis,soilN,AT4G15563,Chr4_8889740.0,1.346953e-07,upstream,1139,4,8889740
arabidopsis,soilN,AT2G15530,Chr2_6772496.0,1.442968e-07,upstream,393,2,6772496
arabidopsis,soilN,AT2G13840,Chr2_5789417.0,1.485581e-07,in_gene,0,2,5789417
arabidopsis,soilN,AT1G03830,Chr1_964428.0,1.630831e-07,in_gene,0,1,964428
arabidopsis,soilN,AT1G03830,Chr1_964643.0,1.630831e-07,in_gene,0,1,964643
arabidopsis,soilN,AT2G14878,Chr2_6392186.0,1.649776e-07,in_gene,0,2,6392186
arabidopsis,soilN,AT2G15570,Chr2_6794939.0,1.677753e-07,downstream,2006,2,6794939
arabidopsis,soilN,AT2G15570,Chr2_6794951.0,1.677753e-07,downstream,2018,2,6794951
arabidopsis,soilN,AT2G15570,Chr2_6794952.0,1.677753e-07,downstream,2019,2,6794952
arabidopsis,soilN,AT2G15570,Chr2_6794980.0,1.677753e-07,downstream,2047,2,6794980
arabidopsis,soilN,AT2G13840,Chr2_5785747.0,1.756327e-07,upstream,2805,2,5785747
arabidopsis,soilN,AT4G09880,Chr4_6213114.0,1.764233e-07,upstream,1510,4,6213114
arabidopsis,soilN,AT4G09880,Chr4_6212544.0,1.764233e-07,upstream,2080,4,6212544
arabidopsis,soilN,AT4G09880,Chr4_6212543.0,1.764233e-07,upstream,2081,4,6212543
arabidopsis,soilN,AT4G09880,Chr4_6211733.0,1.764233e-07,upstream,2891,4,6211733
arabidopsis,soilN,AT4G09880,Chr4_6211730.0,1.764233e-07,upstream,2894,4,6211730
arabidopsis,soilN,AT4G00490,Chr4_222113.0,1.81967e-07,upstream,207,4,222113
arabidopsis,soilN,AT4G15530,Chr4_8870067.0,1.828617e-07,in_gene,0,4,8870067
arabidopsis,soilN,AT3G43720,Chr3_15614779.0,1.86881e-07,upstream,607,3,15614779
arabidopsis,soilN,AT4G15640,Chr4_8918966.0,1.877093e-07,upstream,19,4,8918966
arabidopsis,soilN,AT4G15640,Chr4_8920015.0,1.877093e-07,in_gene,0,4,8920015
arabidopsis,soilN,AT3G44170,Chr3_15894564.0,1.897083e-07,upstream,226,3,15894564
arabidopsis,soilN,AT2G13840,Chr2_5795285.0,1.989824e-07,downstream,4159,2,5795285
arabidopsis,soilN,AT2G13840,Chr2_5784362.0,2.05172e-07,upstream,4190,2,5784362
arabidopsis,soilN,AT3G44170,Chr3_15893414.0,2.088759e-07,upstream,1376,3,15893414
arabidopsis,soilN,AT3G44170,Chr3_15893892.0,2.088759e-07,upstream,898,3,15893892
arabidopsis,soilN,AT2G13820,Chr2_5780651.0,2.203577e-07,downstream,4362,2,5780651
arabidopsis,soilN,AT2G13422,Chr2_5580008.0,2.227435e-07,upstream,8210,2,5580008
arabidopsis,soilN,AT2G15500,Chr2_6764809.0,2.228198e-07,downstream,58,2,6764809
arabidopsis,soilN,AT4G02380,Chr4_1047019.0,2.28663e-07,downstream,22,4,1047019
arabidopsis,soilN,AT2G13363,Chr2_5542140.0,2.36523e-07,upstream,200,2,5542140
arabidopsis,soilN,AT2G13370,Chr2_5564156.0,2.373882e-07,downstream,7692,2,5564156
arabidopsis,soilN,AT2G13370,Chr2_5563702.0,2.373882e-07,downstream,7238,2,5563702
arabidopsis,soilN,AT2G13370,Chr2_5562638.0,2.373882e-07,downstream,6174,2,5562638
arabidopsis,soilN,AT2G13370,Chr2_5563243.0,2.373882e-07,downstream,6779,2,5563243
arabidopsis,soilN,AT2G13370,Chr2_5563685.0,2.373882e-07,downstream,7221,2,5563685
arabidopsis,soilN,AT1G12610,Chr1_4290667.0,2.406446e-07,in_gene,0,1,4290667
arabidopsis,soilN,AT1G12620,Chr1_4297061.0,2.414796e-07,in_gene,0,1,4297061
arabidopsis,soilN,AT1G12620,Chr1_4297092.0,2.414796e-07,downstream,8,1,4297092
arabidopsis,soilN,AT1G12620,Chr1_4293137.0,2.464701e-07,upstream,1457,1,4293137
arabidopsis,soilN,AT2G04940,Chr2_1740752.0,2.660289e-07,downstream,364,2,1740752
arabidopsis,soilN,AT3G43960,Chr3_15774046.0,2.721671e-07,upstream,9,3,15774046
arabidopsis,soilN,AT3G44006,Chr3_15794559.0,2.721671e-07,upstream,1679,3,15794559
arabidopsis,soilN,AT3G43980,Chr3_15780590.0,2.721671e-07,downstream,1279,3,15780590
arabidopsis,soilN,AT3G43980,Chr3_15780130.0,2.721671e-07,downstream,819,3,15780130
arabidopsis,soilN,AT3G43980,Chr3_15779522.0,2.721671e-07,downstream,211,3,15779522
arabidopsis,soilN,AT3G43980,Chr3_15779472.0,2.721671e-07,downstream,161,3,15779472
arabidopsis,soilN,AT3G43960,Chr3_15775048.0,2.721671e-07,in_gene,0,3,15775048
arabidopsis,soilN,AT3G43960,Chr3_15771881.0,2.721671e-07,upstream,2174,3,15771881
arabidopsis,soilN,AT3G43940,Chr3_15764055.0,2.721671e-07,upstream,210,3,15764055
arabidopsis,soilN,AT3G43950,Chr3_15768412.0,2.721671e-07,downstream,1398,3,15768412
arabidopsis,soilN,AT3G43950,Chr3_15766547.0,2.721671e-07,in_gene,0,3,15766547
arabidopsis,soilN,AT3G43940,Chr3_15765329.0,2.721671e-07,in_gene,0,3,15765329
arabidopsis,soilN,AT3G43940,Chr3_15765272.0,2.721671e-07,in_gene,0,3,15765272
arabidopsis,soilN,AT3G43940,Chr3_15764233.0,2.721671e-07,upstream,32,3,15764233
arabidopsis,soilN,AT3G43950,Chr3_15768749.0,2.721671e-07,downstream,1735,3,15768749
arabidopsis,soilN,AT3G43930,Chr3_15762558.0,2.721671e-07,in_gene,0,3,15762558
arabidopsis,soilN,AT3G43930,Chr3_15762536.0,2.721671e-07,in_gene,0,3,15762536
arabidopsis,soilN,AT1G12620,Chr1_4294223.0,2.723408e-07,upstream,371,1,4294223
arabidopsis,soilN,AT4G09880,Chr4_6211042.0,2.832915e-07,upstream,3582,4,6211042
arabidopsis,soilN,AT3G50260,Chr3_18634135.0,2.877653e-07,upstream,441,3,18634135
arabidopsis,soilN,AT4G04900,Chr4_2484823.0,2.908202e-07,upstream,1395,4,2484823
arabidopsis,soilN,AT1G12630,Chr1_4299426.0,2.962133e-07,in_gene,0,1,4299426
arabidopsis,soilN,AT3G44280,Chr3_15971317.0,3.138724e-07,downstream,150,3,15971317
arabidopsis,soilN,AT1G03910,Chr1_1000796.0,3.146869e-07,downstream,359,1,1000796
arabidopsis,soilN,AT4G16860,Chr4_9492218.0,3.167312e-07,in_gene,0,4,9492218
arabidopsis,soilN,AT3G44006,Chr3_15790760.0,3.254324e-07,upstream,5478,3,15790760
arabidopsis,soilN,AT2G42330,Chr2_17634501.0,3.500267e-07,downstream,202,2,17634501
arabidopsis,soilN,AT2G42330,Chr2_17634649.0,3.500267e-07,downstream,350,2,17634649
arabidopsis,soilN,AT2G42350,Chr2_17638591.0,3.500267e-07,upstream,561,2,17638591
arabidopsis,soilN,AT2G42365,Chr2_17643922.0,3.500267e-07,in_gene,0,2,17643922
arabidopsis,soilN,AT2G42490,Chr2_17692306.0,3.570086e-07,in_gene,0,2,17692306
arabidopsis,soilN,AT2G42490,Chr2_17694668.0,3.570086e-07,in_gene,0,2,17694668
arabidopsis,soilN,AT5G57180,Chr5_23166718.0,3.570169e-07,upstream,1124,5,23166718
arabidopsis,soilN,AT4G04632,Chr4_2337409.0,3.674233e-07,upstream,2177,4,2337409
arabidopsis,soilN,AT2G13363,Chr2_5542507.0,3.705967e-07,downstream,24,2,5542507
arabidopsis,soilN,AT3G44091,Chr3_15852247.0,3.855922e-07,downstream,8965,3,15852247
arabidopsis,soilN,AT2G13350,Chr2_5537002.0,3.939888e-07,in_gene,0,2,5537002
arabidopsis,soilN,AT2G13350,Chr2_5537053.0,3.939888e-07,in_gene,0,2,5537053
arabidopsis,soilN,AT1G12610,Chr1_4291565.0,3.95676e-07,downstream,548,1,4291565
arabidopsis,soilN,AT1G02330,Chr1_462868.0,3.963711e-07,in_gene,0,1,462868
arabidopsis,soilN,AT1G02330,Chr1_462871.0,3.963711e-07,in_gene,0,1,462871
arabidopsis,soilN,AT2G42390,Chr2_17651746.0,4.049801e-07,in_gene,0,2,17651746
arabidopsis,soilN,AT2G42400,Chr2_17657080.0,4.049801e-07,downstream,241,2,17657080
arabidopsis,soilN,AT3G44170,Chr3_15893860.0,4.105097e-07,upstream,930,3,15893860
arabidopsis,soilN,AT2G13100,Chr2_5398869.0,4.465883e-07,downstream,6840,2,5398869
arabidopsis,soilN,AT1G03830,Chr1_962677.0,4.475675e-07,in_gene,0,1,962677
arabidopsis,soilN,AT2G42365,Chr2_17645852.0,4.533974e-07,downstream,17,2,17645852
arabidopsis,soilN,AT2G42350,Chr2_17639530.0,4.533974e-07,in_gene,0,2,17639530
arabidopsis,soilN,AT2G42340,Chr2_17635804.0,4.533974e-07,upstream,519,2,17635804
arabidopsis,soilN,AT3G44006,Chr3_15794801.0,4.608648e-07,upstream,1437,3,15794801
arabidopsis,soilN,AT3G18952,Chr3_6540085.0,4.645656e-07,upstream,546,3,6540085
arabidopsis,soilN,AT4G39700,Chr4_18425491.0,4.667795e-07,downstream,585,4,18425491
arabidopsis,soilN,AT4G04880,Chr4_2466767.0,4.687358e-07,in_gene,0,4,2466767
arabidopsis,soilN,AT2G15570,Chr2_6795066.0,4.691493e-07,downstream,2133,2,6795066
arabidopsis,soilN,AT3G43210,Chr3_15190864.0,4.739425e-07,upstream,70,3,15190864
arabidopsis,soilN,AT2G13422,Chr2_5580908.0,4.849195e-07,upstream,7310,2,5580908
arabidopsis,soilN,AT2G13422,Chr2_5580996.0,4.849195e-07,upstream,7222,2,5580996
arabidopsis,soilN,AT2G13422,Chr2_5581148.0,4.849195e-07,upstream,7070,2,5581148
arabidopsis,soilN,AT2G15570,Chr2_6795152.0,5.043478e-07,downstream,2219,2,6795152
arabidopsis,soilN,AT2G15570,Chr2_6795119.0,5.043478e-07,downstream,2186,2,6795119
arabidopsis,soilN,AT2G15570,Chr2_6795056.0,5.043478e-07,downstream,2123,2,6795056
arabidopsis,soilN,AT2G15570,Chr2_6795017.0,5.043478e-07,downstream,2084,2,6795017
arabidopsis,soilN,AT2G15570,Chr2_6795023.0,5.043478e-07,downstream,2090,2,6795023
arabidopsis,soilN,AT2G15570,Chr2_6794914.0,5.043478e-07,downstream,1981,2,6794914
arabidopsis,soilN,AT2G15570,Chr2_6794893.0,5.043478e-07,downstream,1960,2,6794893
arabidopsis,soilN,AT2G15570,Chr2_6794866.0,5.043478e-07,downstream,1933,2,6794866
arabidopsis,soilN,AT2G15570,Chr2_6794993.0,5.043478e-07,downstream,2060,2,6794993
arabidopsis,soilN,AT3G44020,Chr3_15802128.0,5.088151e-07,in_gene,0,3,15802128
arabidopsis,soilN,AT3G43990,Chr3_15788947.0,5.088151e-07,downstream,3769,3,15788947
arabidopsis,soilN,AT3G43990,Chr3_15789254.0,5.088151e-07,downstream,4076,3,15789254
arabidopsis,soilN,AT3G43990,Chr3_15790564.0,5.088151e-07,downstream,5386,3,15790564
arabidopsis,soilN,AT3G44006,Chr3_15796482.0,5.088151e-07,downstream,65,3,15796482
arabidopsis,soilN,AT3G44006,Chr3_15797045.0,5.088151e-07,downstream,628,3,15797045
arabidopsis,soilN,AT3G44006,Chr3_15797541.0,5.088151e-07,downstream,1124,3,15797541
arabidopsis,soilN,AT3G44010,Chr3_15800116.0,5.088151e-07,in_gene,0,3,15800116
arabidopsis,soilN,AT3G44010,Chr3_15801205.0,5.088151e-07,downstream,5,3,15801205
arabidopsis,soilN,AT3G44020,Chr3_15802616.0,5.088151e-07,in_gene,0,3,15802616
arabidopsis,soilN,AT4G04870,Chr4_2464042.0,5.351933e-07,in_gene,0,4,2464042
arabidopsis,soilN,AT4G04870,Chr4_2462938.0,5.351933e-07,in_gene,0,4,2462938
arabidopsis,soilN,AT4G04850,Chr4_2456108.0,5.351933e-07,in_gene,0,4,2456108
arabidopsis,soilN,AT4G04850,Chr4_2453058.0,5.351933e-07,in_gene,0,4,2453058
arabidopsis,soilN,AT4G04860,Chr4_2459498.0,5.351933e-07,upstream,382,4,2459498
arabidopsis,soilN,AT4G09880,Chr4_6209890.0,5.521157e-07,upstream,4734,4,6209890
arabidopsis,soilN,AT3G44130,Chr3_15881752.0,5.623868e-07,upstream,118,3,15881752
arabidopsis,soilN,AT3G44130,Chr3_15882370.0,5.623868e-07,in_gene,0,3,15882370
arabidopsis,soilN,AT3G44130,Chr3_15883006.0,5.623868e-07,in_gene,0,3,15883006
arabidopsis,soilN,AT1G17940,Chr1_6173538.0,5.665734e-07,downstream,316,1,6173538
arabidopsis,soilN,AT3G10130,Chr3_3132884.0,5.700579e-07,in_gene,0,3,3132884
arabidopsis,soilN,AT3G10130,Chr3_3132937.0,5.700579e-07,in_gene,0,3,3132937
arabidopsis,soilN,AT3G10130,Chr3_3132536.0,5.700579e-07,in_gene,0,3,3132536
arabidopsis,soilN,AT3G10130,Chr3_3133260.0,5.700579e-07,downstream,68,3,3133260
arabidopsis,soilN,AT3G10130,Chr3_3133270.0,5.700579e-07,downstream,78,3,3133270
arabidopsis,soilN,AT3G10130,Chr3_3133082.0,5.700579e-07,in_gene,0,3,3133082
arabidopsis,soilN,AT3G10130,Chr3_3132058.0,5.700579e-07,in_gene,0,3,3132058
arabidopsis,soilN,AT3G10130,Chr3_3132400.0,5.700579e-07,in_gene,0,3,3132400
arabidopsis,soilN,AT3G10130,Chr3_3132042.0,5.700579e-07,in_gene,0,3,3132042
arabidopsis,soilN,AT3G10130,Chr3_3132003.0,5.700579e-07,in_gene,0,3,3132003
arabidopsis,soilN,AT3G10130,Chr3_3131962.0,5.700579e-07,in_gene,0,3,3131962
arabidopsis,soilN,AT3G10130,Chr3_3131934.0,5.700579e-07,in_gene,0,3,3131934
arabidopsis,soilN,AT3G10130,Chr3_3131896.0,5.700579e-07,in_gene,0,3,3131896
arabidopsis,soilN,AT3G10130,Chr3_3131764.0,5.700579e-07,in_gene,0,3,3131764
arabidopsis,soilN,AT3G10130,Chr3_3131746.0,5.700579e-07,in_gene,0,3,3131746
arabidopsis,soilN,AT3G52560,Chr3_19496044.0,5.850534e-07,in_gene,0,3,19496044
arabidopsis,soilN,AT3G50130,Chr3_18590170.0,5.917995e-07,in_gene,0,3,18590170
arabidopsis,soilN,AT4G15630,Chr4_8918226.0,6.279248e-07,in_gene,0,4,8918226
arabidopsis,soilN,AT2G13422,Chr2_5579551.0,6.279967e-07,upstream,8667,2,5579551
arabidopsis,soilN,AT2G01450,Chr2_202439.0,6.498053e-07,in_gene,0,2,202439
arabidopsis,soilN,AT2G01440,Chr2_193874.0,6.498053e-07,in_gene,0,2,193874
arabidopsis,soilN,AT3G44140,Chr3_15884381.0,6.695312e-07,upstream,696,3,15884381
arabidopsis,soilN,AT5G57130,Chr5_23141509.0,6.931084e-07,upstream,3471,5,23141509
arabidopsis,soilN,AT5G57130,Chr5_23141567.0,6.931084e-07,upstream,3413,5,23141567
arabidopsis,soilN,AT5G57130,Chr5_23142735.0,6.931084e-07,upstream,2245,5,23142735
arabidopsis,soilN,AT5G57130,Chr5_23143895.0,6.931084e-07,upstream,1085,5,23143895
arabidopsis,soilN,AT2G34710,Chr2_14638375.0,6.995982e-07,upstream,948,2,14638375
arabidopsis,soilN,AT2G13360,Chr2_5541744.0,7.096726e-07,downstream,386,2,5541744
arabidopsis,soilN,AT3G43950,Chr3_15766501.0,7.290273e-07,in_gene,0,3,15766501
arabidopsis,soilN,AT3G44006,Chr3_15791583.0,7.31131e-07,upstream,4655,3,15791583
arabidopsis,soilN,AT3G44006,Chr3_15791102.0,7.31131e-07,upstream,5136,3,15791102
arabidopsis,soilN,AT3G43990,Chr3_15789072.0,7.31131e-07,downstream,3894,3,15789072
arabidopsis,soilN,AT3G43990,Chr3_15790607.0,7.31131e-07,downstream,5429,3,15790607
arabidopsis,soilN,AT3G43990,Chr3_15787855.0,7.31131e-07,downstream,2677,3,15787855
arabidopsis,soilN,AT3G43990,Chr3_15786703.0,7.31131e-07,downstream,1525,3,15786703
arabidopsis,soilN,AT3G43990,Chr3_15788097.0,7.31131e-07,downstream,2919,3,15788097
arabidopsis,soilN,AT2G13370,Chr2_5551088.0,7.511796e-07,in_gene,0,2,5551088
arabidopsis,soilN,AT2G13422,Chr2_5581235.0,7.569505e-07,upstream,6983,2,5581235
arabidopsis,soilN,AT4G15530,Chr4_8869330.0,8.104862e-07,in_gene,0,4,8869330
arabidopsis,soilN,AT2G13820,Chr2_5779726.0,8.162756e-07,downstream,3437,2,5779726
arabidopsis,soilN,AT2G01950,Chr2_441666.0,8.354637e-07,in_gene,0,2,441666
arabidopsis,soilN,AT3G30530,Chr3_12140855.0,8.370682e-07,downstream,822,3,12140855
arabidopsis,soilN,AT2G13370,Chr2_5560833.0,8.372869e-07,downstream,4369,2,5560833
arabidopsis,soilN,AT2G13370,Chr2_5562428.0,8.372869e-07,downstream,5964,2,5562428
