Species,Trait,Gene,SNP,Pvalue,Relation,Distance_bp,Chr,Pos
sorghum,am_roots_colonized,SORBI_3002G179800,S2_56117561,0.0005778281,downstream,11423,2,56117561
sorghum,am_roots_colonized,SORBI_3009G061700,S9_6444203,0.0006190158,downstream,11225,9,6444203
sorghum,am_roots_colonized,SORBI_3009G061700,S9_6457312,0.0006281017,downstream,24334,9,6457312
sorghum,am_roots_colonized,SORBI_3002G177200,S2_55708631,0.0006378219,upstream,210,2,55708631
sorghum,am_roots_colonized,SORBI_3002G224200,S2_61562872,0.000650119,downstream,2362,2,61562872
sorghum,am_roots_colonized,SORBI_3001G183500,S1_15602495,0.0006561492,in_gene,0,1,15602495
sorghum,am_roots_colonized,SORBI_3010G239900,S10_58190235,0.0006587259,downstream,2788,10,58190235
sorghum,am_roots_colonized,SORBI_3002G139600,S2_22111961,0.0006766581,upstream,8620,2,22111961
sorghum,am_roots_colonized,SORBI_3001G134900,S1_10647159,0.0006845356,upstream,158,1,10647159
sorghum,am_roots_colonized,SORBI_3003G376100,S3_69067965,0.0006846755,upstream,772,3,69067965
sorghum,am_roots_colonized,SORBI_3002G139600,S2_22115100,0.0006863544,upstream,5481,2,22115100
sorghum,am_roots_colonized,SORBI_3003G144000,S3_14460002,0.0007057522,downstream,5246,3,14460002
sorghum,am_roots_colonized,SORBI_3009G196300,S9_54706835,0.0007099894,downstream,7313,9,54706835
sorghum,am_roots_colonized,SORBI_3002G139600,S2_22121583,0.0007137315,in_gene,0,2,22121583
sorghum,am_roots_colonized,SORBI_3002G139750,S2_22221371,0.0007556011,downstream,18263,2,22221371
sorghum,am_roots_colonized,SORBI_3001G263600,S1_48351920,0.0007590968,upstream,5412,1,48351920
sorghum,am_roots_colonized,SORBI_3001G183500,S1_15602496,0.0007614678,in_gene,0,1,15602496
sorghum,am_roots_colonized,SORBI_3009G250000,S9_58535491,0.0007694106,downstream,2846,9,58535491
sorghum,am_roots_colonized,SORBI_3002G224200,S2_61562729,0.0007940803,downstream,2219,2,61562729
sorghum,am_roots_colonized,SORBI_3002G139800,S2_22317094,0.0008103793,upstream,23223,2,22317094
sorghum,am_roots_colonized,SORBI_3002G278900,S2_66081119,0.0008454899,upstream,275,2,66081119
sorghum,am_roots_colonized,SORBI_3002G281500,S2_66303757,0.0008588511,in_gene,0,2,66303757
sorghum,am_roots_colonized,SORBI_3002G321400,S2_69320395,0.0008618787,downstream,7925,2,69320395
sorghum,am_roots_colonized,SORBI_3002G011800,S2_1112280,0.0008750452,in_gene,0,2,1112280
sorghum,am_roots_colonized,SORBI_3001G211400,S1_19447867,0.0008974501,downstream,2275,1,19447867
sorghum,am_roots_colonized,SORBI_3003G428100,S3_73157063,0.0009002583,downstream,4755,3,73157063
sorghum,am_roots_colonized,SORBI_3007G173700,S7_60865672,0.0009174705,upstream,393,7,60865672
sorghum,am_roots_colonized,SORBI_3004G252500,S4_59847393,0.0009220382,upstream,3371,4,59847393
sorghum,am_roots_colonized,SORBI_3004G255100,S4_60142404,0.0009384748,upstream,3545,4,60142404
sorghum,am_roots_colonized,SORBI_3001G134500,S1_10610756,0.0009413058,upstream,1317,1,10610756
sorghum,am_roots_colonized,SORBI_3010G014100,S10_1170277,0.000951481,in_gene,0,10,1170277
sorghum,am_roots_colonized,SORBI_3009G250000,S9_58535490,0.0009610392,downstream,2845,9,58535490
sorghum,am_roots_colonized,SORBI_3004G255100,S4_60143612,0.0009742155,upstream,2337,4,60143612
sorghum,am_roots_colonized,SORBI_3003G273300,S3_60950341,0.001008528,upstream,15029,3,60950341
sorghum,am_roots_colonized,SORBI_3001G066500,S1_5056435,0.001024946,in_gene,0,1,5056435
sorghum,am_roots_colonized,SORBI_3007G139850,S7_56850262,0.001053069,downstream,6296,7,56850262
sorghum,am_roots_colonized,SORBI_3007G027601,S7_2505296,0.001080205,in_gene,0,7,2505296
sorghum,am_roots_colonized,SORBI_3002G174900,S2_55361599,0.001082722,downstream,3414,2,55361599
sorghum,am_roots_colonized,SORBI_3005G097900,S5_15811673,0.001085945,downstream,6710,5,15811673
sorghum,am_roots_colonized,SORBI_3010G104400,S10_9843297,0.001103039,downstream,835,10,9843297
sorghum,am_roots_colonized,SORBI_3006G114000,S6_48181235,0.00110999,upstream,1005,6,48181235
sorghum,am_roots_colonized,SORBI_3003G205100,S3_53500855,0.001128895,downstream,131,3,53500855
sorghum,am_roots_colonized,SORBI_3002G229600,S2_62075715,0.001131787,in_gene,0,2,62075715
sorghum,am_roots_colonized,SORBI_3008G121080,S8_53730441,0.00114009,downstream,12207,8,53730441
sorghum,am_roots_colonized,SORBI_3001G196200,S1_17657185,0.001140884,downstream,20761,1,17657185
sorghum,am_roots_colonized,SORBI_3002G139600,S2_22112643,0.001214711,upstream,7938,2,22112643
sorghum,am_roots_colonized,SORBI_3004G150800,S4_47717404,0.001218875,downstream,12240,4,47717404
sorghum,am_roots_colonized,SORBI_3009G039000,S9_3671258,0.001241418,upstream,3358,9,3671258
sorghum,am_roots_colonized,SORBI_3002G132801,S2_18985504,0.001242385,upstream,13831,2,18985504
sorghum,am_roots_colonized,SORBI_3004G046700,S4_3808825,0.001286124,in_gene,0,4,3808825
sorghum,am_roots_colonized,SORBI_3002G229600,S2_62075696,0.001301331,in_gene,0,2,62075696
sorghum,am_roots_colonized,SORBI_3003G167200,S3_26650565,0.00132434,downstream,1849,3,26650565
sorghum,am_roots_colonized,SORBI_3010G252900,S10_59178588,0.001332877,in_gene,0,10,59178588
sorghum,am_roots_colonized,SORBI_3001G003700,S1_330378,0.0013433,downstream,268,1,330378
sorghum,am_roots_colonized,SORBI_3009G044900,S9_4285659,0.001353708,in_gene,0,9,4285659
sorghum,am_roots_colonized,SORBI_3004G255500,S4_60158903,0.001377575,in_gene,0,4,60158903
sorghum,am_roots_colonized,SORBI_3004G255500,S4_60158927,0.001377575,in_gene,0,4,60158927
sorghum,am_roots_colonized,SORBI_3004G184800,S4_53779093,0.001425477,in_gene,0,4,53779093
sorghum,am_roots_colonized,SORBI_3007G047900,S7_4787335,0.001425988,upstream,3449,7,4787335
sorghum,am_roots_colonized,SORBI_3008G083200,S8_15841813,0.001446214,downstream,2116,8,15841813
sorghum,am_roots_colonized,SORBI_3001G430700,S1_70971316,0.001461915,upstream,6311,1,70971316
sorghum,am_roots_colonized,SORBI_3010G030300,S10_2473427,0.001499681,downstream,122,10,2473427
sorghum,am_roots_colonized,SORBI_3003G396600,S3_70657684,0.001563483,upstream,1612,3,70657684
sorghum,am_roots_colonized,SORBI_3009G196300,S9_54706756,0.001587233,downstream,7234,9,54706756
sorghum,am_roots_colonized,SORBI_3001G079300,S1_6098298,0.001591375,in_gene,0,1,6098298
sorghum,am_roots_colonized,SORBI_3003G031800,S3_2933602,0.001605755,in_gene,0,3,2933602
sorghum,am_roots_colonized,SORBI_3004G217800,S4_56720634,0.001654243,upstream,5393,4,56720634
sorghum,am_roots_colonized,SORBI_3006G215000,S6_56313435,0.001660695,upstream,1946,6,56313435
sorghum,am_roots_colonized,SORBI_3003G077800,S3_6647264,0.001674559,downstream,1422,3,6647264
sorghum,am_roots_colonized,SORBI_3007G163466,S7_59793068,0.001754411,upstream,873,7,59793068
sorghum,am_roots_colonized,SORBI_3001G053500,S1_3982420,0.001765104,downstream,5423,1,3982420
sorghum,am_roots_colonized,SORBI_3002G229700,S2_62086393,0.001769668,upstream,6871,2,62086393
sorghum,am_roots_colonized,SORBI_3006G055300,S6_39770614,0.001789696,downstream,22694,6,39770614
sorghum,am_roots_colonized,SORBI_3001G196000,S1_17611023,0.001795003,in_gene,0,1,17611023
sorghum,am_roots_colonized,SORBI_3004G279500,S4_62223806,0.001820504,in_gene,0,4,62223806
sorghum,am_roots_colonized,SORBI_3010G010900,S10_964442,0.00189963,in_gene,0,10,964442
sorghum,am_roots_colonized,SORBI_3001G091400,S1_7079435,0.001902616,upstream,677,1,7079435
sorghum,am_roots_colonized,SORBI_3002G133600,S2_19711869,0.001907465,upstream,14080,2,19711869
sorghum,am_roots_colonized,SORBI_3002G139800,S2_22357048,0.001920847,downstream,14869,2,22357048
sorghum,am_roots_colonized,SORBI_3004G253100,S4_59896204,0.001953322,in_gene,0,4,59896204
sorghum,am_roots_colonized,SORBI_3007G139850,S7_56850264,0.001971928,downstream,6298,7,56850264
sorghum,am_roots_colonized,SORBI_3001G134200,S1_10583575,0.001982182,in_gene,0,1,10583575
sorghum,am_roots_colonized,SORBI_3001G193600,S1_17235870,0.002010004,upstream,3773,1,17235870
sorghum,am_roots_colonized,SORBI_3003G203500,S3_53343849,0.002015617,downstream,4465,3,53343849
sorghum,am_roots_colonized,SORBI_3004G278650,S4_62143823,0.002017645,downstream,443,4,62143823
sorghum,am_roots_colonized,SORBI_3002G174100,S2_55042194,0.002023172,upstream,3493,2,55042194
sorghum,am_roots_colonized,SORBI_3002G134200,S2_19834139,0.002099985,upstream,1062,2,19834139
sorghum,am_roots_colonized,SORBI_3004G011300,S4_939049,0.002111113,in_gene,0,4,939049
sorghum,am_roots_colonized,SORBI_3010G264900,S10_60428134,0.002116475,in_gene,0,10,60428134
sorghum,am_roots_colonized,SORBI_3006G182500,S6_53760964,0.002117636,upstream,1663,6,53760964
sorghum,am_roots_colonized,SORBI_3006G209850,S6_55960004,0.002130091,in_gene,0,6,55960004
sorghum,am_roots_colonized,SORBI_3003G133450,S3_12545990,0.00219394,downstream,2953,3,12545990
sorghum,am_roots_colonized,SORBI_3002G222000,S2_61372208,0.002244916,upstream,3026,2,61372208
sorghum,am_roots_colonized,SORBI_3001G071600,S1_5452199,0.0022517,in_gene,0,1,5452199
sorghum,am_roots_colonized,SORBI_3002G177600,S2_55761083,0.002285476,upstream,14677,2,55761083
sorghum,am_roots_colonized,SORBI_3007G066832,S7_7449468,0.002291411,downstream,747,7,7449468
sorghum,am_roots_colonized,SORBI_3007G154800,S7_58837277,0.002302395,upstream,525,7,58837277
sorghum,am_roots_colonized,SORBI_3001G264700,S1_49574082,0.002305456,upstream,4110,1,49574082
sorghum,am_roots_colonized,SORBI_3001G361100,S1_65100597,0.002314015,in_gene,0,1,65100597
sorghum,am_roots_colonized,SORBI_3002G202100,S2_59196327,0.002319117,upstream,35,2,59196327
sorghum,am_roots_colonized,SORBI_3010G015400,S10_1244275,0.002353031,in_gene,0,10,1244275
sorghum,am_roots_colonized,SORBI_3001G053500,S1_3988888,0.002362143,downstream,11891,1,3988888
sorghum,am_roots_colonized,SORBI_3002G132801,S2_18990246,0.002363121,upstream,9089,2,18990246
sorghum,am_roots_colonized,SORBI_3007G160700,S7_59551878,0.002367417,upstream,2600,7,59551878
sorghum,am_roots_colonized,SORBI_3002G224200,S2_61562710,0.002383034,downstream,2200,2,61562710
sorghum,am_roots_colonized,SORBI_3008G084200,S8_16122667,0.002408874,downstream,18533,8,16122667
sorghum,am_roots_colonized,SORBI_3003G366600,S3_68277005,0.002424315,in_gene,0,3,68277005
sorghum,am_roots_colonized,SORBI_3008G075500,S8_11147793,0.002531842,in_gene,0,8,11147793
sorghum,am_roots_colonized,SORBI_3003G281900,S3_61673227,0.002543846,in_gene,0,3,61673227
sorghum,am_roots_colonized,SORBI_3003G310200,S3_63835029,0.002555854,in_gene,0,3,63835029
sorghum,am_roots_colonized,SORBI_3006G196000,S6_54896205,0.002577498,upstream,470,6,54896205
sorghum,am_roots_colonized,SORBI_3002G132801,S2_18990313,0.002607222,upstream,9022,2,18990313
sorghum,am_roots_colonized,SORBI_3002G132801,S2_18991323,0.002607222,upstream,8012,2,18991323
sorghum,am_roots_colonized,SORBI_3002G321400,S2_69320333,0.002630241,downstream,7863,2,69320333
sorghum,am_roots_colonized,SORBI_3003G281900,S3_61673258,0.002635032,in_gene,0,3,61673258
sorghum,am_roots_colonized,SORBI_3001G361100,S1_65097696,0.002644611,in_gene,0,1,65097696
sorghum,am_roots_colonized,SORBI_3009G045400,S9_4342890,0.002656699,upstream,4570,9,4342890
sorghum,am_roots_colonized,SORBI_3008G101400,S8_48229436,0.002662503,upstream,17587,8,48229436
sorghum,am_roots_colonized,SORBI_3007G066832,S7_7449441,0.002720369,downstream,720,7,7449441
sorghum,am_roots_colonized,SORBI_3002G329500,S2_69852368,0.002725858,downstream,214,2,69852368
sorghum,am_roots_colonized,SORBI_3010G236400,S10_57921431,0.002749715,upstream,807,10,57921431
sorghum,am_roots_colonized,SORBI_3006G165800,S6_52325067,0.002753558,in_gene,0,6,52325067
sorghum,am_roots_colonized,SORBI_3005G033000,S5_2943201,0.002761917,downstream,2485,5,2943201
sorghum,am_roots_colonized,SORBI_3004G255100,S4_60143570,0.002775134,upstream,2379,4,60143570
sorghum,am_roots_colonized,SORBI_3004G255100,S4_60143578,0.002775134,upstream,2371,4,60143578
sorghum,am_roots_colonized,SORBI_3010G033400,S10_2660782,0.002784608,downstream,12060,10,2660782
sorghum,am_roots_colonized,SORBI_3009G074500,S9_9553013,0.002832955,upstream,48,9,9553013
sorghum,am_roots_colonized,SORBI_3005G096700,S5_15276498,0.002895448,downstream,1154,5,15276498
sorghum,am_roots_colonized,SORBI_3010G250600,S10_58968978,0.002896954,downstream,703,10,58968978
sorghum,am_roots_colonized,SORBI_3004G279200,S4_62188600,0.002929908,upstream,2668,4,62188600
sorghum,am_roots_colonized,SORBI_3005G120700,S5_52942948,0.002958363,downstream,24804,5,52942948
sorghum,am_roots_colonized,SORBI_3001G217100,S1_20136177,0.002996509,downstream,17002,1,20136177
sorghum,am_roots_colonized,SORBI_3001G389700,S1_67626923,0.002997611,upstream,4846,1,67626923
sorghum,am_roots_colonized,SORBI_3004G009600,S4_827879,0.003003402,in_gene,0,4,827879
sorghum,am_roots_colonized,SORBI_3003G176900,S3_45298960,0.003021658,in_gene,0,3,45298960
sorghum,am_roots_colonized,SORBI_3003G176900,S3_45298961,0.003026906,in_gene,0,3,45298961
sorghum,am_roots_colonized,SORBI_3003G095100,S3_8279510,0.003040372,in_gene,0,3,8279510
sorghum,am_roots_colonized,SORBI_3008G120600,S8_53615025,0.003058736,in_gene,0,8,53615025
sorghum,am_roots_colonized,SORBI_3004G150800,S4_47717356,0.003092157,downstream,12192,4,47717356
sorghum,am_roots_colonized,SORBI_3001G079300,S1_6098303,0.003100969,in_gene,0,1,6098303
sorghum,am_roots_colonized,SORBI_3007G090400,S7_12968066,0.003129612,downstream,21168,7,12968066
sorghum,am_roots_colonized,SORBI_3008G121700,S8_53971222,0.003137182,upstream,9847,8,53971222
sorghum,am_roots_colonized,SORBI_3005G135100,S5_58392838,0.003195907,downstream,1982,5,58392838
sorghum,am_roots_colonized,SORBI_3003G273300,S3_60950102,0.003203653,upstream,15268,3,60950102
sorghum,am_roots_colonized,SORBI_3004G240600,S4_58854708,0.003210628,upstream,8426,4,58854708
sorghum,am_roots_colonized,SORBI_3010G167100,S10_49300986,0.00322125,upstream,2506,10,49300986
sorghum,am_roots_colonized,SORBI_3010G256200,S10_59439794,0.003240539,in_gene,0,10,59439794
sorghum,am_roots_colonized,SORBI_3002G132801,S2_19000608,0.00330111,in_gene,0,2,19000608
sorghum,am_roots_colonized,SORBI_3002G136500,S2_20671179,0.00332156,upstream,22963,2,20671179
sorghum,am_roots_colonized,SORBI_3001G263701,S1_48406177,0.003325089,downstream,23306,1,48406177
sorghum,am_roots_colonized,SORBI_3002G135800,S2_20489937,0.003325536,upstream,10124,2,20489937
sorghum,am_roots_colonized,SORBI_3006G050400,S6_37748873,0.003330902,upstream,24957,6,37748873
sorghum,am_roots_colonized,SORBI_3002G040201,S2_3890569,0.003338433,upstream,530,2,3890569
sorghum,am_roots_colonized,SORBI_3001G071100,S1_5416385,0.003350404,upstream,3841,1,5416385
sorghum,am_roots_colonized,SORBI_3002G198700,S2_58864394,0.00336919,in_gene,0,2,58864394
sorghum,am_roots_colonized,SORBI_3001G322700,S1_61002423,0.003385632,in_gene,0,1,61002423
sorghum,am_roots_colonized,SORBI_3006G055300,S6_39770604,0.003407596,downstream,22684,6,39770604
sorghum,am_roots_colonized,SORBI_3002G135200,S2_20153339,0.003420503,upstream,15646,2,20153339
sorghum,am_roots_colonized,SORBI_3010G234200,S10_57686270,0.003429042,upstream,410,10,57686270
sorghum,am_roots_colonized,SORBI_3005G120700,S5_52942996,0.003430443,downstream,24852,5,52942996
sorghum,am_roots_colonized,SORBI_3002G133400,S2_19520329,0.003437876,in_gene,0,2,19520329
sorghum,am_roots_colonized,SORBI_3002G135200,S2_20153926,0.00344038,upstream,15059,2,20153926
sorghum,am_roots_colonized,SORBI_3002G224200,S2_61563251,0.003440414,downstream,2741,2,61563251
sorghum,am_roots_colonized,SORBI_3002G224900,S2_61662333,0.003443944,downstream,7327,2,61662333
sorghum,am_roots_colonized,SORBI_3003G203500,S3_53343848,0.003451568,downstream,4464,3,53343848
sorghum,am_roots_colonized,SORBI_3001G134800,S1_10646536,0.003452295,in_gene,0,1,10646536
sorghum,am_roots_colonized,SORBI_3005G124300,S5_54507880,0.003499203,downstream,4875,5,54507880
sorghum,am_roots_colonized,SORBI_3001G080500,S1_6221451,0.003524944,upstream,1090,1,6221451
sorghum,am_roots_colonized,SORBI_3001G292700,S1_56980772,0.003566362,upstream,1722,1,56980772
sorghum,am_roots_colonized,SORBI_3010G015400,S10_1244245,0.003592849,in_gene,0,10,1244245
sorghum,am_roots_colonized,SORBI_3003G144300,S3_14670830,0.003693811,downstream,5789,3,14670830
sorghum,am_roots_colonized,SORBI_3010G004100,S10_370405,0.003718586,in_gene,0,10,370405
sorghum,am_roots_colonized,SORBI_3010G235900,S10_57808901,0.003728447,in_gene,0,10,57808901
sorghum,am_roots_colonized,SORBI_3006G114800,S6_48263460,0.003765859,upstream,9645,6,48263460
sorghum,am_roots_colonized,SORBI_3006G182300,S6_53715830,0.003780041,upstream,1919,6,53715830
sorghum,am_roots_colonized,SORBI_3003G336000,S3_65931173,0.003781258,downstream,836,3,65931173
sorghum,am_roots_colonized,SORBI_3007G092600,S7_15924202,0.003801666,upstream,1969,7,15924202
sorghum,am_roots_colonized,SORBI_3001G206500,S1_18870637,0.003808857,in_gene,0,1,18870637
sorghum,am_roots_colonized,SORBI_3009G112600,S9_45286046,0.003841614,downstream,19359,9,45286046
sorghum,am_roots_colonized,SORBI_3001G430700,S1_70971311,0.003847685,upstream,6316,1,70971311
sorghum,am_roots_colonized,SORBI_3001G080100,S1_6181527,0.003855706,downstream,4457,1,6181527
sorghum,am_roots_colonized,SORBI_3001G279601,S1_54617349,0.003892771,in_gene,0,1,54617349
sorghum,am_roots_colonized,SORBI_3005G125100,S5_54728934,0.00392307,downstream,5009,5,54728934
sorghum,am_roots_colonized,SORBI_3003G273300,S3_60950136,0.003928582,upstream,15234,3,60950136
sorghum,am_roots_colonized,SORBI_3006G229800,S6_57378409,0.003934432,in_gene,0,6,57378409
sorghum,am_roots_colonized,SORBI_3002G002800,S2_382876,0.0039799,in_gene,0,2,382876
sorghum,am_roots_colonized,SORBI_3002G132801,S2_18989547,0.003982684,upstream,9788,2,18989547
sorghum,am_roots_colonized,SORBI_3002G328800,S2_69805469,0.004038962,upstream,1689,2,69805469
sorghum,am_roots_colonized,SORBI_3007G066832,S7_7449422,0.004042638,downstream,701,7,7449422
sorghum,am_roots_colonized,SORBI_3003G068100,S3_5774206,0.004064606,downstream,1408,3,5774206
sorghum,am_roots_colonized,SORBI_3009G063700,S9_6779309,0.004118488,downstream,1564,9,6779309
sorghum,am_roots_colonized,SORBI_3001G270800,S1_52229704,0.004119036,in_gene,0,1,52229704
sorghum,am_roots_colonized,SORBI_3010G097600,S10_8841667,0.004129557,in_gene,0,10,8841667
sorghum,am_roots_colonized,SORBI_3002G338600,S2_70579709,0.004162321,in_gene,0,2,70579709
sorghum,am_roots_colonized,SORBI_3002G147900,S2_37355107,0.004167919,upstream,14718,2,37355107
sorghum,am_roots_colonized,SORBI_3004G208100,S4_55817482,0.004172386,in_gene,0,4,55817482
sorghum,am_roots_colonized,SORBI_3004G208100,S4_55817485,0.004172386,in_gene,0,4,55817485
sorghum,am_roots_colonized,SORBI_3003G368300,S3_68404886,0.004272757,in_gene,0,3,68404886
sorghum,am_roots_colonized,SORBI_3010G117450,S10_12900972,0.00429727,downstream,17155,10,12900972
sorghum,am_roots_colonized,SORBI_3002G300800,S2_67717864,0.00431998,upstream,13664,2,67717864
sorghum,am_roots_colonized,SORBI_3002G043600,S2_4143563,0.004361364,in_gene,0,2,4143563
sorghum,am_roots_colonized,SORBI_3001G113900,S1_8929301,0.004380224,upstream,1511,1,8929301
