Species,Trait,Gene,SNP,Pvalue,Relation,Distance_bp,Chr,Pos
arabidopsis,aridity_index,AT4G15563,Chr4_8890894.0,6.045244e-13,in_gene,0,4,8890894
arabidopsis,aridity_index,AT1G03850,Chr1_973836.0,6.142647e-13,upstream,2261,1,973836
arabidopsis,aridity_index,AT1G03850,Chr1_976028.0,6.142647e-13,upstream,69,1,976028
arabidopsis,aridity_index,AT1G03850,Chr1_977026.0,6.142647e-13,in_gene,0,1,977026
arabidopsis,aridity_index,AT1G03850,Chr1_977956.0,6.142647e-13,downstream,195,1,977956
arabidopsis,aridity_index,AT1G03850,Chr1_978258.0,6.142647e-13,downstream,497,1,978258
arabidopsis,aridity_index,AT1G03860,Chr1_981427.0,6.142647e-13,in_gene,0,1,981427
arabidopsis,aridity_index,AT1G03880,Chr1_984811.0,6.142647e-13,upstream,940,1,984811
arabidopsis,aridity_index,AT4G21362,Chr4_11366770.0,8.400081e-13,upstream,8594,4,11366770
arabidopsis,aridity_index,AT4G11280,Chr4_6866533.0,9.340435e-13,downstream,417,4,6866533
arabidopsis,aridity_index,AT4G11140,Chr4_6792620.0,9.896306e-13,upstream,2156,4,6792620
arabidopsis,aridity_index,AT4G33990,Chr4_16291465.0,1.326206e-12,in_gene,0,4,16291465
arabidopsis,aridity_index,AT5G64810,Chr5_25909461.0,1.372128e-12,in_gene,0,5,25909461
arabidopsis,aridity_index,AT2G15500,Chr2_6764809.0,1.409857e-12,downstream,58,2,6764809
arabidopsis,aridity_index,AT4G11130,Chr4_6787252.0,1.410569e-12,downstream,2812,4,6787252
arabidopsis,aridity_index,AT1G76130,Chr1_28565131.0,1.587402e-12,downstream,1055,1,28565131
arabidopsis,aridity_index,AT4G15563,Chr4_8889601.0,1.639455e-12,upstream,1278,4,8889601
arabidopsis,aridity_index,AT4G08510,Chr4_5409011.0,1.716357e-12,upstream,1285,4,5409011
arabidopsis,aridity_index,AT4G11140,Chr4_6790152.0,1.963851e-12,upstream,4624,4,6790152
arabidopsis,aridity_index,AT5G65590,Chr5_26209957.0,2.023795e-12,upstream,1789,5,26209957
arabidopsis,aridity_index,AT4G11100,Chr4_6770773.0,2.039814e-12,downstream,589,4,6770773
arabidopsis,aridity_index,AT4G11140,Chr4_6796442.0,2.039941e-12,downstream,649,4,6796442
arabidopsis,aridity_index,AT4G21410,Chr4_11405588.0,2.40089e-12,downstream,532,4,11405588
arabidopsis,aridity_index,AT5G64810,Chr5_25908781.0,2.603228e-12,in_gene,0,5,25908781
arabidopsis,aridity_index,AT4G11030,Chr4_6739001.0,2.832012e-12,in_gene,0,4,6739001
arabidopsis,aridity_index,AT4G12050,Chr4_7224012.0,2.83597e-12,downstream,2684,4,7224012
arabidopsis,aridity_index,AT4G02100,Chr4_927447.0,4.085066e-12,upstream,2618,4,927447
arabidopsis,aridity_index,AT3G60740,Chr3_22452308.0,4.347665e-12,in_gene,0,3,22452308
arabidopsis,aridity_index,AT4G11140,Chr4_6793148.0,5.124695e-12,upstream,1628,4,6793148
arabidopsis,aridity_index,AT4G15530,Chr4_8870017.0,5.476844e-12,in_gene,0,4,8870017
arabidopsis,aridity_index,AT4G15530,Chr4_8870238.0,5.476844e-12,in_gene,0,4,8870238
arabidopsis,aridity_index,AT4G10890,Chr4_6693132.0,5.770013e-12,in_gene,0,4,6693132
arabidopsis,aridity_index,AT4G10895,Chr4_6694003.0,5.770013e-12,in_gene,0,4,6694003
arabidopsis,aridity_index,AT5G65140,Chr5_26022786.0,5.85906e-12,downstream,564,5,26022786
arabidopsis,aridity_index,AT4G14746,Chr4_8466090.0,7.295682e-12,downstream,1764,4,8466090
arabidopsis,aridity_index,AT4G02380,Chr4_1047019.0,7.675434e-12,downstream,22,4,1047019
arabidopsis,aridity_index,AT4G12065,Chr4_7232864.0,8.080702e-12,in_gene,0,4,7232864
arabidopsis,aridity_index,AT4G11030,Chr4_6743060.0,8.279948e-12,downstream,831,4,6743060
arabidopsis,aridity_index,AT1G03870,Chr1_982931.0,8.705403e-12,in_gene,0,1,982931
arabidopsis,aridity_index,AT4G15560,Chr4_8888369.0,8.805875e-12,downstream,804,4,8888369
arabidopsis,aridity_index,AT4G15563,Chr4_8889740.0,8.805875e-12,upstream,1139,4,8889740
arabidopsis,aridity_index,AT2G05060,Chr2_1797586.0,1.082748e-11,upstream,569,2,1797586
arabidopsis,aridity_index,AT3G29035,Chr3_11035078.0,1.12307e-11,in_gene,0,3,11035078
arabidopsis,aridity_index,AT3G29035,Chr3_11035359.0,1.12307e-11,downstream,51,3,11035359
arabidopsis,aridity_index,AT4G11030,Chr4_6738504.0,1.147298e-11,in_gene,0,4,6738504
arabidopsis,aridity_index,AT4G08910,Chr4_5715192.0,1.247765e-11,downstream,1808,4,5715192
arabidopsis,aridity_index,AT4G08910,Chr4_5715492.0,1.247765e-11,downstream,2108,4,5715492
arabidopsis,aridity_index,AT4G08910,Chr4_5715718.0,1.247765e-11,downstream,2334,4,5715718
arabidopsis,aridity_index,AT4G08910,Chr4_5716216.0,1.247765e-11,downstream,2832,4,5716216
arabidopsis,aridity_index,AT4G08920,Chr4_5722100.0,1.247765e-11,upstream,2003,4,5722100
arabidopsis,aridity_index,AT4G08920,Chr4_5722150.0,1.247765e-11,upstream,1953,4,5722150
arabidopsis,aridity_index,AT4G11240,Chr4_6846766.0,1.473295e-11,upstream,346,4,6846766
arabidopsis,aridity_index,AT4G12040,Chr4_7217231.0,1.607069e-11,downstream,1242,4,7217231
arabidopsis,aridity_index,AT5G57180,Chr5_23166718.0,1.788543e-11,upstream,1124,5,23166718
arabidopsis,aridity_index,AT4G09800,Chr4_6173433.0,1.83096e-11,upstream,282,4,6173433
arabidopsis,aridity_index,AT4G09030,Chr4_5791233.0,1.862492e-11,upstream,974,4,5791233
arabidopsis,aridity_index,AT4G11140,Chr4_6791962.0,1.868113e-11,upstream,2814,4,6791962
arabidopsis,aridity_index,AT4G01820,Chr4_783895.0,1.913702e-11,in_gene,0,4,783895
arabidopsis,aridity_index,AT4G01800,Chr4_771790.0,1.913702e-11,in_gene,0,4,771790
arabidopsis,aridity_index,AT5G64520,Chr5_25790765.0,1.970346e-11,downstream,401,5,25790765
arabidopsis,aridity_index,AT4G16860,Chr4_9492936.0,2.139504e-11,in_gene,0,4,9492936
arabidopsis,aridity_index,AT4G11050,Chr4_6752070.0,2.143818e-11,downstream,759,4,6752070
arabidopsis,aridity_index,AT4G08500,Chr4_5403058.0,2.569748e-11,upstream,695,4,5403058
arabidopsis,aridity_index,AT4G08500,Chr4_5403433.0,2.569748e-11,upstream,320,4,5403433
arabidopsis,aridity_index,AT4G08500,Chr4_5406585.0,2.569748e-11,in_gene,0,4,5406585
arabidopsis,aridity_index,AT4G09350,Chr4_5934085.0,2.759102e-11,downstream,1933,4,5934085
arabidopsis,aridity_index,AT4G36980,Chr4_17434183.0,3.002674e-11,in_gene,0,4,17434183
arabidopsis,aridity_index,AT4G36988,Chr4_17438891.0,3.002674e-11,upstream,1286,4,17438891
arabidopsis,aridity_index,AT4G10970,Chr4_6724529.0,3.010083e-11,downstream,2309,4,6724529
arabidopsis,aridity_index,AT4G11040,Chr4_6747053.0,3.375779e-11,downstream,109,4,6747053
arabidopsis,aridity_index,AT2G15318,Chr2_6663258.0,3.530458e-11,upstream,1502,2,6663258
arabidopsis,aridity_index,AT1G03830,Chr1_964428.0,3.564843e-11,in_gene,0,1,964428
arabidopsis,aridity_index,AT1G03830,Chr1_964643.0,3.564843e-11,in_gene,0,1,964643
arabidopsis,aridity_index,AT4G08593,Chr4_5473615.0,3.713241e-11,downstream,3149,4,5473615
arabidopsis,aridity_index,AT4G10320,Chr4_6397106.0,3.762936e-11,upstream,224,4,6397106
arabidopsis,aridity_index,AT4G28025,Chr4_13936570.0,3.837132e-11,in_gene,0,4,13936570
arabidopsis,aridity_index,AT4G08593,Chr4_5473500.0,3.851458e-11,downstream,3034,4,5473500
arabidopsis,aridity_index,AT4G11310,Chr4_6885462.0,3.88246e-11,in_gene,0,4,6885462
arabidopsis,aridity_index,AT4G11310,Chr4_6886369.0,3.88246e-11,downstream,852,4,6886369
arabidopsis,aridity_index,AT4G11320,Chr4_6886877.0,3.88246e-11,upstream,377,4,6886877
arabidopsis,aridity_index,AT5G64813,Chr5_25911418.0,4.195631e-11,in_gene,0,5,25911418
arabidopsis,aridity_index,AT5G64840,Chr5_25918353.0,4.195631e-11,in_gene,0,5,25918353
arabidopsis,aridity_index,AT4G02005,Chr4_878828.0,4.671664e-11,in_gene,0,4,878828
arabidopsis,aridity_index,AT4G02010,Chr4_882498.0,4.671664e-11,in_gene,0,4,882498
arabidopsis,aridity_index,AT4G02010,Chr4_882499.0,4.671664e-11,in_gene,0,4,882499
arabidopsis,aridity_index,AT4G08593,Chr4_5472971.0,6.244772e-11,downstream,2505,4,5472971
arabidopsis,aridity_index,AT4G01850,Chr4_796559.0,6.523657e-11,in_gene,0,4,796559
arabidopsis,aridity_index,AT4G15560,Chr4_8881684.0,7.469294e-11,upstream,2223,4,8881684
arabidopsis,aridity_index,AT5G57130,Chr5_23142735.0,7.738381e-11,upstream,2245,5,23142735
arabidopsis,aridity_index,AT5G57130,Chr5_23141509.0,7.738381e-11,upstream,3471,5,23141509
arabidopsis,aridity_index,AT5G57130,Chr5_23141567.0,7.738381e-11,upstream,3413,5,23141567
arabidopsis,aridity_index,AT1G03620,Chr1_905017.0,8.016488e-11,in_gene,0,1,905017
arabidopsis,aridity_index,AT4G09350,Chr4_5929556.0,8.132639e-11,upstream,1695,4,5929556
arabidopsis,aridity_index,AT1G03850,Chr1_975124.0,9.139062e-11,upstream,973,1,975124
arabidopsis,aridity_index,AT4G08500,Chr4_5402743.0,1.036923e-10,upstream,1010,4,5402743
arabidopsis,aridity_index,AT1G03830,Chr1_962677.0,1.042765e-10,in_gene,0,1,962677
arabidopsis,aridity_index,AT4G14760,Chr4_8474622.0,1.070246e-10,upstream,835,4,8474622
arabidopsis,aridity_index,AT3G50710,Chr3_18844682.0,1.083332e-10,upstream,517,3,18844682
arabidopsis,aridity_index,AT4G14730,Chr4_8448085.0,1.089126e-10,upstream,464,4,8448085
arabidopsis,aridity_index,AT4G15530,Chr4_8871438.0,1.115132e-10,downstream,471,4,8871438
arabidopsis,aridity_index,AT4G15530,Chr4_8871467.0,1.115132e-10,downstream,500,4,8871467
arabidopsis,aridity_index,AT4G15530,Chr4_8871991.0,1.115132e-10,downstream,1024,4,8871991
arabidopsis,aridity_index,AT5G57130,Chr5_23143895.0,1.22406e-10,upstream,1085,5,23143895
arabidopsis,aridity_index,AT4G31640,Chr4_15330171.0,1.260163e-10,downstream,482,4,15330171
arabidopsis,aridity_index,AT4G15715,Chr4_8947551.0,1.267859e-10,downstream,1617,4,8947551
arabidopsis,aridity_index,AT4G10220,Chr4_6362647.0,1.29003e-10,in_gene,0,4,6362647
arabidopsis,aridity_index,AT4G02940,Chr4_1303065.0,1.302085e-10,upstream,3438,4,1303065
arabidopsis,aridity_index,AT4G02235,Chr4_982500.0,1.342609e-10,downstream,789,4,982500
arabidopsis,aridity_index,AT4G11050,Chr4_6747801.0,1.464406e-10,in_gene,0,4,6747801
arabidopsis,aridity_index,AT4G01900,Chr4_823443.0,1.483237e-10,in_gene,0,4,823443
arabidopsis,aridity_index,AT4G16860,Chr4_9492804.0,1.533346e-10,in_gene,0,4,9492804
arabidopsis,aridity_index,AT4G01180,Chr4_502944.0,1.557369e-10,in_gene,0,4,502944
arabidopsis,aridity_index,AT4G01240,Chr4_519361.0,1.557369e-10,in_gene,0,4,519361
arabidopsis,aridity_index,AT4G08590,Chr4_5466520.0,1.708382e-10,in_gene,0,4,5466520
arabidopsis,aridity_index,AT4G01900,Chr4_823650.0,1.737619e-10,downstream,127,4,823650
arabidopsis,aridity_index,AT4G08593,Chr4_5479492.0,1.87127e-10,downstream,9026,4,5479492
arabidopsis,aridity_index,AT4G08620,Chr4_5490423.0,1.87127e-10,upstream,9890,4,5490423
arabidopsis,aridity_index,AT4G08620,Chr4_5491430.0,1.87127e-10,upstream,8883,4,5491430
arabidopsis,aridity_index,AT1G73600,Chr1_27669320.0,2.046544e-10,in_gene,0,1,27669320
arabidopsis,aridity_index,AT1G35630,Chr1_13162722.0,2.395009e-10,upstream,244,1,13162722
arabidopsis,aridity_index,AT4G09000,Chr4_5774510.0,2.416396e-10,upstream,700,4,5774510
arabidopsis,aridity_index,AT4G11310,Chr4_6881119.0,2.438788e-10,upstream,2432,4,6881119
arabidopsis,aridity_index,AT4G10740,Chr4_6616774.0,2.449607e-10,upstream,369,4,6616774
arabidopsis,aridity_index,AT4G09880,Chr4_6211042.0,2.500855e-10,upstream,3582,4,6211042
arabidopsis,aridity_index,AT4G15920,Chr4_9031324.0,2.536944e-10,in_gene,0,4,9031324
arabidopsis,aridity_index,AT4G02290,Chr4_1002488.0,2.729177e-10,in_gene,0,4,1002488
arabidopsis,aridity_index,AT4G11140,Chr4_6796359.0,2.802939e-10,downstream,566,4,6796359
arabidopsis,aridity_index,AT1G07510,Chr1_2308073.0,2.803287e-10,in_gene,0,1,2308073
arabidopsis,aridity_index,AT1G07520,Chr1_2309730.0,2.803287e-10,in_gene,0,1,2309730
arabidopsis,aridity_index,AT4G15920,Chr4_9030278.0,2.926212e-10,upstream,239,4,9030278
arabidopsis,aridity_index,AT4G15920,Chr4_9030651.0,2.926212e-10,in_gene,0,4,9030651
arabidopsis,aridity_index,AT4G10430,Chr4_6458652.0,3.030386e-10,downstream,563,4,6458652
arabidopsis,aridity_index,AT4G11030,Chr4_6742521.0,3.066053e-10,downstream,292,4,6742521
arabidopsis,aridity_index,AT4G11030,Chr4_6742608.0,3.066053e-10,downstream,379,4,6742608
arabidopsis,aridity_index,AT4G11030,Chr4_6742339.0,3.066053e-10,downstream,110,4,6742339
arabidopsis,aridity_index,AT4G11030,Chr4_6742473.0,3.066053e-10,downstream,244,4,6742473
arabidopsis,aridity_index,AT4G09880,Chr4_6213114.0,3.433684e-10,upstream,1510,4,6213114
arabidopsis,aridity_index,AT4G11190,Chr4_6829906.0,3.506607e-10,downstream,2523,4,6829906
arabidopsis,aridity_index,AT2G20300,Chr2_8754208.0,3.625625e-10,upstream,1717,2,8754208
arabidopsis,aridity_index,AT4G01970,Chr4_861575.0,3.669375e-10,downstream,4567,4,861575
arabidopsis,aridity_index,AT5G56250,Chr5_22772822.0,3.795444e-10,in_gene,0,5,22772822
arabidopsis,aridity_index,AT1G03920,Chr1_1002582.0,3.968574e-10,in_gene,0,1,1002582
arabidopsis,aridity_index,AT4G09360,Chr4_5952150.0,4.034824e-10,downstream,8870,4,5952150
arabidopsis,aridity_index,AT4G09880,Chr4_6211733.0,4.053284e-10,upstream,2891,4,6211733
arabidopsis,aridity_index,AT4G09880,Chr4_6212543.0,4.053284e-10,upstream,2081,4,6212543
arabidopsis,aridity_index,AT4G09880,Chr4_6212544.0,4.053284e-10,upstream,2080,4,6212544
arabidopsis,aridity_index,AT4G01800,Chr4_773565.0,4.27096e-10,in_gene,0,4,773565
arabidopsis,aridity_index,AT4G36910,Chr4_17391226.0,4.726394e-10,in_gene,0,4,17391226
arabidopsis,aridity_index,AT4G34000,Chr4_16295401.0,4.958141e-10,upstream,29,4,16295401
arabidopsis,aridity_index,AT2G44280,Chr2_18304062.0,4.993189e-10,in_gene,0,2,18304062
arabidopsis,aridity_index,AT4G09880,Chr4_6211730.0,5.153146e-10,upstream,2894,4,6211730
arabidopsis,aridity_index,AT5G58010,Chr5_23483675.0,5.37956e-10,in_gene,0,5,23483675
arabidopsis,aridity_index,AT3G15470,Chr3_5222931.0,5.454782e-10,downstream,2713,3,5222931
arabidopsis,aridity_index,AT4G02920,Chr4_1294094.0,5.619687e-10,in_gene,0,4,1294094
arabidopsis,aridity_index,AT4G15530,Chr4_8871915.0,5.943375e-10,downstream,948,4,8871915
arabidopsis,aridity_index,AT1G07920,Chr1_2455179.0,5.974919e-10,in_gene,0,1,2455179
arabidopsis,aridity_index,AT4G11050,Chr4_6748408.0,6.104611e-10,in_gene,0,4,6748408
arabidopsis,aridity_index,AT4G11050,Chr4_6748732.0,6.104611e-10,in_gene,0,4,6748732
arabidopsis,aridity_index,AT4G01950,Chr4_848767.0,6.357136e-10,downstream,1980,4,848767
arabidopsis,aridity_index,AT4G09360,Chr4_5941084.0,6.388658e-10,in_gene,0,4,5941084
arabidopsis,aridity_index,AT4G09360,Chr4_5942171.0,6.388658e-10,in_gene,0,4,5942171
arabidopsis,aridity_index,AT4G01925,Chr4_835109.0,6.543055e-10,downstream,769,4,835109
arabidopsis,aridity_index,AT4G01860,Chr4_801407.0,6.555099e-10,in_gene,0,4,801407
arabidopsis,aridity_index,AT5G58003,Chr5_23479847.0,6.717133e-10,in_gene,0,5,23479847
arabidopsis,aridity_index,AT4G08570,Chr4_5455375.0,6.893696e-10,in_gene,0,4,5455375
arabidopsis,aridity_index,AT4G15530,Chr4_8870067.0,6.996312e-10,in_gene,0,4,8870067
arabidopsis,aridity_index,AT4G01970,Chr4_857625.0,7.039929e-10,downstream,617,4,857625
arabidopsis,aridity_index,AT4G01970,Chr4_855278.0,7.039929e-10,in_gene,0,4,855278
arabidopsis,aridity_index,AT4G11310,Chr4_6885046.0,7.056118e-10,in_gene,0,4,6885046
arabidopsis,aridity_index,AT3G61410,Chr3_22721309.0,7.121831e-10,in_gene,0,3,22721309
arabidopsis,aridity_index,AT3G61415,Chr3_22725174.0,7.121831e-10,in_gene,0,3,22725174
arabidopsis,aridity_index,AT3G61420,Chr3_22730346.0,7.121831e-10,in_gene,0,3,22730346
arabidopsis,aridity_index,AT1G77670,Chr1_29191162.0,7.143986e-10,downstream,187,1,29191162
arabidopsis,aridity_index,AT3G52750,Chr3_19553196.0,7.307987e-10,downstream,182,3,19553196
arabidopsis,aridity_index,AT4G09350,Chr4_5934841.0,8.007203e-10,downstream,2689,4,5934841
arabidopsis,aridity_index,AT4G14770,Chr4_8481278.0,8.682118e-10,upstream,92,4,8481278
arabidopsis,aridity_index,AT2G11778,Chr2_4732982.0,8.851327e-10,downstream,4743,2,4732982
arabidopsis,aridity_index,AT4G11050,Chr4_6747305.0,8.924835e-10,upstream,162,4,6747305
arabidopsis,aridity_index,AT4G08097,Chr4_4996591.0,9.176346e-10,upstream,7505,4,4996591
arabidopsis,aridity_index,AT4G12040,Chr4_7214784.0,9.431452e-10,in_gene,0,4,7214784
arabidopsis,aridity_index,AT4G12050,Chr4_7219123.0,9.431452e-10,upstream,701,4,7219123
arabidopsis,aridity_index,AT4G12050,Chr4_7219715.0,9.431452e-10,upstream,109,4,7219715
arabidopsis,aridity_index,AT1G03830,Chr1_966505.0,9.504952e-10,in_gene,0,1,966505
arabidopsis,aridity_index,AT1G03840,Chr1_969325.0,9.504952e-10,in_gene,0,1,969325
arabidopsis,aridity_index,AT4G09880,Chr4_6209890.0,9.695953e-10,upstream,4734,4,6209890
arabidopsis,aridity_index,AT2G01150,Chr2_99679.0,9.747504e-10,upstream,970,2,99679
arabidopsis,aridity_index,AT4G10350,Chr4_6414687.0,9.816057e-10,upstream,569,4,6414687
arabidopsis,aridity_index,AT4G14746,Chr4_8460772.0,1.032781e-09,upstream,1842,4,8460772
arabidopsis,aridity_index,AT4G00490,Chr4_221402.0,1.044754e-09,upstream,918,4,221402
arabidopsis,aridity_index,AT4G12050,Chr4_7218387.0,1.15833e-09,upstream,1437,4,7218387
arabidopsis,aridity_index,AT4G34000,Chr4_16295290.0,1.19974e-09,upstream,140,4,16295290
arabidopsis,aridity_index,AT5G37250,Chr5_14746744.0,1.306254e-09,upstream,3649,5,14746744
arabidopsis,aridity_index,AT2G15500,Chr2_6766190.0,1.310302e-09,downstream,1439,2,6766190
arabidopsis,aridity_index,AT2G15530,Chr2_6772151.0,1.310302e-09,upstream,738,2,6772151
arabidopsis,aridity_index,AT2G15530,Chr2_6776473.0,1.310302e-09,in_gene,0,2,6776473
arabidopsis,aridity_index,AT4G14746,Chr4_8464778.0,1.490431e-09,downstream,452,4,8464778
arabidopsis,aridity_index,AT1G77655,Chr1_29183680.0,1.535418e-09,downstream,508,1,29183680
arabidopsis,aridity_index,AT1G77655,Chr1_29183783.0,1.535418e-09,downstream,611,1,29183783
arabidopsis,aridity_index,AT1G35780,Chr1_13268761.0,1.611263e-09,upstream,8513,1,13268761
arabidopsis,aridity_index,AT1G77720,Chr1_29210792.0,1.715952e-09,in_gene,0,1,29210792
arabidopsis,aridity_index,AT4G08593,Chr4_5477939.0,1.762559e-09,downstream,7473,4,5477939
arabidopsis,aridity_index,AT4G01140,Chr4_489725.0,1.773505e-09,upstream,1024,4,489725
arabidopsis,aridity_index,AT4G12050,Chr4_7224363.0,1.774605e-09,downstream,3035,4,7224363
