Orthogroup	Maize_gene	Maize_pvalue_max	Sorghum_gene	Sorghum_pvalue_max	Rice_gene	Rice_pvalue_max	Barley_gene	Barley_pvalue_max	Arabidopsis_gene	Arabidopsis_pvalue_max	Gene_count
294240at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64100	AT5G64100:1.25366e-10	1
296017at3193	NA	NA	NA	NA	LOC_Os10g04660	LOC_Os10g04660:3.08712e-10	NA	NA	NA	NA	1
300840at2759	NA	NA	NA	NA	LOC_Os10g05050	LOC_Os10g05050:1.53611e-15	NA	NA	NA	NA	1
300840at3193	NA	NA	NA	NA	LOC_Os10g05050	LOC_Os10g05050:1.53611e-15	NA	NA	NA	NA	1
300840at33090	NA	NA	NA	NA	LOC_Os10g05050	LOC_Os10g05050:1.53611e-15	NA	NA	NA	NA	1
320707at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G08320	AT4G08320:1.55519e-09	1
32195at38820	NA	NA	NA	NA	LOC_Os10g04770	LOC_Os10g04770:6.3711e-12	NA	NA	NA	NA	1
32195at4447	NA	NA	NA	NA	LOC_Os10g04770	LOC_Os10g04770:6.3711e-12	NA	NA	NA	NA	1
326892at2759	NA	NA	NA	NA	LOC_Os10g04780	LOC_Os10g04780:6.3711e-12	NA	NA	NA	NA	1
374856at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64010	AT5G64010:1.25366e-10	1
39252at38820	NA	NA	NA	NA	LOC_Os03g06920	LOC_Os03g06920:1.04546e-10	NA	NA	NA	NA	1
39252at4447	NA	NA	NA	NA	LOC_Os03g06920	LOC_Os03g06920:1.04546e-10	NA	NA	NA	NA	1
406756at2759	NA	NA	NA	NA	LOC_Os12g02680	LOC_Os12g02680:1.02516e-10	NA	NA	NA	NA	1
406756at3193	NA	NA	NA	NA	LOC_Os12g02680	LOC_Os12g02680:1.02516e-10	NA	NA	NA	NA	1
406756at33090	NA	NA	NA	NA	LOC_Os12g02680	LOC_Os12g02680:1.02516e-10	NA	NA	NA	NA	1
40840at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64100	AT5G64100:1.25366e-10	1
434022at2759	NA	NA	NA	NA	LOC_Os10g04890	LOC_Os10g04890:4.29448e-09	NA	NA	NA	NA	1
434022at3193	NA	NA	NA	NA	LOC_Os10g04890	LOC_Os10g04890:4.29448e-09	NA	NA	NA	NA	1
434022at33090	NA	NA	NA	NA	LOC_Os10g04890	LOC_Os10g04890:4.29448e-09	NA	NA	NA	NA	1
434752at71240	NA	NA	NA	NA	NA	NA	NA	NA	AT4G08300	AT4G08300:1.55519e-09	1
44108at38820	NA	NA	NA	NA	LOC_Os10g04860	LOC_Os10g04860:3.53647e-11	NA	NA	NA	NA	1
44108at4447	NA	NA	NA	NA	LOC_Os10g04860	LOC_Os10g04860:3.53647e-11	NA	NA	NA	NA	1
446902at3193	NA	NA	NA	NA	LOC_Os03g06900	LOC_Os03g06900:1.04546e-10	NA	NA	NA	NA	1
45059at38820	NA	NA	NA	NA	LOC_Os12g02680	LOC_Os12g02680:1.02516e-10	NA	NA	NA	NA	1
45059at4447	NA	NA	NA	NA	LOC_Os12g02680	LOC_Os12g02680:1.02516e-10	NA	NA	NA	NA	1
4608569at2759	NA	NA	NA	NA	LOC_Os10g04850	LOC_Os10g04850:3.53647e-11	NA	NA	NA	NA	1
47174at38820	NA	NA	SORBI_3006G037700	SORBI_3006G037700:3.28293e-09	NA	NA	NA	NA	NA	NA	1
47174at4447	NA	NA	SORBI_3006G037700	SORBI_3006G037700:3.28293e-09	NA	NA	NA	NA	NA	NA	1
4808809at2759	NA	NA	NA	NA	LOC_Os03g06900	LOC_Os03g06900:1.04546e-10	NA	NA	NA	NA	1
4816605at2759	NA	NA	NA	NA	LOC_Os03g06930	LOC_Os03g06930:1.04546e-10	NA	NA	NA	NA	1
4854762at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT4G08300	AT4G08300:1.55519e-09	1
4971501at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT4G08320	AT4G08320:1.55519e-09	1
49864at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64010	AT5G64010:1.25366e-10	1
4999782at2759	NA	NA	NA	NA	LOC_Os03g06920	LOC_Os03g06920:1.04546e-10	NA	NA	NA	NA	1
5013741at2759	NA	NA	NA	NA	LOC_Os10g04760	LOC_Os10g04760:6.3711e-12	NA	NA	NA	NA	1
5015589at2759	NA	NA	NA	NA	LOC_Os10g04860	LOC_Os10g04860:3.53647e-11	NA	NA	NA	NA	1
523026at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT4G08300	AT4G08300:1.55519e-09	1
523026at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT4G08300	AT4G08300:1.55519e-09	1
537499at2759	NA	NA	NA	NA	LOC_Os10g04980	LOC_Os10g04980:5.6354e-10	NA	NA	NA	NA	1
537499at33090	NA	NA	NA	NA	LOC_Os10g04980	LOC_Os10g04980:5.6354e-10	NA	NA	NA	NA	1
541526at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT4G08320	AT4G08320:1.55519e-09	1
58255at38820	NA	NA	NA	NA	LOC_Os03g06940	LOC_Os03g06940:1.04546e-10	NA	NA	NA	NA	1
58255at4447	NA	NA	NA	NA	LOC_Os03g06940	LOC_Os03g06940:1.04546e-10	NA	NA	NA	NA	1
60079at38820	NA	NA	NA	NA	LOC_Os10g04760	LOC_Os10g04760:6.3711e-12	NA	NA	NA	NA	1
60079at4447	NA	NA	NA	NA	LOC_Os10g04760	LOC_Os10g04760:6.3711e-12	NA	NA	NA	NA	1
601809at3193	NA	NA	NA	NA	LOC_Os10g04980	LOC_Os10g04980:5.6354e-10	NA	NA	NA	NA	1
60487at38820	NA	NA	NA	NA	LOC_Os03g06930	LOC_Os03g06930:1.04546e-10	NA	NA	NA	NA	1
60487at4447	NA	NA	NA	NA	LOC_Os03g06930	LOC_Os03g06930:1.04546e-10	NA	NA	NA	NA	1
611162at3193	NA	NA	NA	NA	LOC_Os12g06240	LOC_Os12g06240:5.52044e-09	NA	NA	NA	NA	1
611162at33090	NA	NA	NA	NA	LOC_Os12g06240	LOC_Os12g06240:5.52044e-09	NA	NA	NA	NA	1
61221at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64040	AT5G64040:1.25366e-10	1
621821at3193	NA	NA	NA	NA	LOC_Os03g06920	LOC_Os03g06920:1.04546e-10	NA	NA	NA	NA	1
621821at33090	NA	NA	NA	NA	LOC_Os03g06920	LOC_Os03g06920:1.04546e-10	NA	NA	NA	NA	1
626677at3193	NA	NA	NA	NA	LOC_Os10g04860	LOC_Os10g04860:3.53647e-11	NA	NA	NA	NA	1
62827at38820	NA	NA	NA	NA	LOC_Os10g04910	LOC_Os10g04910:5.6354e-10	NA	NA	NA	NA	1
62827at4447	NA	NA	NA	NA	LOC_Os10g04910	LOC_Os10g04910:5.6354e-10	NA	NA	NA	NA	1
629743at2759	NA	NA	SORBI_3006G037700	SORBI_3006G037700:3.28293e-09	NA	NA	NA	NA	NA	NA	1
629743at3193	NA	NA	SORBI_3006G037700	SORBI_3006G037700:3.28293e-09	NA	NA	NA	NA	NA	NA	1
629743at33090	NA	NA	SORBI_3006G037700	SORBI_3006G037700:3.28293e-09	NA	NA	NA	NA	NA	NA	1
640824at2759	NA	NA	NA	NA	LOC_Os03g06940	LOC_Os03g06940:1.04546e-10	NA	NA	NA	NA	1
640824at3193	NA	NA	NA	NA	LOC_Os03g06940	LOC_Os03g06940:1.04546e-10	NA	NA	NA	NA	1
640824at33090	NA	NA	NA	NA	LOC_Os03g06940	LOC_Os03g06940:1.04546e-10	NA	NA	NA	NA	1
643056at3193	NA	NA	NA	NA	LOC_Os03g06930	LOC_Os03g06930:1.04546e-10	NA	NA	NA	NA	1
649418at3193	NA	NA	NA	NA	LOC_Os10g05020	LOC_Os10g05020:1.53611e-15	NA	NA	NA	NA	1
652158at2759	NA	NA	NA	NA	LOC_Os10g04690	LOC_Os10g04690:3.08712e-10	NA	NA	NA	NA	1
652158at3193	NA	NA	NA	NA	LOC_Os10g04690	LOC_Os10g04690:3.08712e-10	NA	NA	NA	NA	1
652158at33090	NA	NA	NA	NA	LOC_Os10g04690	LOC_Os10g04690:3.08712e-10	NA	NA	NA	NA	1
656798at2759	NA	NA	NA	NA	LOC_Os10g04940	LOC_Os10g04940:5.6354e-10	NA	NA	NA	NA	1
656798at33090	NA	NA	NA	NA	LOC_Os10g04940	LOC_Os10g04940:5.6354e-10	NA	NA	NA	NA	1
658015at3193	NA	NA	NA	NA	LOC_Os10g04570	LOC_Os10g04570:2.7447e-10	NA	NA	NA	NA	1
658015at33090	NA	NA	NA	NA	LOC_Os10g04570	LOC_Os10g04570:2.7447e-10	NA	NA	NA	NA	1
663956at3193	NA	NA	NA	NA	LOC_Os10g04850	LOC_Os10g04850:3.53647e-11	NA	NA	NA	NA	1
66849at38820	NA	NA	NA	NA	LOC_Os10g05020	LOC_Os10g05020:1.53611e-15	NA	NA	NA	NA	1
66849at4447	NA	NA	NA	NA	LOC_Os10g05020	LOC_Os10g05020:1.53611e-15	NA	NA	NA	NA	1
671080at2759	NA	NA	NA	NA	LOC_Os10g05069	LOC_Os10g05069:1.53611e-15	NA	NA	NA	NA	1
671080at3193	NA	NA	NA	NA	LOC_Os10g05069	LOC_Os10g05069:1.53611e-15	NA	NA	NA	NA	1
671080at33090	NA	NA	NA	NA	LOC_Os10g05069	LOC_Os10g05069:1.53611e-15	NA	NA	NA	NA	1
67307at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT4G08320	AT4G08320:1.55519e-09	1
674166at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64010	AT5G64010:1.25366e-10	1
674166at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64010	AT5G64010:1.25366e-10	1
674166at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64010	AT5G64010:1.25366e-10	1
677486at2759	NA	NA	NA	NA	LOC_Os10g04950	LOC_Os10g04950:5.6354e-10	NA	NA	NA	NA	1
677486at3193	NA	NA	NA	NA	LOC_Os10g04950	LOC_Os10g04950:5.6354e-10	NA	NA	NA	NA	1
677486at33090	NA	NA	NA	NA	LOC_Os10g04950	LOC_Os10g04950:5.6354e-10	NA	NA	NA	NA	1
679084at2759	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.5HG0430940	HORVU.MOREX.r3.5HG0430940:1.59136e-09	NA	NA	1
679084at3193	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.5HG0430940	HORVU.MOREX.r3.5HG0430940:1.59136e-09	NA	NA	1
679084at33090	NA	NA	NA	NA	NA	NA	HORVU.MOREX.r3.5HG0430940	HORVU.MOREX.r3.5HG0430940:1.59136e-09	NA	NA	1
692790at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64080	AT5G64080:1.25366e-10	1
692790at3193	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64080	AT5G64080:1.25366e-10	1
692790at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64080	AT5G64080:1.25366e-10	1
693615at2759	NA	NA	NA	NA	LOC_Os10g04960	LOC_Os10g04960:5.6354e-10	NA	NA	NA	NA	1
693615at3193	NA	NA	NA	NA	LOC_Os10g04960	LOC_Os10g04960:5.6354e-10	NA	NA	NA	NA	1
693615at33090	NA	NA	NA	NA	LOC_Os10g04960	LOC_Os10g04960:5.6354e-10	NA	NA	NA	NA	1
69589at38820	NA	NA	NA	NA	LOC_Os10g04690	LOC_Os10g04690:3.08712e-10	NA	NA	NA	NA	1
69589at4447	NA	NA	NA	NA	LOC_Os10g04690	LOC_Os10g04690:3.08712e-10	NA	NA	NA	NA	1
7076at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64050	AT5G64050:1.25366e-10	1
708342at3193	NA	NA	NA	NA	LOC_Os10g04770	LOC_Os10g04770:6.3711e-12	NA	NA	NA	NA	1
717331at2759	NA	NA	NA	NA	LOC_Os12g06240	LOC_Os12g06240:5.52044e-09	NA	NA	NA	NA	1
748002at2759	NA	NA	NA	NA	LOC_Os10g05020	LOC_Os10g05020:1.53611e-15	NA	NA	NA	NA	1
748002at33090	NA	NA	NA	NA	LOC_Os10g05020	LOC_Os10g05020:1.53611e-15	NA	NA	NA	NA	1
75446at38820	NA	NA	NA	NA	LOC_Os10g04570	LOC_Os10g04570:2.7447e-10	NA	NA	NA	NA	1
75446at4447	NA	NA	NA	NA	LOC_Os10g04570	LOC_Os10g04570:2.7447e-10	NA	NA	NA	NA	1
755916at33090	NA	NA	NA	NA	LOC_Os03g06930	LOC_Os03g06930:1.04546e-10	NA	NA	NA	NA	1
765886at33090	NA	NA	NA	NA	LOC_Os10g04770	LOC_Os10g04770:6.3711e-12	NA	NA	NA	NA	1
771347at33090	NA	NA	NA	NA	LOC_Os10g04850	LOC_Os10g04850:3.53647e-11	NA	NA	NA	NA	1
772929at2759	NA	NA	NA	NA	LOC_Os10g04660	LOC_Os10g04660:3.08712e-10	NA	NA	NA	NA	1
772929at33090	NA	NA	NA	NA	LOC_Os10g04660	LOC_Os10g04660:3.08712e-10	NA	NA	NA	NA	1
791796at2759	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64040	AT5G64040:1.25366e-10	1
791796at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64040	AT5G64040:1.25366e-10	1
800996at33090	NA	NA	NA	NA	LOC_Os10g04760	LOC_Os10g04760:6.3711e-12	NA	NA	NA	NA	1
801303at33090	NA	NA	NA	NA	LOC_Os03g06900	LOC_Os03g06900:1.04546e-10	NA	NA	NA	NA	1
803474at33090	NA	NA	NA	NA	NA	NA	NA	NA	AT4G08320	AT4G08320:1.55519e-09	1
804192at33090	NA	NA	NA	NA	LOC_Os10g04860	LOC_Os10g04860:3.53647e-11	NA	NA	NA	NA	1
81387at38820	NA	NA	NA	NA	LOC_Os10g04850	LOC_Os10g04850:3.53647e-11	NA	NA	NA	NA	1
81387at4447	NA	NA	NA	NA	LOC_Os10g04850	LOC_Os10g04850:3.53647e-11	NA	NA	NA	NA	1
82454at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64090	AT5G64090:1.25366e-10	1
87250at3699	NA	NA	NA	NA	NA	NA	NA	NA	AT5G64080	AT5G64080:1.25366e-10	1
8762at38820	NA	NA	NA	NA	LOC_Os10g04940	LOC_Os10g04940:5.6354e-10	NA	NA	NA	NA	1
8762at4447	NA	NA	NA	NA	LOC_Os10g04940	LOC_Os10g04940:5.6354e-10	NA	NA	NA	NA	1
88511at38820	NA	NA	NA	NA	LOC_Os10g05069	LOC_Os10g05069:1.53611e-15	NA	NA	NA	NA	1
88511at4447	NA	NA	NA	NA	LOC_Os10g05069	LOC_Os10g05069:1.53611e-15	NA	NA	NA	NA	1
9292at38820	NA	NA	NA	NA	LOC_Os10g04890	LOC_Os10g04890:4.29448e-09	NA	NA	NA	NA	1
9292at4447	NA	NA	NA	NA	LOC_Os10g04890	LOC_Os10g04890:4.29448e-09	NA	NA	NA	NA	1
94917at38820	NA	NA	NA	NA	LOC_Os10g04950	LOC_Os10g04950:5.6354e-10	NA	NA	NA	NA	1
94917at4447	NA	NA	NA	NA	LOC_Os10g04950	LOC_Os10g04950:5.6354e-10	NA	NA	NA	NA	1
98113at38820	NA	NA	NA	NA	LOC_Os10g04660	LOC_Os10g04660:3.08712e-10	NA	NA	NA	NA	1
98113at4447	NA	NA	NA	NA	LOC_Os10g04660	LOC_Os10g04660:3.08712e-10	NA	NA	NA	NA	1
9952at38820	NA	NA	NA	NA	LOC_Os03g06900	LOC_Os03g06900:1.04546e-10	NA	NA	NA	NA	1
9952at4447	NA	NA	NA	NA	LOC_Os03g06900	LOC_Os03g06900:1.04546e-10	NA	NA	NA	NA	1
