chr,rs,ps,p_wald,n_genes_25kb,genes_in_25kb,closest_gene,closest_gene_id,closest_gene_distance_bp
3,Chr3_3993188.0,3993188,2.12884e-07,1,AT3G12580,AT3G12580,AT3G12580,0.0
3,Chr3_9649682.0,9649682,2.245171e-07,0,,,,
2,Chr2_6766190.0,6766190,2.450136e-07,0,,,,
2,Chr2_6772151.0,6772151,2.450136e-07,0,,,,
2,Chr2_6776473.0,6776473,2.450136e-07,1,AT2G15530,AT2G15530,AT2G15530,0.0
2,Chr2_9810513.0,9810513,2.462054e-07,0,,,,
4,Chr4_13318629.0,13318629,2.630244e-07,0,,,,
3,Chr3_7474937.0,7474937,2.816354e-07,1,AT3G21270,AT3G21270,AT3G21270,0.0
2,Chr2_7292327.0,7292327,3.251497e-07,0,,,,
2,Chr2_9840185.0,9840185,3.348192e-07,0,,,,
4,Chr4_9947507.0,9947507,3.55775e-07,1,AT4G17900,AT4G17900,AT4G17900,0.0
4,Chr4_9947795.0,9947795,3.55775e-07,1,AT4G17900,AT4G17900,AT4G17900,0.0
4,Chr4_9947807.0,9947807,3.55775e-07,1,AT4G17900,AT4G17900,AT4G17900,0.0
5,Chr5_16761111.0,16761111,3.763416e-07,1,AT5G41880,AT5G41880,AT5G41880,0.0
5,Chr5_16761370.0,16761370,3.763416e-07,1,AT5G41880,AT5G41880,AT5G41880,0.0
5,Chr5_18096695.0,18096695,3.827124e-07,1,AT5G44820,AT5G44820,AT5G44820,0.0
1,Chr1_1659779.0,1659779,3.882313e-07,0,,,,
1,Chr1_912684.0,912684,4.168883e-07,0,,,,
2,Chr2_9810514.0,9810514,4.803744e-07,0,,,,
2,Chr2_9840012.0,9840012,4.920778e-07,0,,,,
2,Chr2_9840014.0,9840014,4.920778e-07,0,,,,
5,Chr5_18188988.0,18188988,4.941907e-07,1,AT5G45070,AT5G45070,AT5G45070,0.0
5,Chr5_7516081.0,7516081,5.39975e-07,1,AT5G22610,AT5G22610,AT5G22610,0.0
5,Chr5_7516099.0,7516099,5.39975e-07,1,AT5G22610,AT5G22610,AT5G22610,0.0
5,Chr5_7516134.0,7516134,5.39975e-07,1,AT5G22610,AT5G22610,AT5G22610,0.0
5,Chr5_7516198.0,7516198,5.39975e-07,1,AT5G22610,AT5G22610,AT5G22610,0.0
5,Chr5_7516200.0,7516200,5.39975e-07,1,AT5G22610,AT5G22610,AT5G22610,0.0
2,Chr2_6725694.0,6725694,6.352354e-07,1,AT2G15420,AT2G15420,AT2G15420,0.0
1,Chr1_16268291.0,16268291,6.49003e-07,1,AT1G43170,AT1G43170,AT1G43170,0.0
3,Chr3_21057042.0,21057042,6.665159e-07,0,,,,
3,Chr3_21057043.0,21057043,6.665159e-07,0,,,,
1,Chr1_167698.0,167698,6.922238e-07,1,AT1G01453,AT1G01453,AT1G01453,0.0
2,Chr2_12230141.0,12230141,6.965334e-07,0,,,,
2,Chr2_9838296.0,9838296,7.007755e-07,1,AT2G23100,AT2G23100,AT2G23100,0.0
2,Chr2_9781506.0,9781506,7.014544e-07,1,AT2G22980,AT2G22980,AT2G22980,0.0
5,Chr5_12353082.0,12353082,7.080325e-07,0,,,,
2,Chr2_10284951.0,10284951,7.250269e-07,1,AT2G24190,AT2G24190,AT2G24190,0.0
2,Chr2_6777980.0,6777980,7.319176e-07,1,AT2G15530,AT2G15530,AT2G15530,0.0
1,Chr1_13572851.0,13572851,7.349511e-07,0,,,,
1,Chr1_13572899.0,13572899,7.349511e-07,0,,,,
2,Chr2_6767446.0,6767446,7.919272e-07,0,,,,
2,Chr2_6775564.0,6775564,7.919272e-07,1,AT2G15530,AT2G15530,AT2G15530,0.0
3,Chr3_9665776.0,9665776,7.963979e-07,0,,,,
2,Chr2_6768389.0,6768389,8.200387e-07,0,,,,
1,Chr1_27667463.0,27667463,8.763302e-07,0,,,,
1,Chr1_5618484.0,5618484,8.763332e-07,1,AT1G16445,AT1G16445,AT1G16445,0.0
2,Chr2_7291975.0,7291975,8.825728e-07,0,,,,
2,Chr2_7292077.0,7292077,8.825728e-07,0,,,,
4,Chr4_10255656.0,10255656,8.830963e-07,0,,,,
1,Chr1_23821173.0,23821173,8.846502e-07,0,,,,
1,Chr1_18331030.0,18331030,9.259781e-07,1,AT1G49520,AT1G49520,AT1G49520,0.0
4,Chr4_10946750.0,10946750,9.49769e-07,0,,,,
1,Chr1_1716032.0,1716032,9.629552e-07,1,AT1G05710,AT1G05710,AT1G05710,0.0
1,Chr1_1716807.0,1716807,9.629552e-07,1,AT1G05710,AT1G05710,AT1G05710,0.0
1,Chr1_1716885.0,1716885,9.629552e-07,1,AT1G05710,AT1G05710,AT1G05710,0.0
1,Chr1_1716948.0,1716948,9.629552e-07,1,AT1G05710,AT1G05710,AT1G05710,0.0
1,Chr1_1721407.0,1721407,9.629552e-07,0,,,,
1,Chr1_1721519.0,1721519,9.629552e-07,1,AT1G05750,AT1G05750,AT1G05750,0.0
1,Chr1_1721720.0,1721720,9.629552e-07,1,AT1G05750,AT1G05750,AT1G05750,0.0
1,Chr1_1722623.0,1722623,9.629552e-07,1,AT1G05750,AT1G05750,AT1G05750,0.0
1,Chr1_1722787.0,1722787,9.629552e-07,1,AT1G05750,AT1G05750,AT1G05750,0.0
1,Chr1_1723456.0,1723456,9.629552e-07,1,AT1G05750,AT1G05750,AT1G05750,0.0
1,Chr1_1723722.0,1723722,9.629552e-07,1,AT1G05750,AT1G05750,AT1G05750,0.0
1,Chr1_1723777.0,1723777,9.629552e-07,2,AT1G05750;AT1G05760,AT1G05750,AT1G05750,0.0
1,Chr1_1730329.0,1730329,9.629552e-07,1,AT1G05785,AT1G05785,AT1G05785,0.0
4,Chr4_8723944.0,8723944,9.767318e-07,1,AT4G15290,AT4G15290,AT4G15290,0.0
5,Chr5_6413712.0,6413712,9.871367e-07,0,,,,
5,Chr5_6414046.0,6414046,9.871367e-07,0,,,,
1,Chr1_25057982.0,25057982,1.05525e-06,1,AT1G67105,AT1G67105,AT1G67105,0.0
3,Chr3_11196873.0,11196873,1.057815e-06,0,,,,
4,Chr4_14750297.0,14750297,1.092521e-06,0,,,,
4,Chr4_17465017.0,17465017,1.094342e-06,1,AT4G37070,AT4G37070,AT4G37070,0.0
4,Chr4_17465080.0,17465080,1.094342e-06,1,AT4G37070,AT4G37070,AT4G37070,0.0
4,Chr4_11004297.0,11004297,1.094713e-06,0,,,,
4,Chr4_11004305.0,11004305,1.094713e-06,0,,,,
4,Chr4_11004355.0,11004355,1.094713e-06,0,,,,
4,Chr4_11004356.0,11004356,1.094713e-06,0,,,,
4,Chr4_11004358.0,11004358,1.094713e-06,0,,,,
4,Chr4_11004359.0,11004359,1.094713e-06,0,,,,
5,Chr5_7537948.0,7537948,1.123044e-06,1,AT5G22660,AT5G22660,AT5G22660,0.0
5,Chr5_8125256.0,8125256,1.127172e-06,0,,,,
5,Chr5_12712447.0,12712447,1.136276e-06,0,,,,
5,Chr5_12712761.0,12712761,1.136276e-06,0,,,,
1,Chr1_23238372.0,23238372,1.139148e-06,1,AT1G62760,AT1G62760,AT1G62760,0.0
3,Chr3_9655505.0,9655505,1.15166e-06,0,,,,
4,Chr4_10999188.0,10999188,1.1563e-06,0,,,,
2,Chr2_6790913.0,6790913,1.159708e-06,0,,,,
2,Chr2_6790939.0,6790939,1.159708e-06,0,,,,
3,Chr3_3729149.0,3729149,1.161406e-06,0,,,,
3,Chr3_3729150.0,3729150,1.161406e-06,0,,,,
2,Chr2_12224627.0,12224627,1.169934e-06,0,,,,
5,Chr5_12453036.0,12453036,1.20193e-06,0,,,,
2,Chr2_9852140.0,9852140,1.202821e-06,0,,,,
3,Chr3_12120645.0,12120645,1.224505e-06,0,,,,
2,Chr2_12230429.0,12230429,1.24325e-06,0,,,,
2,Chr2_9813813.0,9813813,1.249458e-06,1,AT2G23060,AT2G23060,AT2G23060,0.0
5,Chr5_6526958.0,6526958,1.249526e-06,1,AT5G19380,AT5G19380,AT5G19380,0.0
5,Chr5_6527151.0,6527151,1.249526e-06,1,AT5G19380,AT5G19380,AT5G19380,0.0
5,Chr5_6532050.0,6532050,1.249526e-06,1,AT5G19390,AT5G19390,AT5G19390,0.0
5,Chr5_6534435.0,6534435,1.249526e-06,1,AT5G19390,AT5G19390,AT5G19390,0.0
5,Chr5_6534569.0,6534569,1.249526e-06,1,AT5G19390,AT5G19390,AT5G19390,0.0
5,Chr5_6539082.0,6539082,1.249526e-06,0,,,,
5,Chr5_6544040.0,6544040,1.249526e-06,1,AT5G19400,AT5G19400,AT5G19400,0.0
5,Chr5_6558031.0,6558031,1.249526e-06,1,AT5G19440,AT5G19440,AT5G19440,0.0
5,Chr5_6561454.0,6561454,1.249526e-06,1,AT5G19450,AT5G19450,AT5G19450,0.0
5,Chr5_15735230.0,15735230,1.293919e-06,0,,,,
2,Chr2_9770697.0,9770697,1.309074e-06,0,,,,
2,Chr2_9819191.0,9819191,1.370089e-06,0,,,,
4,Chr4_18363477.0,18363477,1.382616e-06,1,AT4G39480,AT4G39480,AT4G39480,0.0
2,Chr2_9831330.0,9831330,1.403741e-06,0,,,,
2,Chr2_9831661.0,9831661,1.403741e-06,0,,,,
2,Chr2_9832212.0,9832212,1.403741e-06,1,AT2G23093,AT2G23093,AT2G23093,0.0
2,Chr2_9832244.0,9832244,1.403741e-06,1,AT2G23093,AT2G23093,AT2G23093,0.0
2,Chr2_9832333.0,9832333,1.403741e-06,1,AT2G23093,AT2G23093,AT2G23093,0.0
2,Chr2_9832402.0,9832402,1.403741e-06,1,AT2G23093,AT2G23093,AT2G23093,0.0
1,Chr1_29322076.0,29322076,1.424005e-06,1,AT1G77990,AT1G77990,AT1G77990,0.0
5,Chr5_18080916.0,18080916,1.436131e-06,0,,,,
1,Chr1_3206165.0,3206165,1.467161e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
2,Chr2_9843790.0,9843790,1.490604e-06,0,,,,
3,Chr3_16403327.0,16403327,1.497681e-06,1,AT3G44930,AT3G44930,AT3G44930,0.0
1,Chr1_13259545.0,13259545,1.505591e-06,0,,,,
3,Chr3_7071605.0,7071605,1.511309e-06,1,AT3G20280,AT3G20280,AT3G20280,0.0
3,Chr3_7074532.0,7074532,1.511309e-06,1,AT3G20280,AT3G20280,AT3G20280,0.0
3,Chr3_7085873.0,7085873,1.511309e-06,1,AT3G20310,AT3G20310,AT3G20310,0.0
2,Chr2_9840350.0,9840350,1.537853e-06,0,,,,
4,Chr4_10946710.0,10946710,1.538909e-06,0,,,,
1,Chr1_3208151.0,3208151,1.606219e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_16593631.0,16593631,1.612471e-06,0,,,,
3,Chr3_16219400.0,16219400,1.630764e-06,1,AT3G44670,AT3G44670,AT3G44670,0.0
3,Chr3_16219402.0,16219402,1.630764e-06,1,AT3G44670,AT3G44670,AT3G44670,0.0
5,Chr5_4942512.0,4942512,1.648215e-06,0,,,,
4,Chr4_6149715.0,6149715,1.704022e-06,1,AT4G09760,AT4G09760,AT4G09760,0.0
4,Chr4_6152310.0,6152310,1.704022e-06,0,,,,
1,Chr1_1494051.0,1494051,1.713743e-06,1,AT1G05170,AT1G05170,AT1G05170,0.0
2,Chr2_9832035.0,9832035,1.723339e-06,0,,,,
2,Chr2_9832070.0,9832070,1.723339e-06,0,,,,
2,Chr2_9832134.0,9832134,1.723339e-06,1,AT2G23093,AT2G23093,AT2G23093,0.0
3,Chr3_7390070.0,7390070,1.753349e-06,0,,,,
2,Chr2_2007614.0,2007614,1.766785e-06,0,,,,
5,Chr5_15794754.0,15794754,1.778938e-06,1,AT5G39471,AT5G39471,AT5G39471,0.0
2,Chr2_9840080.0,9840080,1.790023e-06,0,,,,
3,Chr3_6673799.0,6673799,1.852868e-06,1,AT3G19270,AT3G19270,AT3G19270,0.0
3,Chr3_16046529.0,16046529,1.887895e-06,1,AT3G44400,AT3G44400,AT3G44400,0.0
5,Chr5_15799436.0,15799436,1.965596e-06,0,,,,
3,Chr3_9658124.0,9658124,1.992496e-06,1,AT3G26370,AT3G26370,AT3G26370,0.0
4,Chr4_11004653.0,11004653,2.081563e-06,1,AT4G20380,AT4G20380,AT4G20380,0.0
4,Chr4_11004914.0,11004914,2.081563e-06,1,AT4G20380,AT4G20380,AT4G20380,0.0
4,Chr4_11004932.0,11004932,2.081563e-06,1,AT4G20380,AT4G20380,AT4G20380,0.0
4,Chr4_11004935.0,11004935,2.081563e-06,1,AT4G20380,AT4G20380,AT4G20380,0.0
4,Chr4_11004965.0,11004965,2.081563e-06,1,AT4G20380,AT4G20380,AT4G20380,0.0
4,Chr4_11005059.0,11005059,2.081563e-06,1,AT4G20380,AT4G20380,AT4G20380,0.0
4,Chr4_10223302.0,10223302,2.095301e-06,0,,,,
1,Chr1_1587439.0,1587439,2.098349e-06,1,AT1G05410,AT1G05410,AT1G05410,0.0
4,Chr4_1714214.0,1714214,2.155623e-06,0,,,,
2,Chr2_9848822.0,9848822,2.162873e-06,1,AT2G23140,AT2G23140,AT2G23140,0.0
2,Chr2_9851448.0,9851448,2.162873e-06,0,,,,
2,Chr2_9851507.0,9851507,2.162873e-06,0,,,,
2,Chr2_9769816.0,9769816,2.162982e-06,0,,,,
3,Chr3_15767124.0,15767124,2.184391e-06,0,,,,
3,Chr3_9841860.0,9841860,2.215161e-06,1,AT3G26750,AT3G26750,AT3G26750,0.0
2,Chr2_9829782.0,9829782,2.259193e-06,1,AT2G23090,AT2G23090,AT2G23090,0.0
3,Chr3_11747998.0,11747998,2.288711e-06,0,,,,
3,Chr3_12412214.0,12412214,2.308491e-06,0,,,,
1,Chr1_13107072.0,13107072,2.337399e-06,0,,,,
3,Chr3_12538791.0,12538791,2.373079e-06,0,,,,
2,Chr2_9062412.0,9062412,2.386176e-06,0,,,,
1,Chr1_15523394.0,15523394,2.398958e-06,0,,,,
5,Chr5_19734060.0,19734060,2.403588e-06,1,AT5G48657,AT5G48657,AT5G48657,0.0
1,Chr1_3202434.0,3202434,2.426452e-06,1,AT1G09850,AT1G09850,AT1G09850,0.0
1,Chr1_3202440.0,3202440,2.426452e-06,1,AT1G09850,AT1G09850,AT1G09850,0.0
1,Chr1_3202445.0,3202445,2.426452e-06,1,AT1G09850,AT1G09850,AT1G09850,0.0
1,Chr1_3202976.0,3202976,2.426452e-06,1,AT1G09850,AT1G09850,AT1G09850,0.0
1,Chr1_3203019.0,3203019,2.426452e-06,1,AT1G09850,AT1G09850,AT1G09850,0.0
1,Chr1_3203083.0,3203083,2.426452e-06,1,AT1G09850,AT1G09850,AT1G09850,0.0
1,Chr1_3203425.0,3203425,2.426452e-06,1,AT1G09850,AT1G09850,AT1G09850,0.0
1,Chr1_3204330.0,3204330,2.426452e-06,1,AT1G09860,AT1G09860,AT1G09860,0.0
1,Chr1_3205188.0,3205188,2.426452e-06,1,AT1G09860,AT1G09860,AT1G09860,0.0
1,Chr1_3205189.0,3205189,2.426452e-06,1,AT1G09860,AT1G09860,AT1G09860,0.0
1,Chr1_3205321.0,3205321,2.426452e-06,0,,,,
1,Chr1_3205324.0,3205324,2.426452e-06,0,,,,
1,Chr1_3205333.0,3205333,2.426452e-06,0,,,,
1,Chr1_3205416.0,3205416,2.426452e-06,0,,,,
1,Chr1_3205454.0,3205454,2.426452e-06,0,,,,
1,Chr1_3205492.0,3205492,2.426452e-06,0,,,,
1,Chr1_3205572.0,3205572,2.426452e-06,0,,,,
1,Chr1_3205573.0,3205573,2.426452e-06,0,,,,
1,Chr1_3205642.0,3205642,2.426452e-06,0,,,,
1,Chr1_3205778.0,3205778,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3205800.0,3205800,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3205928.0,3205928,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3205932.0,3205932,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3205940.0,3205940,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3205941.0,3205941,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3205958.0,3205958,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3205965.0,3205965,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3205994.0,3205994,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206003.0,3206003,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206030.0,3206030,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206183.0,3206183,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206205.0,3206205,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206253.0,3206253,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206580.0,3206580,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206583.0,3206583,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206586.0,3206586,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206626.0,3206626,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206635.0,3206635,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206787.0,3206787,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206799.0,3206799,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206857.0,3206857,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206863.0,3206863,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206880.0,3206880,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206885.0,3206885,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206923.0,3206923,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206926.0,3206926,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3206953.0,3206953,2.426452e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_422932.0,422932,2.441076e-06,0,,,,
2,Chr2_9056584.0,9056584,2.450315e-06,0,,,,
2,Chr2_9061196.0,9061196,2.450315e-06,1,AT2G21140,AT2G21140,AT2G21140,0.0
1,Chr1_24932850.0,24932850,2.49114e-06,1,AT1G66830,AT1G66830,AT1G66830,0.0
3,Chr3_3723508.0,3723508,2.514202e-06,1,AT3G11773,AT3G11773,AT3G11773,0.0
1,Chr1_11686922.0,11686922,2.537277e-06,0,,,,
2,Chr2_9048671.0,9048671,2.540576e-06,1,AT2G21100,AT2G21100,AT2G21100,0.0
3,Chr3_21010519.0,21010519,2.675269e-06,0,,,,
2,Chr2_4105936.0,4105936,2.757789e-06,0,,,,
1,Chr1_3203878.0,3203878,2.783294e-06,1,AT1G09850,AT1G09850,AT1G09850,0.0
1,Chr1_3207302.0,3207302,2.789478e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
5,Chr5_18172232.0,18172232,2.827412e-06,0,,,,
5,Chr5_15466317.0,15466317,2.85007e-06,1,AT5G38630,AT5G38630,AT5G38630,0.0
2,Chr2_8384261.0,8384261,2.918655e-06,1,AT2G19380,AT2G19380,AT2G19380,0.0
4,Chr4_11003982.0,11003982,2.943855e-06,0,,,,
4,Chr4_11004081.0,11004081,2.943855e-06,0,,,,
4,Chr4_11004085.0,11004085,2.943855e-06,0,,,,
4,Chr4_11004108.0,11004108,2.943855e-06,0,,,,
4,Chr4_11004184.0,11004184,2.943855e-06,0,,,,
4,Chr4_11004186.0,11004186,2.943855e-06,0,,,,
4,Chr4_11004310.0,11004310,2.943855e-06,0,,,,
4,Chr4_11004387.0,11004387,2.943855e-06,0,,,,
1,Chr1_8540637.0,8540637,2.969543e-06,0,,,,
2,Chr2_9835759.0,9835759,2.975432e-06,1,AT2G23096,AT2G23096,AT2G23096,0.0
1,Chr1_3207197.0,3207197,2.987163e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3207209.0,3207209,2.987163e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
1,Chr1_3207286.0,3207286,2.987163e-06,1,AT1G09870,AT1G09870,AT1G09870,0.0
4,Chr4_16059863.0,16059863,3.002022e-06,1,AT4G33330,AT4G33330,AT4G33330,0.0
1,Chr1_4326605.0,4326605,3.004966e-06,0,,,,
4,Chr4_10224710.0,10224710,3.026318e-06,0,,,,
4,Chr4_1731497.0,1731497,3.028761e-06,0,,,,
4,Chr4_1731498.0,1731498,3.028761e-06,0,,,,
3,Chr3_7449815.0,7449815,3.127397e-06,1,AT3G21230,AT3G21230,AT3G21230,0.0
5,Chr5_6192395.0,6192395,3.165956e-06,0,,,,
5,Chr5_11727363.0,11727363,3.207799e-06,0,,,,
1,Chr1_13149506.0,13149506,3.302127e-06,1,AT1G35614,AT1G35614,AT1G35614,0.0
2,Chr2_19466397.0,19466397,3.31724e-06,0,,,,
5,Chr5_6554238.0,6554238,3.322232e-06,1,AT5G19430,AT5G19430,AT5G19430,0.0
5,Chr5_6554473.0,6554473,3.322232e-06,1,AT5G19430,AT5G19430,AT5G19430,0.0
5,Chr5_6554644.0,6554644,3.322232e-06,1,AT5G19430,AT5G19430,AT5G19430,0.0
4,Chr4_17299551.0,17299551,3.329304e-06,1,AT4G36700,AT4G36700,AT4G36700,0.0
5,Chr5_15790813.0,15790813,3.342922e-06,0,,,,
1,Chr1_16824532.0,16824532,3.36726e-06,0,,,,
5,Chr5_16059182.0,16059182,3.427928e-06,0,,,,
5,Chr5_16059195.0,16059195,3.427928e-06,0,,,,
5,Chr5_16059223.0,16059223,3.427928e-06,0,,,,
5,Chr5_16059252.0,16059252,3.427928e-06,0,,,,
5,Chr5_16059259.0,16059259,3.427928e-06,0,,,,
5,Chr5_16059273.0,16059273,3.427928e-06,0,,,,
5,Chr5_24275906.0,24275906,3.433511e-06,1,AT5G60340,AT5G60340,AT5G60340,0.0
3,Chr3_3082287.0,3082287,3.479995e-06,1,AT3G10010,AT3G10010,AT3G10010,0.0
3,Chr3_2209959.0,2209959,3.485933e-06,1,AT3G07000,AT3G07000,AT3G07000,0.0
1,Chr1_6873141.0,6873141,3.523291e-06,1,AT1G19840,AT1G19840,AT1G19840,0.0
4,Chr4_16208528.0,16208528,3.564616e-06,0,,,,
1,Chr1_7385164.0,7385164,3.596761e-06,1,AT1G21090,AT1G21090,AT1G21090,0.0
1,Chr1_7385219.0,7385219,3.596761e-06,1,AT1G21090,AT1G21090,AT1G21090,0.0
4,Chr4_11004733.0,11004733,3.61373e-06,1,AT4G20380,AT4G20380,AT4G20380,0.0
