chr,rs,ps,p_wald,n_genes_25kb,genes_in_25kb,closest_gene,closest_gene_id,closest_gene_distance_bp
2,Chr2_18425410.0,18425410,1.083002e-13,1,AT2G44670,AT2G44670,AT2G44670,0.0
1,Chr1_17323200.0,17323200,1.194933e-13,1,AT1G47260,AT1G47260,AT1G47260,0.0
1,Chr1_9200238.0,9200238,1.337391e-13,0,,,,
5,Chr5_22984947.0,22984947,1.755567e-13,0,,,,
5,Chr5_22192482.0,22192482,2.207456e-13,0,,,,
3,Chr3_14319771.0,14319771,2.500904e-13,0,,,,
1,Chr1_5315092.0,5315092,2.515059e-13,0,,,,
2,Chr2_2849893.0,2849893,2.572977e-13,0,,,,
5,Chr5_21998933.0,21998933,2.592133e-13,0,,,,
2,Chr2_18390873.0,18390873,2.919277e-13,1,AT2G44550,AT2G44550,AT2G44550,0.0
2,Chr2_18391602.0,18391602,2.919277e-13,0,,,,
2,Chr2_18394031.0,18394031,2.919277e-13,0,,,,
1,Chr1_5042364.0,5042364,3.346973e-13,1,AT1G14685,AT1G14685,AT1G14685,0.0
5,Chr5_22691188.0,22691188,4.683135e-13,0,,,,
5,Chr5_22691191.0,22691191,4.683135e-13,0,,,,
5,Chr5_22691213.0,22691213,4.683135e-13,0,,,,
5,Chr5_22691224.0,22691224,4.683135e-13,0,,,,
3,Chr3_6406917.0,6406917,5.161783e-13,1,AT3G18610,AT3G18610,AT3G18610,0.0
1,Chr1_17065632.0,17065632,6.551447e-13,1,AT1G45130,AT1G45130,AT1G45130,0.0
1,Chr1_4988522.0,4988522,7.386313e-13,0,,,,
5,Chr5_21994861.0,21994861,8.008936e-13,1,AT5G54200,AT5G54200,AT5G54200,0.0
5,Chr5_22880561.0,22880561,9.939699e-13,0,,,,
3,Chr3_6406909.0,6406909,9.995185e-13,1,AT3G18610,AT3G18610,AT3G18610,0.0
3,Chr3_6406910.0,6406910,9.995185e-13,1,AT3G18610,AT3G18610,AT3G18610,0.0
3,Chr3_5008295.0,5008295,1.024818e-12,0,,,,
3,Chr3_4882753.0,4882753,1.057048e-12,1,AT3G14540,AT3G14540,AT3G14540,0.0
3,Chr3_4897774.0,4897774,1.057048e-12,1,AT3G14570,AT3G14570,AT3G14570,0.0
3,Chr3_4939726.0,4939726,1.057048e-12,0,,,,
5,Chr5_22679186.0,22679186,1.105183e-12,1,AT5G56000,AT5G56000,AT5G56000,0.0
5,Chr5_579508.0,579508,1.105374e-12,0,,,,
5,Chr5_579509.0,579509,1.105374e-12,0,,,,
5,Chr5_23794020.0,23794020,1.412186e-12,1,AT5G58920,AT5G58920,AT5G58920,0.0
5,Chr5_23803797.0,23803797,1.412186e-12,0,,,,
5,Chr5_23830371.0,23830371,1.412186e-12,1,AT5G59020,AT5G59020,AT5G59020,0.0
5,Chr5_23832205.0,23832205,1.412186e-12,0,,,,
5,Chr5_23904191.0,23904191,1.412186e-12,1,AT5G59250,AT5G59250,AT5G59250,0.0
5,Chr5_23924582.0,23924582,1.412186e-12,0,,,,
5,Chr5_23927196.0,23927196,1.412186e-12,0,,,,
5,Chr5_24315922.0,24315922,1.412186e-12,0,,,,
5,Chr5_24338712.0,24338712,1.412186e-12,1,AT5G60540,AT5G60540,AT5G60540,0.0
5,Chr5_24348701.0,24348701,1.412186e-12,1,AT5G60570,AT5G60570,AT5G60570,0.0
5,Chr5_24388521.0,24388521,1.412186e-12,0,,,,
5,Chr5_24388942.0,24388942,1.412186e-12,0,,,,
5,Chr5_24389544.0,24389544,1.412186e-12,0,,,,
5,Chr5_24390018.0,24390018,1.412186e-12,0,,,,
5,Chr5_24391353.0,24391353,1.412186e-12,0,,,,
5,Chr5_24392532.0,24392532,1.412186e-12,0,,,,
5,Chr5_24409994.0,24409994,1.412186e-12,0,,,,
5,Chr5_24417964.0,24417964,1.412186e-12,0,,,,
5,Chr5_24422041.0,24422041,1.412186e-12,1,AT5G60720,AT5G60720,AT5G60720,0.0
5,Chr5_24449371.0,24449371,1.412186e-12,0,,,,
5,Chr5_24458857.0,24458857,1.412186e-12,0,,,,
1,Chr1_17293784.0,17293784,1.451309e-12,0,,,,
5,Chr5_10368119.0,10368119,1.535915e-12,0,,,,
1,Chr1_8949183.0,8949183,1.679599e-12,1,AT1G25480,AT1G25480,AT1G25480,0.0
2,Chr2_18419817.0,18419817,1.745921e-12,1,AT2G44650,AT2G44650,AT2G44650,0.0
1,Chr1_17408752.0,17408752,1.880114e-12,0,,,,
2,Chr2_15335465.0,15335465,1.994046e-12,0,,,,
2,Chr2_15335466.0,15335466,1.994046e-12,0,,,,
1,Chr1_17339701.0,17339701,2.146325e-12,1,AT1G47300,AT1G47300,AT1G47300,0.0
3,Chr3_128936.0,128936,2.445283e-12,1,AT3G01340,AT3G01340,AT3G01340,0.0
1,Chr1_5297530.0,5297530,2.691e-12,0,,,,
1,Chr1_5299055.0,5299055,2.691e-12,1,AT1G15410,AT1G15410,AT1G15410,0.0
1,Chr1_5301941.0,5301941,2.691e-12,1,AT1G15420,AT1G15420,AT1G15420,0.0
1,Chr1_5301944.0,5301944,2.691e-12,1,AT1G15420,AT1G15420,AT1G15420,0.0
1,Chr1_5302079.0,5302079,2.691e-12,1,AT1G15420,AT1G15420,AT1G15420,0.0
1,Chr1_5312866.0,5312866,2.691e-12,1,AT1G15460,AT1G15460,AT1G15460,0.0
3,Chr3_7189929.0,7189929,2.8006e-12,1,AT3G20580,AT3G20580,AT3G20580,0.0
3,Chr3_7197194.0,7197194,2.8006e-12,1,AT3G20610,AT3G20610,AT3G20610,0.0
3,Chr3_7208473.0,7208473,2.8006e-12,0,,,,
1,Chr1_26666001.0,26666001,3.037548e-12,0,,,,
5,Chr5_21995811.0,21995811,3.585996e-12,1,AT5G54200,AT5G54200,AT5G54200,0.0
5,Chr5_23311557.0,23311557,3.640724e-12,1,AT5G57565,AT5G57565,AT5G57565,0.0
3,Chr3_7356906.0,7356906,4.25399e-12,1,AT3G20980,AT3G20980,AT3G20980,0.0
5,Chr5_17287785.0,17287785,4.430825e-12,0,,,,
5,Chr5_6984689.0,6984689,4.447108e-12,1,AT5G20640,AT5G20640,AT5G20640,0.0
1,Chr1_17294997.0,17294997,4.868037e-12,0,,,,
1,Chr1_21132648.0,21132648,5.441594e-12,0,,,,
1,Chr1_21135644.0,21135644,5.441594e-12,0,,,,
1,Chr1_21135648.0,21135648,5.441594e-12,0,,,,
1,Chr1_21136272.0,21136272,5.441594e-12,0,,,,
1,Chr1_21151220.0,21151220,5.441594e-12,0,,,,
1,Chr1_21151558.0,21151558,5.441594e-12,0,,,,
1,Chr1_21154818.0,21154818,5.441594e-12,0,,,,
1,Chr1_21155484.0,21155484,5.441594e-12,0,,,,
1,Chr1_21156373.0,21156373,5.441594e-12,0,,,,
1,Chr1_21157963.0,21157963,5.441594e-12,0,,,,
1,Chr1_21162779.0,21162779,5.441594e-12,1,AT1G56500,AT1G56500,AT1G56500,0.0
1,Chr1_21181508.0,21181508,5.441594e-12,0,,,,
1,Chr1_21185400.0,21185400,5.441594e-12,0,,,,
1,Chr1_21191215.0,21191215,5.441594e-12,1,AT1G56555,AT1G56555,AT1G56555,0.0
1,Chr1_21191846.0,21191846,5.441594e-12,1,AT1G56555,AT1G56555,AT1G56555,0.0
1,Chr1_21199752.0,21199752,5.441594e-12,0,,,,
1,Chr1_21200041.0,21200041,5.441594e-12,0,,,,
3,Chr3_22956446.0,22956446,5.699456e-12,1,AT3G61980,AT3G61980,AT3G61980,0.0
1,Chr1_17299404.0,17299404,5.744545e-12,0,,,,
1,Chr1_17300132.0,17300132,5.744545e-12,0,,,,
5,Chr5_24387040.0,24387040,6.062545e-12,0,,,,
1,Chr1_17289423.0,17289423,6.073775e-12,0,,,,
3,Chr3_21146917.0,21146917,6.099996e-12,0,,,,
1,Chr1_21061614.0,21061614,7.304308e-12,1,AT1G56250,AT1G56250,AT1G56250,0.0
5,Chr5_7113867.0,7113867,7.451462e-12,0,,,,
5,Chr5_7114761.0,7114761,7.451462e-12,0,,,,
5,Chr5_23453306.0,23453306,8.053639e-12,0,,,,
5,Chr5_21993457.0,21993457,8.132944e-12,1,AT5G54200,AT5G54200,AT5G54200,0.0
5,Chr5_21993553.0,21993553,8.132944e-12,1,AT5G54200,AT5G54200,AT5G54200,0.0
5,Chr5_21993583.0,21993583,8.132944e-12,1,AT5G54200,AT5G54200,AT5G54200,0.0
5,Chr5_21993724.0,21993724,8.132944e-12,1,AT5G54200,AT5G54200,AT5G54200,0.0
5,Chr5_21993778.0,21993778,8.132944e-12,1,AT5G54200,AT5G54200,AT5G54200,0.0
1,Chr1_16280454.0,16280454,8.635601e-12,0,,,,
1,Chr1_16320494.0,16320494,8.635601e-12,0,,,,
1,Chr1_16320669.0,16320669,8.635601e-12,0,,,,
1,Chr1_16363019.0,16363019,8.635601e-12,0,,,,
1,Chr1_16372028.0,16372028,8.635601e-12,0,,,,
1,Chr1_16374528.0,16374528,8.635601e-12,0,,,,
1,Chr1_16380552.0,16380552,8.635601e-12,0,,,,
1,Chr1_16381585.0,16381585,8.635601e-12,0,,,,
1,Chr1_16381642.0,16381642,8.635601e-12,0,,,,
1,Chr1_16388303.0,16388303,8.635601e-12,0,,,,
1,Chr1_19897945.0,19897945,8.728022e-12,0,,,,
1,Chr1_16073163.0,16073163,9.059957e-12,0,,,,
1,Chr1_25703794.0,25703794,9.35968e-12,0,,,,
1,Chr1_26959448.0,26959448,9.447063e-12,0,,,,
1,Chr1_4956965.0,4956965,9.646574e-12,1,AT1G14480,AT1G14480,AT1G14480,0.0
1,Chr1_5013089.0,5013089,9.646574e-12,1,AT1G14610,AT1G14610,AT1G14610,0.0
1,Chr1_5023956.0,5023956,9.646574e-12,1,AT1G14640,AT1G14640,AT1G14640,0.0
1,Chr1_9229706.0,9229706,9.971996e-12,1,AT1G26700,AT1G26700,AT1G26700,0.0
2,Chr2_4857028.0,4857028,1.049026e-11,0,,,,
5,Chr5_21946328.0,21946328,1.069169e-11,1,AT5G54080,AT5G54080,AT5G54080,0.0
2,Chr2_2709891.0,2709891,1.285438e-11,0,,,,
2,Chr2_2709914.0,2709914,1.285438e-11,0,,,,
1,Chr1_17367196.0,17367196,1.3181e-11,1,AT1G47370,AT1G47370,AT1G47370,0.0
5,Chr5_7091270.0,7091270,1.351428e-11,1,AT5G20900,AT5G20900,AT5G20900,0.0
1,Chr1_25608868.0,25608868,1.433877e-11,0,,,,
4,Chr4_4228790.0,4228790,1.457309e-11,0,,,,
5,Chr5_22703173.0,22703173,1.474774e-11,0,,,,
1,Chr1_26376841.0,26376841,1.659625e-11,0,,,,
1,Chr1_17063468.0,17063468,1.709836e-11,0,,,,
4,Chr4_9581774.0,9581774,1.88837e-11,1,AT4G17030,AT4G17030,AT4G17030,0.0
4,Chr4_9581835.0,9581835,1.88837e-11,1,AT4G17030,AT4G17030,AT4G17030,0.0
4,Chr4_9581934.0,9581934,1.88837e-11,1,AT4G17030,AT4G17030,AT4G17030,0.0
4,Chr4_9582040.0,9582040,1.88837e-11,1,AT4G17030,AT4G17030,AT4G17030,0.0
4,Chr4_9582204.0,9582204,1.88837e-11,1,AT4G17030,AT4G17030,AT4G17030,0.0
4,Chr4_3510909.0,3510909,1.945669e-11,0,,,,
4,Chr4_3512442.0,3512442,1.945669e-11,0,,,,
4,Chr4_3518882.0,3518882,1.945669e-11,0,,,,
4,Chr4_3521902.0,3521902,1.945669e-11,0,,,,
4,Chr4_3522177.0,3522177,1.945669e-11,0,,,,
1,Chr1_16870250.0,16870250,2.302933e-11,0,,,,
1,Chr1_17477033.0,17477033,2.325104e-11,0,,,,
5,Chr5_22691380.0,22691380,2.392345e-11,0,,,,
5,Chr5_22691391.0,22691391,2.392345e-11,0,,,,
3,Chr3_4848601.0,4848601,2.754905e-11,0,,,,
1,Chr1_26651308.0,26651308,2.773959e-11,0,,,,
1,Chr1_26665681.0,26665681,2.773959e-11,0,,,,
1,Chr1_9128790.0,9128790,2.796783e-11,0,,,,
2,Chr2_18376427.0,18376427,2.802708e-11,1,AT2G44500,AT2G44500,AT2G44500,0.0
5,Chr5_17243292.0,17243292,3.017975e-11,1,AT5G42980,AT5G42980,AT5G42980,0.0
5,Chr5_17247518.0,17247518,3.017975e-11,0,,,,
5,Chr5_17249271.0,17249271,3.017975e-11,1,AT5G43010,AT5G43010,AT5G43010,0.0
5,Chr5_17250674.0,17250674,3.017975e-11,1,AT5G43010,AT5G43010,AT5G43010,0.0
5,Chr5_17251151.0,17251151,3.017975e-11,0,,,,
5,Chr5_17279110.0,17279110,3.017975e-11,0,,,,
5,Chr5_17279854.0,17279854,3.017975e-11,0,,,,
5,Chr5_17279947.0,17279947,3.017975e-11,0,,,,
5,Chr5_17281845.0,17281845,3.017975e-11,0,,,,
5,Chr5_17283224.0,17283224,3.017975e-11,0,,,,
5,Chr5_17283935.0,17283935,3.017975e-11,0,,,,
5,Chr5_17285170.0,17285170,3.017975e-11,0,,,,
5,Chr5_17285202.0,17285202,3.017975e-11,0,,,,
5,Chr5_17289083.0,17289083,3.017975e-11,0,,,,
5,Chr5_17289086.0,17289086,3.017975e-11,0,,,,
5,Chr5_17289496.0,17289496,3.017975e-11,1,AT5G43070,AT5G43070,AT5G43070,0.0
5,Chr5_17290375.0,17290375,3.017975e-11,0,,,,
5,Chr5_17301716.0,17301716,3.017975e-11,1,AT5G43100,AT5G43100,AT5G43100,0.0
5,Chr5_17308621.0,17308621,3.017975e-11,0,,,,
5,Chr5_17309619.0,17309619,3.017975e-11,0,,,,
5,Chr5_17315128.0,17315128,3.017975e-11,0,,,,
5,Chr5_17319848.0,17319848,3.017975e-11,1,AT5G43130,AT5G43130,AT5G43130,0.0
5,Chr5_17355533.0,17355533,3.017975e-11,0,,,,
3,Chr3_22368168.0,22368168,3.055997e-11,0,,,,
5,Chr5_630615.0,630615,3.060207e-11,0,,,,
5,Chr5_630688.0,630688,3.060207e-11,0,,,,
3,Chr3_7214771.0,7214771,3.15269e-11,0,,,,
4,Chr4_698106.0,698106,3.227505e-11,0,,,,
1,Chr1_16449931.0,16449931,3.248207e-11,0,,,,
1,Chr1_4656367.0,4656367,3.291057e-11,0,,,,
3,Chr3_16225725.0,16225725,3.400768e-11,0,,,,
1,Chr1_9177353.0,9177353,3.653447e-11,1,AT1G26558,AT1G26558,AT1G26558,0.0
1,Chr1_9183314.0,9183314,3.653447e-11,1,AT1G26570,AT1G26570,AT1G26570,0.0
1,Chr1_9188137.0,9188137,3.653447e-11,0,,,,
1,Chr1_9192668.0,9192668,3.653447e-11,0,,,,
1,Chr1_9199787.0,9199787,3.653447e-11,0,,,,
1,Chr1_16437125.0,16437125,3.834346e-11,1,AT1G43630,AT1G43630,AT1G43630,0.0
1,Chr1_17290382.0,17290382,3.845995e-11,0,,,,
1,Chr1_5828537.0,5828537,3.874482e-11,0,,,,
1,Chr1_8951915.0,8951915,4.003743e-11,1,AT1G25490,AT1G25490,AT1G25490,0.0
1,Chr1_8955973.0,8955973,4.003743e-11,1,AT1G25500,AT1G25500,AT1G25500,0.0
1,Chr1_16149233.0,16149233,4.18509e-11,0,,,,
4,Chr4_6075444.0,6075444,4.247734e-11,1,AT4G09610,AT4G09610,AT4G09610,0.0
1,Chr1_5304760.0,5304760,4.587536e-11,1,AT1G15430,AT1G15430,AT1G15430,0.0
1,Chr1_5304761.0,5304761,4.587536e-11,1,AT1G15430,AT1G15430,AT1G15430,0.0
1,Chr1_5304762.0,5304762,4.587536e-11,1,AT1G15430,AT1G15430,AT1G15430,0.0
5,Chr5_22390048.0,22390048,4.67132e-11,1,AT5G55180,AT5G55180,AT5G55180,0.0
5,Chr5_24321197.0,24321197,4.741878e-11,1,AT5G60470,AT5G60470,AT5G60470,0.0
3,Chr3_22190029.0,22190029,4.801424e-11,0,,,,
3,Chr3_22193855.0,22193855,4.801424e-11,1,AT3G60100,AT3G60100,AT3G60100,0.0
3,Chr3_22194439.0,22194439,4.801424e-11,1,AT3G60100,AT3G60100,AT3G60100,0.0
3,Chr3_22195086.0,22195086,4.801424e-11,1,AT3G60100,AT3G60100,AT3G60100,0.0
1,Chr1_21390757.0,21390757,5.012502e-11,0,,,,
1,Chr1_21390764.0,21390764,5.012502e-11,0,,,,
2,Chr2_18390996.0,18390996,5.141814e-11,1,AT2G44550,AT2G44550,AT2G44550,0.0
5,Chr5_23699048.0,23699048,5.320146e-11,1,AT5G58640,AT5G58640,AT5G58640,0.0
5,Chr5_23700370.0,23700370,5.320146e-11,0,,,,
5,Chr5_22373013.0,22373013,5.713481e-11,1,AT5G55125,AT5G55125,AT5G55125,0.0
1,Chr1_4835227.0,4835227,6.127383e-11,0,,,,
5,Chr5_23502107.0,23502107,6.185716e-11,1,AT5G58080,AT5G58080,AT5G58080,0.0
5,Chr5_19040945.0,19040945,6.331697e-11,0,,,,
1,Chr1_9230470.0,9230470,6.450769e-11,1,AT1G26700,AT1G26700,AT1G26700,0.0
5,Chr5_22313651.0,22313651,6.857964e-11,1,AT5G54970,AT5G54970,AT5G54970,0.0
5,Chr5_8375714.0,8375714,6.904821e-11,0,,,,
1,Chr1_16766480.0,16766480,7.596704e-11,1,AT1G44100,AT1G44100,AT1G44100,0.0
1,Chr1_16766973.0,16766973,7.596704e-11,1,AT1G44100,AT1G44100,AT1G44100,0.0
1,Chr1_25653672.0,25653672,8.880769e-11,0,,,,
5,Chr5_22767907.0,22767907,8.889284e-11,0,,,,
3,Chr3_5039796.0,5039796,9.137458e-11,0,,,,
1,Chr1_16999383.0,16999383,9.338298e-11,0,,,,
5,Chr5_22574031.0,22574031,9.373135e-11,0,,,,
4,Chr4_9465500.0,9465500,9.979175e-11,0,,,,
5,Chr5_22682984.0,22682984,1.008855e-10,1,AT5G56010,AT5G56010,AT5G56010,0.0
5,Chr5_15998460.0,15998460,1.013159e-10,1,AT5G39970,AT5G39970,AT5G39970,0.0
1,Chr1_5524693.0,5524693,1.139963e-10,1,AT1G16120,AT1G16120,AT1G16120,0.0
1,Chr1_8953465.0,8953465,1.14668e-10,1,AT1G25490,AT1G25490,AT1G25490,0.0
1,Chr1_8957409.0,8957409,1.14668e-10,1,AT1G25500,AT1G25500,AT1G25500,0.0
5,Chr5_22684019.0,22684019,1.147943e-10,1,AT5G56010,AT5G56010,AT5G56010,0.0
5,Chr5_22684051.0,22684051,1.147943e-10,1,AT5G56010,AT5G56010,AT5G56010,0.0
5,Chr5_22684100.0,22684100,1.147943e-10,1,AT5G56010,AT5G56010,AT5G56010,0.0
5,Chr5_22684111.0,22684111,1.147943e-10,1,AT5G56010,AT5G56010,AT5G56010,0.0
5,Chr5_22684117.0,22684117,1.147943e-10,1,AT5G56010,AT5G56010,AT5G56010,0.0
5,Chr5_22684131.0,22684131,1.147943e-10,0,,,,
5,Chr5_22684135.0,22684135,1.147943e-10,0,,,,
1,Chr1_21390769.0,21390769,1.167454e-10,0,,,,
5,Chr5_22680243.0,22680243,1.247312e-10,0,,,,
5,Chr5_22680695.0,22680695,1.247312e-10,0,,,,
5,Chr5_22681460.0,22681460,1.247312e-10,1,AT5G56010,AT5G56010,AT5G56010,0.0
