chr,rs,ps,p_wald,n_genes_25kb,genes_in_25kb,closest_gene,closest_gene_id,closest_gene_distance_bp
1,Chr1_16974.0,16974,1.44505e-07,0,,,,
4,Chr4_11416445.0,11416445,1.454406e-07,0,,,,
5,Chr5_13988611.0,13988611,1.50404e-07,0,,,,
1,Chr1_26156313.0,26156313,1.518758e-07,0,,,,
1,Chr1_26156391.0,26156391,1.518758e-07,0,,,,
1,Chr1_26156412.0,26156412,1.518758e-07,0,,,,
5,Chr5_6712970.0,6712970,1.571025e-07,1,AT5G19855,AT5G19855,AT5G19855,0.0
3,Chr3_4809875.0,4809875,1.600471e-07,0,,,,
4,Chr4_17655399.0,17655399,1.613715e-07,0,,,,
1,Chr1_26570095.0,26570095,1.644317e-07,0,,,,
4,Chr4_6886055.0,6886055,1.702883e-07,0,,,,
1,Chr1_27984651.0,27984651,1.845588e-07,1,AT1G74453,AT1G74453,AT1G74453,0.0
3,Chr3_8198398.0,8198398,1.8894e-07,0,,,,
3,Chr3_8202053.0,8202053,1.8894e-07,1,AT3G23060,AT3G23060,AT3G23060,0.0
3,Chr3_8204366.0,8204366,1.8894e-07,1,AT3G23070,AT3G23070,AT3G23070,0.0
3,Chr3_8209299.0,8209299,1.8894e-07,1,AT3G23080,AT3G23080,AT3G23080,0.0
3,Chr3_18844682.0,18844682,1.92023e-07,0,,,,
3,Chr3_8191684.0,8191684,1.942448e-07,0,,,,
4,Chr4_4171527.0,4171527,2.024827e-07,0,,,,
1,Chr1_57121.0,57121,2.056843e-07,0,,,,
1,Chr1_60296.0,60296,2.056843e-07,0,,,,
5,Chr5_18447074.0,18447074,2.245341e-07,1,AT5G45510,AT5G45510,AT5G45510,0.0
3,Chr3_15122321.0,15122321,2.247184e-07,0,,,,
5,Chr5_547645.0,547645,2.275339e-07,1,AT5G02480,AT5G02480,AT5G02480,0.0
5,Chr5_22390916.0,22390916,2.327833e-07,0,,,,
5,Chr5_22392619.0,22392619,2.327833e-07,1,AT5G55190,AT5G55190,AT5G55190,0.0
5,Chr5_22397917.0,22397917,2.327833e-07,1,AT5G55220,AT5G55220,AT5G55220,0.0
5,Chr5_22403572.0,22403572,2.327833e-07,1,AT5G55230,AT5G55230,AT5G55230,0.0
1,Chr1_50563.0,50563,2.406501e-07,1,AT1G01100,AT1G01100,AT1G01100,0.0
1,Chr1_17210057.0,17210057,2.5225e-07,0,,,,
1,Chr1_17210280.0,17210280,2.5225e-07,0,,,,
5,Chr5_15108233.0,15108233,2.718186e-07,1,AT5G37940,AT5G37940,AT5G37940,0.0
1,Chr1_14952595.0,14952595,2.791948e-07,0,,,,
1,Chr1_4294080.0,4294080,2.881891e-07,0,,,,
5,Chr5_10819865.0,10819865,3.068356e-07,0,,,,
1,Chr1_17212607.0,17212607,3.090256e-07,0,,,,
1,Chr1_17213103.0,17213103,3.090256e-07,0,,,,
1,Chr1_4293233.0,4293233,3.129599e-07,0,,,,
2,Chr2_6767446.0,6767446,3.325707e-07,0,,,,
2,Chr2_6775564.0,6775564,3.325707e-07,1,AT2G15530,AT2G15530,AT2G15530,0.0
1,Chr1_15822413.0,15822413,3.376722e-07,0,,,,
1,Chr1_14503568.0,14503568,3.436603e-07,0,,,,
1,Chr1_26153343.0,26153343,3.436729e-07,1,AT1G69550,AT1G69550,AT1G69550,0.0
3,Chr3_17111830.0,17111830,3.447932e-07,0,,,,
5,Chr5_18453170.0,18453170,3.494617e-07,0,,,,
5,Chr5_18453275.0,18453275,3.494617e-07,0,,,,
3,Chr3_8201408.0,8201408,3.521761e-07,1,AT3G23060,AT3G23060,AT3G23060,0.0
5,Chr5_15540114.0,15540114,3.54764e-07,0,,,,
1,Chr1_4299158.0,4299158,3.603276e-07,1,AT1G12630,AT1G12630,AT1G12630,0.0
1,Chr1_4299352.0,4299352,3.603276e-07,1,AT1G12630,AT1G12630,AT1G12630,0.0
1,Chr1_27984448.0,27984448,3.761158e-07,0,,,,
1,Chr1_495531.0,495531,3.806298e-07,1,AT1G02430,AT1G02430,AT1G02430,0.0
1,Chr1_27319721.0,27319721,4.085979e-07,1,AT1G72550,AT1G72550,AT1G72550,0.0
1,Chr1_27319739.0,27319739,4.085979e-07,1,AT1G72550,AT1G72550,AT1G72550,0.0
1,Chr1_27320351.0,27320351,4.085979e-07,1,AT1G72550,AT1G72550,AT1G72550,0.0
1,Chr1_27322505.0,27322505,4.085979e-07,1,AT1G72550,AT1G72550,AT1G72550,0.0
1,Chr1_27324111.0,27324111,4.085979e-07,0,,,,
1,Chr1_51820.0,51820,4.106374e-07,0,,,,
5,Chr5_1043462.0,1043462,4.167745e-07,0,,,,
2,Chr2_6766190.0,6766190,4.279531e-07,0,,,,
2,Chr2_6772151.0,6772151,4.279531e-07,0,,,,
2,Chr2_6776473.0,6776473,4.279531e-07,1,AT2G15530,AT2G15530,AT2G15530,0.0
1,Chr1_17201666.0,17201666,4.31263e-07,0,,,,
5,Chr5_10042991.0,10042991,4.383448e-07,0,,,,
5,Chr5_10043001.0,10043001,4.383448e-07,0,,,,
2,Chr2_7056269.0,7056269,4.461309e-07,0,,,,
1,Chr1_27177169.0,27177169,4.49016e-07,0,,,,
4,Chr4_900691.0,900691,4.805933e-07,2,AT4G02050;AT4G02060,AT4G02050,AT4G02050,0.0
4,Chr4_905513.0,905513,4.805933e-07,1,AT4G02060,AT4G02060,AT4G02060,0.0
4,Chr4_906393.0,906393,4.805933e-07,1,AT4G02070,AT4G02070,AT4G02070,0.0
1,Chr1_495372.0,495372,5.002784e-07,1,AT1G02430,AT1G02430,AT1G02430,0.0
1,Chr1_32768.0,32768,5.103518e-07,1,AT1G01050,AT1G01050,AT1G01050,0.0
1,Chr1_26154655.0,26154655,5.173671e-07,0,,,,
3,Chr3_15603652.0,15603652,5.189722e-07,1,AT3G43700,AT3G43700,AT3G43700,0.0
4,Chr4_11643393.0,11643393,5.289643e-07,1,AT4G21940,AT4G21940,AT4G21940,0.0
1,Chr1_4293038.0,4293038,5.410412e-07,0,,,,
5,Chr5_533330.0,533330,5.597334e-07,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533347.0,533347,5.597334e-07,1,AT5G02450,AT5G02450,AT5G02450,0.0
1,Chr1_27193730.0,27193730,5.71723e-07,1,AT1G72250,AT1G72250,AT1G72250,0.0
1,Chr1_27196481.0,27196481,5.71723e-07,1,AT1G72250,AT1G72250,AT1G72250,0.0
1,Chr1_27197103.0,27197103,5.71723e-07,1,AT1G72250,AT1G72250,AT1G72250,0.0
1,Chr1_27198185.0,27198185,5.71723e-07,1,AT1G72250,AT1G72250,AT1G72250,0.0
1,Chr1_27202887.0,27202887,5.71723e-07,1,AT1G72270,AT1G72270,AT1G72270,0.0
1,Chr1_12470002.0,12470002,5.734645e-07,0,,,,
2,Chr2_84615.0,84615,6.031165e-07,1,AT2G01110,AT2G01110,AT2G01110,0.0
2,Chr2_15501126.0,15501126,6.076873e-07,0,,,,
5,Chr5_11079596.0,11079596,6.091253e-07,0,,,,
1,Chr1_27330812.0,27330812,6.190683e-07,0,,,,
3,Chr3_7856185.0,7856185,6.244655e-07,0,,,,
5,Chr5_534197.0,534197,6.276282e-07,1,AT5G02450,AT5G02450,AT5G02450,0.0
4,Chr4_5970524.0,5970524,6.30197e-07,0,,,,
2,Chr2_2190792.0,2190792,6.303513e-07,0,,,,
2,Chr2_2191208.0,2191208,6.303513e-07,0,,,,
3,Chr3_16530580.0,16530580,6.450581e-07,0,,,,
4,Chr4_1683245.0,1683245,6.502459e-07,0,,,,
4,Chr4_4339544.0,4339544,6.518541e-07,0,,,,
4,Chr4_13211060.0,13211060,6.599402e-07,1,AT4G26050,AT4G26050,AT4G26050,0.0
5,Chr5_22382026.0,22382026,7.029563e-07,1,AT5G55140,AT5G55140,AT5G55140,0.0
1,Chr1_58607.0,58607,7.040858e-07,1,AT1G01120,AT1G01120,AT1G01120,0.0
1,Chr1_59778.0,59778,7.040858e-07,0,,,,
4,Chr4_2867997.0,2867997,7.04276e-07,0,,,,
4,Chr4_15791183.0,15791183,7.085752e-07,1,AT4G32730,AT4G32730,AT4G32730,0.0
4,Chr4_15792341.0,15792341,7.085752e-07,1,AT4G32730,AT4G32730,AT4G32730,0.0
4,Chr4_15793566.0,15793566,7.085752e-07,1,AT4G32730,AT4G32730,AT4G32730,0.0
4,Chr4_15798179.0,15798179,7.085752e-07,1,AT4G32750,AT4G32750,AT4G32750,0.0
4,Chr4_15806363.0,15806363,7.085752e-07,1,AT4G32770,AT4G32770,AT4G32770,0.0
4,Chr4_15806392.0,15806392,7.085752e-07,1,AT4G32770,AT4G32770,AT4G32770,0.0
4,Chr4_16325233.0,16325233,7.557656e-07,1,AT4G34070,AT4G34070,AT4G34070,0.0
4,Chr4_16325315.0,16325315,7.557656e-07,0,,,,
2,Chr2_9498995.0,9498995,7.566565e-07,1,AT2G22360,AT2G22360,AT2G22360,0.0
1,Chr1_4295978.0,4295978,8.297113e-07,1,AT1G12620,AT1G12620,AT1G12620,0.0
2,Chr2_15488845.0,15488845,8.653368e-07,0,,,,
2,Chr2_15496084.0,15496084,8.653368e-07,0,,,,
1,Chr1_27330584.0,27330584,8.6881e-07,0,,,,
3,Chr3_14740589.0,14740589,8.872697e-07,0,,,,
1,Chr1_13415133.0,13415133,8.955866e-07,0,,,,
1,Chr1_23684322.0,23684322,8.990543e-07,1,AT1G63820,AT1G63820,AT1G63820,0.0
5,Chr5_914391.0,914391,9.022006e-07,0,,,,
2,Chr2_6767803.0,6767803,9.08435e-07,0,,,,
1,Chr1_26573726.0,26573726,9.960214e-07,0,,,,
1,Chr1_26574251.0,26574251,9.960214e-07,0,,,,
1,Chr1_26580293.0,26580293,9.960214e-07,1,AT1G70510,AT1G70510,AT1G70510,0.0
1,Chr1_26771406.0,26771406,1.002439e-06,0,,,,
2,Chr2_8664013.0,8664013,1.092712e-06,1,AT2G20080,AT2G20080,AT2G20080,0.0
1,Chr1_15532770.0,15532770,1.098726e-06,0,,,,
1,Chr1_15533162.0,15533162,1.098726e-06,0,,,,
1,Chr1_15534387.0,15534387,1.098726e-06,0,,,,
1,Chr1_15534438.0,15534438,1.098726e-06,0,,,,
4,Chr4_17679044.0,17679044,1.121826e-06,0,,,,
5,Chr5_533865.0,533865,1.127219e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
4,Chr4_16329557.0,16329557,1.129217e-06,1,AT4G34090,AT4G34090,AT4G34090,0.0
4,Chr4_16330120.0,16330120,1.129217e-06,1,AT4G34090,AT4G34090,AT4G34090,0.0
4,Chr4_13689388.0,13689388,1.185358e-06,1,AT4G27340,AT4G27340,AT4G27340,0.0
5,Chr5_25588981.0,25588981,1.20209e-06,1,AT5G63940,AT5G63940,AT5G63940,0.0
5,Chr5_25589296.0,25589296,1.20209e-06,1,AT5G63940,AT5G63940,AT5G63940,0.0
5,Chr5_25598214.0,25598214,1.20209e-06,1,AT5G63950,AT5G63950,AT5G63950,0.0
5,Chr5_25598448.0,25598448,1.20209e-06,1,AT5G63950,AT5G63950,AT5G63950,0.0
5,Chr5_25599758.0,25599758,1.20209e-06,1,AT5G63960,AT5G63960,AT5G63960,0.0
1,Chr1_27160118.0,27160118,1.202338e-06,0,,,,
5,Chr5_916055.0,916055,1.226543e-06,1,AT5G03610,AT5G03610,AT5G03610,0.0
5,Chr5_18874505.0,18874505,1.254927e-06,0,,,,
5,Chr5_18874509.0,18874509,1.254927e-06,0,,,,
1,Chr1_1075.0,1075,1.311927e-06,0,,,,
2,Chr2_9500297.0,9500297,1.324427e-06,1,AT2G22360,AT2G22360,AT2G22360,0.0
5,Chr5_533117.0,533117,1.351194e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_532938.0,532938,1.372348e-06,1,AT5G02440,AT5G02440,AT5G02440,0.0
5,Chr5_532978.0,532978,1.372348e-06,0,,,,
5,Chr5_533003.0,533003,1.372348e-06,0,,,,
5,Chr5_533032.0,533032,1.372348e-06,0,,,,
5,Chr5_533045.0,533045,1.372348e-06,0,,,,
5,Chr5_533055.0,533055,1.372348e-06,0,,,,
5,Chr5_533075.0,533075,1.372348e-06,0,,,,
5,Chr5_533182.0,533182,1.372348e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533286.0,533286,1.372348e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533208.0,533208,1.384974e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_8316030.0,8316030,1.410809e-06,0,,,,
5,Chr5_8316036.0,8316036,1.410809e-06,0,,,,
5,Chr5_8316041.0,8316041,1.410809e-06,0,,,,
5,Chr5_8316053.0,8316053,1.410809e-06,0,,,,
5,Chr5_8316054.0,8316054,1.410809e-06,0,,,,
5,Chr5_8316067.0,8316067,1.410809e-06,0,,,,
5,Chr5_8316071.0,8316071,1.410809e-06,0,,,,
5,Chr5_11028259.0,11028259,1.421723e-06,0,,,,
5,Chr5_11546571.0,11546571,1.421723e-06,0,,,,
2,Chr2_9503031.0,9503031,1.424057e-06,0,,,,
5,Chr5_533854.0,533854,1.426012e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
4,Chr4_1999022.0,1999022,1.436498e-06,0,,,,
1,Chr1_17213874.0,17213874,1.459666e-06,0,,,,
5,Chr5_10048087.0,10048087,1.46419e-06,0,,,,
5,Chr5_533361.0,533361,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533362.0,533362,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533390.0,533390,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533404.0,533404,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533418.0,533418,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533430.0,533430,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533435.0,533435,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533671.0,533671,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533678.0,533678,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533688.0,533688,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533707.0,533707,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533715.0,533715,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_533802.0,533802,1.477825e-06,1,AT5G02450,AT5G02450,AT5G02450,0.0
1,Chr1_17216597.0,17216597,1.501291e-06,0,,,,
1,Chr1_17217129.0,17217129,1.501291e-06,0,,,,
1,Chr1_17217201.0,17217201,1.501291e-06,0,,,,
1,Chr1_17218004.0,17218004,1.501291e-06,0,,,,
2,Chr2_2209141.0,2209141,1.503111e-06,0,,,,
1,Chr1_14435413.0,14435413,1.512234e-06,0,,,,
2,Chr2_2194320.0,2194320,1.533965e-06,0,,,,
2,Chr2_2194552.0,2194552,1.533965e-06,0,,,,
2,Chr2_2195065.0,2195065,1.533965e-06,0,,,,
1,Chr1_26174354.0,26174354,1.562043e-06,0,,,,
1,Chr1_26179747.0,26179747,1.562043e-06,0,,,,
4,Chr4_7797801.0,7797801,1.562215e-06,1,AT4G13420,AT4G13420,AT4G13420,0.0
2,Chr2_68599.0,68599,1.567601e-06,1,AT2G01050,AT2G01050,AT2G01050,0.0
3,Chr3_10951755.0,10951755,1.578286e-06,0,,,,
2,Chr2_9497579.0,9497579,1.581106e-06,0,,,,
1,Chr1_12137434.0,12137434,1.585208e-06,0,,,,
1,Chr1_26151076.0,26151076,1.590299e-06,1,AT1G69550,AT1G69550,AT1G69550,0.0
4,Chr4_14935452.0,14935452,1.603069e-06,0,,,,
1,Chr1_12470300.0,12470300,1.607586e-06,0,,,,
2,Chr2_68538.0,68538,1.6138e-06,1,AT2G01050,AT2G01050,AT2G01050,0.0
3,Chr3_10407023.0,10407023,1.624978e-06,0,,,,
1,Chr1_4112013.0,4112013,1.640622e-06,0,,,,
4,Chr4_16885547.0,16885547,1.644826e-06,1,AT4G35560,AT4G35560,AT4G35560,0.0
2,Chr2_6790913.0,6790913,1.718576e-06,0,,,,
2,Chr2_6790939.0,6790939,1.718576e-06,0,,,,
3,Chr3_10951448.0,10951448,1.728683e-06,0,,,,
2,Chr2_9496304.0,9496304,1.779068e-06,0,,,,
3,Chr3_14263026.0,14263026,1.81694e-06,0,,,,
1,Chr1_23655997.0,23655997,1.841622e-06,0,,,,
1,Chr1_23656231.0,23656231,1.841622e-06,0,,,,
1,Chr1_23663195.0,23663195,1.841622e-06,1,AT1G63770,AT1G63770,AT1G63770,0.0
1,Chr1_23664847.0,23664847,1.841622e-06,1,AT1G63780,AT1G63780,AT1G63780,0.0
1,Chr1_23670430.0,23670430,1.841622e-06,1,AT1G63810,AT1G63810,AT1G63810,0.0
2,Chr2_9502732.0,9502732,1.842595e-06,0,,,,
5,Chr5_1258716.0,1258716,1.851025e-06,0,,,,
5,Chr5_9208249.0,9208249,1.896294e-06,0,,,,
2,Chr2_7694860.0,7694860,1.898679e-06,0,,,,
4,Chr4_16332008.0,16332008,1.960247e-06,1,AT4G34100,AT4G34100,AT4G34100,0.0
4,Chr4_7793344.0,7793344,1.966332e-06,1,AT4G13410,AT4G13410,AT4G13410,0.0
4,Chr4_7793656.0,7793656,1.966332e-06,1,AT4G13410,AT4G13410,AT4G13410,0.0
5,Chr5_22408890.0,22408890,2.002525e-06,1,AT5G55250,AT5G55250,AT5G55250,0.0
5,Chr5_11148332.0,11148332,2.052704e-06,0,,,,
4,Chr4_867488.0,867488,2.064066e-06,1,AT4G01985,AT4G01985,AT4G01985,0.0
2,Chr2_13791807.0,13791807,2.089367e-06,0,,,,
1,Chr1_29782740.0,29782740,2.096165e-06,0,,,,
4,Chr4_918635.0,918635,2.105943e-06,0,,,,
4,Chr4_918725.0,918725,2.105943e-06,0,,,,
5,Chr5_11527987.0,11527987,2.111675e-06,0,,,,
4,Chr4_6686471.0,6686471,2.126165e-06,0,,,,
1,Chr1_17216162.0,17216162,2.14914e-06,0,,,,
4,Chr4_10713490.0,10713490,2.160641e-06,0,,,,
1,Chr1_11641409.0,11641409,2.172479e-06,1,AT1G32260,AT1G32260,AT1G32260,0.0
1,Chr1_26779282.0,26779282,2.190175e-06,0,,,,
5,Chr5_13795730.0,13795730,2.211885e-06,0,,,,
1,Chr1_554678.0,554678,2.233519e-06,1,AT1G02610,AT1G02610,AT1G02610,0.0
2,Chr2_11526199.0,11526199,2.285605e-06,1,AT2G27010,AT2G27010,AT2G27010,0.0
5,Chr5_303507.0,303507,2.317573e-06,1,AT5G01780,AT5G01780,AT5G01780,0.0
3,Chr3_11630996.0,11630996,2.336507e-06,0,,,,
5,Chr5_22408805.0,22408805,2.368006e-06,1,AT5G55250,AT5G55250,AT5G55250,0.0
4,Chr4_925821.0,925821,2.388013e-06,0,,,,
2,Chr2_9509919.0,9509919,2.399291e-06,1,AT2G22410,AT2G22410,AT2G22410,0.0
2,Chr2_8913173.0,8913173,2.478546e-06,1,AT2G20670,AT2G20670,AT2G20670,0.0
4,Chr4_12976593.0,12976593,2.478924e-06,0,,,,
1,Chr1_4171300.0,4171300,2.514615e-06,0,,,,
2,Chr2_9500166.0,9500166,2.539134e-06,1,AT2G22360,AT2G22360,AT2G22360,0.0
2,Chr2_7056260.0,7056260,2.544177e-06,0,,,,
4,Chr4_17679721.0,17679721,2.565096e-06,1,AT4G37630,AT4G37630,AT4G37630,0.0
1,Chr1_14444221.0,14444221,2.599645e-06,0,,,,
5,Chr5_26871995.0,26871995,2.610491e-06,1,AT5G67360,AT5G67360,AT5G67360,0.0
2,Chr2_9505682.0,9505682,2.615126e-06,1,AT2G22400,AT2G22400,AT2G22400,0.0
1,Chr1_8176.0,8176,2.642393e-06,1,AT1G01020,AT1G01020,AT1G01020,0.0
5,Chr5_11762576.0,11762576,2.698962e-06,0,,,,
4,Chr4_14912469.0,14912469,2.762527e-06,0,,,,
4,Chr4_15932846.0,15932846,2.792985e-06,1,AT4G33020,AT4G33020,AT4G33020,0.0
5,Chr5_25592638.0,25592638,2.807141e-06,1,AT5G63950,AT5G63950,AT5G63950,0.0
4,Chr4_279210.0,279210,2.816339e-06,0,,,,
5,Chr5_11493547.0,11493547,2.818782e-06,0,,,,
5,Chr5_25556826.0,25556826,2.876152e-06,1,AT5G63860,AT5G63860,AT5G63860,0.0
5,Chr5_25562599.0,25562599,2.876152e-06,1,AT5G63870,AT5G63870,AT5G63870,0.0
5,Chr5_25565062.0,25565062,2.876152e-06,1,AT5G63880,AT5G63880,AT5G63880,0.0
5,Chr5_25565888.0,25565888,2.876152e-06,1,AT5G63890,AT5G63890,AT5G63890,0.0
5,Chr5_25565989.0,25565989,2.876152e-06,1,AT5G63890,AT5G63890,AT5G63890,0.0
1,Chr1_23149050.0,23149050,2.887342e-06,0,,,,
1,Chr1_8461580.0,8461580,2.891935e-06,0,,,,
1,Chr1_3200208.0,3200208,2.898664e-06,1,AT1G09840,AT1G09840,AT1G09840,0.0
4,Chr4_865464.0,865464,2.914663e-06,0,,,,
4,Chr4_869166.0,869166,2.914663e-06,0,,,,
4,Chr4_871259.0,871259,2.914663e-06,1,AT4G01990,AT4G01990,AT4G01990,0.0
4,Chr4_882810.0,882810,2.914663e-06,1,AT4G02010,AT4G02010,AT4G02010,0.0
4,Chr4_883614.0,883614,2.914663e-06,1,AT4G02010,AT4G02010,AT4G02010,0.0
4,Chr4_890857.0,890857,2.914663e-06,1,AT4G02020,AT4G02020,AT4G02020,0.0
4,Chr4_893443.0,893443,2.914663e-06,1,AT4G02030,AT4G02030,AT4G02030,0.0
4,Chr4_895211.0,895211,2.914663e-06,1,AT4G02030,AT4G02030,AT4G02030,0.0
5,Chr5_1260659.0,1260659,3.00186e-06,1,AT5G04460,AT5G04460,AT5G04460,0.0
2,Chr2_4997672.0,4997672,3.046148e-06,0,,,,
5,Chr5_24201493.0,24201493,3.053331e-06,0,,,,
4,Chr4_17654915.0,17654915,3.077498e-06,0,,,,
3,Chr3_11387311.0,11387311,3.082553e-06,0,,,,
3,Chr3_11387312.0,11387312,3.082553e-06,0,,,,
3,Chr3_11387316.0,11387316,3.082553e-06,0,,,,
3,Chr3_11387319.0,11387319,3.082553e-06,0,,,,
2,Chr2_9509005.0,9509005,3.086385e-06,0,,,,
4,Chr4_951456.0,951456,3.160938e-06,1,AT4G02150,AT4G02150,AT4G02150,0.0
4,Chr4_954393.0,954393,3.160938e-06,0,,,,
5,Chr5_17364165.0,17364165,3.17914e-06,0,,,,
1,Chr1_26779222.0,26779222,3.197941e-06,0,,,,
2,Chr2_9504595.0,9504595,3.217348e-06,0,,,,
4,Chr4_16335047.0,16335047,3.277593e-06,1,AT4G34100,AT4G34100,AT4G34100,0.0
1,Chr1_16905916.0,16905916,3.320301e-06,0,,,,
1,Chr1_16905922.0,16905922,3.320301e-06,0,,,,
4,Chr4_761820.0,761820,3.326504e-06,0,,,,
4,Chr4_12995815.0,12995815,3.361621e-06,0,,,,
2,Chr2_88225.0,88225,3.413161e-06,0,,,,
5,Chr5_25399627.0,25399627,3.420515e-06,0,,,,
2,Chr2_6768389.0,6768389,3.438593e-06,0,,,,
1,Chr1_19203743.0,19203743,3.468211e-06,0,,,,
1,Chr1_4293174.0,4293174,3.487266e-06,0,,,,
