"Lines","Long","Lat","crop","aridity_index_raw","aridity_index"
"IRIS_313-11113",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11114",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11115",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11116",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11123",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11124",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11154",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11163",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11203",89.03333,25.9,"rice",14717,1.4717
"IRIS_313-11204",89.03333,25.9,"rice",14717,1.4717
"IRIS_313-11205",90.36667,22.7,"rice",13670,1.367
"IRIS_313-11206",89.03333,25.9,"rice",14717,1.4717
"IRIS_313-11207",89.03333,25.9,"rice",14717,1.4717
"IRIS_313-11208",90.44056,22.29889,"rice",16429,1.6429
"IRIS_313-11209",89.03333,25.9,"rice",14717,1.4717
"IRIS_313-11210",88.61667,25.63333,"rice",10758,1.0758
"IRIS_313-11211",88.67528,24.65917,"rice",8691,0.8691
"IRIS_313-11212",88.75556,24.91028,"rice",9117,0.9117
"IRIS_313-11213",90.33778,23.77861,"rice",12810,1.281
"IRIS_313-11214",89.33583,24.91361,"rice",11043,1.1043
"IRIS_313-11216",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11219",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11220",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11222",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11223",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11224",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11225",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11226",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11227",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11228",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11229",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11230",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11231",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11321",90.33778,23.77861,"rice",12810,1.281
"IRIS_313-11322",89.33306,24,"rice",9563,0.9563
"IRIS_313-11323",90.36667,22.7,"rice",13670,1.367
"IRIS_313-11324",90.71778,23.92083,"rice",13954,1.3954
"IRIS_313-11399",91.98333,21.41667,"rice",21688,2.1688
"IRIS_313-11400",91.71889,24.59056,"rice",19516,1.9516
"IRIS_313-11401",91.39972,25.06667,"rice",20593,2.0593
"IRIS_313-11402",91.67944,24.30528,"rice",14775,1.4775
"IRIS_313-11404",91.41667,24.38333,"rice",15615,1.5615
"IRIS_313-11481",89.41,24.29167,"rice",9772,0.9772
"IRIS_313-11482",90.05472,23.48278,"rice",12395,1.2395
"IRIS_313-11483",90.20722,23.17528,"rice",12513,1.2513
"IRIS_313-11484",89.54361,23.72722,"rice",10355,1.0355
"IRIS_313-11486",89.41,24.29167,"rice",9772,0.9772
"IRIS_313-11487",90.02556,23.22389,"rice",12287,1.2287
"IRIS_313-11557",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11558",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-11722",92.38333,24.88333,"rice",22619,2.2619
"IRIS_313-11945",91.16667,23.41667,"rice",14002,1.4002
"IRIS_313-11964",89.25,25.83333,"rice",15447,1.5447
"IRIS_313-11982",89.37222,25.94583,"rice",17324,1.7324
"IRIS_313-12002",91.42639,24.33556,"rice",15103,1.5103
"IRIS_313-12055",91.7,22.96667,"rice",15270,1.527
"IRIS_313-12094",91.11667,23.95306,"rice",13702,1.3702
"IRIS_313-12141",91.08333,22.83306,"rice",18272,1.8272
"IRIS_313-8252",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-8283",91,23.58333,"rice",14088,1.4088
"IRIS_313-8349",90.36667,22.7,"rice",13670,1.367
"IRIS_313-8410",89.38333,25.15,"rice",11993,1.1993
"IRIS_313-8437",91.98333,21.41667,"rice",21688,2.1688
"IRIS_313-8509",88.75,25.66667,"rice",11687,1.1687
"IRIS_313-8632",89.33333,26,"rice",17546,1.7546
"IRIS_313-8641",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-8683",91.91667,23.5,"rice",14354,1.4354
"IRIS_313-8703",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-8717",90.33333,24.5,"rice",12704,1.2704
"IRIS_313-8721",90.35,22.36667,"rice",15598,1.5598
"IRIS_313-8733",89.08333,24.5,"rice",9554,0.9554
"IRIS_313-8737",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-8789",90.27278,23.89167,"rice",12798,1.2798
"IRIS_313-8822",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-8850",90.33333,24.5,"rice",12704,1.2704
"IRIS_313-8854",91.83333,22.5,"rice",17102,1.7102
"IRIS_313-8864",89.66667,23.16667,"rice",11295,1.1295
"IRIS_313-8930",91.66667,24.33333,"rice",15000,1.5
"IRIS_313-8932",89.33583,24.91361,"rice",11043,1.1043
"IRIS_313-8963",91.66667,22.75,"rice",17116,1.7116
"IRIS_313-9049",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-9067",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-9072",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-9108",89.83333,23,"rice",11796,1.1796
"IRIS_313-9139",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-9174",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-9218",91.83333,22.5,"rice",17102,1.7102
"IRIS_313-9262",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-9271",90.33333,24.5,"rice",12704,1.2704
"IRIS_313-9325",90.83333,23,"rice",15618,1.5618
"IRIS_313-9368",89.33333,23.25,"rice",10311,1.0311
"IRIS_313-9391",92,22.25,"rice",18209,1.8209
"IRIS_313-9397",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-9422",92.08333,25.11667,"rice",23220,2.322
"IRIS_313-9445",89.93417,23.36278,"rice",11991,1.1991
"IRIS_313-9594",92.33333,22.58333,"rice",17749,1.7749
"IRIS_313-9606",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-9617",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-9626",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-9661",92.21667,25.01667,"rice",23432,2.3432
"IRIS_313-9682",90.33972,23.61167,"rice",13013,1.3013
"IRIS_313-9696",92.33333,22.58333,"rice",17749,1.7749
"IRGC_32390",89.249722,27.016389,"rice",22729,2.2729
"IRIS_313-11120",89.95,26.93306,"rice",15664,1.5664
"IRIS_313-11661",90.43556,27.51194,"rice",8340,0.834
"IRIS_313-11690",89.48333,27.45,"rice",6551,0.6551
"IRIS_313-11691",91.75,27.51667,"rice",6968,0.6968
"IRIS_313-11743",90.15,27.1,"rice",14061,1.4061
"IRIS_313-12138",91.45,27.03333,"rice",14397,1.4397
"IRIS_313-8302",89.81667,27.51667,"rice",7647,0.7647
"IRIS_313-8486",91.16667,27.66667,"rice",5097,0.5097
"IRIS_313-8519",91.15,27.58333,"rice",8283,0.8283
"IRIS_313-8637",91.36667,27.26667,"rice",7141,0.7141
"IRIS_313-8765",90.15,27.1,"rice",14061,1.4061
"IRIS_313-8814",89.85,27.8,"rice",4157,0.4157
"IRIS_313-8815",89.46667,27.45,"rice",7001,0.7001
"IRIS_313-8857",90.5,27.5,"rice",7921,0.7921
"IRIS_313-9048",90.5,27.5,"rice",7921,0.7921
"IRIS_313-9404",89.86639,27.61639,"rice",9504,0.9504
"IRIS_313-9506",90.16667,27.08333,"rice",17384,1.7384
"IRIS_313-9529",91.73333,27.5,"rice",6955,0.6955
"IRIS_313-9572",91.2,27.58333,"rice",4756,0.4756
"IRIS_313-11989",114.18694,4.58722,"rice",19063,1.9063
"IRIS_313-9574",114.75167,4.53389,"rice",22455,2.2455
"IRIS_313-10557",104.9825,12.30083,"rice",9028,0.9028
"IRIS_313-10648",104.9825,12.30083,"rice",9028,0.9028
"IRIS_313-10898",103.2,13.1,"rice",7327,0.7327
"IRIS_313-10899",105.33139,11.41,"rice",7556,0.7556
"IRIS_313-10900",105.33139,11.41,"rice",7556,0.7556
"IRIS_313-10901",105.33139,11.41,"rice",7556,0.7556
"IRIS_313-10902",103.2,13.1,"rice",7327,0.7327
"IRIS_313-10903",104.28361,11.57611,"rice",8086,0.8086
"IRIS_313-10904",103.2,13.1,"rice",7327,0.7327
"IRIS_313-10905",103.2,13.1,"rice",7327,0.7327
"IRIS_313-10906",103.2,13.1,"rice",7327,0.7327
"IRIS_313-10907",103.2,13.1,"rice",7327,0.7327
"IRIS_313-10908",105.33139,11.41,"rice",7556,0.7556
"IRIS_313-10909",103.2,13.1,"rice",7327,0.7327
"IRIS_313-10910",104.28361,11.57611,"rice",8086,0.8086
"IRIS_313-10911",103.2,13.1,"rice",7327,0.7327
"IRIS_313-10912",103.2,13.1,"rice",7327,0.7327
"IRIS_313-10913",104.28361,11.57611,"rice",8086,0.8086
"IRIS_313-10915",103.2,13.1,"rice",7327,0.7327
"IRIS_313-10916",103.2,13.1,"rice",7327,0.7327
"IRIS_313-11084",103.2,13.1,"rice",7327,0.7327
"IRIS_313-11087",103.2,13.1,"rice",7327,0.7327
"IRIS_313-11088",106.10083,13.01722,"rice",9902,0.9902
"IRIS_313-11089",104.9825,12.30083,"rice",9028,0.9028
"IRIS_313-11935",104.9825,12.30083,"rice",9028,0.9028
"IRIS_313-11936",104.9825,12.30083,"rice",9028,0.9028
"IRIS_313-11997",105.22833,12.10194,"rice",8873,0.8873
"IRIS_313-11998",105.7775,11.43056,"rice",7861,0.7861
"IRIS_313-11999",105.56861,12.33194,"rice",9939,0.9939
"IRIS_313-12000",105.06639,12.09083,"rice",8649,0.8649
"IRIS_313-12036",106.15528,13.85111,"rice",10037,1.0037
"IRIS_313-12037",104.10306,11.36444,"rice",10854,1.0854
"IRIS_313-12038",105.89194,11.19333,"rice",9066,0.9066
"IRIS_313-12039",103.12306,12.92222,"rice",7821,0.7821
"IRIS_313-12040",106.11639,11.84972,"rice",12323,1.2323
"IRIS_313-12041",105.89194,11.19333,"rice",9066,0.9066
"IRIS_313-12042",105.64333,12.04944,"rice",10220,1.022
"IRIS_313-12043",104.32167,10.78861,"rice",12576,1.2576
"IRIS_313-12044",105.45667,11.36444,"rice",7493,0.7493
"IRIS_313-12058",104.66833,11.8825,"rice",6973,0.6973
"IRIS_313-12096",105.04778,11.31861,"rice",7170,0.717
"IRIS_313-12097",103.2,13.1,"rice",7327,0.7327
"IRIS_313-12101",103.2,13.1,"rice",7327,0.7327
"IRIS_313-12102",105.7775,11.43056,"rice",7861,0.7861
"IRIS_313-12109",104.49472,10.93667,"rice",9354,0.9354
"IRIS_313-12142",106.75583,12.40944,"rice",11721,1.1721
"IRIS_313-12143",105.96333,12.33167,"rice",10299,1.0299
"IRIS_313-12146",106.33306,12.05,"rice",11916,1.1916
"IRIS_313-12147",105.96639,12.24972,"rice",10398,1.0398
"IRIS_313-12148",103.92722,11.13833,"rice",13560,1.356
"IRIS_313-12151",104.70694,11.05806,"rice",7537,0.7537
"IRIS_313-12152",102.91667,13.57194,"rice",5945,0.5945
"IRIS_313-12161",106.88333,12.18306,"rice",12826,1.2826
"IRIS_313-12164",107.48972,12.61333,"rice",11678,1.1678
"IRIS_313-12246",104.84,13.66667,"rice",8487,0.8487
"IRIS_313-12247",104.90306,14.31,"rice",9177,0.9177
"IRIS_313-12249",105.04361,13.52861,"rice",8478,0.8478
"IRIS_313-12251",105.08444,13.38667,"rice",8434,0.8434
"IRIS_313-9249",103.2,13.1,"rice",7327,0.7327
"IRGC_117269",104.165556,35.86,"rice",3108,0.3108
"IRGC_117271",104.165556,35.86,"rice",3108,0.3108
"IRGC_117277",104.165556,35.86,"rice",3108,0.3108
"IRGC_117280",104.165556,35.86,"rice",3108,0.3108
"IRGC_1427",104.165556,35.86,"rice",3108,0.3108
"IRGC_4541",104.165556,35.86,"rice",3108,0.3108
"IRGC_4860",104.165556,35.86,"rice",3108,0.3108
"IRGC_4887",104.165556,35.86,"rice",3108,0.3108
"IRGC_51400",104.165556,35.86,"rice",3108,0.3108
"IRGC_53437",104.165556,35.86,"rice",3108,0.3108
"IRGC_59673",104.165556,35.86,"rice",3108,0.3108
"IRGC_59849",104.165556,35.86,"rice",3108,0.3108
"IRGC_59930",104.165556,35.86,"rice",3108,0.3108
"IRGC_59932",104.165556,35.86,"rice",3108,0.3108
"IRGC_63544",120.497778,27.215556,"rice",11724,1.1724
"IRGC_63726",120.497778,27.215556,"rice",11724,1.1724
"IRGC_67034",108.301667,23.748889,"rice",13257,1.3257
"IRGC_67096",108.301667,23.748889,"rice",13257,1.3257
"IRGC_68159",111.558333,27.576667,"rice",11789,1.1789
"IRGC_752",104.165556,35.86,"rice",3108,0.3108
"IRGC_8195",104.165556,35.86,"rice",3108,0.3108
"IRGC_8266",104.165556,35.86,"rice",3108,0.3108
"IRIS_313-10129",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10177",108.30167,23.74889,"rice",13257,1.3257
"IRIS_313-10211",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10221",108.30167,23.74889,"rice",13257,1.3257
"IRIS_313-10228",116.07417,27.42639,"rice",15509,1.5509
"IRIS_313-10239",116.07417,27.42639,"rice",15509,1.5509
"IRIS_313-10450",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10453",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10497",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10502",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10503",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10504",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10558",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10559",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10560",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10561",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-10562",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11038",121.44972,31.21667,"rice",8328,0.8328
"IRIS_313-11522",102.02111,25.19694,"rice",6118,0.6118
"IRIS_313-11651",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11652",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11653",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11654",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11655",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11744",111.55833,27.57667,"rice",11789,1.1789
"IRIS_313-11745",111.55833,27.57667,"rice",11789,1.1789
"IRIS_313-11852",113.48722,22.96222,"rice",13291,1.3291
"IRIS_313-11853",113.48722,22.96222,"rice",13291,1.3291
"IRIS_313-11947",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11948",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11949",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11950",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11951",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11952",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11953",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11954",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11955",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-11965",108.30167,23.74889,"rice",13257,1.3257
"IRIS_313-11966",108.30167,23.74889,"rice",13257,1.3257
"IRIS_313-11967",108.30167,23.74889,"rice",13257,1.3257
"IRIS_313-11968",108.30167,23.74889,"rice",13257,1.3257
"IRIS_313-12007",108.30167,23.74889,"rice",13257,1.3257
"IRIS_313-12009",108.30167,23.74889,"rice",13257,1.3257
"IRIS_313-12010",108.30167,23.74889,"rice",13257,1.3257
"IRIS_313-12011",108.30167,23.74889,"rice",13257,1.3257
"IRIS_313-12012",108.30167,23.74889,"rice",13257,1.3257
"IRIS_313-12059",102.02111,25.19694,"rice",6118,0.6118
"IRIS_313-12060",102.02111,25.19694,"rice",6118,0.6118
"IRIS_313-12061",102.02111,25.19694,"rice",6118,0.6118
"IRIS_313-12273",113.48722,22.96222,"rice",13291,1.3291
"IRIS_313-12275",116.07417,27.42639,"rice",15509,1.5509
"IRIS_313-8380",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-8645",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-9017",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-9204",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-9324",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-9372",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-9469",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-9555",104.16556,35.86,"rice",3108,0.3108
"IRIS_313-9730",111.55833,27.57667,"rice",11789,1.1789
"IRIS_313-10614",114.12222,22.35639,"rice",15330,1.533
"IRGC_117267",82.800556,21.127778,"rice",6701,0.6701
"IRGC_117398",82.800556,21.127778,"rice",6701,0.6701
"IRGC_117617",92.21,24.52,"rice",18454,1.8454
"IRGC_12331",90.2,25.51667,"rice",21734,2.1734
"IRGC_12386",90.2,25.51667,"rice",21734,2.1734
"IRGC_12894",82.800556,21.127778,"rice",6701,0.6701
"IRGC_13746",93.862222,24.77,"rice",17066,1.7066
"IRGC_177",82.800556,21.127778,"rice",6701,0.6701
"IRGC_32559",82.800556,21.127778,"rice",6701,0.6701
"IRGC_32561",82.800556,21.127778,"rice",6701,0.6701
"IRGC_34962",87.333056,22.433056,"rice",7853,0.7853
"IRGC_3697",82.800556,21.127778,"rice",6701,0.6701
"IRGC_42469",94.95,27.48333,"rice",19212,1.9212
"IRGC_46202",82.800556,21.127778,"rice",6701,0.6701
"IRGC_46531",82.800556,21.127778,"rice",6701,0.6701
"IRGC_46768",82.800556,21.127778,"rice",6701,0.6701
"IRGC_53931",82.800556,21.127778,"rice",6701,0.6701
"IRGC_5999",82.800556,21.127778,"rice",6701,0.6701
"IRGC_6264",82.800556,21.127778,"rice",6701,0.6701
"IRGC_6274",82.800556,21.127778,"rice",6701,0.6701
"IRGC_6298",82.800556,21.127778,"rice",6701,0.6701
"IRGC_6307",82.800556,21.127778,"rice",6701,0.6701
"IRGC_6331",82.800556,21.127778,"rice",6701,0.6701
"IRGC_72479",82.800556,21.127778,"rice",6701,0.6701
"IRGC_74719",79.33333,22.83333,"rice",5180,0.518
"IRGC_74777",80.08333,27.66667,"rice",5234,0.5234
"IRGC_77530",78.5,11.33333,"rice",3929,0.3929
"IRGC_7919",82.800556,21.127778,"rice",6701,0.6701
"IRGC_8896",82.800556,21.127778,"rice",6701,0.6701
"IRGC_9062",82.800556,21.127778,"rice",6701,0.6701
"IRGC_9069",82.800556,21.127778,"rice",6701,0.6701
"IRGC_9070",82.800556,21.127778,"rice",6701,0.6701
"IRGC_9091",82.800556,21.127778,"rice",6701,0.6701
"IRGC_9175",82.800556,21.127778,"rice",6701,0.6701
"IRGC_9177",82.800556,21.127778,"rice",6701,0.6701
"IRGC_9179",82.800556,21.127778,"rice",6701,0.6701
"IRIS_313-10150",82.80056,21.12778,"rice",6701,0.6701
"IRIS_313-10628",82.80056,21.12778,"rice",6701,0.6701
"IRIS_313-10664",94.2,26.6,"rice",14488,1.4488
"IRIS_313-10666",94.95,27.48333,"rice",19212,1.9212
"IRIS_313-10667",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10668",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10670",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10671",91.88333,25.56667,"rice",25209,2.5209
"IRIS_313-10673",91.88333,25.56667,"rice",25209,2.5209
"IRIS_313-10674",91.88333,25.56667,"rice",25209,2.5209
"IRIS_313-10675",91.88333,25.56667,"rice",25209,2.5209
"IRIS_313-10676",91.88333,25.56667,"rice",25209,2.5209
"IRIS_313-10845",93.43333,25.83333,"rice",9618,0.9618
"IRIS_313-10847",94.2,26.6,"rice",14488,1.4488
"IRIS_313-10848",91.82167,25.62056,"rice",23745,2.3745
"IRIS_313-10849",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10850",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10851",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10852",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10853",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10854",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10855",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10856",91.88333,25.56667,"rice",25209,2.5209
"IRIS_313-10857",91.88333,25.56667,"rice",25209,2.5209
"IRIS_313-10858",91.88333,25.56667,"rice",25209,2.5209
"IRIS_313-10859",91.88333,25.56667,"rice",25209,2.5209
"IRIS_313-10861",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10862",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10863",91.75,26.18333,"rice",11157,1.1157
"IRIS_313-10864",90.2,25.51667,"rice",21734,2.1734
"IRIS_313-10865",93.83306,27.63333,"rice",11688,1.1688
"IRIS_313-10866",93.83306,27.63333,"rice",11688,1.1688
"IRIS_313-10867",94.76667,28.16667,"rice",18907,1.8907
"IRIS_313-10868",94.76667,28.16667,"rice",18907,1.8907
"IRIS_313-10869",96.16667,27.91667,"rice",20618,2.0618
"IRIS_313-10870",96.16667,27.91667,"rice",20618,2.0618
"IRIS_313-11041",78.98389,10.75861,"rice",3828,0.3828
"IRIS_313-11042",78.07472,9.8575,"rice",3819,0.3819
"IRIS_313-11164",88.38417,23.41611,"rice",7820,0.782
"IRIS_313-11166",87.33306,22.43306,"rice",7853,0.7853
"IRIS_313-11167",87.85,23.24972,"rice",7438,0.7438
"IRIS_313-11169",88.75639,26.66444,"rice",21628,2.1628
"IRIS_313-11360",82.80056,21.12778,"rice",6701,0.6701
"IRIS_313-11371",82.80056,21.12778,"rice",6701,0.6701
"IRIS_313-11403",78.98389,10.75861,"rice",3828,0.3828
"IRIS_313-11414",82.80056,21.12778,"rice",6701,0.6701
"IRIS_313-11442",82.80056,21.12778,"rice",6701,0.6701
"IRIS_313-11443",82.80056,21.12778,"rice",6701,0.6701
"IRIS_313-11445",85.80389,25.87972,"rice",5779,0.5779
"IRIS_313-11446",93.86222,24.77,"rice",17066,1.7066
"IRIS_313-11447",93.86222,24.77,"rice",17066,1.7066
"IRIS_313-11448",75.80111,26.905,"rice",2904,0.2904
"IRIS_313-11449",75.80111,26.905,"rice",2904,0.2904
"IRIS_313-11451",74.24972,18.64306,"rice",2214,0.2214
