Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
640662at2759,4,Zm00001eb001560;Zm00001eb022050;Zm00001eb058260;Zm00001eb102470;Zm00001eb138700;Zm00001eb194740;Zm00001eb207640;Zm00001eb251340;Zm00001eb291850;Zm00001eb330580;Zm00001eb390710;Zm00001eb395060,Zm00001eb001560:5.68159e-06;Zm00001eb022050:0.00339575;Zm00001eb058260:0.00251061;Zm00001eb102470:0.000948635;Zm00001eb138700:0.00340724;Zm00001eb194740:0.000252044;Zm00001eb207640:0.00175963;Zm00001eb251340:0.00196616;Zm00001eb291850:0.00193454;Zm00001eb330580:0.000705243;Zm00001eb390710:0.000364994;Zm00001eb395060:0.000142065,NA,NA,LOC_Os05g01620,LOC_Os05g01620:0.00198228,HORVU.MOREX.r3.1HG0054280;HORVU.MOREX.r3.2HG0112600;HORVU.MOREX.r3.2HG0112610;HORVU.MOREX.r3.6HG0546360,HORVU.MOREX.r3.1HG0054280:0.000192409;HORVU.MOREX.r3.2HG0112600:8.06398e-08;HORVU.MOREX.r3.2HG0112610:8.06398e-08;HORVU.MOREX.r3.6HG0546360:0.000693713,AT1G49570;AT3G17070;AT5G58390,AT1G49570:0.000335448;AT3G17070:4.50418e-10;AT5G58390:2.22245e-05
643341at2759,4,Zm00001eb016040;Zm00001eb046220;Zm00001eb066630;Zm00001eb153630;Zm00001eb290670;Zm00001eb303060;Zm00001eb384580;Zm00001eb403550;Zm00001eb428530,Zm00001eb016040:0.00337071;Zm00001eb046220:4.12114e-06;Zm00001eb066630:0.00166234;Zm00001eb153630:0.002371;Zm00001eb290670:0.00229052;Zm00001eb303060:0.00330065;Zm00001eb384580:0.00236874;Zm00001eb403550:0.000449071;Zm00001eb428530:2.02341e-05,SORBI_3003G052100,SORBI_3003G052100:0.00266554,NA,NA,HORVU.MOREX.r3.3HG0231730;HORVU.MOREX.r3.5HG0489130;HORVU.MOREX.r3.5HG0513800;HORVU.MOREX.r3.6HG0543250,HORVU.MOREX.r3.3HG0231730:0.00115924;HORVU.MOREX.r3.5HG0489130:0.000118628;HORVU.MOREX.r3.5HG0513800:0.000625183;HORVU.MOREX.r3.6HG0543250:0.000108384,AT1G17750,AT1G17750:4.05238e-05
643341at33090,4,Zm00001eb016040;Zm00001eb046220;Zm00001eb066630;Zm00001eb153630;Zm00001eb290670;Zm00001eb303060;Zm00001eb384580;Zm00001eb403550;Zm00001eb428530,Zm00001eb016040:0.00337071;Zm00001eb046220:4.12114e-06;Zm00001eb066630:0.00166234;Zm00001eb153630:0.002371;Zm00001eb290670:0.00229052;Zm00001eb303060:0.00330065;Zm00001eb384580:0.00236874;Zm00001eb403550:0.000449071;Zm00001eb428530:2.02341e-05,SORBI_3003G052100,SORBI_3003G052100:0.00266554,NA,NA,HORVU.MOREX.r3.5HG0489130;HORVU.MOREX.r3.5HG0513800;HORVU.MOREX.r3.6HG0543250,HORVU.MOREX.r3.5HG0489130:0.000118628;HORVU.MOREX.r3.5HG0513800:0.000625183;HORVU.MOREX.r3.6HG0543250:0.000108384,AT1G17750,AT1G17750:4.05238e-05
110285at2759,3,Zm00001eb258310,Zm00001eb258310:0.0033637,SORBI_3003G135500,SORBI_3003G135500:0.00191738,NA,NA,HORVU.MOREX.r3.6HG0627350,HORVU.MOREX.r3.6HG0627350:0.000165135,NA,NA
112282at3193,3,Zm00001eb001560;Zm00001eb022050;Zm00001eb251340,Zm00001eb001560:5.68159e-06;Zm00001eb022050:0.00339575;Zm00001eb251340:0.00196616,NA,NA,LOC_Os05g01620,LOC_Os05g01620:0.00198228,HORVU.MOREX.r3.1HG0054280,HORVU.MOREX.r3.1HG0054280:0.000192409,NA,NA
112282at33090,3,Zm00001eb001560;Zm00001eb022050;Zm00001eb251340,Zm00001eb001560:5.68159e-06;Zm00001eb022050:0.00339575;Zm00001eb251340:0.00196616,NA,NA,LOC_Os05g01620,LOC_Os05g01620:0.00198228,HORVU.MOREX.r3.1HG0054280,HORVU.MOREX.r3.1HG0054280:0.000192409,NA,NA
127372at2759,3,Zm00001eb193710,Zm00001eb193710:0.00309339,SORBI_3010G082600,SORBI_3010G082600:0.00296284,NA,NA,HORVU.MOREX.r3.7HG0663850;HORVU.MOREX.r3.7HG0663860,HORVU.MOREX.r3.7HG0663850:0.000665527;HORVU.MOREX.r3.7HG0663860:0.000665527,NA,NA
127372at3193,3,Zm00001eb193710,Zm00001eb193710:0.00309339,SORBI_3010G082600,SORBI_3010G082600:0.00296284,NA,NA,HORVU.MOREX.r3.7HG0663850;HORVU.MOREX.r3.7HG0663860,HORVU.MOREX.r3.7HG0663850:0.000665527;HORVU.MOREX.r3.7HG0663860:0.000665527,NA,NA
127372at33090,3,Zm00001eb193710,Zm00001eb193710:0.00309339,SORBI_3010G082600,SORBI_3010G082600:0.00296284,NA,NA,HORVU.MOREX.r3.7HG0663850;HORVU.MOREX.r3.7HG0663860,HORVU.MOREX.r3.7HG0663850:0.000665527;HORVU.MOREX.r3.7HG0663860:0.000665527,NA,NA
13065at33090,3,Zm00001eb020090,Zm00001eb020090:0.00149977,NA,NA,LOC_Os07g06040,LOC_Os07g06040:0.000850783,HORVU.MOREX.r3.7HG0687190,HORVU.MOREX.r3.7HG0687190:0.00132451,NA,NA
139695at2759,3,Zm00001eb296590;Zm00001eb398750,Zm00001eb296590:0.00221634;Zm00001eb398750:3.61956e-05,SORBI_3001G438100,SORBI_3001G438100:0.000108192,NA,NA,NA,NA,AT1G68530,AT1G68530:3.09592e-08
153283at33090,3,Zm00001eb021510;Zm00001eb122860,Zm00001eb021510:0.00256224;Zm00001eb122860:0.000581951,SORBI_3002G098900,SORBI_3002G098900:5.56703e-05,NA,NA,NA,NA,AT1G55180,AT1G55180:9.12304e-07
159147at3193,3,Zm00001eb222960;Zm00001eb430440,Zm00001eb222960:0.0025681;Zm00001eb430440:0.00321322,SORBI_3007G200500,SORBI_3007G200500:0.000781472,NA,NA,NA,NA,AT1G27770;AT4G37640,AT1G27770:2.95295e-05;AT4G37640:2.44491e-09
16791at38820,3,Zm00001eb145670;Zm00001eb384590;Zm00001eb408430,Zm00001eb145670:0.00152106;Zm00001eb384590:0.000616974;Zm00001eb408430:8.74931e-05,SORBI_3007G087400,SORBI_3007G087400:0.0030654,NA,NA,HORVU.MOREX.r3.3HG0307240;HORVU.MOREX.r3.3HG0307250,HORVU.MOREX.r3.3HG0307240:0.000149569;HORVU.MOREX.r3.3HG0307250:0.000149569,NA,NA
16791at4447,3,Zm00001eb145670;Zm00001eb384590;Zm00001eb408430,Zm00001eb145670:0.00152106;Zm00001eb384590:0.000616974;Zm00001eb408430:8.74931e-05,SORBI_3007G087400,SORBI_3007G087400:0.0030654,NA,NA,HORVU.MOREX.r3.3HG0307240;HORVU.MOREX.r3.3HG0307250,HORVU.MOREX.r3.3HG0307240:0.000149569;HORVU.MOREX.r3.3HG0307250:0.000149569,NA,NA
2042608at2759,3,Zm00001eb317040,Zm00001eb317040:0.00290985,NA,NA,NA,NA,HORVU.MOREX.r3.5HG0491270,HORVU.MOREX.r3.5HG0491270:0.00145427,AT1G15950;AT1G68540,AT1G15950:5.49088e-06;AT1G68540:1.46723e-06
217161at33090,3,Zm00001eb193280;Zm00001eb426260,Zm00001eb193280:0.000676704;Zm00001eb426260:0.00297082,NA,NA,LOC_Os04g05080,LOC_Os04g05080:0.000708097,NA,NA,AT5G06230;AT5G19160,AT5G06230:0.000408622;AT5G19160:0.000420174
238517at3193,3,Zm00001eb012270,Zm00001eb012270:0.00146152,SORBI_3001G422100,SORBI_3001G422100:0.00373094,NA,NA,NA,NA,AT5G59490,AT5G59490:5.88828e-09
2684792at2759,3,Zm00001eb293530,Zm00001eb293530:0.000210625,SORBI_3006G114700;SORBI_3009G071800,SORBI_3006G114700:0.00010138;SORBI_3009G071800:0.000107642,NA,NA,NA,NA,AT4G26270,AT4G26270:3.02093e-07
2746941at2759,3,Zm00001eb071890;Zm00001eb251680,Zm00001eb071890:0.00170948;Zm00001eb251680:0.000375069,NA,NA,NA,NA,HORVU.MOREX.r3.2HG0193650,HORVU.MOREX.r3.2HG0193650:0.00141797,AT1G32350,AT1G32350:0.000405131
319324at3193,3,Zm00001eb331610,Zm00001eb331610:0.000369342,NA,NA,NA,NA,HORVU.MOREX.r3.2HG0107730,HORVU.MOREX.r3.2HG0107730:0.000782656,AT1G69380,AT1G69380:3.6797e-05
324745at2759,3,Zm00001eb048160,Zm00001eb048160:0.000158674,SORBI_3001G250300;SORBI_3009G178400,SORBI_3001G250300:0.00162808;SORBI_3009G178400:0.00221327,NA,NA,NA,NA,AT3G28480;AT4G33910,AT3G28480:8.20478e-05;AT4G33910:2.09583e-05
351217at33090,3,Zm00001eb095360,Zm00001eb095360:0.00222316,SORBI_3009G188000,SORBI_3009G188000:7.64554e-05,NA,NA,NA,NA,AT4G27270,AT4G27270:0.000387375
35425at4447,3,Zm00001eb385300,Zm00001eb385300:0.00171347,SORBI_3001G332900,SORBI_3001G332900:0.00346391,NA,NA,HORVU.MOREX.r3.7HG0748630;HORVU.MOREX.r3.7HG0748640,HORVU.MOREX.r3.7HG0748630:0.000117854;HORVU.MOREX.r3.7HG0748640:0.000117854,NA,NA
35842at33090,3,Zm00001eb144930;Zm00001eb216870,Zm00001eb144930:0.000804063;Zm00001eb216870:0.00243018,SORBI_3001G125700;SORBI_3001G125800,SORBI_3001G125700:0.00133174;SORBI_3001G125800:0.00133174,NA,NA,HORVU.MOREX.r3.5HG0509200,HORVU.MOREX.r3.5HG0509200:0.000801023,NA,NA
370445at3193,3,Zm00001eb294800;Zm00001eb294810,Zm00001eb294800:0.0011824;Zm00001eb294810:0.0011824,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0312140,HORVU.MOREX.r3.3HG0312140:0.00028381,AT1G27440,AT1G27440:5.52345e-10
370445at33090,3,Zm00001eb294800;Zm00001eb294810,Zm00001eb294800:0.0011824;Zm00001eb294810:0.0011824,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0312140,HORVU.MOREX.r3.3HG0312140:0.00028381,AT1G27440,AT1G27440:5.52345e-10
381908at2759,3,Zm00001eb046570;Zm00001eb234850,Zm00001eb046570:0.000190152;Zm00001eb234850:0.000968242,NA,NA,NA,NA,HORVU.MOREX.r3.6HG0538880,HORVU.MOREX.r3.6HG0538880:0.000597497,AT2G04570;AT2G40250;AT5G33370,AT2G04570:8.16324e-05;AT2G40250:0.000244486;AT5G33370:0.000129896
385631at3193,3,Zm00001eb144930;Zm00001eb216870,Zm00001eb144930:0.000804063;Zm00001eb216870:0.00243018,SORBI_3001G125700;SORBI_3001G125800,SORBI_3001G125700:0.00133174;SORBI_3001G125800:0.00133174,NA,NA,HORVU.MOREX.r3.5HG0509200,HORVU.MOREX.r3.5HG0509200:0.000801023,NA,NA
419791at2759,3,Zm00001eb257300;Zm00001eb257310,Zm00001eb257300:0.000117086;Zm00001eb257310:0.000117086,SORBI_3004G323100,SORBI_3004G323100:7.98386e-05,NA,NA,NA,NA,AT3G19690;AT4G25790,AT3G19690:9.7523e-06;AT4G25790:0.000329617
419791at33090,3,Zm00001eb257300;Zm00001eb257310,Zm00001eb257300:0.000117086;Zm00001eb257310:0.000117086,SORBI_3004G323100,SORBI_3004G323100:7.98386e-05,NA,NA,NA,NA,AT3G19690;AT4G25790,AT3G19690:9.7523e-06;AT4G25790:0.000329617
421186at2759,3,Zm00001eb012780;Zm00001eb397400,Zm00001eb012780:0.00110263;Zm00001eb397400:0.000658098,NA,NA,NA,NA,HORVU.MOREX.r3.4HG0386880,HORVU.MOREX.r3.4HG0386880:3.53784e-05,AT1G67060,AT1G67060:0.000227051
44571at3193,3,Zm00001eb189380,Zm00001eb189380:0.000284213,NA,NA,NA,NA,HORVU.MOREX.r3.6HG0609880,HORVU.MOREX.r3.6HG0609880:0.000990559,AT5G13490,AT5G13490:1.38468e-05
44571at33090,3,Zm00001eb189380,Zm00001eb189380:0.000284213,NA,NA,NA,NA,HORVU.MOREX.r3.6HG0609880,HORVU.MOREX.r3.6HG0609880:0.000990559,AT5G13490,AT5G13490:1.38468e-05
463175at3193,3,Zm00001eb376640,Zm00001eb376640:0.000636762,NA,NA,NA,NA,HORVU.MOREX.r3.7HG0652970,HORVU.MOREX.r3.7HG0652970:0.000160311,AT2G43790,AT2G43790:0.000390618
4747719at2759,3,NA,NA,SORBI_3003G122300,SORBI_3003G122300:0.00118909,NA,NA,HORVU.MOREX.r3.6HG0581990,HORVU.MOREX.r3.6HG0581990:0.000502917,AT1G14560,AT1G14560:8.06118e-05
4755763at2759,3,Zm00001eb222960;Zm00001eb430440,Zm00001eb222960:0.0025681;Zm00001eb430440:0.00321322,SORBI_3007G200500,SORBI_3007G200500:0.000781472,NA,NA,NA,NA,AT1G27770;AT4G37640,AT1G27770:2.95295e-05;AT4G37640:2.44491e-09
4760724at2759,3,Zm00001eb214320;Zm00001eb250950,Zm00001eb214320:0.000898876;Zm00001eb250950:0.000191452,SORBI_3006G192200,SORBI_3006G192200:0.00360362,NA,NA,NA,NA,AT3G17090,AT3G17090:4.68658e-05
4804397at2759,3,Zm00001eb302150,Zm00001eb302150:0.00269495,NA,NA,NA,NA,HORVU.MOREX.r3.2HG0149410,HORVU.MOREX.r3.2HG0149410:0.00133175,AT1G19730;AT5G42980,AT1G19730:3.22461e-09;AT5G42980:0.000206142
4839337at2759,3,Zm00001eb020090,Zm00001eb020090:0.00149977,NA,NA,LOC_Os07g06040,LOC_Os07g06040:0.000850783,HORVU.MOREX.r3.7HG0687190,HORVU.MOREX.r3.7HG0687190:0.00132451,NA,NA
4840713at2759,3,Zm00001eb012270,Zm00001eb012270:0.00146152,SORBI_3001G422100,SORBI_3001G422100:0.00373094,NA,NA,NA,NA,AT5G59490,AT5G59490:5.88828e-09
4842190at2759,3,Zm00001eb278120,Zm00001eb278120:0.00107681,SORBI_3006G106700,SORBI_3006G106700:0.00159974,NA,NA,HORVU.MOREX.r3.5HG0441100,HORVU.MOREX.r3.5HG0441100:0.00020775,NA,NA
4893017at2759,3,Zm00001eb321180,Zm00001eb321180:6.58898e-05,SORBI_3002G283800,SORBI_3002G283800:0.0016811,NA,NA,HORVU.MOREX.r3.5HG0535920,HORVU.MOREX.r3.5HG0535920:0.000190121,NA,NA
4925430at2759,3,Zm00001eb041140;Zm00001eb195230;Zm00001eb330600,Zm00001eb041140:0.000201197;Zm00001eb195230:0.000130799;Zm00001eb330600:0.00106038,SORBI_3001G161300,SORBI_3001G161300:0.00218504,NA,NA,NA,NA,AT1G30270;AT2G30360;AT5G07070,AT1G30270:2.44746e-08;AT2G30360:7.33957e-05;AT5G07070:9.51397e-05
498741at2759,3,Zm00001eb038710;Zm00001eb206350;Zm00001eb431930,Zm00001eb038710:0.00292872;Zm00001eb206350:0.000941622;Zm00001eb431930:0.00337037,SORBI_3003G139300;SORBI_3003G281400;SORBI_3007G042600,SORBI_3003G139300:0.00115494;SORBI_3003G281400:0.00330683;SORBI_3007G042600:0.00179006,NA,NA,HORVU.MOREX.r3.6HG0574990,HORVU.MOREX.r3.6HG0574990:1.65618e-06,NA,NA
498741at33090,3,Zm00001eb038710;Zm00001eb206350;Zm00001eb431930,Zm00001eb038710:0.00292872;Zm00001eb206350:0.000941622;Zm00001eb431930:0.00337037,SORBI_3003G139300;SORBI_3003G281400;SORBI_3007G042600,SORBI_3003G139300:0.00115494;SORBI_3003G281400:0.00330683;SORBI_3007G042600:0.00179006,NA,NA,HORVU.MOREX.r3.6HG0574990,HORVU.MOREX.r3.6HG0574990:1.65618e-06,NA,NA
4999290at2759,3,Zm00001eb311450,Zm00001eb311450:0.000927165,NA,NA,LOC_Os09g03750,LOC_Os09g03750:0.00214163,HORVU.MOREX.r3.4HG0389460,HORVU.MOREX.r3.4HG0389460:0.000735063,NA,NA
4999845at2759,3,Zm00001eb071040,Zm00001eb071040:3.2143e-06,NA,NA,NA,NA,HORVU.MOREX.r3.4HG0416360,HORVU.MOREX.r3.4HG0416360:0.00017524,AT1G72680;AT4G34230,AT1G72680:2.59062e-06;AT4G34230:8.53839e-06
5000616at2759,3,Zm00001eb220800,Zm00001eb220800:0.000862247,NA,NA,NA,NA,HORVU.MOREX.r3.1HG0047980,HORVU.MOREX.r3.1HG0047980:0.000255297,AT1G58290,AT1G58290:6.9569e-07
5000677at2759,3,Zm00001eb247190,Zm00001eb247190:0.000870946,SORBI_3002G045700,SORBI_3002G045700:0.00131427,NA,NA,NA,NA,AT3G03710,AT3G03710:8.86323e-05
5001279at2759,3,Zm00001eb144930;Zm00001eb216870,Zm00001eb144930:0.000804063;Zm00001eb216870:0.00243018,SORBI_3001G125700;SORBI_3001G125800,SORBI_3001G125700:0.00133174;SORBI_3001G125800:0.00133174,NA,NA,HORVU.MOREX.r3.5HG0509200,HORVU.MOREX.r3.5HG0509200:0.000801023,NA,NA
5002246at2759,3,Zm00001eb304610,Zm00001eb304610:0.000437029,SORBI_3002G095400,SORBI_3002G095400:0.00296534,NA,NA,NA,NA,AT1G15960,AT1G15960:7.75152e-05
5004281at2759,3,Zm00001eb145690,Zm00001eb145690:0.00152106,SORBI_3005G073200,SORBI_3005G073200:0.000852108,NA,NA,NA,NA,AT1G71900;AT3G23870,AT1G71900:5.72651e-05;AT3G23870:1.12069e-05
5005315at2759,3,Zm00001eb187260,Zm00001eb187260:0.000139077,SORBI_3010G004300,SORBI_3010G004300:0.000216919,NA,NA,NA,NA,AT1G01520,AT1G01520:5.92187e-05
5005697at2759,3,Zm00001eb000480,Zm00001eb000480:0.00119124,NA,NA,NA,NA,HORVU.MOREX.r3.4HG0415470,HORVU.MOREX.r3.4HG0415470:0.000107191,AT4G30600,AT4G30600:0.000107583
5006073at2759,3,Zm00001eb374580,Zm00001eb374580:0.0031937,NA,NA,NA,NA,HORVU.MOREX.r3.2HG0195130;HORVU.MOREX.r3.3HG0302160,HORVU.MOREX.r3.2HG0195130:0.00118833;HORVU.MOREX.r3.3HG0302160:0.000264513,AT1G04120;AT1G30400,AT1G04120:0.000363267;AT1G30400:4.57323e-05
5017627at2759,3,Zm00001eb189380,Zm00001eb189380:0.000284213,NA,NA,NA,NA,HORVU.MOREX.r3.6HG0609880,HORVU.MOREX.r3.6HG0609880:0.000990559,AT5G13490,AT5G13490:1.38468e-05
5017687at2759,3,Zm00001eb290730,Zm00001eb290730:0.000460221,NA,NA,NA,NA,HORVU.MOREX.r3.2HG0210290,HORVU.MOREX.r3.2HG0210290:5.02228e-07,AT1G43560,AT1G43560:0.000185573
5019192at2759,3,NA,NA,SORBI_3007G044400;SORBI_3007G045600,SORBI_3007G044400:0.00252103;SORBI_3007G045600:0.00101363,LOC_Os02g06430,LOC_Os02g06430:0.00159431,NA,NA,AT2G45140,AT2G45140:2.50392e-07
519779at2759,3,Zm00001eb227830,Zm00001eb227830:0.00228635,SORBI_3006G163100,SORBI_3006G163100:0.00043745,LOC_Os06g07130,LOC_Os06g07130:1.60186e-05,NA,NA,NA,NA
519779at3193,3,Zm00001eb227830,Zm00001eb227830:0.00228635,SORBI_3006G163100,SORBI_3006G163100:0.00043745,LOC_Os06g07130,LOC_Os06g07130:1.60186e-05,NA,NA,NA,NA
519779at33090,3,Zm00001eb227830,Zm00001eb227830:0.00228635,SORBI_3006G163100,SORBI_3006G163100:0.00043745,LOC_Os06g07130,LOC_Os06g07130:1.60186e-05,NA,NA,NA,NA
524414at2759,3,Zm00001eb194110,Zm00001eb194110:0.000106747,NA,NA,NA,NA,HORVU.MOREX.r3.6HG0603440;HORVU.MOREX.r3.7HG0721150,HORVU.MOREX.r3.6HG0603440:0.000894644;HORVU.MOREX.r3.7HG0721150:0.000577128,AT1G26850;AT1G78240;AT4G18030,AT1G26850:0.000101987;AT1G78240:2.50977e-05;AT4G18030:2.74682e-05
529197at2759,3,Zm00001eb226770;Zm00001eb376640;Zm00001eb415940,Zm00001eb226770:0.00268391;Zm00001eb376640:0.000636762;Zm00001eb415940:0.000299372,NA,NA,NA,NA,HORVU.MOREX.r3.7HG0652970,HORVU.MOREX.r3.7HG0652970:0.000160311,AT2G43790,AT2G43790:0.000390618
529197at33090,3,Zm00001eb226770;Zm00001eb376640;Zm00001eb415940,Zm00001eb226770:0.00268391;Zm00001eb376640:0.000636762;Zm00001eb415940:0.000299372,NA,NA,NA,NA,HORVU.MOREX.r3.7HG0652970,HORVU.MOREX.r3.7HG0652970:0.000160311,AT2G43790,AT2G43790:0.000390618
533331at2759,3,Zm00001eb191720,Zm00001eb191720:0.00322648,SORBI_3004G339200,SORBI_3004G339200:0.000205224,NA,NA,NA,NA,AT3G23340,AT3G23340:0.000116901
534218at33090,3,Zm00001eb302150,Zm00001eb302150:0.00269495,NA,NA,NA,NA,HORVU.MOREX.r3.2HG0149410,HORVU.MOREX.r3.2HG0149410:0.00133175,AT1G19730;AT5G42980,AT1G19730:3.22461e-09;AT5G42980:0.000206142
534225at2759,3,Zm00001eb254540,Zm00001eb254540:0.00245623,SORBI_3004G238100;SORBI_3009G075900,SORBI_3004G238100:0.0022883;SORBI_3009G075900:0.00242826,NA,NA,HORVU.MOREX.r3.1HG0049580,HORVU.MOREX.r3.1HG0049580:3.54093e-05,NA,NA
