Orthogroup	Maize_gene	Maize_pvalue_max	Sorghum_gene	Sorghum_pvalue_max	Rice_gene	Rice_pvalue_max	Barley_gene	Barley_pvalue_max	Arabidopsis_gene	Arabidopsis_pvalue_max	Gene_count
633362at33090	Zm00001eb134010	Zm00001eb134010:0.00194545	SORBI_3006G138200	SORBI_3006G138200:0.00114174	LOC_Os03g08000	LOC_Os03g08000:3.91294e-05	HORVU.MOREX.r3.7HG0658130	HORVU.MOREX.r3.7HG0658130:0.00172893	AT2G16660;AT2G34355	AT2G16660:0.000748299;AT2G34355:0.000155991	5
640662at2759	Zm00001eb067730;Zm00001eb068210;Zm00001eb118090;Zm00001eb194740;Zm00001eb225230;Zm00001eb264870;Zm00001eb281180;Zm00001eb282430	Zm00001eb067730:0.00304028;Zm00001eb068210:0.000872906;Zm00001eb118090:0.00148329;Zm00001eb194740:0.00153361;Zm00001eb225230:0.00189288;Zm00001eb264870:0.00160784;Zm00001eb281180:0.00487234;Zm00001eb282430:0.00115655	SORBI_3001G080200;SORBI_3003G320800;SORBI_3010G161600;SORBI_3010G161700;SORBI_3010G161800	SORBI_3001G080200:0.000648411;SORBI_3003G320800:0.0011678;SORBI_3010G161600:0.00243966;SORBI_3010G161700:0.00243966;SORBI_3010G161800:0.00243966	LOC_Os01g07870;LOC_Os04g06510;LOC_Os05g01620	LOC_Os01g07870:6.74177e-06;LOC_Os04g06510:0.000851163;LOC_Os05g01620:0.000517709	HORVU.MOREX.r3.1HG0025050;HORVU.MOREX.r3.2HG0112600;HORVU.MOREX.r3.2HG0112660;HORVU.MOREX.r3.2HG0112670;HORVU.MOREX.r3.2HG0112720;HORVU.MOREX.r3.5HG0494460	HORVU.MOREX.r3.1HG0025050:0.000862811;HORVU.MOREX.r3.2HG0112600:6.13369e-05;HORVU.MOREX.r3.2HG0112660:0.000100413;HORVU.MOREX.r3.2HG0112670:0.000100413;HORVU.MOREX.r3.2HG0112720:0.000484295;HORVU.MOREX.r3.5HG0494460:0.00177799	AT1G14540;AT1G68850;AT2G18980;AT2G22420;AT2G24800;AT2G37130;AT2G38380;AT3G17070;AT4G11290;AT4G25980;AT4G37520;AT5G05340;AT5G06720;AT5G15180;AT5G40150;AT5G58390	AT1G14540:6.2014e-05;AT1G68850:0.00112672;AT2G18980:1.59473e-05;AT2G22420:3.49091e-06;AT2G24800:0.000375559;AT2G37130:8.15238e-05;AT2G38380:0.00190636;AT3G17070:0.000953094;AT4G11290:0.000111449;AT4G25980:0.000360801;AT4G37520:2.57172e-05;AT5G05340:3.26201e-05;AT5G06720:8.15211e-06;AT5G15180:0.000369803;AT5G40150:0.000370038;AT5G58390:0.000456616	5
640662at3193	Zm00001eb068210	Zm00001eb068210:0.000872906	SORBI_3010G161600;SORBI_3010G161700;SORBI_3010G161800	SORBI_3010G161600:0.00243966;SORBI_3010G161700:0.00243966;SORBI_3010G161800:0.00243966	LOC_Os04g06510	LOC_Os04g06510:0.000851163	HORVU.MOREX.r3.2HG0112600;HORVU.MOREX.r3.2HG0112660;HORVU.MOREX.r3.2HG0112670;HORVU.MOREX.r3.2HG0112720	HORVU.MOREX.r3.2HG0112600:6.13369e-05;HORVU.MOREX.r3.2HG0112660:0.000100413;HORVU.MOREX.r3.2HG0112670:0.000100413;HORVU.MOREX.r3.2HG0112720:0.000484295	AT1G14540;AT5G05340;AT5G58390	AT1G14540:6.2014e-05;AT5G05340:3.26201e-05;AT5G58390:0.000456616	5
640662at33090	Zm00001eb068210	Zm00001eb068210:0.000872906	SORBI_3010G161600;SORBI_3010G161700;SORBI_3010G161800	SORBI_3010G161600:0.00243966;SORBI_3010G161700:0.00243966;SORBI_3010G161800:0.00243966	LOC_Os04g06510	LOC_Os04g06510:0.000851163	HORVU.MOREX.r3.2HG0112600;HORVU.MOREX.r3.2HG0112660;HORVU.MOREX.r3.2HG0112670;HORVU.MOREX.r3.2HG0112720	HORVU.MOREX.r3.2HG0112600:6.13369e-05;HORVU.MOREX.r3.2HG0112660:0.000100413;HORVU.MOREX.r3.2HG0112670:0.000100413;HORVU.MOREX.r3.2HG0112720:0.000484295	AT1G14540;AT5G05340;AT5G58390	AT1G14540:6.2014e-05;AT5G05340:3.26201e-05;AT5G58390:0.000456616	5
643341at2759	Zm00001eb003660;Zm00001eb016040;Zm00001eb112170;Zm00001eb134240;Zm00001eb145890;Zm00001eb167820;Zm00001eb167830;Zm00001eb214630;Zm00001eb316130;Zm00001eb326880;Zm00001eb362650;Zm00001eb402940;Zm00001eb403550	Zm00001eb003660:0.000655891;Zm00001eb016040:0.00150702;Zm00001eb112170:0.000134884;Zm00001eb134240:0.00309135;Zm00001eb145890:0.000490564;Zm00001eb167820:0.0042217;Zm00001eb167830:0.00196024;Zm00001eb214630:0.000197879;Zm00001eb316130:0.00353156;Zm00001eb326880:0.0045793;Zm00001eb362650:0.00159186;Zm00001eb402940:0.000214093;Zm00001eb403550:0.00174172	SORBI_3001G265700;SORBI_3006G217900;SORBI_3007G038000	SORBI_3001G265700:0.000829298;SORBI_3006G217900:3.26196e-06;SORBI_3007G038000:0.000828051	LOC_Os02g01540	LOC_Os02g01540:2.68921e-08	HORVU.MOREX.r3.2HG0186650;HORVU.MOREX.r3.5HG0513800	HORVU.MOREX.r3.2HG0186650:0.000959332;HORVU.MOREX.r3.5HG0513800:0.00151749	AT1G09970;AT1G17750;AT1G28440;AT1G72300;AT1G75820;AT2G02220;AT2G26330;AT5G48940;AT5G53890;AT5G61480;AT5G62230	AT1G09970:6.83992e-07;AT1G17750:0.00136395;AT1G28440:1.6638e-05;AT1G72300:0.000178501;AT1G75820:0.00103882;AT2G02220:0.00089739;AT2G26330:0.000113583;AT5G48940:0.00185254;AT5G53890:3.66605e-05;AT5G61480:0.00124466;AT5G62230:4.40952e-05	5
643341at33090	Zm00001eb003660;Zm00001eb016040;Zm00001eb112170;Zm00001eb134240;Zm00001eb145890;Zm00001eb167820;Zm00001eb167830;Zm00001eb316130;Zm00001eb402940;Zm00001eb403550	Zm00001eb003660:0.000655891;Zm00001eb016040:0.00150702;Zm00001eb112170:0.000134884;Zm00001eb134240:0.00309135;Zm00001eb145890:0.000490564;Zm00001eb167820:0.0042217;Zm00001eb167830:0.00196024;Zm00001eb316130:0.00353156;Zm00001eb402940:0.000214093;Zm00001eb403550:0.00174172	SORBI_3001G265700;SORBI_3006G217900;SORBI_3007G038000	SORBI_3001G265700:0.000829298;SORBI_3006G217900:3.26196e-06;SORBI_3007G038000:0.000828051	LOC_Os02g01540	LOC_Os02g01540:2.68921e-08	HORVU.MOREX.r3.2HG0186650;HORVU.MOREX.r3.5HG0513800	HORVU.MOREX.r3.2HG0186650:0.000959332;HORVU.MOREX.r3.5HG0513800:0.00151749	AT1G09970;AT1G17750;AT1G28440;AT1G72300;AT1G75820;AT2G02220;AT2G26330;AT5G48940;AT5G53890;AT5G61480;AT5G62230	AT1G09970:6.83992e-07;AT1G17750:0.00136395;AT1G28440:1.6638e-05;AT1G72300:0.000178501;AT1G75820:0.00103882;AT2G02220:0.00089739;AT2G26330:0.000113583;AT5G48940:0.00185254;AT5G53890:3.66605e-05;AT5G61480:0.00124466;AT5G62230:4.40952e-05	5
788776at33090	Zm00001eb204210;Zm00001eb430620	Zm00001eb204210:0.00339269;Zm00001eb430620:0.00415788	SORBI_3005G087800;SORBI_3006G209400	SORBI_3005G087800:0.00174686;SORBI_3006G209400:9.46192e-05	LOC_Os04g04520	LOC_Os04g04520:1.86012e-05	HORVU.MOREX.r3.2HG0202320	HORVU.MOREX.r3.2HG0202320:0.00103926	AT1G22280;AT1G34750;AT2G30020;AT5G53140	AT1G22280:0.000164242;AT1G34750:0.000270522;AT2G30020:1.76823e-06;AT5G53140:0.000155907	5
104624at3193	Zm00001eb277700;Zm00001eb384860	Zm00001eb277700:0.00220193;Zm00001eb384860:0.000699154	SORBI_3009G198700	SORBI_3009G198700:0.00177943	LOC_Os01g07500	LOC_Os01g07500:0.000568239	NA	NA	AT1G06400;AT1G16920;AT4G18800;AT5G45750	AT1G06400:4.96495e-07;AT1G16920:0.000253311;AT4G18800:0.000602589;AT5G45750:0.000510985	4
128682at3193	Zm00001eb351150	Zm00001eb351150:0.00360968	SORBI_3009G170100	SORBI_3009G170100:0.00295624	LOC_Os10g04780	LOC_Os10g04780:5.72357e-11	NA	NA	AT1G07090;AT2G31160;AT2G42610;AT3G04510;AT5G28490	AT1G07090:0.000177282;AT2G31160:7.55667e-05;AT2G42610:3.71746e-05;AT3G04510:0.000982865;AT5G28490:0.00101815	4
128682at33090	Zm00001eb351150	Zm00001eb351150:0.00360968	SORBI_3009G170100	SORBI_3009G170100:0.00295624	LOC_Os10g04780	LOC_Os10g04780:5.72357e-11	NA	NA	AT1G07090;AT2G31160;AT2G42610;AT3G04510;AT5G28490	AT1G07090:0.000177282;AT2G31160:7.55667e-05;AT2G42610:3.71746e-05;AT3G04510:0.000982865;AT5G28490:0.00101815	4
139695at2759	Zm00001eb008920;Zm00001eb010500	Zm00001eb008920:0.000656555;Zm00001eb010500:0.00205756	SORBI_3001G438100	SORBI_3001G438100:0.001928	LOC_Os05g05680	LOC_Os05g05680:3.97859e-05	NA	NA	AT1G19440;AT1G68530;AT5G43760	AT1G19440:0.00164971;AT1G68530:0.000344479;AT5G43760:0.00111246	4
157436at2759	Zm00001eb058970;Zm00001eb117770	Zm00001eb058970:0.00077183;Zm00001eb117770:0.00234202	SORBI_3001G074400	SORBI_3001G074400:0.00279537	LOC_Os03g07730	LOC_Os03g07730:0.000582691	NA	NA	AT1G10020;AT4G29310	AT1G10020:1.47074e-05;AT4G29310:0.00154207	4
157436at33090	Zm00001eb058970;Zm00001eb117770	Zm00001eb058970:0.00077183;Zm00001eb117770:0.00234202	SORBI_3001G074400	SORBI_3001G074400:0.00279537	LOC_Os03g07730	LOC_Os03g07730:0.000582691	NA	NA	AT1G10020;AT4G29310	AT1G10020:1.47074e-05;AT4G29310:0.00154207	4
158457at33090	Zm00001eb062910;Zm00001eb277700;Zm00001eb356130;Zm00001eb384860	Zm00001eb062910:0.00112603;Zm00001eb277700:0.00220193;Zm00001eb356130:0.00172573;Zm00001eb384860:0.000699154	SORBI_3001G031900;SORBI_3009G198700	SORBI_3001G031900:0.00164399;SORBI_3009G198700:0.00177943	LOC_Os01g07500;LOC_Os08g05250	LOC_Os01g07500:0.000568239;LOC_Os08g05250:7.3842e-05	NA	NA	AT1G06400;AT1G07410;AT1G09630;AT1G16920;AT2G31680;AT2G33870;AT3G12160;AT3G15060;AT4G18800;AT5G45750;AT5G47960;AT5G60860;AT5G65270	AT1G06400:4.96495e-07;AT1G07410:0.00123186;AT1G09630:3.48142e-05;AT1G16920:0.000253311;AT2G31680:0.000105579;AT2G33870:0.00145565;AT3G12160:0.000295022;AT3G15060:0.00172977;AT4G18800:0.000602589;AT5G45750:0.000510985;AT5G47960:0.000357161;AT5G60860:3.30175e-06;AT5G65270:0.00179838	4
1873865at2759	Zm00001eb388080	Zm00001eb388080:0.000300235	SORBI_3003G128800	SORBI_3003G128800:0.000707232	LOC_Os03g08220	LOC_Os03g08220:8.72018e-06	NA	NA	AT1G12560;AT1G69530;AT2G28950;AT2G37640;AT2G39700;AT2G40610;AT4G38210;AT5G02260;AT5G05290;AT5G39270;AT5G39300	AT1G12560:0.000122012;AT1G69530:0.00200043;AT2G28950:0.00186767;AT2G37640:0.00076684;AT2G39700:0.00167066;AT2G40610:1.79071e-06;AT4G38210:0.000909758;AT5G02260:1.27618e-06;AT5G05290:3.26201e-05;AT5G39270:0.000807077;AT5G39300:0.000807077	4
223916at3193	Zm00001eb058970;Zm00001eb117770	Zm00001eb058970:0.00077183;Zm00001eb117770:0.00234202	SORBI_3001G074400	SORBI_3001G074400:0.00279537	LOC_Os03g07730	LOC_Os03g07730:0.000582691	NA	NA	AT1G10020;AT4G29310	AT1G10020:1.47074e-05;AT4G29310:0.00154207	4
2467431at2759	Zm00001eb233720	Zm00001eb233720:0.00145041	SORBI_3003G004900	SORBI_3003G004900:0.00297599	LOC_Os03g01320;LOC_Os08g04480	LOC_Os03g01320:3.07658e-07;LOC_Os08g04480:0.000420831	NA	NA	AT1G20510;AT1G51680;AT4G05160	AT1G20510:0.000974376;AT1G51680:3.65087e-07;AT4G05160:0.000644922	4
26765at3193	Zm00001eb375510	Zm00001eb375510:0.000283529	SORBI_3010G054200	SORBI_3010G054200:0.000536504	NA	NA	HORVU.MOREX.r3.7HG0656250	HORVU.MOREX.r3.7HG0656250:0.00122125	AT3G22110	AT3G22110:0.00124832	4
2690913at2759	Zm00001eb288430;Zm00001eb406440	Zm00001eb288430:0.00164367;Zm00001eb406440:0.00192281	SORBI_3003G240100;SORBI_3003G240400;SORBI_3010G152000	SORBI_3003G240100:0.00276649;SORBI_3003G240400:0.00276649;SORBI_3010G152000:0.00196213	LOC_Os04g05080	LOC_Os04g05080:2.85633e-06	NA	NA	AT3G06080;AT3G11570;AT4G23790;AT5G06230;AT5G20590;AT5G64470	AT3G06080:0.00152509;AT3G11570:0.00157595;AT4G23790:0.00039081;AT5G06230:4.36089e-05;AT5G20590:1.07606e-05;AT5G64470:3.40442e-08	4
273255at33090	Zm00001eb281180	Zm00001eb281180:0.00487234	SORBI_3003G320800	SORBI_3003G320800:0.0011678	LOC_Os01g07870	LOC_Os01g07870:6.74177e-06	NA	NA	AT5G15180	AT5G15180:0.000369803	4
276529at33090	Zm00001eb375510	Zm00001eb375510:0.000283529	SORBI_3010G054200	SORBI_3010G054200:0.000536504	NA	NA	HORVU.MOREX.r3.7HG0656250	HORVU.MOREX.r3.7HG0656250:0.00122125	AT3G22110	AT3G22110:0.00124832	4
326892at2759	Zm00001eb351150	Zm00001eb351150:0.00360968	SORBI_3009G170100	SORBI_3009G170100:0.00295624	LOC_Os10g04780	LOC_Os10g04780:5.72357e-11	NA	NA	AT1G07090;AT2G31160;AT2G42610;AT3G04510;AT5G28490	AT1G07090:0.000177282;AT2G31160:7.55667e-05;AT2G42610:3.71746e-05;AT3G04510:0.000982865;AT5G28490:0.00101815	4
35153at2759	Zm00001eb062910;Zm00001eb277700;Zm00001eb356130;Zm00001eb384860	Zm00001eb062910:0.00112603;Zm00001eb277700:0.00220193;Zm00001eb356130:0.00172573;Zm00001eb384860:0.000699154	SORBI_3001G031900;SORBI_3009G198700	SORBI_3001G031900:0.00164399;SORBI_3009G198700:0.00177943	LOC_Os01g07500;LOC_Os08g05250	LOC_Os01g07500:0.000568239;LOC_Os08g05250:7.3842e-05	NA	NA	AT1G06400;AT1G07410;AT1G09630;AT1G16920;AT2G31680;AT2G33870;AT3G12160;AT3G15060;AT4G18800;AT5G45750;AT5G47960;AT5G60860;AT5G65270	AT1G06400:4.96495e-07;AT1G07410:0.00123186;AT1G09630:3.48142e-05;AT1G16920:0.000253311;AT2G31680:0.000105579;AT2G33870:0.00145565;AT3G12160:0.000295022;AT3G15060:0.00172977;AT4G18800:0.000602589;AT5G45750:0.000510985;AT5G47960:0.000357161;AT5G60860:3.30175e-06;AT5G65270:0.00179838	4
381908at2759	Zm00001eb038610;Zm00001eb065120;Zm00001eb258840;Zm00001eb289980;Zm00001eb351770	Zm00001eb038610:0.00136816;Zm00001eb065120:0.00376486;Zm00001eb258840:0.00466096;Zm00001eb289980:0.00309905;Zm00001eb351770:0.00184643	SORBI_3001G003600	SORBI_3001G003600:0.00108257	NA	NA	HORVU.MOREX.r3.2HG0198640;HORVU.MOREX.r3.3HG0303800	HORVU.MOREX.r3.2HG0198640:0.000216803;HORVU.MOREX.r3.3HG0303800:0.00129845	AT1G75880;AT1G75910;AT2G04570;AT2G30310;AT2G31540;AT2G40250;AT4G28780;AT5G33370;AT5G63170	AT1G75880:0.00103882;AT1G75910:0.000683564;AT2G04570:4.06884e-05;AT2G30310:6.53491e-06;AT2G31540:0.000105579;AT2G40250:9.61745e-05;AT4G28780:0.000728255;AT5G33370:4.6177e-05;AT5G63170:0.000426514	4
394674at3193	Zm00001eb127290	Zm00001eb127290:0.0043265	NA	NA	LOC_Os05g05790	LOC_Os05g05790:4.34025e-05	HORVU.MOREX.r3.1HG0091860	HORVU.MOREX.r3.1HG0091860:0.000200706	AT1G19450;AT1G75220;AT3G05160;AT5G18840	AT1G19450:0.00164971;AT1G75220:0.00146669;AT3G05160:0.00119329;AT5G18840:0.000120809	4
394674at33090	Zm00001eb127290	Zm00001eb127290:0.0043265	NA	NA	LOC_Os05g05790	LOC_Os05g05790:4.34025e-05	HORVU.MOREX.r3.1HG0091860	HORVU.MOREX.r3.1HG0091860:0.000200706	AT1G19450;AT1G75220;AT3G05160;AT5G18840	AT1G19450:0.00164971;AT1G75220:0.00146669;AT3G05160:0.00119329;AT5G18840:0.000120809	4
425007at3193	NA	NA	SORBI_3007G190200	SORBI_3007G190200:0.00263562	LOC_Os03g02140;LOC_Os08g05310	LOC_Os03g02140:1.0966e-05;LOC_Os08g05310:0.000159771	HORVU.MOREX.r3.4HG0412730	HORVU.MOREX.r3.4HG0412730:8.35612e-05	AT5G50400	AT5G50400:8.86926e-05	4
433140at33090	Zm00001eb388080	Zm00001eb388080:0.000300235	SORBI_3003G128800	SORBI_3003G128800:0.000707232	LOC_Os03g08220	LOC_Os03g08220:8.72018e-06	NA	NA	AT1G12560;AT1G69530;AT2G28950;AT2G37640;AT2G39700;AT2G40610;AT4G38210;AT5G02260;AT5G05290;AT5G39270;AT5G39300	AT1G12560:0.000122012;AT1G69530:0.00200043;AT2G28950:0.00186767;AT2G37640:0.00076684;AT2G39700:0.00167066;AT2G40610:1.79071e-06;AT4G38210:0.000909758;AT5G02260:1.27618e-06;AT5G05290:3.26201e-05;AT5G39270:0.000807077;AT5G39300:0.000807077	4
4762392at2759	Zm00001eb127290	Zm00001eb127290:0.0043265	NA	NA	LOC_Os05g05790	LOC_Os05g05790:4.34025e-05	HORVU.MOREX.r3.1HG0091860	HORVU.MOREX.r3.1HG0091860:0.000200706	AT1G19450;AT1G75220;AT3G05160;AT5G18840	AT1G19450:0.00164971;AT1G75220:0.00146669;AT3G05160:0.00119329;AT5G18840:0.000120809	4
4820964at2759	Zm00001eb222510	Zm00001eb222510:0.000134697	NA	NA	LOC_Os08g05640	LOC_Os08g05640:0.00022812	HORVU.MOREX.r3.4HG0332850;HORVU.MOREX.r3.4HG0411330	HORVU.MOREX.r3.4HG0332850:0.00111859;HORVU.MOREX.r3.4HG0411330:0.0011215	AT2G32830;AT2G38940;AT5G43350;AT5G43370	AT2G32830:0.000930265;AT2G38940:6.03775e-06;AT5G43350:2.03205e-05;AT5G43370:2.03205e-05	4
4971251at2759	Zm00001eb375510	Zm00001eb375510:0.000283529	SORBI_3010G054200	SORBI_3010G054200:0.000536504	NA	NA	HORVU.MOREX.r3.7HG0656250	HORVU.MOREX.r3.7HG0656250:0.00122125	AT1G16470;AT1G47250;AT1G79210;AT3G14290;AT3G22110;AT3G51260;AT5G42790	AT1G16470:4.72828e-05;AT1G47250:0.000162182;AT1G79210:0.000218042;AT3G14290:0.000368086;AT3G22110:0.00124832;AT3G51260:0.000347944;AT5G42790:4.17582e-05	4
5004521at2759	Zm00001eb016920	Zm00001eb016920:0.00115935	SORBI_3001G226600	SORBI_3001G226600:0.00291141	NA	NA	HORVU.MOREX.r3.4HG0412150	HORVU.MOREX.r3.4HG0412150:0.00160219	AT2G45880;AT4G00490;AT5G45300	AT2G45880:0.000824952;AT4G00490:0.000133201;AT5G45300:7.98127e-05	4
5014320at2759	NA	NA	SORBI_3007G190200	SORBI_3007G190200:0.00263562	LOC_Os03g02140;LOC_Os08g05310	LOC_Os03g02140:1.0966e-05;LOC_Os08g05310:0.000159771	HORVU.MOREX.r3.4HG0412730	HORVU.MOREX.r3.4HG0412730:8.35612e-05	AT5G50400	AT5G50400:8.86926e-05	4
5015236at2759	Zm00001eb394310	Zm00001eb394310:0.00156433	NA	NA	LOC_Os02g01840	LOC_Os02g01840:0.000633047	HORVU.MOREX.r3.4HG0372480	HORVU.MOREX.r3.4HG0372480:0.000167572	AT5G20350	AT5G20350:0.000189257	4
505165at2759	Zm00001eb117980	Zm00001eb117980:0.00380146	SORBI_3001G079200	SORBI_3001G079200:0.00225597	LOC_Os07g01190	LOC_Os07g01190:5.05687e-08	NA	NA	AT5G66850	AT5G66850:8.0208e-05	4
505165at3193	Zm00001eb117980	Zm00001eb117980:0.00380146	SORBI_3001G079200	SORBI_3001G079200:0.00225597	LOC_Os07g01190	LOC_Os07g01190:5.05687e-08	NA	NA	AT5G66850	AT5G66850:8.0208e-05	4
505165at33090	Zm00001eb117980	Zm00001eb117980:0.00380146	SORBI_3001G079200	SORBI_3001G079200:0.00225597	LOC_Os07g01190	LOC_Os07g01190:5.05687e-08	NA	NA	AT5G66850	AT5G66850:8.0208e-05	4
512984at3193	Zm00001eb122740	Zm00001eb122740:0.00132672	NA	NA	LOC_Os02g02030	LOC_Os02g02030:0.000266616	HORVU.MOREX.r3.7HG0713820	HORVU.MOREX.r3.7HG0713820:3.41743e-05	AT3G17609	AT3G17609:9.90112e-06	4
530678at3193	Zm00001eb206840	Zm00001eb206840:0.00439932	SORBI_3003G244000	SORBI_3003G244000:0.00207605	LOC_Os04g06580	LOC_Os04g06580:0.000780076	NA	NA	AT3G61610;AT4G23730;AT5G57330	AT3G61610:7.5759e-06;AT4G23730:0.00039081;AT5G57330:0.000577418	4
530678at33090	Zm00001eb206840	Zm00001eb206840:0.00439932	SORBI_3003G244000	SORBI_3003G244000:0.00207605	LOC_Os04g06580	LOC_Os04g06580:0.000780076	NA	NA	AT3G01590;AT3G61610;AT4G23730;AT5G57330	AT3G01590:1.18024e-05;AT3G61610:7.5759e-06;AT4G23730:0.00039081;AT5G57330:0.000577418	4
541070at2759	NA	NA	SORBI_3003G426900;SORBI_3009G045100	SORBI_3003G426900:0.000492278;SORBI_3009G045100:0.00070137	LOC_Os05g01500	LOC_Os05g01500:0.000341638	HORVU.MOREX.r3.3HG0320350	HORVU.MOREX.r3.3HG0320350:4.83002e-05	AT1G11930	AT1G11930:5.47136e-05	4
