"Lines","Long","Lat","crop","matemp_value"
"1006",14.0526813,55.3822641,"arabidopsis",NA
"1061",14.1333,55.7167,"arabidopsis",7.57916688919067
"1062",14.1333,55.7167,"arabidopsis",7.57916688919067
"1063",14.1333,55.7167,"arabidopsis",7.57916688919067
"1066",14.1333,55.7167,"arabidopsis",7.57916688919067
"1070",14.1333,55.7167,"arabidopsis",7.57916688919067
"1158",16.5167,56.7,"arabidopsis",7.07083320617676
"1166",16.5167,56.7,"arabidopsis",7.07083320617676
"1254",17.0167,59.4333,"arabidopsis",6.27916669845581
"1257",17.0167,59.4333,"arabidopsis",6.27916669845581
"1313",16.8667,59.5667,"arabidopsis",6.20833349227905
"1317",16.8667,59.5667,"arabidopsis",6.20833349227905
"1552",18.3667,63.0833,"arabidopsis",3.03333330154419
"1612",-86.583,41.9,"arabidopsis",9.51666641235352
"1622",-86.583,41.9,"arabidopsis",9.51666641235352
"1651",-86.4045,43.3431,"arabidopsis",8.03750038146973
"1652",-86.4045,43.3431,"arabidopsis",8.03750038146973
"1676",-86.607,41.879,"arabidopsis",9.50833320617676
"1684",-86.607,41.879,"arabidopsis",9.50833320617676
"1739",-85.398,42.405,"arabidopsis",8.89166641235352
"1741",-85.398,42.405,"arabidopsis",8.89166641235352
"1756",-86.358,42.184,"arabidopsis",9.4583330154419
"1757",-86.358,42.184,"arabidopsis",9.4583330154419
"1793",-86.67,41.847,"arabidopsis",9.42500019073486
"1797",-86.67,41.847,"arabidopsis",9.42500019073486
"1819",-86.67,41.8,"arabidopsis",9.5833330154419
"1820",-86.67,41.8,"arabidopsis",9.5833330154419
"1829",-86.509,42.051,"arabidopsis",9.54583358764648
"1834",-86.509,42.051,"arabidopsis",9.54583358764648
"1835",-86.509,42.051,"arabidopsis",9.54583358764648
"1851",-86.2657,43.595,"arabidopsis",7.59583330154419
"1852",-86.2657,43.595,"arabidopsis",7.59583330154419
"1853",-86.2657,43.595,"arabidopsis",7.59583330154419
"1872",-86.2657,43.595,"arabidopsis",7.59583330154419
"1890",-86.1859,43.5139,"arabidopsis",7.84999990463257
"1925",-86.1843,43.5251,"arabidopsis",7.80000019073486
"1942",-86.1843,43.5251,"arabidopsis",7.80000019073486
"1943",-86.1843,43.5251,"arabidopsis",7.80000019073486
"1954",-86.1739,43.5187,"arabidopsis",7.78749990463257
"2016",-86.1788,43.5356,"arabidopsis",7.77916669845581
"2017",-86.1788,43.5356,"arabidopsis",7.77916669845581
"2031",-86.412,42.166,"arabidopsis",9.40833377838135
"2053",-86.412,42.166,"arabidopsis",9.40833377838135
"2057",-86.412,42.166,"arabidopsis",9.40833377838135
"2081",-86.3368,43.2483,"arabidopsis",8.26666641235352
"2091",-86.3368,43.2483,"arabidopsis",8.26666641235352
"2106",-86.0891,43.2749,"arabidopsis",8.23333358764648
"2108",-86.0891,43.2749,"arabidopsis",8.23333358764648
"2141",-86.0891,43.2749,"arabidopsis",8.23333358764648
"2159",-86.431,42.148,"arabidopsis",9.50833320617676
"2166",-86.431,42.148,"arabidopsis",9.50833320617676
"2171",-86.431,42.148,"arabidopsis",9.50833320617676
"2191",-86.3929,43.7623,"arabidopsis",7.74166679382324
"2202",-86.3929,43.7623,"arabidopsis",7.74166679382324
"2212",-86.3929,43.7623,"arabidopsis",7.74166679382324
"2239",-86.382,42.184,"arabidopsis",9.36250019073486
"2240",-86.382,42.184,"arabidopsis",9.36250019073486
"2276",-86.496,43.665,"arabidopsis",7.84166669845581
"2278",-86.496,43.665,"arabidopsis",7.84166669845581
"2285",-86.496,43.665,"arabidopsis",7.84166669845581
"2286",-86.496,43.665,"arabidopsis",7.84166669845581
"2317",-86.514,42.03,"arabidopsis",9.60000038146973
"2370",-86.646,41.865,"arabidopsis",9.46249961853027
"2412",-86.646,41.865,"arabidopsis",9.46249961853027
"4779",-4.9,50.4,"arabidopsis",10.3666667938232
"4807",-4.9,50.4,"arabidopsis",10.3666667938232
"4826",-4.9,50.4,"arabidopsis",10.3666667938232
"4840",-4.9,50.4,"arabidopsis",10.3666667938232
"4857",-4.9,50.3,"arabidopsis",10.6791667938232
"4884",-4.9,50.3,"arabidopsis",10.6791667938232
"4900",-4.8,50.3,"arabidopsis",10.7833337783813
"4939",-4.7,50.4,"arabidopsis",10.3208332061768
"4958",-4.5,50.5,"arabidopsis",9.65833377838135
"5023",0.5,51.3,"arabidopsis",10.3291664123535
"5104",0.5,51.3,"arabidopsis",10.3291664123535
"5151",-1.7,52.2,"arabidopsis",9.59583282470703
"5165",0.4,51.3,"arabidopsis",10.0749998092651
"5210",0.3,51.2,"arabidopsis",10.1416664123535
"5236",0.4,51.2,"arabidopsis",10.1958332061768
"5249",0.3,51.2,"arabidopsis",10.1416664123535
"5253",0.6,51.1,"arabidopsis",9.89166641235352
"5276",1.1,51.3,"arabidopsis",10.2833337783813
"5279",1.1,51.3,"arabidopsis",10.2833337783813
"5349",0.4,51.1,"arabidopsis",9.9166669845581
"5353",-3,54.5,"arabidopsis",5.23750019073486
"5395",-3,54.4,"arabidopsis",8.13333320617676
"5486",-3.3,54.6,"arabidopsis",7.92083358764648
"5577",-3.4,54.7,"arabidopsis",8.625
"5644",-2.9,54.4,"arabidopsis",7.9500002861023
"5651",-2.9,54.4,"arabidopsis",7.9500002861023
"5717",-3.2,54.6,"arabidopsis",7.86666679382324
"5718",-3.4,57,"arabidopsis",6.47083330154419
"5720",-1.6,53.3,"arabidopsis",7.82916641235352
"5726",1.1,51.3,"arabidopsis",10.2833337783813
"5741",-4.1,56.6,"arabidopsis",6.64166688919067
"5748",-4.4,56,"arabidopsis",7.32916688919067
"5757",-2.3,54.6,"arabidopsis",6.07083320617676
"5768",-1.5,54.1,"arabidopsis",9.1041669845581
"5772",-2.3,54.1,"arabidopsis",7.90000009536743
"5776",-1.3,52.9,"arabidopsis",9.69999980926514
"5779",-3.1,51,"arabidopsis",10.5749998092651
"5784",-5.2,56.4,"arabidopsis",8.3958330154419
"5798",-3.3,53.1,"arabidopsis",9.07083320617676
"5800",-5.5,57.4,"arabidopsis",NA
"5811",-3.1,52.9,"arabidopsis",8.28333377838135
"5822",-5.98333,56.7333,"arabidopsis",8.9166669845581
"5830",15.9807762,56.3130014,"arabidopsis",7.29583358764648
"5831",15.9807762,56.3130014,"arabidopsis",7.29583358764648
"5832",15.9807762,56.3130014,"arabidopsis",7.29583358764648
"5836",13.51,55.86,"arabidopsis",7.57916688919067
"5837",16.2326,49.4013,"arabidopsis",7.34583330154419
"5856",17.4849587,63.0091989,"arabidopsis",2.47083330154419
"5860",18.0141098,62.6827735,"arabidopsis",NA
"5865",14.1231006,55.7565106,"arabidopsis",7.38749980926514
"5867",14.1220385,55.7570661,"arabidopsis",7.38749980926514
"5874",16.2815,49.4112,"arabidopsis",7.39583349227905
"5890",16.2815,49.4112,"arabidopsis",7.39583349227905
"5893",16.2815,49.4112,"arabidopsis",7.39583349227905
"5907",16.2815,49.4112,"arabidopsis",7.39583349227905
"5921",16.2815,49.4112,"arabidopsis",7.39583349227905
"5950",16.2815,49.4112,"arabidopsis",7.39583349227905
"5984",16.2815,49.4112,"arabidopsis",7.39583349227905
"5993",16.2815,49.4112,"arabidopsis",7.39583349227905
"6008",16.2,49.1,"arabidopsis",8.81666660308838
"6009",18.1749827,62.8759855,"arabidopsis",3.4208333492279
"6010",18.1749827,62.8759855,"arabidopsis",3.4208333492279
"6011",18.1749827,62.8759855,"arabidopsis",3.4208333492279
"6012",18.1749827,62.8759855,"arabidopsis",3.4208333492279
"6013",18.1749827,62.8759855,"arabidopsis",3.4208333492279
"6016",18.4045,62.9147,"arabidopsis",NA
"6017",18.4045,62.9147,"arabidopsis",NA
"6019",14.2786489,56.0617671,"arabidopsis",7.40833330154419
"6020",14.2786489,56.0617671,"arabidopsis",7.40833330154419
"6021",14.281492,56.068008,"arabidopsis",7.4375
"6022",14.281492,56.068008,"arabidopsis",7.4375
"6023",13.3720798,55.7501271,"arabidopsis",7.94166660308838
"6024",13.3720798,55.7501271,"arabidopsis",7.94166660308838
"6025",17.7311,62.6381,"arabidopsis",3.47916650772095
"6030",18.1896,62.806,"arabidopsis",3.9375
"6034",13.7453108,56.0755241,"arabidopsis",6.99166679382324
"6035",13.7453108,56.0755241,"arabidopsis",6.99166679382324
"6036",13.7249024,56.1045244,"arabidopsis",7.10416650772095
"6038",13.7249024,56.1045244,"arabidopsis",7.10416650772095
"6039",13.7296953,56.1132251,"arabidopsis",7.15416669845581
"6040",13.4,55.66,"arabidopsis",7.63749980926514
"6041",14.7427433,56.0089259,"arabidopsis",7.59583330154419
"6042",13.8561835,56.0964877,"arabidopsis",7.05000019073486
"6043",18.075722,62.8003225,"arabidopsis",3.71666669845581
"6046",18.075722,62.8003225,"arabidopsis",3.71666669845581
"6064",18.2763,62.9513,"arabidopsis",3.40416669845581
"6069",18.2763,62.95681,"arabidopsis",3.40416669845581
"6070",18.339997,62.956806,"arabidopsis",3.52500009536743
"6071",18.339997,62.956806,"arabidopsis",3.52500009536743
"6073",15.7779722,56.1460908,"arabidopsis",7.57083320617676
"6074",16.1301702,56.4573992,"arabidopsis",7.32499980926514
"6076",13.4354695,55.7170459,"arabidopsis",7.85833311080933
"6077",13.4354695,55.7170459,"arabidopsis",7.85833311080933
"6085",13.2155403,55.709434,"arabidopsis",8.16250038146973
"6086",11.2,58.9,"arabidopsis",7.40833330154419
"6087",16.1302444,56.465642,"arabidopsis",7.29166650772095
"6088",16.1302444,56.465642,"arabidopsis",7.29166650772095
"6090",13.2197,55.6525,"arabidopsis",8.3333330154419
"6091",13.215,55.6525,"arabidopsis",8.34583377838135
"6092",13.2233,55.6514,"arabidopsis",8.3333330154419
"6094",13.2147,55.6494,"arabidopsis",8.31666660308838
"6095",13.2161,55.6486,"arabidopsis",8.31666660308838
"6096",13.2225,55.6472,"arabidopsis",8.31666660308838
"6097",13.2264,55.6481,"arabidopsis",8.30416679382324
"6098",13.2178,55.6561,"arabidopsis",8.3333330154419
"6099",13.2193742,55.6532394,"arabidopsis",8.3333330154419
"6100",13.2226591,55.6465188,"arabidopsis",8.31666660308838
"6101",13.2199068,55.6465188,"arabidopsis",8.31666660308838
"6102",13.2240307,55.6484554,"arabidopsis",8.31666660308838
"6104",13.2078964,55.6995163,"arabidopsis",8.31666660308838
"6105",13.1166475,55.7912838,"arabidopsis",8.14166641235352
"6106",13.1151131,55.7892517,"arabidopsis",8.14166641235352
"6107",13.1172969,55.789833,"arabidopsis",8.13749980926514
"6108",13.1162548,55.7925311,"arabidopsis",8.125
"6109",13.1113481,55.7895346,"arabidopsis",8.14166641235352
"6111",13.1104309,55.7928025,"arabidopsis",8.125
"6112",13.09336,55.7908676,"arabidopsis",8.15416622161865
"6113",13.0996565,55.7976997,"arabidopsis",8.11666679382324
"6114",13.1296295,55.7990936,"arabidopsis",8.12916660308838
"6115",13.1326552,55.7932875,"arabidopsis",8.12916660308838
"6118",13.1745511,55.7138306,"arabidopsis",8.29583358764648
"6119",13.1729204,55.7034097,"arabidopsis",8.30416679382324
"6122",13.2954193,55.8350143,"arabidopsis",7.82916688919067
"6123",13.2986651,55.8351287,"arabidopsis",7.82916688919067
"6124",13.2995709,55.8362185,"arabidopsis",7.82916688919067
"6125",13.2984818,55.8371341,"arabidopsis",7.82916688919067
"6126",13.3002261,55.8379372,"arabidopsis",7.84166669845581
"6128",13.2881,55.8397,"arabidopsis",7.82083320617676
"6131",13.3181,55.8369,"arabidopsis",7.78333330154419
"6132",13.3186,55.8386,"arabidopsis",7.78333330154419
"6133",13.2995693,55.8422437,"arabidopsis",7.84583330154419
"6134",13.2906,55.8383,"arabidopsis",7.82083320617676
"6136",13.5519,55.9336,"arabidopsis",7.34583330154419
"6137",13.5603,55.9419,"arabidopsis",7.25416660308838
"6138",13.5511,55.9403,"arabidopsis",7.34583330154419
"6140",13.5539,55.9392,"arabidopsis",7.34583330154419
"6141",13.5542,55.9414,"arabidopsis",7.34583330154419
"6142",13.5558,55.9428,"arabidopsis",7.30000019073486
"6145",13.5533,55.9497,"arabidopsis",7.30000019073486
"6148",13.5508,55.9319,"arabidopsis",7.39166688919067
"6149",13.5481,55.9281,"arabidopsis",7.41249990463257
"6150",13.5319,55.9261,"arabidopsis",7.38749980926514
"6151",13.2244,55.6528,"arabidopsis",8.3333330154419
"6153",17.7311,62.6381,"arabidopsis",3.47916650772095
"6154",17.7311,62.6381,"arabidopsis",3.47916650772095
"6163",17.7311,62.6381,"arabidopsis",3.47916650772095
"6166",17.7311,62.6381,"arabidopsis",3.47916650772095
"6169",18.336,62.8622,"arabidopsis",3.62916660308838
"6172",18.336,62.8622,"arabidopsis",3.62916660308838
"6173",18.336,62.8622,"arabidopsis",3.62916660308838
"6174",17.6771,62.6252,"arabidopsis",3.21250009536743
"6177",17.6771,62.6252,"arabidopsis",3.21250009536743
"6180",17.6771,62.6252,"arabidopsis",3.21250009536743
"6184",18.4473,62.8794,"arabidopsis",4.01666688919067
"6188",14.1328223,55.758856,"arabidopsis",7.51666688919067
"6189",14.1328223,55.758856,"arabidopsis",7.51666688919067
"6191",14.1328223,55.758856,"arabidopsis",7.51666688919067
"6192",14.1328223,55.758856,"arabidopsis",7.51666688919067
"6193",14.1328223,55.758856,"arabidopsis",7.51666688919067
"6194",14.1328223,55.758856,"arabidopsis",7.51666688919067
"6195",14.1328223,55.758856,"arabidopsis",7.51666688919067
"6198",14.1225226,55.7567793,"arabidopsis",7.38749980926514
"6201",14.1225226,55.7567793,"arabidopsis",7.38749980926514
"6202",14.1225226,55.7567793,"arabidopsis",7.38749980926514
"6203",14.1225226,55.7567793,"arabidopsis",7.38749980926514
"6209",18.1749827,62.8759855,"arabidopsis",3.4208333492279
"6210",18.1749827,62.8759855,"arabidopsis",3.4208333492279
"6214",18.3174,63.0165,"arabidopsis",NA
"6216",18.3174,63.0165,"arabidopsis",NA
"6217",18.3174,63.0165,"arabidopsis",NA
"6218",18.3174,63.0165,"arabidopsis",NA
"6220",18.1896,62.806,"arabidopsis",3.9375
"6221",18.1896,62.806,"arabidopsis",3.9375
"6231",18.2763,62.9513,"arabidopsis",3.40416669845581
"6235",18.339997,62.956806,"arabidopsis",3.52500009536743
"6237",18.339997,62.956806,"arabidopsis",3.52500009536743
"6238",18.339997,62.956806,"arabidopsis",3.52500009536743
"6240",18.339997,62.956806,"arabidopsis",3.52500009536743
"6241",18.339997,62.956806,"arabidopsis",3.52500009536743
"6242",13.1960732,55.7060213,"arabidopsis",8.27916622161865
"6243",13.85,55.95,"arabidopsis",6.92916679382324
"6244",18.4728,62.9169,"arabidopsis",3.6416666507721
"6252",14.3336,55.5796,"arabidopsis",NA
"6255",14.3336,55.5796,"arabidopsis",NA
"6258",14.3336,55.5796,"arabidopsis",NA
"6268",14.3336,55.5796,"arabidopsis",NA
"6276",14.3336,55.5796,"arabidopsis",NA
"6284",14.3336,55.5796,"arabidopsis",NA
"6296",16.6314,49.2771,"arabidopsis",7.83333349227905
"6390",16.6314,49.2771,"arabidopsis",7.83333349227905
"6396",16.6314,49.2771,"arabidopsis",7.83333349227905
"6413",13.9583592,56.0630848,"arabidopsis",7.20416688919067
"6424",16.2544,49.3853,"arabidopsis",7.3875002861023
"6434",16.2544,49.3853,"arabidopsis",7.3875002861023
"6445",16.2544,49.3853,"arabidopsis",7.3875002861023
"6680",6.4333,51.85,"arabidopsis",9.74583339691162
"6739",-73.4675,40.8585,"arabidopsis",11.1208333969116
"6740",-73.4675,40.8585,"arabidopsis",11.1208333969116
"6744",-73.4675,40.8585,"arabidopsis",11.1208333969116
"6749",-76.5072,42.4489,"arabidopsis",9.08749961853027
"6750",-76.5072,42.4489,"arabidopsis",9.08749961853027
"6805",-71.0627,42.373,"arabidopsis",10.4583330154419
"6806",-71.0627,42.373,"arabidopsis",10.4583330154419
"6814",-86.621,41.2816,"arabidopsis",9.85000038146973
"6830",73.1,49.5,"arabidopsis",3.125
"6897",1.3,45,"arabidopsis",12.0291662216187
"6898",4.4,51.2167,"arabidopsis",10.6875
"6900",18.4840729,63.322186,"arabidopsis",3.02500009536743
"6901",18.4840729,63.322186,"arabidopsis",3.02500009536743
"6903",16.2326,49.4013,"arabidopsis",7.34583330154419
"6904",16.6166,49.2,"arabidopsis",9.43333339691162
"6907",-0.6383,51.4083,"arabidopsis",10.1708335876465
"6908",-0.6383,51.4083,"arabidopsis",10.1708335876465
"6909",-92.3,38.3,"arabidopsis",13.1208333969116
"6911",-23.6167,15.1111,"arabidopsis",22.7000007629395
"6913",18.1749827,62.8759855,"arabidopsis",3.4208333492279
"6915",6.3,50.3,"arabidopsis",7.52500009536743
"6917",18.3174,63.0165,"arabidopsis",NA
"6918",18.3174,63.0165,"arabidopsis",NA
"6919",8,50.3,"arabidopsis",8.35000038146973
"6920",9.9355,51.5338,"arabidopsis",9.15416717529297
"6922",8,50.3,"arabidopsis",8.35000038146973
"6923",-0.6383,51.4083,"arabidopsis",10.1708335876465
"6924",-0.6383,51.4083,"arabidopsis",10.1708335876465
"6926",-85.37,44.46,"arabidopsis",6.64166641235352
"6927",-86.621,41.2816,"arabidopsis",9.85000038146973
"6929",68.49,38.48,"arabidopsis",14.2124996185303
"6931",73.1,49.5,"arabidopsis",3.125
"6932",15.2369,52.7325,"arabidopsis",9.13749980926514
"6933",2.49,41.59,"arabidopsis",14.3208332061768
"6938",37.6322,55.7522,"arabidopsis",5.375
"6940",8.3,50.3,"arabidopsis",8.75
"6943",-0.6383,51.4083,"arabidopsis",10.1708335876465
"6944",-0.6383,51.4083,"arabidopsis",10.1708335876465
"6945",4.45,52.24,"arabidopsis",9.69166660308838
"6951",16.36,49.42,"arabidopsis",7.70833349227905
"6956",16.36,49.42,"arabidopsis",7.70833349227905
"6957",16.36,49.42,"arabidopsis",7.70833349227905
"6958",3.3,46,"arabidopsis",10.8791666030884
"6959",-1.41,48.5,"arabidopsis",11.3874998092651
"6960",-1.41,48.5,"arabidopsis",11.3874998092651
"6961",-3.53333,38.3333,"arabidopsis",14.7291669845581
"6963",68.48,38.35,"arabidopsis",15.8208332061768
"6966",-0.6383,51.4083,"arabidopsis",10.1708335876465
"6967",-0.6383,51.4083,"arabidopsis",10.1708335876465
"6968",23.5,60,"arabidopsis",5.27916669845581
"6969",23.5,60,"arabidopsis",5.27916669845581
"6970",2.93056,41.7194,"arabidopsis",15.0625
"6971",2.93056,41.7194,"arabidopsis",15.0625
"6973",13.9707,56.0648,"arabidopsis",7.21250009536743
"6974",13.9707,56.0648,"arabidopsis",7.21250009536743
"6975",14.45,48.3,"arabidopsis",8.44166660308838
"6976",14.45,48.3,"arabidopsis",8.44166660308838
"6979",8.26,47.25,"arabidopsis",8.55833339691162
"6981",30,52.3,"arabidopsis",6.77916669845581
"6982",9.3,52.3,"arabidopsis",9.20416641235352
"6984",16.2544,49.3853,"arabidopsis",7.3875002861023
"6986",-2.2207,57.1539,"arabidopsis",7.54166650772095
"6987",7.62551,48.0683,"arabidopsis",10.3208332061768
"6989",-2.4333,54.8,"arabidopsis",7.08750009536743
"6990",5.73,53.448,"arabidopsis",9.0208330154419
"6992",5.3,50.3,"arabidopsis",9.32499980926514
"6997",5.5833,51.8333,"arabidopsis",9.6875
"7000",9.57073,50.9167,"arabidopsis",8.05416679382324
"7002",6.1,51.3333,"arabidopsis",10.1583337783813
"7003",7.5,47.5,"arabidopsis",9.53750038146973
"7008",5.675,52,"arabidopsis",9.79583358764648
"7013",13.287,52.4584,"arabidopsis",9.23750019073486
"7014",-4.79821,56.5459,"arabidopsis",7.52083349227905
"7025",11.3396,44.5041,"arabidopsis",13.9416666030884
"7026",-3.2667,54.4,"arabidopsis",8.38749980926514
"7028",9.3166,49.5166,"arabidopsis",8.375
"7031",8.6667,50.0167,"arabidopsis",10.0166664123535
"7033",-122.755,41.3599,"arabidopsis",9.78333282470703
"7036",9.5,50.5,"arabidopsis",7.80000019073486
"7058",-9.0755556,53.87,"arabidopsis",8.92083358764648
"7061",-1.64293,53.2699,"arabidopsis",8.64999961853027
"7062",8.26607,50.2981,"arabidopsis",9.30416679382324
"7063",-13.4811,29.2144,"arabidopsis",17.6958332061768
"7064",1.1,51.3,"arabidopsis",10.2833337783813
"7067",15.09,37.51,"arabidopsis",17.6625003814697
"7068",12.1,42,"arabidopsis",15.5041666030884
"7071",1.33867,48.0717,"arabidopsis",10.7166662216187
"7072",34.7361,53.7502,"arabidopsis",5.03749990463257
"7077",-8.25,40.12,"arabidopsis",15.4541664123535
"7081",-8.42639,40.2077,"arabidopsis",16.0625
"7092",2.823,49.416,"arabidopsis",10.5416669845581
"7094",8.65081,49.8724,"arabidopsis",10.1750001907349
"7096",5.04278,47.3239,"arabidopsis",10.7250003814697
"7102",8.2372,50.7224,"arabidopsis",8.33749961853027
"7103",16.2667,49.4167,"arabidopsis",7.20833349227905
"7106",13.7336,51.051,"arabidopsis",10.1166667938232
"7107",-1.5733,54.7761,"arabidopsis",9.03750038146973
"7109",0.5,51.3,"arabidopsis",10.3291664123535
"7111",-3.16028,55.9494,"arabidopsis",8.4791669845581
"7117",9.68253,51.5105,"arabidopsis",8.1041669845581
"7119",8.5,50,"arabidopsis",10.0791664123535
"7120",8.5,50,"arabidopsis",10.0791664123535
"7125",11.0087,49.5955,"arabidopsis",8.79583358764648
"7126",24.5682,60.1997,"arabidopsis",4.95416641235352
"7127",24.9871,58.6656,"arabidopsis",5.53333330154419
"7130",2.56481,44.6447,"arabidopsis",11.8291664123535
"7133",8.6822,50.1102,"arabidopsis",10.5291662216187
"7138",8.0167,50.5,"arabidopsis",9.14166641235352
"7143",5.86667,51.0167,"arabidopsis",10.1750001907349
"7147",8.67825,50.584,"arabidopsis",9.55416679382324
"7158",15.5,47,"arabidopsis",9.0416669845581
"7160",-85.2532,43.178,"arabidopsis",8.17083358764648
"7161",10.5,53.5,"arabidopsis",8.59583282470703
"7162",9.44,52.24,"arabidopsis",8.88749980926514
"7163",9.73569,52.3721,"arabidopsis",9.71249961853027
"7164",12.5686,55.675,"arabidopsis",8.78333377838135
"7165",8.28844,51.3472,"arabidopsis",8.22500038146973
"7169",9.88682,54.4175,"arabidopsis",8.32499980926514
"7177",15,49,"arabidopsis",7.31666660308838
"7181",11.587,50.927,"arabidopsis",9.76249980926514
"7183",77,35,"arabidopsis",-11.4875001907349
"7186",23.8924,54.8969,"arabidopsis",7.05833339691162
"7192",-5.66364,55.6395,"arabidopsis",9.71249961853027
"7199",6.9666,50.95,"arabidopsis",10.8916664123535
"7202",8.50861,50.1797,"arabidopsis",9.46249961853027
"7203",11.5722,49.631,"arabidopsis",7.88333320617676
"7207",135.752,35.0085,"arabidopsis",15.7333335876465
"7208",-3.78181,55.6739,"arabidopsis",8.19999980926514
"7209",15.2333,52.7333,"arabidopsis",9.07916641235352
"7213",15.2369,52.7325,"arabidopsis",9.13749980926514
"7217",0.5,48,"arabidopsis",10.7249994277954
"7218",4.49015,52.1611,"arabidopsis",9.7708330154419
"7223",8.0666,50.3833,"arabidopsis",9.59583282470703
"7231",8.0666,50.3833,"arabidopsis",9.59583282470703
"7244",8.26664,50.001,"arabidopsis",10.5583333969116
"7248",-70.6652,41.3923,"arabidopsis",10.1625003814697
"7250",10.1138,51.9183,"arabidopsis",8.59166717529297
"7255",20.5,50.95,"arabidopsis",7.59583330154419
"7258",8.5,50.5,"arabidopsis",8.90416622161865
"7268",10.981,52.6969,"arabidopsis",8.8541669845581
"7276",8.5833,50.2,"arabidopsis",9.67500019073486
"7280",8.2,53.1667,"arabidopsis",9.22083282470703
"7282",8.01161,50.3827,"arabidopsis",9.39999961853027
"7287",8.42255,53.3422,"arabidopsis",8.94166660308838
"7288",6.193019,60.385543,"arabidopsis",7.07499980926514
"7296",29,59,"arabidopsis",4.71666669845581
"7298",10.51,47.04,"arabidopsis",-3.27083325386047
"7305",10.6065,53.476,"arabidopsis",8.6875
"7306",-123.206,49.2655,"arabidopsis",10.0291662216187
"7307",-2.96591,48.0653,"arabidopsis",11.6416664123535
"7314",-3.41697,54.3512,"arabidopsis",NA
"7316",5.56667,51.9667,"arabidopsis",9.5416669845581
"7319",12.1,42,"arabidopsis",15.5041666030884
"7320",1.09849,49.4424,"arabidopsis",11.2041664123535
"7322",34,56.3,"arabidopsis",4.47083330154419
"7323",38.28,49,"arabidopsis",7.625
"7327",3.03333,41.7833,"arabidopsis",15.1958332061768
"7328",3.03333,41.7833,"arabidopsis",15.1958332061768
"7332",-122.2,47,"arabidopsis",9.92500019073486
"7333",11.5614,46.5438,"arabidopsis",7.84999990463257
"7337",8.02341,50.8738,"arabidopsis",8.84583377838135
"7342",-3.00733,53.6473,"arabidopsis",9.81666660308838
"7343",13.181,52.5339,"arabidopsis",9.63333320617676
"7344",9.5,47.6667,"arabidopsis",9.56666660308838
"7346",11.8558,52.6058,"arabidopsis",9.74166679382324
"7347",36,52,"arabidopsis",5.48750019073486
"7349",14.5,49.5,"arabidopsis",7.44583320617676
"7350",-122.459,47.2413,"arabidopsis",11.0666666030884
"7353",4.3,52.08,"arabidopsis",10.0666666030884
"7354",14.9,56.5,"arabidopsis",6.4375
"7356",-83.5553,41.6639,"arabidopsis",10.3041667938232
