Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
614510at2759,4,Zm00001eb110070,Zm00001eb110070:0.000189141,SORBI_3002G386700,SORBI_3002G386700:0.000986209,LOC_Os03g03760,LOC_Os03g03760:0.00140008,HORVU.MOREX.r3.6HG0619260,HORVU.MOREX.r3.6HG0619260:0.000644693,NA,NA
614510at33090,4,Zm00001eb110070,Zm00001eb110070:0.000189141,SORBI_3002G386700,SORBI_3002G386700:0.000986209,LOC_Os03g03760,LOC_Os03g03760:0.00140008,HORVU.MOREX.r3.6HG0619260,HORVU.MOREX.r3.6HG0619260:0.000644693,NA,NA
627237at2759,4,Zm00001eb126980;Zm00001eb162570;Zm00001eb251130;Zm00001eb304390;Zm00001eb371840,Zm00001eb126980:0.000425816;Zm00001eb162570:0.00236765;Zm00001eb251130:0.00279698;Zm00001eb304390:0.00422823;Zm00001eb371840:0.00306784,SORBI_3001G133900;SORBI_3010G127800,SORBI_3001G133900:0.00122726;SORBI_3010G127800:0.00321938,NA,NA,HORVU.MOREX.r3.3HG0228230;HORVU.MOREX.r3.5HG0420230;HORVU.MOREX.r3.7HG0715890,HORVU.MOREX.r3.3HG0228230:0.00094269;HORVU.MOREX.r3.5HG0420230:0.00290277;HORVU.MOREX.r3.7HG0715890:0.00146919,AT1G12110;AT1G18880;AT1G32450;AT1G52190;AT1G59740;AT5G46050;AT5G62680,AT1G12110:0.00188858;AT1G18880:0.000397282;AT1G32450:0.000244964;AT1G52190:0.000437445;AT1G59740:0.000381457;AT5G46050:0.00169165;AT5G62680:0.00166676
629188at33090,4,Zm00001eb126980;Zm00001eb162570;Zm00001eb251130;Zm00001eb304390;Zm00001eb371840,Zm00001eb126980:0.000425816;Zm00001eb162570:0.00236765;Zm00001eb251130:0.00279698;Zm00001eb304390:0.00422823;Zm00001eb371840:0.00306784,SORBI_3001G133900;SORBI_3010G127800,SORBI_3001G133900:0.00122726;SORBI_3010G127800:0.00321938,NA,NA,HORVU.MOREX.r3.3HG0228230;HORVU.MOREX.r3.5HG0420230;HORVU.MOREX.r3.7HG0715890,HORVU.MOREX.r3.3HG0228230:0.00094269;HORVU.MOREX.r3.5HG0420230:0.00290277;HORVU.MOREX.r3.7HG0715890:0.00146919,AT1G12110;AT1G18880;AT1G32450;AT1G52190;AT1G59740;AT5G46050;AT5G62680,AT1G12110:0.00188858;AT1G18880:0.000397282;AT1G32450:0.000244964;AT1G52190:0.000437445;AT1G59740:0.000381457;AT5G46050:0.00169165;AT5G62680:0.00166676
630162at2759,4,Zm00001eb121500,Zm00001eb121500:0.000425939,SORBI_3006G151500,SORBI_3006G151500:0.00149394,LOC_Os01g09400,LOC_Os01g09400:0.001243,HORVU.MOREX.r3.7HG0747720,HORVU.MOREX.r3.7HG0747720:0.000828945,NA,NA
640662at2759,4,Zm00001eb001560;Zm00001eb022050;Zm00001eb067730;Zm00001eb068210;Zm00001eb151190;Zm00001eb240670;Zm00001eb264870;Zm00001eb425840,Zm00001eb001560:0.0031139;Zm00001eb022050:2.88239e-06;Zm00001eb067730:0.00318966;Zm00001eb068210:0.00453995;Zm00001eb151190:0.000642734;Zm00001eb240670:8.28397e-05;Zm00001eb264870:0.000786917;Zm00001eb425840:0.00354265,SORBI_3001G189200;SORBI_3001G379400,SORBI_3001G189200:0.000186705;SORBI_3001G379400:0.00152786,NA,NA,HORVU.MOREX.r3.1HG0067930;HORVU.MOREX.r3.6HG0618250,HORVU.MOREX.r3.1HG0067930:0.00176581;HORVU.MOREX.r3.6HG0618250:0.00128438,AT2G24800;AT2G34060;AT2G37130;AT4G30170;AT4G37520;AT5G24070;AT5G40150;AT5G51890,AT2G24800:0.00103849;AT2G34060:0.000831095;AT2G37130:0.00110365;AT4G30170:0.000459692;AT4G37520:0.00109189;AT5G24070:0.00197464;AT5G40150:0.00111712;AT5G51890:0.000917367
643341at2759,4,Zm00001eb032940;Zm00001eb066630;Zm00001eb070510;Zm00001eb073370;Zm00001eb105400;Zm00001eb112170;Zm00001eb167830;Zm00001eb256740;Zm00001eb290670;Zm00001eb402940;Zm00001eb403550;Zm00001eb428530,Zm00001eb032940:0.00239341;Zm00001eb066630:0.00276142;Zm00001eb070510:0.00108301;Zm00001eb073370:0.00246715;Zm00001eb105400:0.00306269;Zm00001eb112170:0.00165336;Zm00001eb167830:0.00452177;Zm00001eb256740:0.000539718;Zm00001eb290670:0.00356496;Zm00001eb402940:0.00163499;Zm00001eb403550:0.00232466;Zm00001eb428530:0.00093885,SORBI_3001G074000;SORBI_3003G052100;SORBI_3007G144600,SORBI_3001G074000:0.00228545;SORBI_3003G052100:0.00222966;SORBI_3007G144600:0.000556227,NA,NA,HORVU.MOREX.r3.1HG0088480;HORVU.MOREX.r3.6HG0543250;HORVU.MOREX.r3.7HG0718040,HORVU.MOREX.r3.1HG0088480:0.0024883;HORVU.MOREX.r3.6HG0543250:0.00236361;HORVU.MOREX.r3.7HG0718040:0.00118129,AT2G02220;AT5G61480,AT2G02220:0.000664221;AT5G61480:0.00120925
643341at33090,4,Zm00001eb032940;Zm00001eb066630;Zm00001eb070510;Zm00001eb073370;Zm00001eb105400;Zm00001eb112170;Zm00001eb167830;Zm00001eb256740;Zm00001eb290670;Zm00001eb402940;Zm00001eb403550;Zm00001eb428530,Zm00001eb032940:0.00239341;Zm00001eb066630:0.00276142;Zm00001eb070510:0.00108301;Zm00001eb073370:0.00246715;Zm00001eb105400:0.00306269;Zm00001eb112170:0.00165336;Zm00001eb167830:0.00452177;Zm00001eb256740:0.000539718;Zm00001eb290670:0.00356496;Zm00001eb402940:0.00163499;Zm00001eb403550:0.00232466;Zm00001eb428530:0.00093885,SORBI_3001G074000;SORBI_3003G052100;SORBI_3007G144600,SORBI_3001G074000:0.00228545;SORBI_3003G052100:0.00222966;SORBI_3007G144600:0.000556227,NA,NA,HORVU.MOREX.r3.1HG0088480;HORVU.MOREX.r3.6HG0543250;HORVU.MOREX.r3.7HG0718040,HORVU.MOREX.r3.1HG0088480:0.0024883;HORVU.MOREX.r3.6HG0543250:0.00236361;HORVU.MOREX.r3.7HG0718040:0.00118129,AT2G02220;AT5G61480,AT2G02220:0.000664221;AT5G61480:0.00120925
705275at2759,4,Zm00001eb362000,Zm00001eb362000:0.000385446,NA,NA,LOC_Os07g04370,LOC_Os07g04370:0.000747777,HORVU.MOREX.r3.2HG0096800,HORVU.MOREX.r3.2HG0096800:6.74823e-05,AT4G28720,AT4G28720:0.00137231
705275at3193,4,Zm00001eb362000,Zm00001eb362000:0.000385446,NA,NA,LOC_Os07g04370,LOC_Os07g04370:0.000747777,HORVU.MOREX.r3.2HG0096800,HORVU.MOREX.r3.2HG0096800:6.74823e-05,AT4G28720,AT4G28720:0.00137231
705275at33090,4,Zm00001eb362000,Zm00001eb362000:0.000385446,NA,NA,LOC_Os07g04370,LOC_Os07g04370:0.000747777,HORVU.MOREX.r3.2HG0096800,HORVU.MOREX.r3.2HG0096800:6.74823e-05,AT4G28720,AT4G28720:0.00137231
748146at33090,4,Zm00001eb071890,Zm00001eb071890:0.00221693,SORBI_3004G270500,SORBI_3004G270500:0.00261362,NA,NA,HORVU.MOREX.r3.2HG0193690,HORVU.MOREX.r3.2HG0193690:0.000902936,AT1G32350;AT5G64210,AT1G32350:0.000616036;AT5G64210:0.000802884
777528at2759,4,Zm00001eb157530;Zm00001eb296060,Zm00001eb157530:0.00294054;Zm00001eb296060:0.00404844,SORBI_3004G032800,SORBI_3004G032800:3.21351e-05,NA,NA,HORVU.MOREX.r3.7HG0712330,HORVU.MOREX.r3.7HG0712330:0.00168375,AT1G53510;AT2G01450,AT1G53510:0.00166031;AT2G01450:0.000394994
777528at33090,4,Zm00001eb157530;Zm00001eb296060,Zm00001eb157530:0.00294054;Zm00001eb296060:0.00404844,SORBI_3004G032800,SORBI_3004G032800:3.21351e-05,NA,NA,HORVU.MOREX.r3.7HG0712330,HORVU.MOREX.r3.7HG0712330:0.00168375,AT1G53510;AT2G01450,AT1G53510:0.00166031;AT2G01450:0.000394994
788776at33090,4,Zm00001eb430620,Zm00001eb430620:0.00203078,NA,NA,LOC_Os04g04520,LOC_Os04g04520:0.00115129,HORVU.MOREX.r3.4HG0384700,HORVU.MOREX.r3.4HG0384700:0.00132453,AT1G22280;AT1G34750;AT2G30020;AT4G31750,AT1G22280:0.000823248;AT1G34750:0.00182121;AT2G30020:0.000661597;AT4G31750:0.00195382
91193at2759,4,Zm00001eb042070;Zm00001eb319480;Zm00001eb371630,Zm00001eb042070:0.00157185;Zm00001eb319480:0.00288273;Zm00001eb371630:0.00236856,SORBI_3010G266100,SORBI_3010G266100:0.00113799,NA,NA,HORVU.MOREX.r3.6HG0560140,HORVU.MOREX.r3.6HG0560140:0.00310114,AT5G49720,AT5G49720:0.000200567
91193at33090,4,Zm00001eb042070;Zm00001eb319480;Zm00001eb371630,Zm00001eb042070:0.00157185;Zm00001eb319480:0.00288273;Zm00001eb371630:0.00236856,SORBI_3010G266100,SORBI_3010G266100:0.00113799,NA,NA,HORVU.MOREX.r3.6HG0560140,HORVU.MOREX.r3.6HG0560140:0.00310114,AT5G49720,AT5G49720:0.000200567
107572at3193,3,Zm00001eb280120,Zm00001eb280120:0.0018719,NA,NA,NA,NA,HORVU.MOREX.r3.7HG0668730,HORVU.MOREX.r3.7HG0668730:0.00142134,AT1G12000,AT1G12000:0.00121029
107572at33090,3,Zm00001eb280120,Zm00001eb280120:0.0018719,NA,NA,NA,NA,HORVU.MOREX.r3.7HG0668730,HORVU.MOREX.r3.7HG0668730:0.00142134,AT1G12000,AT1G12000:0.00121029
108630at3193,3,Zm00001eb363730,Zm00001eb363730:0.00331481,SORBI_3005G126800,SORBI_3005G126800:0.00193769,LOC_Os11g05160,LOC_Os11g05160:0.00109708,NA,NA,NA,NA
110816at2759,3,Zm00001eb355170;Zm00001eb404540,Zm00001eb355170:0.00268329;Zm00001eb404540:0.00011401,NA,NA,NA,NA,HORVU.MOREX.r3.1HG0014680;HORVU.MOREX.r3.5HG0515880,HORVU.MOREX.r3.1HG0014680:0.00268113;HORVU.MOREX.r3.5HG0515880:0.000746068,AT2G23810,AT2G23810:0.00143391
110816at33090,3,Zm00001eb355170;Zm00001eb404540,Zm00001eb355170:0.00268329;Zm00001eb404540:0.00011401,NA,NA,NA,NA,HORVU.MOREX.r3.1HG0014680;HORVU.MOREX.r3.5HG0515880,HORVU.MOREX.r3.1HG0014680:0.00268113;HORVU.MOREX.r3.5HG0515880:0.000746068,AT2G23810,AT2G23810:0.00143391
111046at38820,3,Zm00001eb044660,Zm00001eb044660:0.0044642,NA,NA,LOC_Os10g04960,LOC_Os10g04960:0.000637215,HORVU.MOREX.r3.1HG0046890,HORVU.MOREX.r3.1HG0046890:0.000688391,NA,NA
111046at4447,3,Zm00001eb044660,Zm00001eb044660:0.0044642,NA,NA,LOC_Os10g04960,LOC_Os10g04960:0.000637215,HORVU.MOREX.r3.1HG0046890,HORVU.MOREX.r3.1HG0046890:0.000688391,NA,NA
131670at33090,3,Zm00001eb146720;Zm00001eb292770;Zm00001eb407680,Zm00001eb146720:0.000502528;Zm00001eb292770:0.000244579;Zm00001eb407680:0.00108941,NA,NA,LOC_Os07g06670,LOC_Os07g06670:0.000288562,NA,NA,AT5G18680,AT5G18680:0.000104021
1547149at2759,3,Zm00001eb070690;Zm00001eb152650,Zm00001eb070690:0.000654821;Zm00001eb152650:0.00171427,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0289950,HORVU.MOREX.r3.3HG0289950:0.00149091,AT5G44740,AT5G44740:0.00108454
159147at3193,3,Zm00001eb222960;Zm00001eb430440,Zm00001eb222960:0.0039762;Zm00001eb430440:0.00192144,SORBI_3006G206800,SORBI_3006G206800:0.00287746,NA,NA,NA,NA,AT3G63380,AT3G63380:0.000106637
167653at2759,3,NA,NA,SORBI_3002G012300;SORBI_3002G012400;SORBI_3003G022200,SORBI_3002G012300:0.00191444;SORBI_3002G012400:0.00191444;SORBI_3003G022200:0.00138159,LOC_Os07g01200,LOC_Os07g01200:2.66704e-05,HORVU.MOREX.r3.4HG0412780,HORVU.MOREX.r3.4HG0412780:0.00156478,NA,NA
167653at3193,3,NA,NA,SORBI_3002G012300;SORBI_3002G012400;SORBI_3003G022200,SORBI_3002G012300:0.00191444;SORBI_3002G012400:0.00191444;SORBI_3003G022200:0.00138159,LOC_Os07g01200,LOC_Os07g01200:2.66704e-05,HORVU.MOREX.r3.4HG0412780,HORVU.MOREX.r3.4HG0412780:0.00156478,NA,NA
167653at33090,3,NA,NA,SORBI_3002G012300;SORBI_3002G012400;SORBI_3003G022200,SORBI_3002G012300:0.00191444;SORBI_3002G012400:0.00191444;SORBI_3003G022200:0.00138159,LOC_Os07g01200,LOC_Os07g01200:2.66704e-05,HORVU.MOREX.r3.4HG0412780,HORVU.MOREX.r3.4HG0412780:0.00156478,NA,NA
17138at38820,3,Zm00001eb082560,Zm00001eb082560:0.00143419,SORBI_3008G057900,SORBI_3008G057900:0.000489145,NA,NA,HORVU.MOREX.r3.2HG0169250,HORVU.MOREX.r3.2HG0169250:0.00236596,NA,NA
17138at4447,3,Zm00001eb082560,Zm00001eb082560:0.00143419,SORBI_3008G057900,SORBI_3008G057900:0.000489145,NA,NA,HORVU.MOREX.r3.2HG0169250,HORVU.MOREX.r3.2HG0169250:0.00236596,NA,NA
176783at3193,3,Zm00001eb066570;Zm00001eb433500,Zm00001eb066570:0.00192247;Zm00001eb433500:0.000820257,SORBI_3006G151800,SORBI_3006G151800:0.00149394,NA,NA,NA,NA,AT2G41310,AT2G41310:0.00151858
179088at33090,3,NA,NA,SORBI_3003G341500,SORBI_3003G341500:0.00117037,NA,NA,HORVU.MOREX.r3.7HG0716920;HORVU.MOREX.r3.7HG0716940,HORVU.MOREX.r3.7HG0716920:0.00270459;HORVU.MOREX.r3.7HG0716940:0.00270459,AT3G09220,AT3G09220:0.000478335
18327at38820,3,Zm00001eb067720,Zm00001eb067720:0.00318966,SORBI_3001G114400,SORBI_3001G114400:3.96909e-06,NA,NA,HORVU.MOREX.r3.1HG0080750,HORVU.MOREX.r3.1HG0080750:0.000139259,NA,NA
18327at4447,3,Zm00001eb067720,Zm00001eb067720:0.00318966,SORBI_3001G114400,SORBI_3001G114400:3.96909e-06,NA,NA,HORVU.MOREX.r3.1HG0080750,HORVU.MOREX.r3.1HG0080750:0.000139259,NA,NA
183897at3193,3,Zm00001eb328460,Zm00001eb328460:0.000340631,SORBI_3002G387300,SORBI_3002G387300:0.000986209,NA,NA,NA,NA,AT5G14290,AT5G14290:0.000927774
183897at33090,3,Zm00001eb328460,Zm00001eb328460:0.000340631,SORBI_3002G387300,SORBI_3002G387300:0.000986209,NA,NA,NA,NA,AT5G14290,AT5G14290:0.000927774
187007at3193,3,Zm00001eb397150,Zm00001eb397150:0.00024328,NA,NA,NA,NA,HORVU.MOREX.r3.4HG0385690,HORVU.MOREX.r3.4HG0385690:0.00110036,AT3G10290,AT3G10290:0.00185418
187007at33090,3,Zm00001eb397150,Zm00001eb397150:0.00024328,NA,NA,NA,NA,HORVU.MOREX.r3.4HG0385690,HORVU.MOREX.r3.4HG0385690:0.00110036,AT3G10290,AT3G10290:0.00185418
19240at4447,3,Zm00001eb044590,Zm00001eb044590:0.00318481,SORBI_3001G205350;SORBI_3001G205700,SORBI_3001G205350:0.000964868;SORBI_3001G205700:0.000964868,LOC_Os10g04980,LOC_Os10g04980:0.0011977,NA,NA,NA,NA
194710at2759,3,Zm00001eb036270,Zm00001eb036270:0.00318317,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0280890,HORVU.MOREX.r3.3HG0280890:0.000526371,AT1G26370,AT1G26370:0.000641903
2042608at2759,3,Zm00001eb211960,Zm00001eb211960:0.00280054,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0222580;HORVU.MOREX.r3.4HG0412770;HORVU.MOREX.r3.7HG0651280,HORVU.MOREX.r3.3HG0222580:0.00211795;HORVU.MOREX.r3.4HG0412770:0.000908046;HORVU.MOREX.r3.7HG0651280:3.65352e-05,AT4G27250;AT4G30470,AT4G27250:0.000962858;AT4G30470:0.00073677
217567at3193,3,Zm00001eb289460,Zm00001eb289460:0.000290039,SORBI_3003G051600,SORBI_3003G051600:0.00222966,NA,NA,NA,NA,AT3G17020,AT3G17020:0.000263744
217975at3193,3,Zm00001eb009160,Zm00001eb009160:0.00084674,SORBI_3007G144300,SORBI_3007G144300:0.000556227,NA,NA,NA,NA,AT2G18700,AT2G18700:0.000889338
225436at2759,3,Zm00001eb251710,Zm00001eb251710:0.00167853,SORBI_3004G270100,SORBI_3004G270100:0.00261362,NA,NA,NA,NA,AT3G14000,AT3G14000:0.000587824
225436at3193,3,Zm00001eb251710,Zm00001eb251710:0.00167853,SORBI_3004G270100,SORBI_3004G270100:0.00261362,NA,NA,NA,NA,AT3G14000,AT3G14000:0.000587824
225436at33090,3,Zm00001eb251710,Zm00001eb251710:0.00167853,SORBI_3004G270100,SORBI_3004G270100:0.00261362,NA,NA,NA,NA,AT3G14000,AT3G14000:0.000587824
227017at2759,3,Zm00001eb053710;Zm00001eb098070;Zm00001eb170720,Zm00001eb053710:0.00325319;Zm00001eb098070:0.00154294;Zm00001eb170720:0.00144339,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0290220,HORVU.MOREX.r3.3HG0290220:0.000833183,AT2G05760;AT2G34190;AT5G49990,AT2G05760:0.00146849;AT2G34190:0.000237307;AT5G49990:0.000742835
227017at3193,3,Zm00001eb053710;Zm00001eb098070;Zm00001eb170720,Zm00001eb053710:0.00325319;Zm00001eb098070:0.00154294;Zm00001eb170720:0.00144339,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0290220,HORVU.MOREX.r3.3HG0290220:0.000833183,AT2G05760;AT2G34190;AT5G49990,AT2G05760:0.00146849;AT2G34190:0.000237307;AT5G49990:0.000742835
227017at33090,3,Zm00001eb053710;Zm00001eb098070;Zm00001eb170720,Zm00001eb053710:0.00325319;Zm00001eb098070:0.00154294;Zm00001eb170720:0.00144339,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0290220,HORVU.MOREX.r3.3HG0290220:0.000833183,AT2G05760;AT2G34190;AT5G49990,AT2G05760:0.00146849;AT2G34190:0.000237307;AT5G49990:0.000742835
238199at3193,3,Zm00001eb193100,Zm00001eb193100:0.000710272,NA,NA,NA,NA,HORVU.MOREX.r3.6HG0620440;HORVU.MOREX.r3.6HG0620630,HORVU.MOREX.r3.6HG0620440:0.00269105;HORVU.MOREX.r3.6HG0620630:0.00046271,AT2G05920,AT2G05920:0.0017133
263678at2759,3,Zm00001eb309770,Zm00001eb309770:0.00281133,NA,NA,NA,NA,HORVU.MOREX.r3.5HG0419880,HORVU.MOREX.r3.5HG0419880:0.00172733,AT1G30100,AT1G30100:0.00144045
2639218at2759,3,Zm00001eb067720,Zm00001eb067720:0.00318966,SORBI_3001G114400,SORBI_3001G114400:3.96909e-06,NA,NA,HORVU.MOREX.r3.1HG0080750,HORVU.MOREX.r3.1HG0080750:0.000139259,NA,NA
267412at3193,3,Zm00001eb333590,Zm00001eb333590:0.00127453,SORBI_3003G115900,SORBI_3003G115900:0.00143673,NA,NA,NA,NA,AT5G27030,AT5G27030:0.00179251
2690913at2759,3,Zm00001eb098840;Zm00001eb230090,Zm00001eb098840:0.001174;Zm00001eb230090:0.00256239,NA,NA,NA,NA,HORVU.MOREX.r3.6HG0618100,HORVU.MOREX.r3.6HG0618100:0.000529466,AT5G19160,AT5G19160:0.00109554
269485at33090,3,Zm00001eb152900,Zm00001eb152900:0.00145239,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0276050,HORVU.MOREX.r3.3HG0276050:1.72714e-07,AT2G31960;AT2G36850;AT5G13000,AT2G31960:3.31585e-05;AT2G36850:0.00150769;AT5G13000:0.000758852
27182at4447,3,Zm00001eb125920,Zm00001eb125920:0.00270266,SORBI_3003G095200,SORBI_3003G095200:0.000277069,NA,NA,HORVU.MOREX.r3.6HG0553280;HORVU.MOREX.r3.6HG0553290,HORVU.MOREX.r3.6HG0553280:3.11168e-05;HORVU.MOREX.r3.6HG0553290:3.11168e-05,NA,NA
27276at38820,3,Zm00001eb373960,Zm00001eb373960:0.00308078,SORBI_3004G319800,SORBI_3004G319800:0.000165494,NA,NA,HORVU.MOREX.r3.6HG0620920,HORVU.MOREX.r3.6HG0620920:0.00311159,NA,NA
27276at4447,3,Zm00001eb373960,Zm00001eb373960:0.00308078,SORBI_3004G319800,SORBI_3004G319800:0.000165494,NA,NA,HORVU.MOREX.r3.6HG0620920,HORVU.MOREX.r3.6HG0620920:0.00311159,NA,NA
286608at3193,3,Zm00001eb152650,Zm00001eb152650:0.00171427,NA,NA,NA,NA,HORVU.MOREX.r3.3HG0289950,HORVU.MOREX.r3.3HG0289950:0.00149091,AT5G44740,AT5G44740:0.00108454
294520at3193,3,Zm00001eb397170,Zm00001eb397170:0.00024328,NA,NA,NA,NA,HORVU.MOREX.r3.5HG0507470,HORVU.MOREX.r3.5HG0507470:0.00286363,AT5G22630,AT5G22630:0.00137394
