"Lines","Long","Lat","crop","aridity_index_raw","aridity_index"
"PI526269",30.78333333,-19.88333333,"pearl_millet",3255,0.3255
"PI526306",32.33333333,-19.91666667,"pearl_millet",2226,0.2226
"PI526307",32.33333333,-19.91666667,"pearl_millet",2226,0.2226
"PI526308",32.33333333,-19.91666667,"pearl_millet",2226,0.2226
"PI526309",32.33333333,-19.91666667,"pearl_millet",2226,0.2226
"PI526310",32.33333333,-19.91666667,"pearl_millet",2226,0.2226
"PI526311",32.33333333,-19.91666667,"pearl_millet",2226,0.2226
"PI526312",32.33333333,-19.91666667,"pearl_millet",2226,0.2226
"PI526336",31.05,-20.25,"pearl_millet",4665,0.4665
"PI526328",30.08333333,-20.33333333,"pearl_millet",2947,0.2947
"PI526329",30.08333333,-20.33333333,"pearl_millet",2947,0.2947
"PI526330",30.08333333,-20.33333333,"pearl_millet",2947,0.2947
"PI526331",30.08333333,-20.33333333,"pearl_millet",2947,0.2947
"PI526332",30.08333333,-20.33333333,"pearl_millet",2947,0.2947
"PI526333",30.08333333,-20.33333333,"pearl_millet",2947,0.2947
"PI526334",30.7,-20.41666667,"pearl_millet",3247,0.3247
"PI526335",30.7,-20.41666667,"pearl_millet",3247,0.3247
"PI526316",30.75,-20.75,"pearl_millet",3498,0.3498
"PI526318",30.75,-20.75,"pearl_millet",3498,0.3498
"PI526319",30.75,-20.9,"pearl_millet",3139,0.3139
"PI526320",30.75,-20.9,"pearl_millet",3139,0.3139
"PI526321",30.75,-20.9,"pearl_millet",3139,0.3139
"PI526322",30.75,-20.9,"pearl_millet",3139,0.3139
"PI526324",30.63333333,-20.93333333,"pearl_millet",2989,0.2989
"PI526325",30.63333333,-20.93333333,"pearl_millet",2989,0.2989
"PI526326",30.63333333,-20.93333333,"pearl_millet",2989,0.2989
"PI526327",30.63333333,-20.93333333,"pearl_millet",2989,0.2989
"PI511045",43.81666667,13.58333333,"pearl_millet",1074,0.1074
"PI511025",44.01666667,13.58333333,"pearl_millet",1728,0.1728
"PI511046",43.25,13.8,"pearl_millet",160,0.016
"PI511051",43.4,14.13333333,"pearl_millet",286,0.0286
"PI511027",43.31666667,14.2,"pearl_millet",252,0.0252
"PI511031",43.38333333,14.36666667,"pearl_millet",275,0.0275
"PI511047",43.33333333,14.51666667,"pearl_millet",255,0.0255
"PI511049",43.3,14.68333333,"pearl_millet",237,0.0237
"PI511048",42.95,14.78333333,"pearl_millet",230,0.023
"PI511035",43.25,14.98333333,"pearl_millet",244,0.0244
"PI511029",43,15.16666667,"pearl_millet",220,0.022
"PI511032",43.2,15.28333333,"pearl_millet",206,0.0206
"PI511033",43.2,15.28333333,"pearl_millet",206,0.0206
"PI511030",43,15.33333333,"pearl_millet",216,0.0216
"PI511036",43.58333333,15.5,"pearl_millet",835,0.0835
"PI511039",42.96666667,15.65,"pearl_millet",238,0.0238
"PI511044",43.3,16.01666667,"pearl_millet",255,0.0255
"PI511038",43.7,16.05,"pearl_millet",500,0.05
"PI511041",43.63333333,16.21666667,"pearl_millet",867,0.0867
"PI511052",44.08333333,16.26666667,"pearl_millet",465,0.0465
"PI511042",43.51666667,16.28333333,"pearl_millet",409,0.0409
"PI511043",43.51666667,16.28333333,"pearl_millet",409,0.0409
"PI511040",43.71666667,16.3,"pearl_millet",446,0.0446
"PLS302",-16.3833333,13.61,"pearl_millet",3183,0.3183
"PLS27",-16.03855,13.6101833,"pearl_millet",2910,0.291
"PLS29",-15.6044528,13.6163667,"pearl_millet",2726,0.2726
"PLS30",-15.6427194,13.6271222,"pearl_millet",2756,0.2756
"PLS308",-15.6333333,13.65,"pearl_millet",2711,0.2711
"PLS310",-15.5833333,13.65,"pearl_millet",2718,0.2718
"PLS304",-16.1166667,13.6833333,"pearl_millet",2880,0.288
"PLS32",-15.8300556,13.6906139,"pearl_millet",2745,0.2745
"PLS307",-15.8333333,13.7,"pearl_millet",2768,0.2768
"PLS31",-15.4333333,13.7166667,"pearl_millet",2635,0.2635
"PLS305",-16,13.7333333,"pearl_millet",2889,0.2889
"PLS38",-15.9983472,13.767475,"pearl_millet",2856,0.2856
"PLS309",-15.5870111,13.7712611,"pearl_millet",2627,0.2627
"PLS312",-15.75,13.7833333,"pearl_millet",2688,0.2688
"PLS40",-16.3272472,13.8009361,"pearl_millet",2870,0.287
"PLS320",-15.4020417,13.8100139,"pearl_millet",2598,0.2598
"PLS12",-15.4367417,13.8195611,"pearl_millet",2590,0.259
"PLS39",-16.266913,13.8246013,"pearl_millet",2865,0.2865
"PLS18",-15.1375889,13.8250611,"pearl_millet",2665,0.2665
"PLS19",-15.1830944,13.8275306,"pearl_millet",2609,0.2609
"PLS319",-15.4053444,13.8279611,"pearl_millet",2598,0.2598
"PLS25",-15.4333333,13.8333333,"pearl_millet",2600,0.26
"PLS26",-15.4166667,13.8333333,"pearl_millet",2603,0.2603
"PLS313",-15.6333333,13.8666667,"pearl_millet",2602,0.2602
"PLS24",-15.6676472,13.9137639,"pearl_millet",2695,0.2695
"PLS33",-16.1872222,13.93205,"pearl_millet",2650,0.265
"PLS35",-15.9456917,13.9391,"pearl_millet",2693,0.2693
"PLS36",-15.9501944,13.9629556,"pearl_millet",2585,0.2585
"PLS325",-14.9407421,13.9749165,"pearl_millet",2687,0.2687
"PLS20",-14.8,13.9833333,"pearl_millet",2828,0.2828
"PLS326",-14.7666667,14,"pearl_millet",2795,0.2795
"PLS322",-15.3,14.0166667,"pearl_millet",2531,0.2531
"PLS37",-16.0333333,14.0166667,"pearl_millet",2543,0.2543
"PLS318",-15.4781766,14.0187757,"pearl_millet",2653,0.2653
"PLS317",-15.4781766,14.0187758,"pearl_millet",2653,0.2653
"PLS23",-15.6454861,14.0354139,"pearl_millet",2484,0.2484
"PLS54",-16.3180106,14.0391658,"pearl_millet",2512,0.2512
"PLS22",-15.161725,14.04475,"pearl_millet",2523,0.2523
"PLS303",-16.0493222,14.0572194,"pearl_millet",2532,0.2532
"PLS314",-15.9332694,14.0692806,"pearl_millet",2438,0.2438
"PLS301",-16.1333333,14.0833333,"pearl_millet",2429,0.2429
"PLS44",-16.0683861,14.0858917,"pearl_millet",2286,0.2286
"PLS43",-16.1672278,14.0889639,"pearl_millet",2332,0.2332
"PLS42",-15.6166667,14.1,"pearl_millet",2441,0.2441
"PLS316",-15.7362926,14.1180348,"pearl_millet",2508,0.2508
"PLS10",-15.8833333,14.1333333,"pearl_millet",2377,0.2377
"PLS11",-15.75,14.1333333,"pearl_millet",2405,0.2405
"PLS315",-15.55,14.1333333,"pearl_millet",2431,0.2431
"PLS321",-14.9898724,14.145301,"pearl_millet",2505,0.2505
"PLS13",-15.4333333,14.1833333,"pearl_millet",2467,0.2467
"PLS45",-16.2333333,14.2166667,"pearl_millet",2237,0.2237
"PLS49",-16.6050944,14.2265278,"pearl_millet",2487,0.2487
"PLS48",-16.5775917,14.2271944,"pearl_millet",2493,0.2493
"PLS47",-16.75,14.2833306,"pearl_millet",2301,0.2301
"PLS14",-15.3,14.2833333,"pearl_millet",2308,0.2308
"PLS170",-16.8666667,14.3,"pearl_millet",2154,0.2154
"PLS167",-16.7329627,14.302254,"pearl_millet",2289,0.2289
"PLS56",-16.7404556,14.3469806,"pearl_millet",2237,0.2237
"PLS171",-16.8166667,14.35,"pearl_millet",2254,0.2254
"PLS57",-16.7076972,14.3610444,"pearl_millet",2170,0.217
"PLS15",-15.2,14.3666667,"pearl_millet",2271,0.2271
"PLS166",-16.7072358,14.389505,"pearl_millet",2198,0.2198
"PLS50",-16.6609008,14.3906214,"pearl_millet",2318,0.2318
"PLS66",-16.2166667,14.4166667,"pearl_millet",2169,0.2169
"PLS224",-16.8,14.4333333,"pearl_millet",2202,0.2202
"PLS175",-16.9333333,14.45,"pearl_millet",2004,0.2004
"PLS176",-17.01,14.4572222,"pearl_millet",2095,0.2095
"PLS174",-16.95,14.4833333,"pearl_millet",2081,0.2081
"PLS61",-16.4333333,14.5333333,"pearl_millet",2136,0.2136
"PLS177",-17.0636111,14.5402778,"pearl_millet",1926,0.1926
"PLS67",-16.2559861,14.5422417,"pearl_millet",2075,0.2075
"PLS179",-17.1138889,14.5575,"pearl_millet",1954,0.1954
"PLS178",-17.0655556,14.5577778,"pearl_millet",1990,0.199
"PLS197",-17.1255556,14.565,"pearl_millet",0,0
"PLS162",-16.6166667,14.5666667,"pearl_millet",2153,0.2153
"PLS129",-15.95,14.5666668,"pearl_millet",2106,0.2106
"PLS97",-16.15,14.6,"pearl_millet",2061,0.2061
"PLS98",-16.2080732,14.6027949,"pearl_millet",2021,0.2021
"PLS95",-16.152225,14.6150667,"pearl_millet",2045,0.2045
"PLS91",-16.4608167,14.6217833,"pearl_millet",1998,0.1998
"PLS90",-16.3946333,14.6261167,"pearl_millet",2034,0.2034
"PLS180",-17.1058333,14.6275,"pearl_millet",1938,0.1938
"PLS173",-16.7617644,14.6286623,"pearl_millet",2133,0.2133
"PLS155",-17.0877778,14.6391667,"pearl_millet",1942,0.1942
"PLS70",-16.5052667,14.6403833,"pearl_millet",1982,0.1982
"PLS94",-16.4346972,14.6417722,"pearl_millet",2053,0.2053
"PLS93",-16.3234063,14.6453144,"pearl_millet",1875,0.1875
"PLS84",-16.3363167,14.6623333,"pearl_millet",1928,0.1928
"PLS107",-16.3333333,14.6666667,"pearl_millet",1927,0.1927
"PLS69",-16.5333333,14.6666667,"pearl_millet",2100,0.21
"PLS89",-16.3530667,14.6749667,"pearl_millet",1951,0.1951
"PLS159",-16.85,14.6833333,"pearl_millet",2099,0.2099
"PLS160",-16.7166667,14.6833333,"pearl_millet",2175,0.2175
"PLS161",-16.65,14.6833333,"pearl_millet",2195,0.2195
"PLS92",-16.47535,14.6869,"pearl_millet",2017,0.2017
"PLS158",-16.95,14.7,"pearl_millet",2001,0.2001
"PLS68",-16.5211833,14.71015,"pearl_millet",1942,0.1942
"PLS130",-15.8333333,14.7166667,"pearl_millet",1988,0.1988
"PLS72",-16.5672833,14.7211167,"pearl_millet",2138,0.2138
"PLS77",-16.5631333,14.7219833,"pearl_millet",2117,0.2117
"PLS127",-15.8300472,14.7227944,"pearl_millet",1989,0.1989
"PLS131",-16,14.7333333,"pearl_millet",1987,0.1987
"PLS201",-16.4166667,14.7333333,"pearl_millet",2013,0.2013
"PLS87",-16.4,14.7333333,"pearl_millet",2010,0.201
"PLS101",-16.1095806,14.7399028,"pearl_millet",1953,0.1953
"PLS85",-16.3833333,14.75,"pearl_millet",2003,0.2003
"PLS103",-16.3499821,14.754799,"pearl_millet",1972,0.1972
"PLS73",-16.5764167,14.7609667,"pearl_millet",2024,0.2024
"PLS79",-16.7972333,14.7638833,"pearl_millet",2108,0.2108
"PLS111",-16.3,14.7666667,"pearl_millet",1952,0.1952
"PLS71",-16.6333333,14.7666667,"pearl_millet",2159,0.2159
"PLS82",-16.45,14.7666667,"pearl_millet",2019,0.2019
"PLS207",-16.5331047,14.771725,"pearl_millet",1989,0.1989
"PLS203",-16.5334667,14.7727167,"pearl_millet",2024,0.2024
"PLS199",-16.5334667,14.7727169,"pearl_millet",2024,0.2024
"PLS206",-16.5334667,14.772718,"pearl_millet",2024,0.2024
"PLS74",-16.6055667,14.7922833,"pearl_millet",1974,0.1974
"PLS214",-16.5469693,14.7974192,"pearl_millet",1928,0.1928
"PLS213",-16.5469693,14.7974194,"pearl_millet",1928,0.1928
"PLS212",-16.5469833,14.7981,"pearl_millet",1928,0.1928
"PLS120",-16.0166667,14.8,"pearl_millet",1916,0.1916
"PLS200",-16.5528833,14.8021244,"pearl_millet",1997,0.1997
"PLS220",-16.5528833,14.8021248,"pearl_millet",1997,0.1997
"PLS75",-16.5363111,14.8023333,"pearl_millet",2046,0.2046
"PLS209",-16.57075,14.8056833,"pearl_millet",1984,0.1984
"PLS83",-16.4113611,14.8144917,"pearl_millet",1822,0.1822
"PLS153",-16.7666667,14.8166667,"pearl_millet",2042,0.2042
"PLS217",-16.4457722,14.819375,"pearl_millet",1962,0.1962
"PLS211",-16.4164,14.82355,"pearl_millet",1862,0.1862
"PLS104",-16.15,14.8333333,"pearl_millet",1881,0.1881
"PLS113",-16.1572591,14.8564659,"pearl_millet",1886,0.1886
"PLS118",-15.9833333,14.8666667,"pearl_millet",1882,0.1882
"PLS112",-16.2166667,14.8833333,"pearl_millet",1875,0.1875
"PLS106",-16.2036778,14.8943722,"pearl_millet",1881,0.1881
"PLS121",-15.9541139,14.8964472,"pearl_millet",1913,0.1913
"PLS204",-16.4450861,14.9008778,"pearl_millet",1859,0.1859
"PLS182",-16.861726,14.9053549,"pearl_millet",1976,0.1976
"PLS223",-16.2700694,14.9110528,"pearl_millet",1872,0.1872
"PLS184",-16.9333333,14.9166667,"pearl_millet",1786,0.1786
"PLS116",-16.2,14.9333333,"pearl_millet",1788,0.1788
"PLS185",-16.9833333,14.9333333,"pearl_millet",1765,0.1765
"PLS198",-16.3666667,14.9333333,"pearl_millet",1742,0.1742
"PLS221",-16.3741,14.9380417,"pearl_millet",1760,0.176
"PLS147",-16.4190528,14.9394361,"pearl_millet",1746,0.1746
"PLS123",-15.8833333,14.95,"pearl_millet",1858,0.1858
"PLS181",-16.9833333,14.95,"pearl_millet",1795,0.1795
"PLS115",-16.2989732,14.9533414,"pearl_millet",1681,0.1681
"PLS114",-16.3308025,14.9600008,"pearl_millet",1796,0.1796
"PLS125",-15.7833333,14.9666667,"pearl_millet",1820,0.182
"PLS183",-16.9,14.9666667,"pearl_millet",1897,0.1897
"PLS46",-16.8666667,14.9666667,"pearl_millet",1941,0.1941
"PLS80",-16.46045,14.9720333,"pearl_millet",1863,0.1863
"PLS216",-16.7584134,14.9971074,"pearl_millet",1769,0.1769
"PLS222",-16.7584134,14.997108,"pearl_millet",1769,0.1769
"PLS151",-16.4166667,15,"pearl_millet",1836,0.1836
"PLS88",-16.4048139,15.0010361,"pearl_millet",1810,0.181
"PLS235",-16.2503158,15.0376971,"pearl_millet",1737,0.1737
"PLS230",-16.2503158,15.0376975,"pearl_millet",1737,0.1737
"PLS137",-16.3333333,15.0666667,"pearl_millet",1753,0.1753
"PLS202",-16.6216667,15.1097222,"pearl_millet",1599,0.1599
"PLS196",-16.68,15.1175,"pearl_millet",1599,0.1599
"PLS208",-16.6568056,15.1287972,"pearl_millet",1600,0.16
"PLS189",-16.1166667,15.1666667,"pearl_millet",1534,0.1534
"PLS138",-16.5697222,15.1769444,"pearl_millet",1543,0.1543
"PLS195",-16.7425,15.1769444,"pearl_millet",1535,0.1535
"PLS192",-16.6666667,15.2333333,"pearl_millet",1514,0.1514
"PLS186",-16.5166667,15.25,"pearl_millet",1484,0.1484
"PLS191",-16.6833333,15.3,"pearl_millet",1456,0.1456
"PLS187",-16.5428,15.3667722,"pearl_millet",1466,0.1466
"PLS226",-16.2166667,15.5333333,"pearl_millet",1475,0.1475
"PLS190",-16.5333333,15.5666667,"pearl_millet",1246,0.1246
"PLS124",-16.0477778,15.6502778,"pearl_millet",1417,0.1417
"PLS188",-16.3,15.8333333,"pearl_millet",1068,0.1068
